ticker,earnings_date,day0_date,section,speaker_type,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
ABBV,2021-02-03,2021-02-03,all,all,11960.0,25520.0,406.0,192.0,330.0,56.0,26.0,120.0,102.0,38.0,0.03394648829431438,0.016053511705685617,0.027591973244147156,0.0046822742474916385,0.002173913043478261,0.01789297658862876
ABBV,2021-02-03,2021-02-03,prepared,all,5010.0,9182.0,202.0,54.0,160.0,40.0,16.0,42.0,20.0,32.0,0.04031936127744511,0.010778443113772455,0.031936127744510975,0.007984031936127744,0.0031936127744510976,0.029540918163672655
ABBV,2021-02-03,2021-02-03,qa,all,6950.0,16338.0,204.0,138.0,170.0,16.0,10.0,78.0,82.0,6.0,0.02935251798561151,0.019856115107913668,0.02446043165467626,0.002302158273381295,0.0014388489208633094,0.009496402877697842
ABBV,2021-04-30,2021-04-30,all,all,10838.0,22808.0,334.0,204.0,244.0,54.0,22.0,136.0,104.0,8.0,0.030817494002583504,0.018822661007565973,0.02251337885218675,0.004982469090238051,0.002029894814541428,0.01199483299501753
ABBV,2021-04-30,2021-04-30,prepared,all,4038.0,7442.0,136.0,48.0,96.0,34.0,10.0,34.0,20.0,8.0,0.033680039623576026,0.01188707280832095,0.0237741456166419,0.008420009905894007,0.0024764735017335313,0.021792966815255076
ABBV,2021-04-30,2021-04-30,qa,all,6800.0,15366.0,198.0,156.0,148.0,20.0,12.0,102.0,84.0,0.0,0.02911764705882353,0.022941176470588236,0.02176470588235294,0.0029411764705882353,0.0017647058823529412,0.006176470588235294
ABBV,2021-07-30,2021-07-30,all,all,11182.0,24218.0,422.0,196.0,328.0,68.0,26.0,102.0,124.0,38.0,0.03773922375245931,0.017528170273654088,0.029332856376319084,0.006081201931675908,0.0023251654444643175,0.020211053478805224
ABBV,2021-07-30,2021-07-30,prepared,all,4334.0,8100.0,184.0,40.0,120.0,34.0,14.0,26.0,24.0,24.0,0.042455006922012,0.009229349330872173,0.02768804799261652,0.007844946931241348,0.003230272265805261,0.03322565759113982
ABBV,2021-07-30,2021-07-30,qa,all,6848.0,16118.0,238.0,156.0,208.0,34.0,12.0,76.0,100.0,14.0,0.03475467289719626,0.0227803738317757,0.030373831775700934,0.004964953271028037,0.0017523364485981308,0.01197429906542056
ABBV,2021-10-29,2021-10-29,all,all,11200.0,24112.0,426.0,220.0,248.0,70.0,40.0,128.0,110.0,52.0,0.038035714285714284,0.019642857142857142,0.02214285714285714,0.00625,0.0035714285714285713,0.01839285714285714
ABBV,2021-10-29,2021-10-29,prepared,all,4358.0,8026.0,190.0,60.0,106.0,28.0,16.0,40.0,28.0,32.0,0.04359798072510326,0.013767783386874713,0.02432308398347866,0.006424965580541533,0.0036714089031665903,0.029830197338228545
ABBV,2021-10-29,2021-10-29,qa,all,6842.0,16086.0,236.0,160.0,142.0,42.0,24.0,88.0,82.0,20.0,0.03449283835135925,0.0233849751534639,0.02075416544869921,0.006138555977784273,0.0035077462730195848,0.011107863197895352
ABBV,2022-02-02,2022-02-02,all,all,11734.0,25144.0,448.0,208.0,284.0,44.0,28.0,114.0,92.0,44.0,0.03817964888358616,0.017726265553093576,0.024203170274416225,0.003749786943923641,0.002386228055224135,0.020453383330492587
