ticker,earnings_date,day0_date,est_end_date,alpha_1y,beta_1y,r2_1y,resid_vol_1y,n_1y,alpha_1q,beta_1q,r2_1q,resid_vol_1q,n_1q
ABBV,2021-02-03,2021-02-03,2021-02-02,,,,,252,,,,,63
ABBV,2021-04-30,2021-04-30,2021-04-29,-0.00016735249808344488,0.7244984518465689,0.21052862296974684,0.012844597667838579,252,0.0003225573164218916,0.5477383473576655,0.13770714660691086,0.012512526771729362,63
ABBV,2021-07-30,2021-07-30,2021-07-29,0.0003491957170112847,0.6359856940721734,0.18371846103214584,0.011170473766322893,252,0.0009565060797710663,0.46146614679048237,0.13164528278034127,0.008529340492112994,63
ABBV,2021-10-29,2021-10-29,2021-10-28,-0.0002183331478636108,0.6648552904117004,0.17306902557225623,0.011556986856084174,252,-0.001171957164089519,0.7079782823229056,0.14273818374454428,0.012293811450438938,63
ABBV,2022-02-02,2022-02-02,2022-02-01,0.001032471082703768,0.46615037650977403,0.10505108073345848,0.01136181460413161,252,0.003077062657601854,0.2992951080125978,0.09415889978198078,0.009626386636649711,63
ABBV,2022-04-29,2022-04-29,2022-04-28,0.0015656991066015156,0.3085587830682105,0.06516908954503131,0.011682948832309397,252,0.0024476454033194703,0.1631885434383678,0.030183722568584925,0.013385393387922336,63
ABBV,2022-07-29,2022-07-29,2022-07-28,0.0012510331667926146,0.32899206548338833,0.09912796217010156,0.012692581731976071,252,-0.0004635342445505769,0.351701538168722,0.18502418260194953,0.013215269867792591,63
ABBV,2022-10-28,2022-10-28,2022-10-27,0.0018606226872415585,0.37310847377794143,0.14237788320692135,0.01321311424989317,252,0.0020860889603481524,0.6177507895755316,0.33526270183534224,0.01308832818780965,63
ABBV,2023-02-09,2023-02-09,2023-02-08,0.0003874456670876687,0.3573170205452635,0.14417952380305044,0.013186864882852386,252,-0.000588993009830991,0.31050687298124297,0.15728064857171298,0.009549827534306162,63
ABBV,2023-04-27,2023-04-27,2023-04-26,0.0004280183787068656,0.37866370884411726,0.16146422045776543,0.01244416588820977,252,0.0015819419285614525,0.269595582476887,0.06315752323589319,0.009969055179396799,63
ABBV,2023-07-27,2023-07-27,2023-07-26,-0.00017527011280400544,0.3237123898136004,0.07747694446028619,0.01332577435203844,252,-0.0016598492910181244,-0.22898157419226525,0.010734658232650518,0.01561861569917579,63
ABBV,2023-10-27,2023-10-27,2023-10-26,4.8054662399200714e-05,0.18702722209628295,0.02264712837908689,0.012154803196648193,252,0.0001143912907169299,0.3302885628464499,0.08681546890005443,0.008242799411965075,63
ABBV,2024-02-02,2024-02-02,2024-02-01,0.0005905176195820333,0.18424371052354613,0.014496180154501492,0.01206902231076121,252,0.0022346889556869943,0.2725533708152802,0.03892658266943083,0.009222247398512178,63
ABBV,2024-04-26,2024-04-26,2024-04-25,6.297263031325938e-05,0.26089067630335133,0.024026483629478124,0.012274956325551173,252,0.00010939782493744904,0.594393289063611,0.15445230546066557,0.010498141576205235,63
ABBV,2024-07-25,2024-07-25,2024-07-24,0.0008484617956647835,0.27036766340461843,0.027963562575466838,0.011592915976956724,252,0.0011761250099097164,-0.2949690459862766,0.020901764817002122,0.013602269921477396,63
ABBV,2024-10-30,2024-10-30,2024-10-29,0.0011188859832646867,0.22783254547072976,0.022830381331768734,0.011400323809984392,252,0.0002530268429102507,0.29393700938473327,0.08158329582227397,0.009120542176817492,63
ABBV,2025-01-31,2025-01-31,2025-01-30,0.00039010274260809234,0.16708942786865139,0.008071680878707466,0.015117135389478235,252,-0.0008614444638559428,0.056208859929246284,0.0004982671504417668,0.022002410196857187,63
ABBV,2025-04-25,2025-04-25,2025-04-24,0.0004311962725065745,0.32841806268002743,0.05588563954427417,0.01652040188041975,252,0.0019154394786559073,0.4513520440252923,0.2046551328324826,0.017604630663047818,63
ABBV,2025-07-31,2025-07-31,2025-07-30,8.608704025081385e-05,0.435556129003029,0.09371134644158019,0.016672283093189688,252,-0.0022511893165812306,0.9983812612262093,0.21263234112136276,0.01402044389431559,63
ABBV,2025-10-31,2025-10-31,2025-10-30,0.0007353653876110295,0.4323285037027072,0.08071500536206966,0.017388487065365117,252,0.0023965200266736807,0.19690386867004175,0.010082528010850411,0.013239123265857106,63
