date,ret_1d,logret_1d,ret_5d,ret_20d,sma_5,ema_5,sma_20,ema_20,sma_50,ema_50,macd_12_26,macd_signal_9,macd_hist,rsi_14,roc_10,mom_10,vol_20,vol_60,atr_14,bb_mid_20,bb_upper_20_2,bb_lower_20_2,bb_width_20_2,obv,cmf_20,mfi_14,hl_range,oc_gap
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.02821222640325141,0.018997761130037413
2019-10-02,-0.0068824752824232505,-0.006906268750244587,,,,,,,,,,,,,,,,,,,,,,-16151700.0,,,0.01970218969732891,0.0013745144672716464
2019-10-03,0.02737685917975652,0.027008815125728197,,,,,,,,,,,,,,,,,,,,,,-65400.0,,,0.034619195484664314,-0.021239811879160058
2019-10-04,0.00596489776388287,0.0059471781899327406,,,,,,,,,,,,,,,,,,,,,,10364800.0,,,0.01596004251997558,-0.004987497432557547
2019-10-07,-0.004266968439454066,-0.004276097928702939,,,176.74934997558594,177.30198424539452,,,,,,,,,,,,,,,,,,1186500.0,,,0.017197219856672,0.0017809847354356178
2019-10-08,-0.01074139648416117,-0.010799501745739978,0.01103456147675419,,177.13465576171876,177.04031208807552,,,,,,,,,,,,,,,,,,-8280400.0,,,0.014908545127900843,0.0028691674083597047
2019-10-09,0.011814440532576409,0.01174519489539512,0.030068792181082715,,178.17737426757813,177.56101372277953,,,,,,,,,,,,,,,,,,-723500.0,,,0.015457318237158141,-0.003836543886515677
2019-10-10,0.0010008639125806962,0.0010003633822422712,0.003623686527131076,,178.3064758300781,177.9677337172046,,,,,,,,,,,,,,,,,,7881500.0,,,0.013553310325783581,0.0016108901121384969
2019-10-11,0.02310712413828475,0.022844197164883274,0.020726017301696542,,179.04928894042968,179.615919971626,,,,,,,,,,,,,,,,,,22812000.0,,,0.02361695013766808,-0.011075566088723005
2019-10-14,-0.004940629030293575,-0.004952874287399258,0.02003544777140487,,179.76428833007813,180.41347688049808,,,,,,,,,,,,,,,,,,15806000.0,,,0.011185005492264956,0.005019632120650333
2019-10-15,0.03060902749512384,0.0301499163294001,0.06267232562047598,,181.97683410644532,182.8022168054232,,,,,,,,,0.07439844872718027,12.9892578125,,,,,,,,30845100.0,,,0.03557626789357395,-0.026946881011899498
2019-10-16,0.0034940389513800074,0.0034879489788943994,0.05393370701197653,,183.90337219238282,184.61318034424048,,,,,,,,,0.08562422062075759,14.846282958984375,,,,,,,,41362000.0,,,0.014771843875904479,-0.006489030375817005
2019-10-17,0.004431681260059772,0.004421890277017337,0.05754594569774185,,185.96099853515625,186.09855536946762,,,,,,,,,0.06137816069298885,10.933639526367188,,,,,,,,50965000.0,,,0.010872378129448293,-0.00047269466977853316
2019-10-18,-0.02384574870836087,-0.02413466070055047,0.009012591617489907,,186.29070129394532,185.58597233778312,,,,,,,,,0.029925404048983806,5.362579345703153,,,4.049283708844866,,,,,34090800.0,,61.61627102534272,0.04073181100678792,0.023567336455097294
2019-10-21,0.021038285950078173,0.020820036961435077,0.035355795949318036,,187.5777130126953,186.53853132251947,,,,,,,,55.35804996686342,0.05609961292388177,10.010055541992188,,,3.9849984305245534,,,,,42213400.0,,63.634869238019164,0.0166526336086899,-0.014333902294696322
2019-10-22,-0.039101954575454956,-0.03988696781010531,-0.03467626024517734,,186.27680053710938,184.71739897412758,,,,,,,,43.19299163834057,0.02582282350191245,4.55816650390625,,,4.392854963030136,,,,,22675800.0,,61.95894717855887,0.05018094812028366,0.04200945385517473
2019-10-23,0.02089510859581334,0.020679799914642156,-0.017937081961217127,,185.60152282714844,184.76450560677517,,,,,,,,49.348120332943665,0.035029211727613196,6.2563018798828125,,,4.262141636439734,,,,,34976200.0,,61.20303098355075,0.023529438766719292,-0.022240126378680915
2019-10-24,0.0012355032864073134,0.0012347406802922301,-0.021062080829670538,,184.80508422851562,184.87204121343606,,,,,,,,49.70240107970196,0.03527182750836566,6.305938720703125,,,4.337141854422435,,,,,46389700.0,,61.51643467102901,0.021085913578831737,-0.009443125440047157
2019-10-25,0.008101736300696993,0.008069093425940263,0.010976507801286228,,185.2102508544922,185.443573943723,,,,,,,,52.072632147311744,0.020088026200975273,3.674346923828125,,,4.395713806152344,,,,,54450900.0,,66.93083237594355,0.020810067990903208,-0.010963848875861154
2019-10-28,0.00803654390012798,0.008004422861195824,-0.0018971091373388704,,185.1387512207031,186.32443300349763,182.30752563476562,182.96243192683096,,,,,,54.387405494452345,0.03339161300842597,6.0775604248046875,,,4.524285452706473,182.30752563476562,192.15012461078862,172.46492665874263,0.10797797777960777,68108800.0,0.1613983968500418,73.45890107165425,0.02349523279643985,-0.011615612561448196
2019-10-29,-0.00047523959523021464,-0.00047535255735745344,0.03822518694794108,0.07678728791109979,186.52307739257813,186.88187704790468,182.97784194946288,183.44189223253457,,,,,,54.21929955677053,0.0022234201722364233,0.4170684814453125,0.016960288974784455,,4.602142333984375,182.97784194946288,192.4256723624402,173.53001153648557,0.10326748104928171,54533900.0,0.1751629944843612,74.48811137206428,0.021446292382615088,0.012571997852759254
2019-10-30,-0.005599097962786792,-0.005614831668978333,0.011281231270482417,0.07817878926817334,186.9401641845703,186.90263564261355,183.6556083679199,183.77544086105806,,,,,,52.174155841249345,-0.0068582030606567645,-1.29095458984375,0.016920197744574,,4.747142246791297,183.6556083679199,192.09844578051164,175.21277095532818,0.09194205924469316,25799300.0,0.17603217193239548,61.99843079551912,0.02374502640479763,0.006958818372343957
