date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2020-12-31,PLTR,2020-12-29,285012981,319474181,300735800,68004097,76226539,71755561,61733811,69198107,65139374,49161393,57018841,52746324,216748368,242955627,228705351,0.020585,0.02225241,0.01918593,6,4
2021-03-31,PLTR,2021-03-29,314873263,352944900,332243333,75128760,84212653,79273259,68201548,76447865,71963905,87399084,101368032,93772382,239456693,268409638,252666387,0.036596,0.03956031,0.03410873,4,7
2021-06-30,PLTR,2021-06-29,341463095,382749734,360300000,81473094,91324086,85967580,73960906,82903592,78040980,84480701,97983197,90641170,259677887,291075796,274003089,0.035374,0.03823933,0.03296979,6,4
2021-09-30,PLTR,2021-09-29,364890546,409009821,385019833,87062884,97589743,91865732,79035292,88591527,83395295,88877390,103082615,95358487,277494134,311046223,292802174,0.037215,0.04022945,0.03468566,4,4
2021-12-31,PLTR,2021-12-29,395831135,443691468,417667268,94445308,105864784,99655410,85737023,96103571,90466730,84595342,98116158,90764163,301024018,337421129,317630090,0.035422,0.03829122,0.03301453,6,5
2022-03-31,PLTR,2022-03-29,420233118,471043918,443415393,100267621,112391078,105798912,91022493,102028112,96043774,86474864,100296066,92780746,319581383,358222283,337211177,0.036209,0.03914196,0.03374804,3,9
2022-06-30,PLTR,2022-06-29,444562001,498314431,469086386,106072493,118897823,111924011,96292129,107934905,101604111,73167723,84862084,78503237,338083157,378961125,356733607,0.030637,0.03311863,0.02855474,5,5
2022-09-30,PLTR,2022-09-29,449942501,504345492,474763702,107356280,120336834,113278619,97457545,109241233,102833817,46830485,54315390,50245454,342174951,383547662,361051126,0.019609,0.02119735,0.01827626,3,5
2022-12-31,PLTR,2022-12-29,476305358,533895909,502580874,113646458,127387563,119915796,103167740,115641853,108859017,64099686,74344695,68773930,362223534,406020339,382205695,0.02684,0.02901407,0.02501581,5,7
2023-03-31,PLTR,2023-03-29,479378719,537340872,505823777,114379762,128209532,120689553,103833430,116388032,109561430,94661652,109791378,101564540,364560782,408640185,384671877,0.039637,0.04284764,0.03694305,4,9
2023-06-30,PLTR,2023-06-29,505492888,566612532,533378542,120610603,135193750,127264120,109489759,122728274,115529792,121345168,140739698,130193867,384420240,430900871,405626889,0.05081,0.05492566,0.04735667,6,4
2023-09-30,PLTR,2023-09-29,553894072,556247871,555506675,132159125,132720742,132543892,119973455,120483288,120322745,120663988,156525468,144796796,421228661,423018692,422455023,0.056509,0.06108628,0.04709083,8,11
2023-12-31,PLTR,2023-12-30,593344179,617533173,602875005,141571921,147343415,143845976,128518349,133757685,130582726,166116049,221488082,193802065,451229913,469625303,458477973,0.075634,0.08643886,0.06482914,11,13
2024-03-31,PLTR,2024-03-30,614615419,616146703,615396074,146647238,147012603,146833503,133125699,133457375,133294789,173271740,222777952,198024846,467406392,468570912,468000070,0.077282,0.08694225,0.06762175,9,11
2024-06-30,PLTR,2024-06-30,651306285,658306348,653229050,155401679,157071894,155860451,141072941,142589154,141489412,187951925,224149536,206257731,495309281,500632730,496771516,0.080495,0.08747753,0.0733509,8,10
2024-09-30,PLTR,2024-09-30,699171770,724112190,705111871,166822384,172773168,168239692,151440605,156842700,152727231,206442504,258055980,232247820,531710310,550677149,536227673,0.090638,0.10071,0.08056711,9,12
2024-12-31,PLTR,2024-12-30,766814669,819199535,775784954,182961980,195461009,185102290,166092057,177438619,168035021,258594077,310302643,284448360,583151784,622989739,589973560,0.11101,0.1211,0.10092,11,13
2025-03-31,PLTR,2025-03-30,859624984,871239647,862173813,205106521,207877779,205714671,186194771,188710507,186746847,299668820,389582278,329648514,653732725,662565513,655671074,0.12865,0.15204,0.11695,11,12
2025-06-30,PLTR,2025-06-30,901783562,961967746,937698232,215165557,229525504,223734798,195326319,208362213,203105437,324703146,384944394,354221614,685793732,731562958,713106334,0.13824,0.15023,0.12672,12,13
2025-09-30,PLTR,2025-09-30,1081820942,1121888384,1091837803,258122476,267682568,260512499,234322416,243001023,236492068,404802738,480700049,430093301,822709630,853180357,830327312,0.16785,0.1876,0.15798,14,15
