period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-31,1,322091000,-150559000,-154122000,-148343000,-0.0841,300735800,71755561,65139374,52746324,0.020585,21355200,7.100983654091066,-222314561,-309.8220652194469,-219261374,-336.60344049360987,-201089324,-381.2385560745427,-0.104685,-508.5499149866408
2021-03-31,2,341234000,-115295000,-118532000,-123474000,-0.0678,332243333,79273259,71963905,93772382,0.036596,8990667,2.7060488825519937,-194568259,-245.43996481840114,-190495905,-264.7103502790739,-217246382,-231.67416393453672,-0.10439599999999999,-285.2661493059351
2021-06-30,3,375642000,-138889000,-143651000,-138580000,-0.0731,360300000,85967580,78040980,90641170,0.035374,15342000,4.258118234804329,-224856580,-261.55974147463496,-221691980,-284.07124052004474,-229221170,-252.8885825282264,-0.108474,-306.6489512071013
2021-09-30,4,392146000,-97032000,-100090000,-102137000,-0.052,385019833,91865732,83395295,95358487,0.037215,7126167,1.8508571219498713,-188897732,-205.62371614259817,-183485295,-220.01876125025998,-197495487,-207.10845275890338,-0.08921499999999999,-239.7286040575037
2021-12-31,5,432867000,-118741000,-122581000,-156188000,-0.0776,417667268,99655410,90466730,90764163,0.035422,15199732,3.6391963566558436,-218396410,-219.15158444483848,-213047730,-235.49843130176146,-246952163,-272.0811329467116,-0.11302200000000001,-319.0728925526509
2022-03-31,6,446357000,-94450000,-98762000,-101379000,-0.0498,443415393,105798912,96043774,92780746,0.036209,2941607,0.6633975830424091,-200248912,-189.2731297652664,-194805774,-202.83019490675156,-194159746,-209.2672826752223,-0.086009,-237.53486702201113
2022-06-30,7,473010000,-171176000,-176071000,-179329000,-0.0873,469086386,111924011,101604111,78503237,0.030637,3923614,0.8364374062222304,-283100011,-252.93947962604736,-277675111,-273.2912165335515,-257832237,-328.4351663104032,-0.117937,-384.94957078042887
2022-09-30,8,477880000,-115755000,-121697000,-123875000,-0.0597,474763702,113278619,102833817,50245454,0.019609,3116298,0.6563892704670165,-229033619,-202.1860974488045,-224530817,-218.34336558760629,-174120454,-346.539716807017,-0.079309,-404.4520373297975
2022-12-31,9,508624000,46934000,39561000,30878000,0.0148,502580874,119915796,108859017,68773930,0.02684,6043126,1.202418618102845,-72981796,-60.8608694053951,-69298017,-63.6584996904758,-37895930,-55.10217316358103,-0.012039999999999999,-44.85842026825633
2023-03-31,10,525186000,12435000,4115000,16802000,0.008,505823777,120689553,109561430,101564540,0.039637,19362223,3.8278594009233378,-108254553,-89.6967055632396,-105446430,-96.24411620038184,-84762540,-83.45682459645857,-0.031637,-79.8168378030628
2023-06-30,11,533317000,18473000,10074000,28127000,0.0132,533378542,127264120,115529792,130193867,0.05081,-61542,-0.011538146954550714,-108791120,-85.48451833871165,-105455792,-91.28017126526117,-102066867,-78.39606377157536,-0.037610000000000005,-74.02086203503248
2023-09-30,12,558159000,89374000,80711000,71505000,0.0331,555506675,132543892,120322745,144796796,0.056509,2652325,0.4774605093629163,-43169892,-32.570261328979235,-39611745,-32.92124444135645,-73291796,-50.61700122149112,-0.023409,-41.425259693146224
2023-12-31,13,608350000,114355000,106383000,93391000,0.0427,602875005,143845976,130582726,193802065,0.075634,5474995,0.9081476184271399,-29490976,-20.501773369037448,-24199726,-18.532103549438844,-100411065,-51.811142982403204,-0.032934000000000005,-43.54390882407383
2024-03-31,14,634338000,89319000,80881000,105530000,0.0477,615396074,146833503,133294789,198024846,0.077282,18941926,3.0780056617650766,-57514503,-39.16987732697489,-52413789,-39.32170896793272,-92494846,-46.70870745179118,-0.029582000000000004,-38.27799487590901
2024-06-30,15,678134000,113395000,105339000,134126000,0.0601,653229050,155860451,141489412,206257731,0.080495,24904950,3.812590698469396,-42465451,-27.245815553299018,-36150412,-25.549906165416814,-72131731,-34.971649620251085,-0.020394999999999996,-25.336977452015653
2024-09-30,16,725516000,121227000,113140000,143525000,0.0638,705111871,168239692,152727231,232247820,0.090638,20404129,2.8937435092480523,-47012692,-27.943876644757527,-39587231,-25.92021785558333,-88722820,-38.2017880727578,-0.026838,-29.610097310178958
2024-12-31,17,827519000,18049000,11043000,79009000,0.0343,775784954,185102290,168035021,284448360,0.11101,51734046,6.668606516954954,-167053290,-90.24917519929116,-156992021,-93.42815567000167,-205439360,-72.2237807945175,-0.07671,-69.10188271326908
2025-03-31,18,883855000,182670000,176048000,214031000,0.0911,862173813,205714671,186746847,329648514,0.12865,21681187,2.514711845000099,-23044671,-11.202249644119936,-10698847,-5.729064330601523,-115617514,-35.07296683885552,-0.037549999999999986,-29.18771861640108
2025-06-30,19,1003697000,275847000,269317000,326727000,0.14,937698232,223734798,203105437,354221614,0.13824,65998768,7.038380338974553,52112202,23.291952108406488,66211563,32.599601457247054,-27494614,-7.761980893689903,0.0017600000000000116,1.2731481481481564
2025-09-30,20,1181092000,486476000,480501000,475599000,0.2,1091837803,260512499,236492068,430093301,0.16785,89254197,8.174675465051653,225963501,86.73806510911402,244008932,103.17848461623669,45505699,10.580424966907355,0.03215000000000001,19.154006553470367
