date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2023-06-30,PLTR,USD,0001321655,2023-08-08,2023-08-07 20:09:43,2023,Q2,533317000,106899000,426418000,99533000,132648000,184163000,316811000,0,416344000,523243000,28993000,30310000,1317000,8399000,18473000,10074000,0,10074000,19969000,30043000,2171000,27872000,0,0,28127000,0,28127000,0.0132,0.0124,2131224000,2278155000
2023-09-30,PLTR,USD,0001321655,2023-11-03,2023-11-03 16:21:11,2023,Q3,558159000,107922000,450237000,105708000,128173000,176373000,304546000,0,410254000,518176000,36122000,36864000,742000,8663000,89374000,80711000,-40728000,39983000,39986000,79969000,6530000,73439000,0,0,71505000,0,71505000,0.0331,0.0308,2162530000,2325600000
2023-12-31,PLTR,USD,0001321655,2024-02-20,2024-02-20 06:15:02,2023,Q4,608350000,108639000,499711000,109283000,127271000,197363000,324634000,0,433917000,542556000,44409000,44545000,136000,7972000,114355000,106383000,-40589000,65794000,40453000,106247000,9334000,96913000,0,0,93391000,0,93391000,0.0427,0.0396,2187214000,2357742000
2024-03-31,PLTR,USD,0001321655,2024-05-07,2024-05-06 18:14:16,2024,Q1,634338000,116256000,518082000,110040000,133984000,193177000,327161000,0,437201000,553457000,43352000,43352000,0,8438000,89319000,80881000,0,80881000,29845000,110726000,4655000,106071000,0,0,105530000,0,105530000,0.0477,0.044,2213545000,2400107000
2024-06-30,PLTR,USD,0001321655,2024-08-06,2024-08-05 18:19:46,2024,Q2,678134000,128562000,549572000,108781000,138643000,196809000,335452000,0,444233000,572795000,46593000,46593000,0,8056000,113395000,105339000,0,105339000,35420000,140759000,5189000,135570000,0,0,134126000,0,134126000,0.0601,0.0556,2231592000,2414696000
2024-09-30,PLTR,USD,0001321655,2024-11-05,2024-11-04 18:08:49,2024,Q3,725516000,146639000,578877000,117555000,138708000,209474000,348182000,0,465737000,612376000,52120000,52120000,0,8087000,121227000,113140000,0,113140000,44010000,157150000,7809000,149341000,0,0,143525000,0,143525000,0.0638,0.0584,2250032000,2459589000
2024-12-31,PLTR,USD,0001321655,2025-02-18,2025-02-18 06:06:00,2024,Q4,827519000,174533000,652986000,171502000,182146000,288295000,470441000,0,641943000,816476000,54727000,54727000,0,7006000,18049000,11043000,0,11043000,69495000,80538000,3602000,76936000,0,0,79009000,0,79009000,0.0343,0.0312,2304883000,2528279000
2025-03-31,PLTR,USD,0001321655,2025-05-06,2025-05-05 18:15:17,2025,Q1,883855000,172970000,710885000,134889000,163639000,236309000,399948000,0,534837000,707807000,50441000,50441000,0,6622000,182670000,176048000,0,176048000,47268000,223316000,5599000,217717000,0,0,214031000,0,214031000,0.0911,0.0838,2348679000,2552818000
2025-06-30,PLTR,USD,0001321655,2025-08-05,2025-08-04 18:01:31,2025,Q2,1003697000,192934000,810763000,135043000,162615000,243788000,406403000,0,541446000,734380000,56255000,56255000,0,6530000,275847000,269317000,0,269317000,62851000,332168000,3596000,328572000,0,0,326727000,0,326727000,0.14,0.13,2365196000,2562912000
2025-09-30,PLTR,USD,0001321655,2025-11-04,2025-11-03 17:58:45,2025,Q3,1181092000,207307000,973785000,144191000,161702000,274636000,436338000,0,580529000,787836000,59762000,59762000,0,5975000,486476000,480501000,-87245000,393256000,87245000,480501000,3753000,476748000,0,0,475599000,0,475599000,0.2,0.19,2363785000,2562367000
