symbol,date,fiscalYear,period,reportedCurrency,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestIncome,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthOperatingIncome,growthIncomeBeforeTax,growthIncomeTaxExpense,growthNetIncome,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil,growthEBIT,growthNonOperatingIncomeExcludingInterest,growthNetInterestIncome,growthTotalOtherIncomeExpensesNet,growthNetIncomeFromContinuingOperations,growthOtherAdjustmentsToNetIncome,growthNetIncomeDeductions
PLTR,2020-12-31,2020,Q4,USD,0.11309207025013306,-0.5279027721976698,0.7967234656420951,0.6141732689770947,-0.7001417581192361,-0.5090787870563489,-0.5592291683462174,0,-0.5868002020645817,-0.5790652538862746,-0.2550607287449393,-0.1299760191846523,0.41669980119284294,0.8243722455911962,0.8153146405245719,0.8190708025182686,0.11120215381013696,0.8261576268663887,0.9105319148936171,0.9119148936170213,0.9476398816555539,0.9476398816555539,0.8207418900482334,-1.2041666666666666,0.09113764927718417,1.0451544195953142,0.8261576268663887,0,0.0
PLTR,2021-03-31,2021,Q1,USD,0.059433514131099596,0.05117512729954754,0.06174777811342353,0.00218443535211315,0.04611707213428238,-0.11923490634633528,-0.07805228324267201,0,-0.06620687965503724,-0.04891750563548885,0.021739130434782608,0.014332965821389196,-0.09149593039573393,0.23422047170876534,0.27181105178448256,0.2280679253026883,1.4085341762149348,0.16764525457891508,0.19381688466111768,0.18115942028985507,0.03268705581559905,0.03268705581559905,0.23092095872101323,2.844081632653061,-0.012448132780082987,-10.99685534591195,0.16764525457891508,0,-1.0
PLTR,2021-06-30,2021,Q2,USD,0.10083403177877936,0.2268893956362753,0.0658610452862539,-0.03176953612783938,0.12240151922901159,0.07772448471368434,0.19311226551650662,0,0.13047014590554054,0.14616648508065933,-0.010638297872340425,-0.6793478260869565,0.47111523015137474,-0.2046402706101739,-0.2818425807356991,-0.198293623101718,-2.8249516441005804,-0.12234154558854496,-0.07817109144542772,-0.07817109144542772,0.04033038319574688,0.04033038319574688,-0.21191745688927885,-1.5526781761841524,0.8510928961748634,1.299937087134319,-0.12234154558854496,0,0.0
PLTR,2021-09-30,2021,Q3,USD,0.04393544917767449,-0.045333567956360114,0.07244411975442196,0.02730884422104211,-0.14664688212514929,-0.05341191813169073,-0.05503174671601623,0,-0.0779387463329496,-0.07225703827210181,0.01881720430107527,0.03220338983050847,-0.35783284334313314,0.30137015890387286,0.3709048361934477,0.30186978736974923,1.2540187246069598,0.26297445518833884,0.28864569083447333,0.28864569083447333,0.03683562703802268,0.03683562703802268,0.30324188484591125,4.263516219463356,-0.05504587155963303,-5.59255374934452,0.26297445518833884,0,0.0
PLTR,2021-12-31,2021,Q4,USD,0.10384142640751148,0.008743836689553476,0.1308761978371793,0.02449153544032076,-0.10751092073455193,0.053195473636339315,0.059631263726595544,0,0.017529066182041517,0.015953743851828288,0.26649076517150394,-0.013136288998357963,0.25572269457161545,-0.2237303157721164,0.3589040797903003,-0.2232693472626342,21.95271210013908,-0.5292009751608134,-0.49230769230769245,-0.49230769230769245,0.02411378566937912,0.02411378566937912,-0.22470776301328804,6.809301754816542,0.47391304347826085,-6.334893811372459,-0.5292009751608134,0,0.0
PLTR,2022-03-31,2022,Q1,USD,0.031164306819415663,0.07811518563776938,0.01925839260477724,-0.011546088274661057,0.052568428055502756,-0.09633726615781252,-0.012964887787297116,0,-0.0317973911989452,-0.012228299546572863,0.13958333333333334,-0.011647254575707155,0.12291666666666666,0.20457129382437406,0.33089595032489016,0.19342111672159892,-0.9387081136763012,0.35091684380362126,0.35824742268041243,0.35824742268041243,0.012199741122716183,0.012199741122716183,0.19431233225377506,-0.06780539928973255,0.6115702479338843,0.0672800012453494,0.35091684380362126,0,0.0
PLTR,2022-06-30,2022,Q2,USD,0.059712293074825756,0.08284694342340815,0.053506992391051104,-0.0058556466068353085,-0.004853218360966581,0.0926026126613589,0.052279029192759445,0,0.05400709772530424,0.059611441839784604,1.6910420475319927,0.12794612794612795,0.13520408163265307,-0.8123451561672843,-0.05847004234387282,-0.7788658963726398,0.2792881858625803,-0.7688969115891852,-0.7530120481927712,-0.7530120481927712,0.009081145426500032,0.009081145426500032,-0.7827808266337255,1.264315695430103,18.06382978723404,-1.2530500525727255,-0.7688969115891852,0,0.0
PLTR,2022-09-30,2022,Q3,USD,0.010295765417221624,0.052697996556581625,-0.0013943352769522042,-0.011570968694202531,0.14394755645280194,-0.04377271119400585,0.08315618060695781,0,0.04830909677090934,0.04918067818671018,2.7635869565217392,0.6149253731343284,0.2138917262512768,0.32376618217507125,-0.48978320756976884,0.30531681952687834,-0.5765069551777434,0.309230520440085,0.3161512027491409,0.3161512027491409,0.008986767075514442,0.008986767075514442,0.30881860158685986,-0.5570031118324077,4.55860349127182,0.5511867018282023,0.309230520440085,0,0.0
PLTR,2022-12-31,2022,Q4,USD,0.0643341424625429,-0.030666009980392338,0.0919439650632378,0.025940934754755913,-0.18657981618631211,0.00795673901492477,0.03999059687947605,0,-0.023865791055820193,-0.02522075801144664,1.3014440433212997,0.5822550831792976,0.24082800403904409,1.4054598073517344,0.7133668858838096,1.3082693294455892,2.978102189781022,1.2492674066599394,1.2479061976549415,1.2345058626465661,0.008123418858660133,0.06292876212158117,1.3250778573013304,-1.9643901455315431,1.4759982054733065,1.9189113355780023,1.2703451059535822,0,0.0
PLTR,2023-03-31,2023,Q1,USD,0.03256236433986599,0.031962113295817315,0.0327172265052076,0.00014997849439432273,0.09819121447028424,-0.09094366817472074,-0.016506074130145664,0,-0.02064012090804214,-0.010217494538892582,0.6355294117647059,-0.2552570093457944,0.1284416112844161,-0.7350534793539865,1.2308425894760462,-0.449602367301646,-0.6144495412844037,-0.4558585400608848,-0.4594594594594595,-0.45714285714285713,0.008455547969553712,0.006219446729708182,-0.8959834180126892,1.0,0.773690886030078,-0.6997395599461158,-0.428140583475171,0,0.0
