ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
JPM,2021-01-15,bmo,2021-01-14,2021-01-15,2021-01-25,2021-02-01,2021-02-16,124.31803894042967,122.09008026123048,116.348388671875,114.14680480957033,127.38263702392578
JPM,2021-04-14,bmo,2021-04-13,2021-04-14,2021-04-21,2021-04-28,2021-05-12,136.49493408203125,133.9438018798828,133.35032653808594,134.84732055664062,139.47128295898438
JPM,2021-07-13,bmo,2021-07-12,2021-07-13,2021-07-20,2021-07-27,2021-08-10,140.7650146484375,138.6713409423828,133.37930297851562,134.9294891357422,141.8875732421875
JPM,2021-10-13,bmo,2021-10-12,2021-10-13,2021-10-20,2021-10-27,2021-11-10,148.2099151611328,144.30210876464844,153.12156677246094,150.42373657226562,150.2355194091797
JPM,2022-01-14,bmo,2022-01-13,2022-01-14,2022-01-24,2022-01-31,2022-02-14,151.68603515625,142.3629150390625,130.69544982910156,133.98651123046875,137.49395751953125
JPM,2022-04-13,bmo,2022-04-12,2022-04-13,2022-04-21,2022-04-28,2022-05-12,119.48334503173828,115.63199615478516,118.59315490722656,112.03495025634766,107.22073364257812
JPM,2022-07-14,bmo,2022-07-13,2022-07-14,2022-07-21,2022-07-28,2022-08-11,102.55178833007812,98.96873474121094,105.67659759521484,105.20926666259766,110.09355926513672
JPM,2022-10-14,bmo,2022-10-13,2022-10-14,2022-10-21,2022-10-28,2022-11-11,101.12088012695312,102.8035888671875,113.01093292236328,116.570556640625,125.09516143798828
JPM,2023-01-13,bmo,2023-01-12,2023-01-13,2023-01-23,2023-01-30,2023-02-13,129.92176818847656,133.20028686523438,127.85400390625,129.58645629882812,132.79046630859375
JPM,2023-04-14,bmo,2023-04-13,2023-04-14,2023-04-21,2023-04-28,2023-05-12,121.0848617553711,130.2279510498047,131.927001953125,129.76795959472656,125.8816909790039
JPM,2023-07-14,bmo,2023-07-13,2023-07-14,2023-07-21,2023-07-28,2023-08-11,140.7062530517578,141.55690002441406,146.4528350830078,148.3053741455078,145.98023986816406
JPM,2023-10-13,bmo,2023-10-12,2023-10-13,2023-10-20,2023-10-27,2023-11-10,138.83096313476562,140.91615295410156,136.10784912109375,129.19532775878906,139.4212646484375
JPM,2024-01-12,bmo,2024-01-11,2024-01-12,2024-01-22,2024-01-29,2024-02-12,163.14865112304688,161.95114135742188,162.9665985107422,165.47659301757812,168.40809631347656
JPM,2024-04-12,bmo,2024-04-11,2024-04-12,2024-04-19,2024-04-26,2024-05-10,188.31546020507812,176.13560485839844,179.03602600097656,186.44607543945312,191.5338592529297
JPM,2024-07-12,bmo,2024-07-11,2024-07-12,2024-07-19,2024-07-26,2024-08-09,201.00552368164065,198.5735015869141,203.2631378173828,205.6467132568359,199.4067840576172
JPM,2024-10-11,bmo,2024-10-10,2024-10-11,2024-10-18,2024-10-25,2024-11-08,207.49185180664065,216.7043914794922,219.70700073242188,216.7238922119141,231.02528381347656
JPM,2025-01-15,bmo,2025-01-14,2025-01-15,2025-01-23,2025-01-30,2025-02-13,242.49766540527344,247.2796173095703,260.60638427734375,262.8405456542969,270.76800537109375
JPM,2025-04-11,bmo,2025-04-10,2025-04-11,2025-04-21,2025-04-28,2025-05-12,223.9175262451172,232.8797607421875,225.77110290527344,239.8010711669922,256.3945007324219
JPM,2025-07-15,bmo,2025-07-14,2025-07-15,2025-07-22,2025-07-29,2025-08-12,286.0130920410156,283.8830871582031,288.7176513671875,294.2754821777344,290.12445068359375
JPM,2025-10-14,bmo,2025-10-13,2025-10-14,2025-10-21,2025-10-28,2025-11-11,306.5870666503906,300.7235107421875,295.75592041015625,303.98876953125,314.20269775390625
