ticker,earnings_date,announce_timing,day0_date,date,offset,open,high,low,close,adj_close,volume
JPM,2021-02-23,bmo,2021-02-23,2021-02-08,-10,138.1999969482422,140.3000030517578,138.17999267578125,140.13999938964844,123.41100311279295,10136400.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-09,-9,139.42999267578125,139.97999572753906,138.5399932861328,139.5800018310547,122.91788482666016,8614800.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-10,-8,140.0,140.8699951171875,139.0399932861328,139.66000366210938,122.98831939697266,10323200.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-11,-7,139.66000366210938,140.5500030517578,138.22000122070312,139.27000427246094,122.64484405517578,9201000.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-12,-6,139.0500030517578,141.61000061035156,139.0,141.25,124.38853454589844,8324600.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-16,-5,143.5500030517578,145.32000732421875,142.39999389648438,144.64999389648438,127.38263702392578,12130600.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-17,-4,143.9499969482422,145.3800048828125,143.1199951171875,145.10000610351562,127.7789535522461,10810100.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-18,-3,144.0,145.7899932861328,143.39999389648438,145.58999633789062,128.21038818359375,10587800.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-19,-2,145.86000061035156,148.83999633789062,145.86000061035156,148.02000427246094,130.350341796875,11969800.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-22,-1,146.8699951171875,150.19000244140625,146.7899932861328,149.41000366210938,131.57440185546875,11488400.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-23,0,151.50999450683594,152.30999755859375,149.58999633789062,150.61000061035156,132.63116455078125,16234400.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-24,1,150.11000061035156,153.75999450683594,150.11000061035156,153.25999450683594,134.96485900878906,15061400.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-25,2,154.27000427246094,154.89999389648438,150.58999633789062,151.17999267578125,133.1331024169922,18127700.0
JPM,2021-02-23,bmo,2021-02-23,2021-02-26,3,150.3000030517578,150.8699951171875,146.50999450683594,147.1699981689453,129.601806640625,19829200.0
JPM,2021-02-23,bmo,2021-02-23,2021-03-01,4,149.52000427246094,151.3800048828125,148.47999572753906,150.5,132.53433227539062,14845500.0
JPM,2021-02-23,bmo,2021-02-23,2021-03-02,5,150.0800018310547,151.77999877929688,149.83999633789062,150.00999450683594,132.10281372070312,14221700.0
JPM,2021-02-23,bmo,2021-02-23,2021-03-03,6,151.22999572753906,154.97999572753906,150.82000732421875,152.91000366210938,134.65663146972656,14324100.0
JPM,2021-02-23,bmo,2021-02-23,2021-03-04,7,152.61000061035156,154.3800048828125,148.6199951171875,150.55999755859375,132.58714294433594,20093900.0
JPM,2021-02-23,bmo,2021-02-23,2021-03-05,8,153.22000122070312,153.49000549316406,147.97000122070312,150.91000366210938,132.8953857421875,18465100.0
JPM,2021-02-23,bmo,2021-02-23,2021-03-08,9,152.47000122070312,155.4600067138672,150.75,152.91000366210938,134.65663146972656,17133300.0
JPM,2021-02-23,bmo,2021-02-23,2021-03-09,10,151.5,154.25,149.82000732421875,151.8300018310547,133.70555114746094,16238800.0
JPM,2021-04-14,bmo,2021-04-14,2021-03-30,-10,154.4600067138672,155.8699951171875,153.8800048828125,154.47999572753906,136.0392303466797,13184300.0
JPM,2021-04-14,bmo,2021-04-14,2021-03-31,-9,153.27999877929688,154.49000549316406,152.1199951171875,152.22999572753906,134.0577850341797,16736700.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-01,-8,151.89999389648438,153.7899932861328,151.5500030517578,153.7100067138672,135.36111450195312,16561500.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-05,-7,154.39999389648438,154.94000244140625,152.60000610351562,153.6199951171875,136.07862854003906,13508000.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-06,-6,152.7899932861328,154.27999877929688,151.86000061035156,152.5399932861328,135.1219482421875,13071600.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-07,-5,153.10000610351562,155.22999572753906,152.64999389648438,154.92999267578125,137.239013671875,16903500.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-08,-4,154.0,155.50999450683594,152.30999755859375,155.1199951171875,137.4073486328125,12335500.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-09,-3,155.80999755859375,157.0399932861328,154.97000122070312,156.27999877929688,138.43490600585938,12122400.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-12,-2,155.5800018310547,157.25,155.57000732421875,155.9499969482422,138.14259338378906,12273400.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-13,-1,154.75,155.1999969482422,152.42999267578125,154.08999633789062,136.49496459960938,16113600.0
JPM,2021-04-14,bmo,2021-04-14,2021-04-14,0,151.47000122070312,153.8300018310547,150.92999267578125,151.2100067138672,133.94383239746094,19939600.0
