ticker,earnings_date,day0_date,phase,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
JPM,2021-02-23,2021-02-23,post,2224.0,6132.0,50.0,30.0,23.0,11.0,5.0,22.0,16.0,12.0,0.022482014388489208,0.013489208633093525,0.010341726618705036,0.0049460431654676255,0.0022482014388489208,0.008992805755395683
JPM,2021-02-23,2021-02-23,pre,1585.0,2750.0,55.0,21.0,31.0,0.0,2.0,34.0,15.0,11.0,0.03470031545741325,0.013249211356466877,0.019558359621451103,0.0,0.0012618296529968455,0.02145110410094637
JPM,2021-04-14,2021-04-14,post,3365.0,5792.0,84.0,77.0,41.0,44.0,11.0,44.0,17.0,19.0,0.024962852897474,0.02288261515601783,0.012184249628528975,0.013075780089153046,0.0032689450222882616,0.0020802377414561664
JPM,2021-04-14,2021-04-14,pre,1421.0,2456.0,37.0,29.0,13.0,0.0,2.0,23.0,8.0,14.0,0.026038001407459536,0.02040816326530612,0.009148486980999296,0.0,0.0014074595355383533,0.005629838142153413
JPM,2021-07-13,2021-07-13,post,2518.0,4289.0,65.0,40.0,23.0,7.0,5.0,23.0,13.0,18.0,0.025814138204924543,0.015885623510722795,0.009134233518665607,0.0027799841143764893,0.0019857029388403494,0.009928514694201748
JPM,2021-07-13,2021-07-13,pre,1210.0,2092.0,32.0,20.0,14.0,6.0,3.0,7.0,13.0,10.0,0.026446280991735537,0.01652892561983471,0.011570247933884297,0.0049586776859504135,0.0024793388429752068,0.009917355371900827
JPM,2021-10-13,2021-10-13,post,5784.0,10952.0,191.0,77.0,29.0,25.0,28.0,54.0,20.0,34.0,0.03302213001383126,0.013312586445366528,0.005013831258644537,0.004322268326417704,0.004840940525587829,0.01970954356846473
JPM,2021-10-13,2021-10-13,pre,1734.0,2970.0,41.0,18.0,5.0,0.0,4.0,7.0,4.0,16.0,0.02364475201845444,0.010380622837370242,0.0028835063437139563,0.0,0.002306805074971165,0.0132641291810842
JPM,2022-02-22,2022-02-22,post,5614.0,13152.0,141.0,80.0,36.0,35.0,36.0,54.0,24.0,30.0,0.025115781973637334,0.014250089063056644,0.00641254007837549,0.006234413965087282,0.00641254007837549,0.01086569291058069
JPM,2022-02-22,2022-02-22,pre,693.0,1262.0,11.0,7.0,18.0,0.0,0.0,3.0,11.0,2.0,0.015873015873015872,0.010101010101010102,0.025974025974025976,0.0,0.0,0.005772005772005772
JPM,2022-04-13,2022-04-13,post,1989.0,3583.0,60.0,17.0,13.0,0.0,9.0,35.0,7.0,16.0,0.030165912518853696,0.008547008547008548,0.006535947712418301,0.0,0.004524886877828055,0.021618903971845148
JPM,2022-04-13,2022-04-13,pre,1582.0,2916.0,27.0,19.0,21.0,3.0,3.0,16.0,12.0,7.0,0.01706700379266751,0.012010113780025285,0.01327433628318584,0.0018963337547408343,0.0018963337547408343,0.0050568900126422255
JPM,2022-07-14,2022-07-14,post,3758.0,6641.0,83.0,144.0,47.0,4.0,7.0,28.0,21.0,9.0,0.022086216072378925,0.03831825439063331,0.012506652474720596,0.0010643959552953698,0.0018626929217668972,-0.016232038318254392
JPM,2022-07-14,2022-07-14,pre,1198.0,2143.0,30.0,33.0,12.0,1.0,2.0,7.0,9.0,12.0,0.025041736227045076,0.027545909849749584,0.01001669449081803,0.0008347245409015025,0.001669449081803005,-0.0025041736227045075
JPM,2022-10-14,2022-10-14,post,1767.0,3154.0,52.0,15.0,13.0,2.0,7.0,8.0,8.0,17.0,0.02942840973401245,0.008488964346349746,0.007357102433503113,0.0011318619128466328,0.003961516694963215,0.020939445387662705
JPM,2022-10-14,2022-10-14,pre,2553.0,4260.0,84.0,57.0,18.0,28.0,19.0,28.0,10.0,12.0,0.03290246768507638,0.022326674500587545,0.007050528789659225,0.010967489228358794,0.007442224833529181,0.010575793184488837
JPM,2023-02-21,2023-02-21,post,2556.0,4814.0,84.0,56.0,17.0,5.0,13.0,25.0,5.0,22.0,0.03286384976525822,0.02190923317683881,0.006651017214397496,0.0019561815336463224,0.005086071987480438,0.010954616588419406
