ticker,earnings_date,day0_date,tr_lm_constr_prop__all__all,tr_lm_constr_prop__prepared__all,tr_lm_constr_prop__qa__all,tr_lm_lit_prop__all__all,tr_lm_lit_prop__prepared__all,tr_lm_lit_prop__qa__all,tr_lm_neg_prop__all__all,tr_lm_neg_prop__prepared__all,tr_lm_neg_prop__qa__all,tr_lm_pos_prop__all__all,tr_lm_pos_prop__prepared__all,tr_lm_pos_prop__qa__all,tr_lm_tone__all__all,tr_lm_tone__prepared__all,tr_lm_tone__qa__all,tr_lm_unc_prop__all__all,tr_lm_unc_prop__prepared__all,tr_lm_unc_prop__qa__all,tr_n_tokens__all__all,tr_n_tokens__prepared__all,tr_n_tokens__qa__all
JPM,2021-02-23,2021-02-23,0.0034003091190108192,0.005199306759098787,0.002402691013935608,0.0026275115919629057,0.0012998266897746968,0.003363767419509851,0.015919629057187017,0.011265164644714038,0.01850072080730418,0.02689335394126739,0.01949740034662045,0.03099471407976934,0.01097372488408037,0.008232235701906412,0.012493993272465162,0.02009273570324575,0.018197573656845753,0.02114368092263335,12940.0,4616.0,8324.0
JPM,2021-04-14,2021-04-14,0.006715916722632639,0.0026791694574681848,0.008742434431741762,0.0011193194537721066,0.0020093770931011385,0.0006724949562878278,0.021714797403178866,0.015405224380442064,0.02488231338264963,0.019476158495634655,0.02478231748158071,0.016812373907195696,-0.0022386389075442132,0.009377093101138647,-0.008069939475453935,0.025296619655249607,0.015405224380442064,0.03026227303295225,8934.0,2986.0,5948.0
JPM,2021-07-13,2021-07-13,0.003972758229284903,0.0016129032258064516,0.0046959960454770145,0.0009458948164964056,0.0008064516129032258,0.0009886307464162135,0.018539538403329548,0.01129032258064516,0.020761245674740483,0.022323117669315173,0.03064516129032258,0.019772614928324272,0.0037835792659856224,0.01935483870967742,-0.0009886307464162135,0.023269012485811577,0.00967741935483871,0.027434503213049927,10572.0,2480.0,8092.0
JPM,2021-10-13,2021-10-13,0.002133560913164071,0.001841620626151013,0.0022216051096917524,0.002346917004480478,0.001841620626151013,0.002499305748403221,0.018561979944527417,0.019337016574585635,0.018328242154956955,0.02176232131427352,0.029465930018416207,0.019439044709802834,0.0032003413697461063,0.010128913443830571,0.0011108025548458762,0.01898869212716023,0.010128913443830571,0.021660649819494584,9374.0,2172.0,7202.0
JPM,2022-02-22,2022-02-22,0.002849002849002849,0.0012881064834693002,0.0036239607759539546,0.001851851851851852,0.0025762129669386004,0.0014922191430398635,0.018376068376068377,0.0111635895234006,0.021956938819015136,0.022507122507122508,0.029197080291970802,0.01918567469622682,0.004131054131054131,0.018033490768570203,-0.002771264122788318,0.024786324786324785,0.020609703735508803,0.026859944574717545,14040.0,4658.0,9382.0
JPM,2022-04-13,2022-04-13,0.0021413276231263384,0.00199203187250996,0.0021961932650073207,0.0005353319057815846,0.0,0.0007320644216691069,0.028907922912205567,0.026892430278884463,0.02964860907759883,0.017130620985010708,0.021912350597609563,0.015373352855051245,-0.011777301927194861,-0.0049800796812749,-0.014275256222547585,0.03158458244111349,0.018924302788844622,0.03623718887262079,7472.0,2008.0,5464.0
JPM,2022-07-14,2022-07-14,0.0024193548387096775,0.004835589941972921,0.0014892032762472078,0.0013440860215053765,0.0009671179883945841,0.0014892032762472078,0.03306451612903226,0.020309477756286266,0.0379746835443038,0.01935483870967742,0.012572533849129593,0.021965748324646314,-0.013709677419354839,-0.007736943907156673,-0.01600893521965748,0.0271505376344086,0.013539651837524178,0.03239017125837677,7440.0,2068.0,5372.0
JPM,2022-10-14,2022-10-14,0.002036659877800407,0.0036603221083455345,0.0009657170449058426,0.0005819028222286878,0.0007320644216691069,0.0004828585224529213,0.033168460867035204,0.02342606149341142,0.03959439884113954,0.016293279022403257,0.015373352855051245,0.016900048285852245,-0.016875181844631947,-0.008052708638360176,-0.0226943505552873,0.033750363689263894,0.016105417276720352,0.0453887011105746,6874.0,2732.0,4142.0
JPM,2023-02-21,2023-02-21,0.0013752005500802201,0.0007757951900698216,0.0016265452179570592,0.0013752005500802201,0.0,0.001951854261548471,0.03025441210176484,0.017843289371605897,0.03545868575146389,0.01856520742608297,0.017067494181536073,0.019193233571893297,-0.01168920467568187,-0.0007757951900698216,-0.01626545217957059,0.02842081136832455,0.017067494181536073,0.03318152244632401,8726.0,2578.0,6148.0
JPM,2023-04-14,2023-04-14,0.0021225789334040858,0.0016778523489932886,0.002328288707799767,0.0023879013000795966,0.0,0.0034924330616996507,0.02865481560095516,0.014261744966442953,0.03531237873496314,0.013266118333775537,0.014261744966442953,0.012805587892898719,-0.015388697267179624,0.0,-0.022506790842064417,0.03157336163438578,0.012583892617449664,0.0403570042685293,7538.0,2384.0,5154.0
