ticker,earnings_date,date,offset,ret,ret_pct
JPM,2021-02-23,2021-02-16,-5,,
JPM,2021-02-23,2021-02-17,-4,0.003110688821991836,0.3110688821991836
JPM,2021-02-23,2021-02-18,-3,0.0033767729252014433,0.33767729252014433
JPM,2021-02-23,2021-02-19,-2,0.016691070417167886,1.6691070417167886
JPM,2021-02-23,2021-02-22,-1,0.009390420434334024,0.9390420434334024
JPM,2021-02-23,2021-02-23,0,0.008032020926697081,0.8032020926697081
JPM,2021-02-23,2021-02-24,1,0.017594671955748487,1.7594671955748487
JPM,2021-02-23,2021-02-25,2,-0.013571537994958804,-1.3571537994958804
JPM,2021-02-23,2021-02-26,3,-0.0265247711923442,-2.65247711923442
JPM,2021-02-23,2021-03-01,4,0.0226269590520376,2.26269590520376
JPM,2021-02-23,2021-03-02,5,-0.003255785411746537,-0.3255785411746537
JPM,2021-02-23,2021-03-03,6,0.019331815572411815,1.9331815572411815
JPM,2021-02-23,2021-03-04,7,-0.01536829783605509,-1.536829783605509
JPM,2021-02-23,2021-03-05,8,0.0023244862146620804,0.23244862146620804
JPM,2021-02-23,2021-03-08,9,0.013252876479861397,1.3252876479861397
JPM,2021-02-23,2021-03-09,10,-0.007062892251487374,-0.7062892251487374
JPM,2021-04-14,2021-04-07,-5,,
JPM,2021-04-14,2021-04-08,-4,0.001226137543324235,0.1226137543324235
JPM,2021-04-14,2021-04-09,-3,0.007478630224455607,0.7478630224455607
JPM,2021-04-14,2021-04-12,-2,-0.0021118833005914217,-0.21118833005914217
JPM,2021-04-14,2021-04-13,-1,-0.011926907183460234,-1.1926907183460234
JPM,2021-04-14,2021-04-14,0,-0.018690192975487907,-1.8690192975487907
JPM,2021-04-14,2021-04-15,1,0.006348495348047933,0.6348495348047933
JPM,2021-04-14,2021-04-16,2,0.007426189492692359,0.7426189492692359
JPM,2021-04-14,2021-04-19,3,-0.004240138713831665,-0.4240138713831665
JPM,2021-04-14,2021-04-20,4,-0.022142157667040085,-2.2142157667040085
JPM,2021-04-14,2021-04-21,5,0.008507971823964455,0.8507971823964455
JPM,2021-04-14,2021-04-22,6,-0.021057537458036957,-2.1057537458036957
JPM,2021-04-14,2021-04-23,7,0.019135570930446155,1.9135570930446155
JPM,2021-04-14,2021-04-26,8,0.0024636056175713072,0.24636056175713072
JPM,2021-04-14,2021-04-27,9,0.0045829668363308596,0.45829668363308596
JPM,2021-04-14,2021-04-28,10,0.006478927938326828,0.6478927938326828
JPM,2021-07-13,2021-07-06,-5,,
JPM,2021-07-13,2021-07-07,-4,0.0011734724009584419,0.11734724009584419
JPM,2021-07-13,2021-07-08,-3,-0.017253722475625843,-1.7253722475625843
JPM,2021-07-13,2021-07-09,-2,0.03199957063243897,3.1999570632438967
