date,ret_1d,logret_1d,ret_5d,ret_20d,ret_60d,drawdown_252,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd_12_26,macd_signal_9,macd_hist,rsi_14,roc_10,mom_10,vol_20,vol_60,atr_14,bb_mid_20,bb_upper_20_2,bb_lower_20_2,bb_width_20_2,obv,cmf_20,mfi_14,hl_range,oc_gap
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.030551304348133187,0.01695362096040382
2021-01-05,0.0073367628311957755,0.00730997970794231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22906000.0,,,0.017034096678909025,-0.009144563120607034
2021-01-06,-0.003233914010842831,-0.0032391544118116644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29136000.0,,,0.028237406766577003,-0.01882109813788597
2021-01-07,0.029943205617140478,0.029503660543735412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16164000.0,,,0.028731259373194835,-0.026403744513965002
2021-01-08,0.011167989752382868,0.011106088205668264,,,,,87.33408050537109,87.83986098678025,,,,,,,,,,,,,,,,,,,,,,,,57176000.0,,,0.020088939878827036,-0.010640650315344042
2021-01-11,-0.022404711709681613,-0.02265951024671707,0.022265317034634524,,,,87.7160140991211,87.78604003529492,,,,,,,,,,,,,,,,,,,,,,,,32982000.0,,,0.019128675731380634,0.010952485909941084
2021-01-12,-0.011416542879625236,-0.011482211892444328,0.003234090621296204,,,,87.77189788818359,87.41649800367318,,,,,,,,,,,,,,,,,,,,,,,,5842000.0,,,0.030190919423843218,0.004219744736021331
2021-01-13,0.004494505844653274,0.0044844357154881515,0.011012660111824113,,,,87.96157684326172,87.29999403044359,,,,,,,,,,,,,,,,,,,,,,,,27724000.0,,,0.015404123073647488,-0.00901733191066407
2021-01-14,-0.008105384101217972,-0.008138411313494428,-0.02633658953113216,,,,87.49438018798828,86.98708759337515,,,,,,,,,,,,,,,,,,,,,,,,4134000.0,,,0.023911380510965724,0.0077233050554678506
2021-01-15,-0.0022927600005123727,-0.0022953923991308974,-0.039298075302731106,,,,86.78946838378906,86.71248140990636,87.06177444458008,86.79228863413458,,,,,,,,,,,,,,,,,,,,,,-22710000.0,,,0.019842340174868026,0.0011519300563045693
2021-01-19,0.03148838739703019,0.031002795489094324,0.013663722549492885,,,,87.02907104492188,87.43379141926701,87.37254257202149,87.17122005301707,,,,,,,,,,,,,0.03623326669856519,3.1076812744140625,,,,,,,,11982000.0,,,0.03786733443643735,-0.02155943213440372
2021-01-20,0.053627847178293386,0.0522393016009703,0.0803582824090383,,,,88.4221206665039,89.50341496229129,88.09700927734374,88.34784587034848,,,,,,,,,,,,,0.08385225899781701,7.244667053222656,,,,,,,,61788000.0,,,0.04143308241929365,-0.029381558513561553
2021-01-21,0.002305373885513884,0.002302720588250233,0.07800381772099718,,,,89.78043212890626,90.95512444019289,88.87100448608399,89.34979087501168,,,,,,,,,,,,,0.0898755073648072,7.739952087402344,,,,,,,,103066000.0,,,0.02524781967737953,0.003569084212863516
2021-01-22,0.005181663450040341,0.0051682848277631015,0.09244435178269095,,,,91.37715454101563,92.08504522005698,89.43576736450196,90.25799013042503,,,,,,,,,,,,,0.06367309330418647,5.6476287841796875,,,2.4516427176339297,,,,,128508000.0,,59.53234224855367,0.015354706153223917,-0.0028247682888155215
2021-01-25,-0.000867784524517301,-0.0008681612674780397,0.09400463554907978,,,,92.99710388183594,92.8110353957281,89.8932861328125,90.98617660617872,,,,,,,,,,,,83.12663795763693,0.05101235899973511,4.575187683105483,,,2.484677995954243,,,,,89962000.0,,62.99517577732033,0.032668139899491695,0.011198267210843781
2021-01-26,0.009392450588988854,0.00934861578865472,0.07056951248792953,,,,94.25149688720703,93.59014908543332,90.64028396606446,91.74294021684508,,,,,,,,,,,,84.19905238696875,0.08519747727651072,7.4699783325195455,,,2.5243208748953703,,,,,116224000.0,,63.43866905544057,0.02125712226450605,-0.014812941271600925
2021-01-27,-0.04509085188314166,-0.04613907588875296,-0.0297365204350587,,,,93.69457550048828,92.67945109520426,91.0583480834961,91.58205201646345,,,,,,,,,,,,63.22783682044155,0.04823218626699699,4.180641174316406,,,2.735892159598216,,,,,61258000.0,,62.61287817984399,0.044243230167028164,0.02826108608202936
2021-01-28,0.017653449964971646,0.017499437740195987,-0.014879094654975833,,,,93.41526947021484,92.60697181167914,91.59785079956055,91.74204496703898,,,,,,,,,,,,66.57919744863858,0.06196409687870119,5.395027160644531,,,2.7892139979771224,,,,,96720000.0,,62.007703401272174,0.030159184896280094,-0.01028928725926239
