date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,XOM,USD,0000034088,2021-02-24,2021-02-24 17:01:02,2020,Q4,45738000000,62332000000,-16594000000,0,2736000000,0,2736000000,7379000000,10115000000,72447000000,-313000000,0,313000000,30291000000,3991000000,-26300000000,-409000000,-26709000000,96000000,-26613000000,-6010000000,-20603000000,0,0,-20070000000,0,-20070000000,-4.7,-4.7,4270212766,4272000000
2021-03-31,XOM,USD,0000034088,2021-05-05,2021-05-05 14:55:23,2021,Q1,57552000000,45667000000,11885000000,0,2428000000,0,2428000000,6824000000,9252000000,54919000000,-258000000,0,258000000,5004000000,8854000000,3850000000,-1217000000,2633000000,959000000,3592000000,796000000,2796000000,0,0,2730000000,0,2730000000,0.64,0.64,4265625000,4272000000
2021-06-30,XOM,USD,0000034088,2021-08-04,2021-08-04 13:38:39,2021,Q2,65943000000,50752000000,15191000000,0,2345000000,0,2345000000,7922000000,10267000000,61019000000,-254000000,0,254000000,4952000000,11513000000,6561000000,-1637000000,4924000000,1383000000,6307000000,1526000000,4781000000,0,0,4690000000,0,4690000000,1.1,1.1,4263636364,4276000000
2021-09-30,XOM,USD,0000034088,2021-11-03,2021-11-03 13:41:42,2021,Q3,71892000000,53454000000,18438000000,0,2287000000,0,2287000000,8079000000,10366000000,63820000000,-214000000,0,214000000,4990000000,14810000000,9820000000,-1748000000,8072000000,1534000000,9606000000,2664000000,6942000000,0,0,6750000000,0,6750000000,1.58,1.57,4276000000,4299363057
2021-12-31,XOM,USD,0000034088,2022-02-23,2022-02-23 16:11:16,2021,Q4,81305000000,61933000000,19372000000,0,2514000000,0,2514000000,8468000000,10982000000,72915000000,-221000000,0,221000000,5661000000,17611000000,11950000000,-3560000000,8390000000,3339000000,11729000000,2650000000,9079000000,0,0,8870000000,0,8870000000,2.08,2.08,4264423077,4275000000
2022-03-31,XOM,USD,0000034088,2022-05-04,2022-05-04 12:42:03,2022,Q1,87734000000,71512000000,16222000000,0,2409000000,0,2409000000,7727000000,10136000000,81648000000,-188000000,0,188000000,8883000000,17627000000,8744000000,-2658000000,6086000000,2470000000,8556000000,2806000000,5750000000,0,0,5480000000,0,5480000000,1.28,1.28,4266000000,4266000000
2022-06-30,XOM,USD,0000034088,2022-08-03,2022-08-03 13:33:43,2022,Q2,111265000000,80750000000,30515000000,0,2530000000,0,2530000000,7154000000,9684000000,90434000000,-194000000,0,194000000,4451000000,29578000000,25127000000,-4296000000,20831000000,4102000000,24933000000,6359000000,18574000000,0,0,17850000000,0,17850000000,4.22,4.21,4233000000,4239904988
2022-09-30,XOM,USD,0000034088,2022-11-02,2022-11-02 14:07:49,2022,Q3,106512000000,77156000000,29356000000,0,2324000000,0,2324000000,6805000000,9129000000,86285000000,-209000000,0,209000000,5642000000,31273000000,25631000000,-5404000000,20227000000,5195000000,25422000000,5224000000,20198000000,0,0,19660000000,0,19660000000,4.7,4.68,4185000000,4200854701
2022-12-31,XOM,USD,0000034088,2023-02-22,2023-02-22 16:37:14,2022,Q4,93164000000,66190000000,26974000000,0,2832000000,0,2832000000,7258000000,10090000000,76280000000,-207000000,0,207000000,5064000000,24113000000,19049000000,-2165000000,16884000000,1958000000,18842000000,5787000000,13055000000,0,0,12750000000,0,12750000000,3.12,3.08,4082000000,4138000000
2023-03-31,XOM,USD,0000034088,2023-05-02,2023-05-02 13:24:25,2023,Q1,83644000000,59683000000,23961000000,0,2390000000,0,2390000000,7362000000,9752000000,69435000000,-159000000,0,159000000,4244000000,21206000000,16962000000,-2753000000,14209000000,2594000000,16803000000,4960000000,11843000000,0,0,11430000000,0,11430000000,2.79,2.79,4102000000,4102000000
