ticker,event_date,section,tr_units,tr_tokens,tr_lines,tr_chars
MU,2021-06-30,qa,36,5224,36,24406
MU,2021-09-28,prepared,6,4901,6,25013
MU,2021-09-28,qa,38,6456,38,30307
MU,2021-12-20,prepared,5,4625,5,23998
MU,2021-12-20,qa,45,5518,45,26316
MU,2022-03-29,prepared,5,4265,5,22492
MU,2022-03-29,qa,42,5535,42,26924
MU,2022-06-30,prepared,5,4099,5,21383
MU,2022-06-30,qa,39,5206,39,24818
MU,2022-09-29,prepared,5,4952,5,25508
MU,2022-09-29,qa,48,4487,48,21189
MU,2022-12-21,prepared,5,4328,5,22582
MU,2022-12-21,qa,29,4570,29,21934
MU,2023-03-28,prepared,5,4201,5,22123
MU,2023-03-28,qa,26,4772,26,23091
MU,2023-06-28,prepared,5,4485,5,23646
MU,2023-06-28,qa,30,5067,30,24059
MU,2023-09-27,prepared,5,5418,5,28977
MU,2023-09-27,qa,26,3301,26,15801
MU,2023-12-20,prepared,5,4690,5,24777
MU,2023-12-20,qa,33,4552,33,21599
MU,2024-03-20,prepared,8,4595,8,24140
MU,2024-03-20,qa,34,4106,34,19762
MU,2024-06-26,prepared,5,4735,5,24969
MU,2024-06-26,qa,34,4636,34,21516
MU,2024-09-25,prepared,5,4843,5,25197
MU,2024-09-25,qa,33,4204,33,19876
MU,2024-12-18,prepared,2,313,2,1570
MU,2024-12-18,qa,60,6405,60,29499
MU,2025-03-20,prepared,5,4462,5,23472
MU,2025-03-20,qa,41,4624,41,21687
MU,2025-06-25,prepared,4,4188,4,21924
MU,2025-06-25,qa,34,4492,34,21297
MU,2025-09-23,prepared,5,4367,5,22744
MU,2025-09-23,qa,30,4506,30,20838
MU,2025-12-17,prepared,5,4263,5,22185
MU,2025-12-17,qa,55,5584,55,25881
NVDA,2021-02-24,prepared,3,3687,3,19392
NVDA,2021-02-24,qa,27,6445,27,31036
NVDA,2021-05-26,prepared,3,3975,3,21284
NVDA,2021-05-26,qa,28,5871,28,28072
NVDA,2021-08-18,prepared,3,3095,3,16142
NVDA,2021-08-18,qa,37,7324,37,36336
NVDA,2021-11-17,prepared,3,3418,3,18343
NVDA,2021-11-17,qa,25,6293,25,30727
NVDA,2022-02-16,prepared,7,3241,7,16908
NVDA,2022-02-16,qa,38,5985,38,29243
NVDA,2022-05-25,prepared,3,3048,3,15981
NVDA,2022-05-25,qa,35,6831,35,33130
NVDA,2022-08-24,prepared,2,367,2,1854
NVDA,2022-08-24,qa,46,9110,46,44886
NVDA,2022-11-16,prepared,3,2804,3,14987
NVDA,2022-11-16,qa,44,6445,44,31542
NVDA,2023-02-22,prepared,5,3089,5,16210
NVDA,2023-02-22,qa,34,6135,34,29664
NVDA,2023-05-24,prepared,3,3214,3,17303
NVDA,2023-05-24,qa,35,7567,35,36385
NVDA,2023-08-23,prepared,3,3316,3,17764
NVDA,2023-08-23,qa,33,6512,33,31730
NVDA,2023-11-21,prepared,3,3346,3,18043
NVDA,2023-11-21,qa,29,7334,29,35777
NVDA,2024-02-21,prepared,2,392,2,1955
NVDA,2024-02-21,qa,34,9081,34,46037
NVDA,2024-05-22,prepared,3,3416,3,18085
NVDA,2024-05-22,qa,40,6378,40,30941
NVDA,2024-08-28,prepared,3,2994,3,15892
NVDA,2024-08-28,qa,31,7590,31,36427
NVDA,2024-11-20,prepared,2,391,2,1950
NVDA,2024-11-20,qa,39,9381,39,46251
NVDA,2025-02-26,prepared,2,416,2,2133
NVDA,2025-02-26,qa,33,8930,33,44262
NVDA,2025-05-28,prepared,5,4651,5,24703
NVDA,2025-05-28,qa,23,4601,23,21540
NVDA,2025-08-27,prepared,3,3516,3,18877
NVDA,2025-08-27,qa,25,5309,25,25924
NVDA,2025-11-19,prepared,5,3909,5,21462
NVDA,2025-11-19,qa,29,6471,29,30365
ORCL,2021-03-10,prepared,5,4277,5,20529
ORCL,2021-03-10,qa,21,2454,21,11431
ORCL,2021-06-15,prepared,5,3019,5,14803
ORCL,2021-06-15,qa,24,2697,24,12385
ORCL,2021-09-13,prepared,6,2628,6,12749
ORCL,2021-09-13,qa,32,3064,32,14251
ORCL,2021-12-09,prepared,6,5206,6,24299
ORCL,2021-12-09,qa,30,4075,30,18746
ORCL,2022-03-10,prepared,4,5108,4,23850
ORCL,2022-03-10,qa,25,3315,25,15065
ORCL,2022-06-13,prepared,4,4204,4,20079
ORCL,2022-06-13,qa,25,3428,25,15915
ORCL,2022-09-12,prepared,5,3746,5,18038
ORCL,2022-09-12,qa,27,3469,27,16335
ORCL,2022-12-12,prepared,4,5693,4,27183
ORCL,2022-12-12,qa,23,3040,23,14219
ORCL,2023-03-09,prepared,5,4301,5,21270
ORCL,2023-03-09,qa,22,3654,22,17014
ORCL,2023-06-12,prepared,5,3843,5,18731
ORCL,2023-06-12,qa,30,4146,30,19248
ORCL,2023-09-11,prepared,6,2932,6,14280
ORCL,2023-09-11,qa,27,3428,27,15967
ORCL,2023-12-11,prepared,5,2716,5,13581
ORCL,2023-12-11,qa,56,5697,56,26090
ORCL,2024-03-11,prepared,6,2904,6,14578
ORCL,2024-03-11,qa,35,4456,35,20978
ORCL,2024-06-11,prepared,4,3601,4,17191
ORCL,2024-06-11,qa,32,3756,32,17178
ORCL,2024-09-09,prepared,5,2691,5,13357
ORCL,2024-09-09,qa,32,6173,32,28300
ORCL,2024-12-09,prepared,5,2800,5,13581
ORCL,2024-12-09,qa,29,3071,29,14080
ORCL,2025-03-10,prepared,5,2688,5,12972
ORCL,2025-03-10,qa,34,4412,34,20857
ORCL,2025-06-11,prepared,4,2688,4,13001
ORCL,2025-06-11,qa,36,4665,36,21565
ORCL,2025-09-09,prepared,5,2609,5,12444
ORCL,2025-09-09,qa,31,4738,31,21385
ORCL,2025-12-10,prepared,5,4498,5,22997
ORCL,2025-12-10,qa,24,3917,24,18003
TSLA,2021-01-27,prepared,5,2637,5,12200
TSLA,2021-01-27,qa,72,7981,72,35957
TSLA,2021-04-26,prepared,5,2684,5,12823
TSLA,2021-04-26,qa,53,7367,53,34656
TSLA,2021-07-26,prepared,56,6944,56,31942
TSLA,2021-07-26,qa,31,2562,31,11594
TSLA,2021-10-20,prepared,2,1204,2,6121
TSLA,2021-10-20,qa,79,9496,79,44504
TSLA,2022-01-26,prepared,8,2488,8,12112
TSLA,2022-01-26,qa,74,6902,74,30614
TSLA,2022-04-20,prepared,4,1615,4,7984
TSLA,2022-04-20,qa,101,9057,101,41270
TSLA,2022-07-20,prepared,8,2072,8,10518
TSLA,2022-07-20,qa,99,8255,99,38434
TSLA,2022-10-19,prepared,4,2194,4,10289
TSLA,2022-10-19,qa,118,7362,118,31975
TSLA,2023-01-25,prepared,4,1908,4,9255
TSLA,2023-01-25,qa,78,8443,78,37800
TSLA,2023-04-19,prepared,4,1548,4,7703
TSLA,2023-04-19,qa,96,9240,96,42224
TSLA,2023-07-19,prepared,4,2154,4,10405
TSLA,2023-07-19,qa,80,8457,80,37951
TSLA,2023-10-18,prepared,3,1482,3,7164
TSLA,2023-10-18,qa,75,7892,75,34775
TSLA,2024-01-24,prepared,4,2191,4,10627
TSLA,2024-01-24,qa,110,8047,110,36679
TSLA,2024-04-23,prepared,4,1871,4,9286
TSLA,2024-04-23,qa,134,9818,134,44807
TSLA,2024-07-23,prepared,4,2215,4,11125
TSLA,2024-07-23,qa,78,7690,78,34671
TSLA,2024-10-23,prepared,14,4730,14,22389
TSLA,2024-10-23,qa,93,7103,93,30326
TSLA,2025-01-29,prepared,4,4301,4,19817
TSLA,2025-01-29,qa,71,7273,71,32255
TSLA,2025-04-22,prepared,7,4197,7,20106
TSLA,2025-04-22,qa,114,9936,114,44337
TSLA,2025-07-23,prepared,6,3697,6,17335
TSLA,2025-07-23,qa,64,5786,64,25799
TSLA,2025-10-22,prepared,4,2294,4,11335
TSLA,2025-10-22,qa,50,7851,50,36055
V,2021-01-28,prepared,5,6290,5,33246
V,2021-01-28,qa,46,5289,46,24418
V,2021-04-27,prepared,3,3595,3,18439
V,2021-04-27,qa,46,7852,46,38526
V,2021-07-27,prepared,3,3125,3,15873
V,2021-07-27,qa,47,8101,47,39035
V,2021-10-26,prepared,3,3244,3,16800
V,2021-10-26,qa,48,8582,48,40595
V,2022-01-27,prepared,5,6102,5,30702
V,2022-01-27,qa,40,4385,40,20672
V,2022-04-26,prepared,5,6427,5,32077
V,2022-04-26,qa,44,5529,44,25835
V,2022-07-26,prepared,5,6186,5,31379
V,2022-07-26,qa,46,5087,46,23744
V,2022-10-25,prepared,5,6853,5,34133
V,2022-10-25,qa,33,4768,33,22273
V,2023-01-26,prepared,2,281,2,1437
V,2023-01-26,qa,44,11241,44,54534
V,2023-04-25,prepared,5,6282,5,31083
V,2023-04-25,qa,43,4794,43,21657
V,2023-07-25,prepared,2,287,2,1455
V,2023-07-25,qa,63,10137,63,48942
V,2023-10-24,prepared,3,3049,3,16000
V,2023-10-24,qa,58,8069,58,37995
V,2024-01-25,prepared,3,3175,3,16604
V,2024-01-25,qa,58,7552,58,34998
V,2024-04-23,prepared,3,3017,3,15821
V,2024-04-23,qa,70,7571,70,36249
V,2024-07-23,prepared,3,3274,3,17371
V,2024-07-23,qa,64,8588,64,38957
V,2024-10-29,prepared,5,5541,5,27876
V,2024-10-29,qa,49,5381,49,24743
V,2025-01-30,prepared,3,2677,3,13700
V,2025-01-30,qa,70,8563,70,40496
V,2025-04-29,prepared,3,3065,3,16331
V,2025-04-29,qa,45,7989,45,37415
V,2025-07-29,prepared,3,3366,3,17688
V,2025-07-29,qa,42,7748,42,36201
V,2025-10-28,prepared,5,5997,5,31064
V,2025-10-28,qa,41,5189,41,24430
WMT,2021-03-19,prepared,3,4362,3,21989
WMT,2021-03-19,qa,150,32251,150,153669
WMT,2021-05-18,prepared,4,4425,4,23256
WMT,2021-05-18,qa,65,8169,65,38964
WMT,2021-08-17,prepared,4,4610,4,23050
WMT,2021-08-17,qa,51,7907,51,36577
WMT,2021-11-16,prepared,4,4175,4,21336
WMT,2021-11-16,qa,62,7741,62,36107
WMT,2022-02-17,prepared,4,5073,4,25751
WMT,2022-02-17,qa,51,7035,51,33115
WMT,2022-05-17,prepared,4,4356,4,21902
WMT,2022-05-17,qa,72,7715,72,36030
WMT,2022-08-16,prepared,4,4924,4,25249
WMT,2022-08-16,qa,73,9008,73,41775
WMT,2022-11-15,prepared,4,5488,4,27795
WMT,2022-11-15,qa,54,8208,54,38225
WMT,2023-02-21,prepared,1,57,1,283
WMT,2023-02-21,qa,63,14370,63,68056
WMT,2023-05-18,prepared,4,5381,4,27970
WMT,2023-05-18,qa,52,9035,52,42441
WMT,2023-08-17,prepared,5,5255,5,26595
WMT,2023-08-17,qa,60,8640,60,40530
WMT,2023-11-16,prepared,4,4474,4,22404
WMT,2023-11-16,qa,64,9531,64,43439
WMT,2024-03-15,prepared,4,5796,4,28968
WMT,2024-03-15,qa,43,6802,43,31384
WMT,2024-06-07,prepared,4,4532,4,22851
WMT,2024-06-07,qa,55,7603,55,35304
WMT,2024-08-15,prepared,4,4165,4,20804
WMT,2024-08-15,qa,50,8062,50,37461
WMT,2024-11-19,prepared,4,4700,4,23850
WMT,2024-11-19,qa,52,8129,52,37758
WMT,2025-03-14,prepared,4,4886,4,24921
WMT,2025-03-14,qa,57,7630,57,35514
WMT,2025-06-05,prepared,4,4780,4,23829
WMT,2025-06-05,qa,55,8499,55,40065
WMT,2025-08-21,prepared,4,4461,4,22688
WMT,2025-08-21,qa,56,8576,56,39637
WMT,2025-11-20,prepared,6,4482,6,22462
WMT,2025-11-20,qa,54,8120,54,37629
