ticker,event_date,section,tr_units,tr_tokens,tr_lines,tr_chars
ABBV,2023-02-09,prepared,8,6043,8,31824
ABBV,2023-02-09,qa,73,12165,73,55103
ABBV,2023-04-27,prepared,1,43,1,222
ABBV,2023-04-27,qa,59,10773,59,52862
ABBV,2023-07-27,prepared,8,5575,8,29608
ABBV,2023-07-27,qa,60,8643,60,39554
ABBV,2023-10-27,prepared,9,4711,9,24615
ABBV,2023-10-27,qa,54,9248,54,42153
ABBV,2024-02-02,prepared,9,5673,9,29228
ABBV,2024-02-02,qa,74,9669,74,44836
ABBV,2024-04-26,prepared,9,5669,9,30064
ABBV,2024-04-26,qa,66,8109,66,38310
ABBV,2024-07-25,prepared,8,4970,8,26104
ABBV,2024-07-25,qa,65,7809,65,36576
ABBV,2024-10-30,prepared,7,5386,7,28558
ABBV,2024-10-30,qa,52,6281,52,29555
ABBV,2025-01-31,prepared,8,5629,8,29254
ABBV,2025-01-31,qa,68,9029,68,41193
ABBV,2025-04-25,prepared,7,4109,7,21797
ABBV,2025-04-25,qa,58,9505,58,45850
ABBV,2025-07-31,prepared,7,4458,7,23664
ABBV,2025-07-31,qa,45,7053,45,33483
ABBV,2025-10-31,prepared,7,4493,7,24232
ABBV,2025-10-31,qa,61,9795,61,45380
AMD,2021-01-26,prepared,3,1875,3,10072
AMD,2021-01-26,qa,77,9058,77,41028
AMD,2021-04-27,prepared,3,1743,3,9468
AMD,2021-04-27,qa,61,8826,61,40796
AMD,2021-07-27,prepared,3,1829,3,10026
AMD,2021-07-27,qa,54,7060,54,32596
AMD,2021-10-26,prepared,3,1686,3,9184
AMD,2021-10-26,qa,64,7576,64,34983
AMD,2022-02-01,prepared,3,1987,3,10552
AMD,2022-02-01,qa,67,7696,67,35329
AMD,2022-05-03,prepared,3,2336,3,12606
AMD,2022-05-03,qa,65,8881,65,42239
AMD,2022-08-02,prepared,3,1931,3,10574
AMD,2022-08-02,qa,58,8234,58,38274
AMD,2022-11-01,prepared,3,1871,3,10396
AMD,2022-11-01,qa,81,9533,81,43672
AMD,2023-01-31,prepared,3,2403,3,12976
AMD,2023-01-31,qa,59,8446,59,39480
AMD,2023-05-02,prepared,3,2333,3,12881
AMD,2023-05-02,qa,74,8109,74,37838
AMD,2023-08-01,prepared,3,2457,3,13385
AMD,2023-08-01,qa,66,8491,66,39159
AMD,2023-10-31,prepared,3,2371,3,13141
AMD,2023-10-31,qa,63,8534,63,39973
AMD,2024-01-30,prepared,3,2777,3,15202
AMD,2024-01-30,qa,57,8112,57,37481
AMD,2024-04-30,prepared,4,3457,4,18129
AMD,2024-04-30,qa,64,6869,64,31340
AMD,2024-07-30,prepared,3,2753,3,14940
AMD,2024-07-30,qa,51,6823,51,32274
AMD,2024-10-29,prepared,3,3095,3,16891
AMD,2024-10-29,qa,60,7937,60,36848
AMD,2025-02-04,prepared,3,3358,3,18335
AMD,2025-02-04,qa,46,6832,46,32084
AMD,2025-05-06,prepared,3,3414,3,18521
AMD,2025-05-06,qa,56,7379,56,34875
AMD,2025-08-05,prepared,15,4518,15,24150
AMD,2025-08-05,qa,49,6013,49,27782
AMD,2025-11-04,prepared,3,2770,3,15509
AMD,2025-11-04,qa,56,6772,56,31759
AMZN,2021-02-02,prepared,2,597,2,3256
AMZN,2021-02-02,qa,29,6940,29,33560
AMZN,2021-04-29,prepared,2,607,2,3268
AMZN,2021-04-29,qa,31,5921,31,27965
AMZN,2021-07-29,prepared,2,617,2,3275
AMZN,2021-07-29,qa,29,6660,29,31173
AMZN,2021-10-28,prepared,2,504,2,2667
AMZN,2021-10-28,qa,30,7745,30,36588
AMZN,2022-02-03,prepared,2,515,2,2741
AMZN,2022-02-03,qa,36,7058,36,33755
AMZN,2022-04-28,prepared,3,2386,3,12487
AMZN,2022-04-28,qa,26,4374,26,20021
AMZN,2022-07-28,prepared,3,2385,3,12495
AMZN,2022-07-28,qa,30,4586,30,21907
AMZN,2022-10-27,prepared,3,2229,3,11892
AMZN,2022-10-27,qa,25,3830,25,17938
AMZN,2023-02-02,prepared,4,2354,4,12542
AMZN,2023-02-02,qa,24,6205,24,28805
AMZN,2023-04-27,prepared,4,2960,4,15539
AMZN,2023-04-27,qa,19,5758,19,27414
AMZN,2023-08-03,prepared,4,4408,4,23242
AMZN,2023-08-03,qa,22,4088,22,18939
AMZN,2023-10-26,prepared,4,4597,4,24338
AMZN,2023-10-26,qa,19,5360,19,25641
AMZN,2024-02-01,prepared,4,4674,4,24158
AMZN,2024-02-01,qa,23,5893,23,27846
AMZN,2024-04-30,prepared,5,4852,5,25115
AMZN,2024-04-30,qa,22,5286,22,24857
AMZN,2024-08-01,prepared,4,4460,4,23010
AMZN,2024-08-01,qa,22,5004,22,23357
AMZN,2024-10-31,prepared,4,4414,4,22831
AMZN,2024-10-31,qa,22,4840,22,22989
AMZN,2025-02-06,prepared,4,4696,4,24586
AMZN,2025-02-06,qa,20,4800,20,22871
AMZN,2025-05-01,prepared,4,4738,4,24370
AMZN,2025-05-01,qa,22,5177,22,23812
AMZN,2025-07-31,prepared,4,4641,4,23931
AMZN,2025-07-31,qa,22,5720,22,26497
AMZN,2025-10-30,prepared,4,4714,4,24204
AMZN,2025-10-30,qa,22,4530,22,21359
AVGO,2021-03-04,prepared,4,2475,4,11871
AVGO,2021-03-04,qa,36,4779,36,21646
AVGO,2021-06-03,prepared,4,2596,4,12328
AVGO,2021-06-03,qa,37,4841,37,22051
AVGO,2021-09-02,prepared,4,2386,4,11354
AVGO,2021-09-02,qa,40,4858,40,22292
AVGO,2021-12-09,prepared,4,3265,4,16129
AVGO,2021-12-09,qa,47,5934,47,26794
AVGO,2022-03-03,prepared,4,2869,4,14029
AVGO,2022-03-03,qa,45,5666,45,25836
AVGO,2022-05-26,prepared,5,5030,5,26155
AVGO,2022-05-26,qa,24,4168,24,19317
AVGO,2022-09-01,prepared,4,2380,4,11399
AVGO,2022-09-01,qa,39,5409,39,24043
AVGO,2022-12-08,prepared,4,2625,4,12467
AVGO,2022-12-08,qa,57,5685,57,25504
AVGO,2023-03-02,prepared,4,2902,4,14443
AVGO,2023-03-02,qa,54,4969,54,23554
AVGO,2023-06-01,prepared,4,2527,4,12224
AVGO,2023-06-01,qa,51,5506,51,25461
AVGO,2023-08-31,prepared,4,2800,4,13780
AVGO,2023-08-31,qa,42,5332,42,24564
AVGO,2023-12-07,prepared,4,3116,4,14846
AVGO,2023-12-07,qa,53,4974,53,23293
AVGO,2024-03-07,prepared,4,2527,4,12613
AVGO,2024-03-07,qa,53,5788,53,26684
AVGO,2024-06-12,prepared,4,2563,4,12295
AVGO,2024-06-12,qa,51,6003,51,27592
AVGO,2024-09-05,prepared,4,2556,4,12079
AVGO,2024-09-05,qa,58,6106,58,27631
AVGO,2024-12-12,prepared,4,3380,4,16023
AVGO,2024-12-12,qa,49,4744,49,20869
AVGO,2025-03-06,prepared,4,2681,4,13091
AVGO,2025-03-06,qa,48,5671,48,25638
AVGO,2025-06-05,prepared,4,2202,4,10732
AVGO,2025-06-05,qa,63,5267,63,23684
AVGO,2025-09-04,prepared,4,2322,4,11673
AVGO,2025-09-04,qa,52,6425,52,29274
AVGO,2025-12-11,prepared,3,2516,3,12361
AVGO,2025-12-11,qa,47,5640,47,25808
BAC,2021-01-19,prepared,3,517,3,2572
BAC,2021-01-19,qa,94,13238,94,61299
BAC,2021-04-15,prepared,3,585,3,3053
BAC,2021-04-15,qa,77,13010,77,60604
BAC,2021-07-14,prepared,3,2598,3,12931
BAC,2021-07-14,qa,85,10660,85,50069
BAC,2021-10-14,prepared,3,2590,3,12477
BAC,2021-10-14,qa,69,11601,69,54192
BAC,2022-01-19,prepared,3,3071,3,15119
BAC,2022-01-19,qa,63,12675,63,57815
BAC,2022-04-18,prepared,3,3900,3,19193
BAC,2022-04-18,qa,88,13198,88,60363
BAC,2022-07-18,prepared,3,2890,3,14217
BAC,2022-07-18,qa,55,10553,55,48659
BAC,2022-10-17,prepared,3,2403,3,12156
BAC,2022-10-17,qa,76,13322,76,62626
BAC,2023-01-13,prepared,3,4007,3,19907
BAC,2023-01-13,qa,54,11846,54,54193
BAC,2023-04-18,prepared,4,6034,4,29072
BAC,2023-04-18,qa,92,11011,92,49302
BAC,2023-07-18,prepared,3,2297,3,11706
BAC,2023-07-18,qa,67,13206,67,61552
BAC,2023-10-17,prepared,3,3374,3,16232
BAC,2023-10-17,qa,74,13817,74,62902
BAC,2024-01-12,prepared,3,2242,3,11143
BAC,2024-01-12,qa,67,13800,67,62284
BAC,2024-04-16,prepared,3,2266,3,11847
BAC,2024-04-16,qa,58,11133,58,52104
BAC,2024-07-16,prepared,7,6295,7,31583
BAC,2024-07-16,qa,79,8235,79,35674
BAC,2024-10-15,prepared,3,1983,3,10309
BAC,2024-10-15,qa,54,9891,54,45989
BAC,2025-01-16,prepared,3,1658,3,8196
BAC,2025-01-16,qa,81,14712,81,66472
BAC,2025-04-15,prepared,10,5922,10,29692
BAC,2025-04-15,qa,66,10979,66,49227
BAC,2025-07-16,prepared,3,2410,3,12251
BAC,2025-07-16,qa,62,8518,62,37556
BAC,2025-10-15,prepared,3,1081,3,5560
BAC,2025-10-15,qa,75,13826,75,64602
GOOGL,2021-02-02,prepared,5,2485,5,12850
GOOGL,2021-02-02,qa,31,4455,31,21811
GOOGL,2021-04-27,prepared,5,2085,5,10808
GOOGL,2021-04-27,qa,38,4197,38,20581
GOOGL,2021-07-27,prepared,5,1891,5,9366
GOOGL,2021-07-27,qa,41,5122,41,24600
GOOGL,2021-10-26,prepared,7,4550,7,23348
GOOGL,2021-10-26,qa,41,5282,41,25367
GOOGL,2022-02-01,prepared,5,4963,5,25580
GOOGL,2022-02-01,qa,37,5593,37,26956
GOOGL,2022-04-26,prepared,2,230,2,1177
GOOGL,2022-04-26,qa,38,8849,38,44315
GOOGL,2022-07-26,prepared,5,4664,5,24063
GOOGL,2022-07-26,qa,35,4654,35,22315
GOOGL,2022-10-25,prepared,4,4949,4,25808
GOOGL,2022-10-25,qa,41,4669,41,22356
GOOGL,2023-02-02,prepared,5,5304,5,27714
GOOGL,2023-02-02,qa,31,4065,31,19475
GOOGL,2023-04-25,prepared,5,5109,5,26958
GOOGL,2023-04-25,qa,39,4914,39,23777
GOOGL,2023-07-25,prepared,5,5505,5,28645
GOOGL,2023-07-25,qa,35,4373,35,20565
GOOGL,2023-10-24,prepared,5,5019,5,26404
GOOGL,2023-10-24,qa,32,3980,32,19144
GOOGL,2024-01-30,prepared,5,5486,5,28504
GOOGL,2024-01-30,qa,31,4358,31,21240
GOOGL,2024-04-25,prepared,5,5678,5,29450
GOOGL,2024-04-25,qa,35,4192,35,19968
GOOGL,2024-07-23,prepared,5,5507,5,28132
GOOGL,2024-07-23,qa,37,4503,37,22040
GOOGL,2024-10-29,prepared,4,3927,4,20580
GOOGL,2024-10-29,qa,38,7247,38,35307
GOOGL,2025-02-04,prepared,5,5922,5,30746
GOOGL,2025-02-04,qa,32,4574,32,21649
GOOGL,2025-04-24,prepared,5,4871,5,25443
GOOGL,2025-04-24,qa,35,4878,35,23799
GOOGL,2025-07-23,prepared,5,5076,5,26420
GOOGL,2025-07-23,qa,36,4914,36,23516
GOOGL,2025-10-29,prepared,5,5063,5,26243
GOOGL,2025-10-29,qa,33,4404,33,21162
HD,2021-02-23,prepared,5,5350,5,28132
HD,2021-02-23,qa,52,4890,52,22545
HD,2021-05-18,prepared,5,3310,5,17234
HD,2021-05-18,qa,105,6593,105,30306
HD,2021-08-17,prepared,5,3476,5,17779
HD,2021-08-17,qa,96,7078,96,33078
HD,2021-11-16,prepared,5,3138,5,16322
HD,2021-11-16,qa,85,7104,85,33748
HD,2022-02-22,prepared,9,5415,9,28341
HD,2022-02-22,qa,99,9445,99,43499
HD,2022-05-17,prepared,5,3495,5,18276
HD,2022-05-17,qa,64,6656,64,31478
HD,2022-08-16,prepared,40,6879,40,33885
HD,2022-08-16,qa,44,3901,44,18387
HD,2022-11-15,prepared,5,3112,5,16184
HD,2022-11-15,qa,71,7399,71,34286
HD,2023-02-21,prepared,6,4283,6,22414
HD,2023-02-21,qa,65,6082,65,28557
HD,2023-05-16,prepared,6,3536,6,18494
HD,2023-05-16,qa,72,6822,72,32527
HD,2023-08-15,prepared,6,3293,6,17458
HD,2023-08-15,qa,83,6855,83,32425
HD,2023-11-14,prepared,6,3519,6,18409
HD,2023-11-14,qa,64,6245,64,28993
HD,2024-02-20,prepared,6,4435,6,23458
HD,2024-02-20,qa,46,4970,46,23466
HD,2024-05-14,prepared,6,3567,6,18592
HD,2024-05-14,qa,62,6722,62,31277
HD,2024-08-13,prepared,6,3749,6,19574
HD,2024-08-13,qa,52,6621,52,30470
HD,2024-11-12,prepared,6,3743,6,19586
HD,2024-11-12,qa,60,6263,60,29637
HD,2025-02-25,prepared,5,4272,5,22414
HD,2025-02-25,qa,47,5882,47,27755
HD,2025-05-20,prepared,6,3624,6,19012
HD,2025-05-20,qa,60,6340,60,29278
HD,2025-08-19,prepared,6,3625,6,18769
HD,2025-08-19,qa,44,6650,44,31210
HD,2025-11-18,prepared,6,3100,6,16113
HD,2025-11-18,qa,56,6637,56,30557
JNJ,2021-01-26,prepared,2,506,2,2722
JNJ,2021-01-26,qa,43,14329,43,71237
JNJ,2021-04-20,prepared,2,3368,2,17968
JNJ,2021-04-20,qa,55,9750,55,47819
JNJ,2021-07-21,prepared,2,3930,2,20490
JNJ,2021-07-21,qa,61,10351,61,50555
JNJ,2021-10-19,prepared,2,3259,2,16579
JNJ,2021-10-19,qa,44,7243,44,36169
JNJ,2022-01-25,prepared,3,6488,3,34068
JNJ,2022-01-25,qa,41,7873,41,39091
JNJ,2022-04-19,prepared,2,328,2,1661
JNJ,2022-04-19,qa,43,10572,43,53689
JNJ,2022-07-19,prepared,3,1116,3,6329
JNJ,2022-07-19,qa,36,9624,36,48213
JNJ,2022-10-18,prepared,2,267,2,1433
JNJ,2022-10-18,qa,37,10675,37,52815
JNJ,2023-01-24,prepared,5,6355,5,32943
JNJ,2023-01-24,qa,31,4923,31,23695
JNJ,2023-04-18,prepared,2,2287,2,11557
JNJ,2023-04-18,qa,34,7703,34,38147
JNJ,2023-07-20,prepared,6,6275,6,33134
JNJ,2023-07-20,qa,38,5369,38,26451
JNJ,2023-10-17,prepared,2,2368,2,12145
JNJ,2023-10-17,qa,48,9482,48,47345
JNJ,2024-01-23,prepared,4,3538,4,17861
JNJ,2024-01-23,qa,43,7773,43,38699
JNJ,2024-04-16,prepared,2,2188,2,11149
JNJ,2024-04-16,qa,37,8560,37,43009
JNJ,2024-07-17,prepared,4,5167,4,26865
JNJ,2024-07-17,qa,38,5323,38,25452
JNJ,2024-10-15,prepared,4,2879,4,14933
JNJ,2024-10-15,qa,34,7781,34,38297
JNJ,2025-01-22,prepared,4,3940,4,21087
JNJ,2025-01-22,qa,31,7852,31,40054
JNJ,2025-04-15,prepared,3,154,3,796
JNJ,2025-04-15,qa,51,11724,51,59277
JNJ,2025-07-16,prepared,4,3827,4,20230
JNJ,2025-07-16,qa,32,7456,32,36784
JNJ,2025-10-14,prepared,4,4100,4,21685
JNJ,2025-10-14,qa,48,9267,48,45546
JPM,2021-02-23,prepared,2,5404,2,26390
JPM,2021-02-23,qa,142,13014,142,58708
JPM,2021-04-14,prepared,2,3476,2,16795
JPM,2021-04-14,qa,83,8772,83,39629
JPM,2021-07-13,prepared,2,3007,2,14064
JPM,2021-07-13,qa,100,11930,100,52628
JPM,2021-10-13,prepared,2,2494,2,11945
JPM,2021-10-13,qa,84,10028,84,45832
JPM,2022-02-22,prepared,2,5609,2,27183
JPM,2022-02-22,qa,98,13278,98,59006
JPM,2022-04-13,prepared,2,2336,2,11160
JPM,2022-04-13,qa,82,8335,82,36563
JPM,2022-07-14,prepared,2,2423,2,11377
JPM,2022-07-14,qa,85,8248,85,36164
JPM,2022-10-14,prepared,4,3413,4,15408
JPM,2022-10-14,qa,67,6405,67,28427
JPM,2023-02-21,prepared,2,3071,2,14538
JPM,2023-02-21,qa,80,8916,80,41049
JPM,2023-04-14,prepared,2,2748,2,12961
JPM,2023-04-14,qa,81,7615,81,34057
JPM,2023-07-14,prepared,2,2912,2,13502
JPM,2023-07-14,qa,95,9078,95,41589
JPM,2023-10-13,prepared,2,183,2,876
JPM,2023-10-13,qa,75,11792,75,54893
JPM,2024-01-29,prepared,2,2882,2,13534
JPM,2024-01-29,qa,58,6353,58,29066
JPM,2024-04-12,prepared,2,2453,2,11608
JPM,2024-04-12,qa,61,10048,61,45923
JPM,2024-07-12,prepared,2,2339,2,10869
JPM,2024-07-12,qa,59,8726,59,40194
JPM,2024-10-11,prepared,2,1933,2,9084
JPM,2024-10-11,qa,80,11177,80,50282
JPM,2025-02-14,prepared,4,2816,4,13016
JPM,2025-02-14,qa,61,7025,61,32432
JPM,2025-04-11,prepared,2,2235,2,10523
JPM,2025-04-11,qa,97,10421,97,46761
JPM,2025-07-15,prepared,2,1835,2,8314
JPM,2025-07-15,qa,119,11157,119,50052
JPM,2025-10-14,prepared,4,1006,4,5010
JPM,2025-10-14,qa,55,9604,55,46457
LLY,2021-01-29,prepared,5,5150,5,26730
LLY,2021-01-29,qa,83,9980,83,47081
LLY,2021-04-27,prepared,5,7752,5,40425
LLY,2021-04-27,qa,69,7608,69,35637
LLY,2021-08-03,prepared,5,7009,5,37227
LLY,2021-08-03,qa,74,9481,74,45070
LLY,2021-10-26,prepared,5,5700,5,29823
LLY,2021-10-26,qa,81,9994,81,47501
LLY,2022-02-03,prepared,5,3874,5,20467
LLY,2022-02-03,qa,84,8854,84,44130
LLY,2022-04-28,prepared,5,6297,5,33545
LLY,2022-04-28,qa,92,9135,92,44021
LLY,2022-08-04,prepared,4,1382,4,7158
LLY,2022-08-04,qa,89,14146,89,69239
LLY,2022-11-01,prepared,5,6099,5,32495
LLY,2022-11-01,qa,86,11151,86,53232
LLY,2023-02-02,prepared,5,4680,5,24610
LLY,2023-02-02,qa,92,8717,92,41728
LLY,2023-04-27,prepared,5,5891,5,30929
LLY,2023-04-27,qa,59,7764,59,37334
LLY,2023-08-08,prepared,5,5743,5,30397
LLY,2023-08-08,qa,74,7796,74,37665
LLY,2023-11-02,prepared,5,4647,5,25008
LLY,2023-11-02,qa,94,7466,94,35267
LLY,2024-02-06,prepared,86,13590,86,67758
LLY,2024-02-06,qa,2,168,2,812
LLY,2024-04-30,prepared,5,4027,5,21032
LLY,2024-04-30,qa,78,6835,78,32919
LLY,2024-08-08,prepared,5,4870,5,25513
LLY,2024-08-08,qa,71,7358,71,34517
LLY,2024-10-30,prepared,79,11773,79,57760
LLY,2024-10-30,qa,2,264,2,1212
LLY,2025-02-06,prepared,5,3957,5,20466
LLY,2025-02-06,qa,81,6687,81,31883
LLY,2025-05-01,prepared,5,3382,5,17442
LLY,2025-05-01,qa,86,8455,86,39986
LLY,2025-08-07,prepared,5,5215,5,27315
LLY,2025-08-07,qa,64,5650,64,26364
LLY,2025-10-30,prepared,5,4269,5,22688
LLY,2025-10-30,qa,65,6718,65,31788
MA,2021-01-28,prepared,5,5391,5,28097
MA,2021-01-28,qa,54,6595,54,30425
MA,2021-04-29,prepared,5,4411,5,23543
MA,2021-04-29,qa,46,7160,46,34007
MA,2021-07-29,prepared,5,4443,5,23132
MA,2021-07-29,qa,46,6954,46,33227
MA,2021-10-28,prepared,5,4245,5,21810
MA,2021-10-28,qa,52,7715,52,35621
MA,2022-01-27,prepared,4,4903,4,25554
MA,2022-01-27,qa,74,7104,74,32627
MA,2022-04-28,prepared,4,5130,4,27640
MA,2022-04-28,qa,52,6750,52,31913
MA,2022-07-28,prepared,4,4722,4,25338
MA,2022-07-28,qa,52,6783,52,32017
MA,2022-10-27,prepared,4,4648,4,24784
MA,2022-10-27,qa,61,6716,61,31510
MA,2023-01-26,prepared,4,4489,4,23282
MA,2023-01-26,qa,50,7041,50,32441
MA,2023-04-27,prepared,3,2695,3,14760
MA,2023-04-27,qa,47,8578,47,40493
MA,2023-07-27,prepared,4,4509,4,24054
MA,2023-07-27,qa,48,6948,48,31710
MA,2023-10-26,prepared,5,4501,5,23551
MA,2023-10-26,qa,55,7358,55,34165
MA,2024-01-31,prepared,5,4604,5,24713
MA,2024-01-31,qa,46,6995,46,32404
MA,2024-05-01,prepared,1,58,1,280
MA,2024-05-01,qa,52,11810,52,57841
MA,2024-07-31,prepared,5,4606,5,24581
MA,2024-07-31,qa,48,7432,48,35103
MA,2024-10-31,prepared,5,4272,5,22278
MA,2024-10-31,qa,50,7858,50,36597
MA,2025-01-30,prepared,5,5206,5,27555
MA,2025-01-30,qa,46,7204,46,33236
MA,2025-05-01,prepared,5,4712,5,25328
MA,2025-05-01,qa,44,7627,44,35396
MA,2025-07-31,prepared,5,4739,5,25489
MA,2025-07-31,qa,43,7396,43,34365
MA,2025-10-30,prepared,5,4574,5,24617
MA,2025-10-30,qa,44,7789,44,36088
META,2021-01-27,prepared,5,6440,5,32207
META,2021-01-27,qa,42,5578,42,26031
META,2021-04-28,prepared,5,4911,5,24461
META,2021-04-28,qa,34,7012,34,31922
META,2021-07-28,prepared,5,5114,5,25485
META,2021-07-28,qa,46,7235,46,34187
META,2021-10-25,prepared,5,5300,5,26818
META,2021-10-25,qa,45,6161,45,28686
META,2022-02-02,prepared,5,5511,5,27635
META,2022-02-02,qa,39,6532,39,30299
META,2022-04-27,prepared,5,5103,5,25650
META,2022-04-27,qa,38,6659,38,30977
META,2022-07-27,prepared,5,5852,5,29381
META,2022-07-27,qa,39,6153,39,28817
META,2022-10-26,prepared,4,4366,4,22373
META,2022-10-26,qa,35,6748,35,31894
META,2023-02-01,prepared,4,4143,4,21377
META,2023-02-01,qa,41,7189,41,33929
META,2023-04-26,prepared,4,4558,4,23449
META,2023-04-26,qa,33,6891,33,33088
META,2023-07-26,prepared,4,4588,4,23321
META,2023-07-26,qa,28,8032,28,36761
META,2023-10-25,prepared,4,5285,4,26825
META,2023-10-25,qa,25,6082,25,29702
META,2024-02-01,prepared,4,6064,4,30649
META,2024-02-01,qa,27,5113,27,24571
META,2024-04-24,prepared,4,4813,4,24321
META,2024-04-24,qa,32,5866,32,28244
META,2024-07-31,prepared,4,5091,4,25964
META,2024-07-31,qa,33,6296,33,30238
META,2024-10-30,prepared,4,4352,4,22214
META,2024-10-30,qa,30,6006,30,29114
META,2025-01-29,prepared,4,4650,4,23553
META,2025-01-29,qa,32,6365,32,29741
META,2025-04-30,prepared,4,5331,4,27109
META,2025-04-30,qa,33,5407,33,26268
META,2025-07-30,prepared,4,5219,4,27292
META,2025-07-30,qa,29,5701,29,27172
META,2025-10-29,prepared,4,4709,4,24418
META,2025-10-29,qa,36,6150,36,29201
MSFT,2021-01-26,prepared,3,3049,3,16668
MSFT,2021-01-26,qa,44,6593,44,34127
MSFT,2021-04-27,prepared,3,3337,3,18284
MSFT,2021-04-27,qa,42,7046,42,35418
MSFT,2021-07-27,prepared,3,3130,3,16984
MSFT,2021-07-27,qa,31,6883,31,34001
MSFT,2021-10-26,prepared,3,3173,3,16760
MSFT,2021-10-26,qa,46,7291,46,36449
MSFT,2022-01-25,prepared,3,3452,3,18442
MSFT,2022-01-25,qa,32,7088,32,35434
MSFT,2022-04-26,prepared,3,2973,3,15739
MSFT,2022-04-26,qa,50,8075,50,40282
MSFT,2022-07-26,prepared,3,3163,3,17227
MSFT,2022-07-26,qa,32,7473,32,36596
MSFT,2022-10-25,prepared,3,3031,3,16088
MSFT,2022-10-25,qa,42,8116,42,39133
MSFT,2023-01-24,prepared,3,3054,3,16378
MSFT,2023-01-24,qa,45,7475,45,36689
MSFT,2023-04-25,prepared,3,3171,3,16909
MSFT,2023-04-25,qa,44,7393,44,36518
MSFT,2023-07-25,prepared,3,2989,3,15555
MSFT,2023-07-25,qa,33,8459,33,41024
MSFT,2023-10-24,prepared,3,3226,3,16919
MSFT,2023-10-24,qa,44,7378,44,36373
MSFT,2024-01-30,prepared,3,3168,3,16548
MSFT,2024-01-30,qa,44,8029,44,38668
MSFT,2024-04-25,prepared,3,2939,3,15616
MSFT,2024-04-25,qa,42,7874,42,38856
MSFT,2024-07-30,prepared,3,2956,3,15089
MSFT,2024-07-30,qa,45,7699,45,37437
MSFT,2024-10-30,prepared,3,3154,3,16473
MSFT,2024-10-30,qa,34,8070,34,38910
MSFT,2025-01-29,prepared,3,2702,3,14247
MSFT,2025-01-29,qa,39,7747,39,37890
MSFT,2025-04-30,prepared,3,2955,3,15178
MSFT,2025-04-30,qa,32,6872,32,33068
MSFT,2025-07-30,prepared,3,2811,3,14758
MSFT,2025-07-30,qa,29,6888,29,33018
MSFT,2025-10-29,prepared,3,2885,3,15180
MSFT,2025-10-29,qa,29,7733,29,36561
MU,2021-03-31,prepared,4,4294,4,22207
MU,2021-03-31,qa,42,6018,42,28823
MU,2021-06-30,prepared,5,4836,5,25365
