ticker,earnings_date,day0_date,tr_lm_constr_prop__all__all,tr_lm_constr_prop__prepared__all,tr_lm_constr_prop__qa__all,tr_lm_lit_prop__all__all,tr_lm_lit_prop__prepared__all,tr_lm_lit_prop__qa__all,tr_lm_neg_prop__all__all,tr_lm_neg_prop__prepared__all,tr_lm_neg_prop__qa__all,tr_lm_pos_prop__all__all,tr_lm_pos_prop__prepared__all,tr_lm_pos_prop__qa__all,tr_lm_tone__all__all,tr_lm_tone__prepared__all,tr_lm_tone__qa__all,tr_lm_unc_prop__all__all,tr_lm_unc_prop__prepared__all,tr_lm_unc_prop__qa__all,tr_n_tokens__all__all,tr_n_tokens__prepared__all,tr_n_tokens__qa__all
MA,2021-01-28,2021-01-28,0.002304147465437788,0.0037328909166321027,0.0008463817181548879,0.002932551319648094,0.002903359601824969,0.0029623360135421074,0.013824884792626729,0.008710078805474907,0.019043588658484975,0.02785923753665689,0.032766486934881794,0.022852306390181973,0.014034352744030164,0.024056408129406886,0.003808717731696995,0.012568077084206116,0.00953961012028204,0.015658061785865426,9548.0,4822.0,4726.0
MA,2021-04-29,2021-04-29,0.002514668901927913,0.003352490421455939,0.0018628912071535022,0.0012573344509639564,0.0,0.0022354694485842027,0.01068734283319363,0.006704980842911878,0.013785394932935917,0.03269069572506287,0.04597701149425287,0.022354694485842028,0.02200335289186924,0.039272030651340994,0.00856929955290611,0.01068734283319363,0.007183908045977011,0.013412816691505217,9544.0,4176.0,5368.0
MA,2021-07-29,2021-07-29,0.0010938525486764385,0.00202020202020202,0.00038595137012736397,0.003281557646029315,0.0,0.005789270551910459,0.009625902428352658,0.007575757575757576,0.011192589733693555,0.03325311747976373,0.0398989898989899,0.028174450019297567,0.02362721505141107,0.03232323232323232,0.016981860285604014,0.01050098446729381,0.00909090909090909,0.011578541103820918,9142.0,3960.0,5182.0
MA,2021-10-28,2021-10-28,0.002581200258120026,0.0021119324181626186,0.0029038112522686023,0.00021510002151000216,0.0,0.0003629764065335753,0.009679500967950097,0.006335797254487857,0.011978221415607986,0.03484620348462035,0.04751847940865892,0.026134301270417423,0.02516670251667025,0.04118268215417107,0.014156079854809437,0.009679500967950097,0.005279831045406547,0.012704174228675136,9298.0,3788.0,5510.0
MA,2022-01-27,2022-01-27,0.001519426958975472,0.0022872827081427266,0.0008261049153242462,0.002387670935532885,0.0,0.004543577034283354,0.01107011070110701,0.007319304666056725,0.014456836018174308,0.02691556327327979,0.03293687099725526,0.0214787277984304,0.01584545257217278,0.025617566331198535,0.007021891780256092,0.016930757542869546,0.010521500457456541,0.02271788517141677,9214.0,4372.0,4842.0
MA,2022-04-28,2022-04-28,0.003044448954739192,0.0036689767631471666,0.002425222312045271,0.00040592652729855896,0.00040766408479412964,0.0004042037186742118,0.01522224477369596,0.01222992254382389,0.01818916734033953,0.029429673229145525,0.03383611903791276,0.025060630557801132,0.014207428455449563,0.02160619649408887,0.0068714632174616,0.013395575400852447,0.006522625356706074,0.02021018593371059,9854.0,4906.0,4948.0
MA,2022-07-28,2022-07-28,0.0027577428935086977,0.00493494840735756,0.0008048289738430583,0.0016970725498515061,0.0008972633467922835,0.002414486921529175,0.011243105642766229,0.008524001794526694,0.013682092555331992,0.030335171828595672,0.036787797218483624,0.02454728370221328,0.019092066185829443,0.02826379542395693,0.010865191146881288,0.015273652948663556,0.008524001794526694,0.021327967806841045,9428.0,4458.0,4970.0
MA,2022-10-27,2022-10-27,0.002628696604600219,0.0036646816307833257,0.0016792611251049538,0.0004381161007667032,0.0009161704076958314,0.0,0.012705366922234392,0.008245533669262483,0.016792611251049538,0.029572836801752465,0.03160787906550618,0.027707808564231738,0.016867469879518072,0.0233623453962437,0.0109151973131822,0.011829134720700987,0.008245533669262483,0.015113350125944584,9130.0,4366.0,4764.0
MA,2023-01-26,2023-01-26,0.0008746993221080254,0.0004928536224741252,0.0011792452830188679,0.0,0.0,0.0,0.013995189153728407,0.007885657959586003,0.018867924528301886,0.03258254974852395,0.030064070970921637,0.03459119496855346,0.01858736059479554,0.022178413011335635,0.015723270440251572,0.014213863984255412,0.006899950714637753,0.020047169811320754,9146.0,4058.0,5088.0
MA,2023-04-27,2023-04-27,0.001549015268864793,0.0015267175572519084,0.0015581177937052041,0.0004425757911042266,0.0,0.0006232471174820816,0.014605001106439478,0.006870229007633588,0.017762542848239325,0.035184775392786014,0.04122137404580153,0.03272047366780929,0.020579774286346535,0.03435114503816794,0.01495793081956996,0.011728258464262006,0.007633587786259542,0.013399813025864755,9038.0,2620.0,6418.0
