ticker,earnings_date,day0_date,nw_lm_constr_prop__all,nw_lm_constr_prop__post,nw_lm_constr_prop__pre,nw_lm_lit_prop__all,nw_lm_lit_prop__post,nw_lm_lit_prop__pre,nw_lm_neg_prop__all,nw_lm_neg_prop__post,nw_lm_neg_prop__pre,nw_lm_pos_prop__all,nw_lm_pos_prop__post,nw_lm_pos_prop__pre,nw_lm_tone__all,nw_lm_tone__post,nw_lm_tone__pre,nw_lm_unc_prop__all,nw_lm_unc_prop__post,nw_lm_unc_prop__pre,nw_n_tokens__all,nw_n_tokens__post,nw_n_tokens__pre,nw_lm_pos_prop__post_minus_pre,nw_lm_neg_prop__post_minus_pre,nw_lm_unc_prop__post_minus_pre,nw_lm_lit_prop__post_minus_pre,nw_lm_constr_prop__post_minus_pre,nw_lm_tone__post_minus_pre
MA,2021-01-28,2021-01-28,0.00760043431053203,0.0035971223021582736,0.011653313911143482,0.0014477017734346724,0.0028776978417266188,0.0,0.00760043431053203,0.007913669064748202,0.007283321194464676,0.02714440825190011,0.025179856115107913,0.029133284777858703,0.019543973941368076,0.017266187050359712,0.021849963583394028,0.011943539630836048,0.017266187050359712,0.0065549890750182084,2763.0,1390.0,1373.0,-0.00395342866275079,0.0006303478702835257,0.010711197975341504,0.0028776978417266188,-0.008056191608985208,-0.004583776533034316
MA,2021-04-29,2021-04-29,0.004534212695795548,0.002544529262086514,0.00548780487804878,0.004534212695795548,0.0019083969465648854,0.005792682926829268,0.005976916735366859,0.0019083969465648854,0.007926829268292683,0.019991755976916735,0.018447837150127225,0.020731707317073172,0.014014839241549877,0.01653944020356234,0.012804878048780487,0.011747732893652102,0.013358778625954198,0.01097560975609756,4852.0,1572.0,3280.0,-0.002283870166945947,-0.006018432321727798,0.002383168869856638,-0.003884285980264383,-0.002943275615962266,0.0037345621547818526
MA,2021-07-29,2021-07-29,0.0005847953216374269,0.001321003963011889,0.0,0.0020467836257309943,0.0006605019815059445,0.0031479538300104933,0.004970760233918129,0.0066050198150594455,0.0036726128016789086,0.03625730994152047,0.03302509907529723,0.03882476390346275,0.03128654970760234,0.026420079260237782,0.03515215110178384,0.005847953216374269,0.0059445178335535,0.005771248688352571,3420.0,1514.0,1906.0,-0.005799664828165518,0.002932407013380537,0.0001732691452009296,-0.0024874518485045486,0.001321003963011889,-0.008732071841546056
MA,2021-10-28,2021-10-28,0.00810226863521786,0.005497022446174988,0.009789380005932958,0.0007202016564638099,0.0004580852038479157,0.0008899436369029962,0.0109830752610731,0.00641319285387082,0.013942450311480272,0.03655023406553835,0.03573064590013743,0.03708098487095817,0.02556715880446525,0.029317453046266605,0.0231385345594779,0.006121714079942384,0.005038937242327073,0.006822901216256304,5554.0,2183.0,3371.0,-0.0013503389708207428,-0.007529257457609452,-0.001783963973929231,-0.0004318584330550805,-0.004292357559757969,0.006178918486788705
MA,2022-01-27,2022-01-27,0.002619760479041916,0.001183431952662722,0.003284072249589491,0.0018712574850299401,0.001183431952662722,0.0021893814997263274,0.010853293413173653,0.005917159763313609,0.013136288998357963,0.03779940119760479,0.02603550295857988,0.04324028461959496,0.02694610778443114,0.020118343195266272,0.030103995621237,0.008607784431137725,0.016568047337278107,0.0049261083743842365,2672.0,845.0,1827.0,-0.017204781661015082,-0.007219129235044354,0.01164193896289387,-0.0010059495470636055,-0.0021006402969267687,-0.009985652425970729
MA,2022-04-28,2022-04-28,0.0012126111560226355,0.001516300227445034,0.0008658008658008658,0.0012126111560226355,0.000758150113722517,0.0017316017316017316,0.007275666936135812,0.009855951478392721,0.004329004329004329,0.034357316087308,0.03184230477634572,0.03722943722943723,0.027081649151172192,0.021986353297952996,0.0329004329004329,0.00889248181083266,0.012130401819560273,0.005194805194805195,2474.0,1319.0,1155.0,-0.0053871324530915116,0.005526947149388392,0.006935596624755078,-0.0009734516178792146,0.0006504993616441683,-0.010914079602479906
MA,2022-07-28,2022-07-28,0.0019588638589618022,0.0025173064820641915,0.0013568521031207597,0.00555011426705844,0.0018879798615481435,0.009497964721845319,0.012406137773424747,0.0144745122718691,0.0101763907734057,0.02415932092719556,0.032095657646318436,0.015603799185888738,0.011753183153770812,0.01762114537444934,0.005427408412483039,0.013385569702905649,0.0062932662051604785,0.02103120759837178,3063.0,1589.0,1474.0,0.0164918584604297,0.004298121498463401,-0.014737941393211301,-0.007609984860297176,0.0011604543789434318,0.012193736961966302
MA,2022-10-27,2022-10-27,0.0018231540565177757,0.0,0.002592352559948153,0.0022789425706472195,0.0015360983102918587,0.002592352559948153,0.007292616226071103,0.013824884792626729,0.004536616979909268,0.032816773017319965,0.04608294930875576,0.027219701879455604,0.02552415679124886,0.03225806451612903,0.02268308489954634,0.005013673655423883,0.004608294930875576,0.005184705119896306,2194.0,651.0,1543.0,0.018863247429300158,0.009288267812717462,-0.0005764101890207299,-0.0010562542496562943,-0.002592352559948153,0.009574979616582692
MA,2023-01-26,2023-01-26,0.0017111567419575632,0.0,0.002403846153846154,0.00034223134839151266,0.0,0.0004807692307692308,0.006502395619438741,0.010688836104513063,0.004807692307692308,0.03456536618754278,0.04275534441805225,0.03125,0.02806297056810404,0.032066508313539195,0.026442307692307692,0.00787132101300479,0.00831353919239905,0.007692307692307693,2922.0,842.0,2080.0,0.011505344418052253,0.005881143796820755,0.0006212315000913571,-0.0004807692307692308,-0.002403846153846154,0.005624200621231503
MA,2023-04-27,2023-04-27,0.0017709563164108619,0.0017241379310344827,0.0020491803278688526,0.0023612750885478157,0.002758620689655172,0.0,0.010330578512396695,0.007586206896551724,0.02663934426229508,0.029811097992916175,0.030344827586206897,0.02663934426229508,0.01948051948051948,0.022758620689655173,0.0,0.010035419126328217,0.009310344827586206,0.014344262295081968,3388.0,2900.0,488.0,0.0037054833239118165,-0.019053137365743357,-0.0050339174674957615,0.002758620689655172,-0.00032504239683436983,0.022758620689655173
