ticker,earnings_date,day0_date,est_end_date,alpha_1y,beta_1y,r2_1y,resid_vol_1y,n_1y,alpha_1q,beta_1q,r2_1q,resid_vol_1q,n_1q
LLY,2021-01-29,2021-01-29,2021-01-28,0.0014843683572248374,0.7301137470578664,0.31686001377996087,0.023388091250073018,252,0.006659376338132947,0.6772059487631519,0.056143507842395524,0.02777609033111132,63
LLY,2021-04-27,2021-04-27,2021-04-26,4.765005695203824e-05,0.5145588127655871,0.06648595571752736,0.02202813805173551,252,-0.002420538385009143,0.4702901977814938,0.07136337044878971,0.016617489316131728,63
LLY,2021-08-03,2021-08-03,2021-08-02,0.0016015185463402037,0.544619761698005,0.058702887287395034,0.020627466077980605,252,0.004359014800078797,0.5161726606322339,0.03618836302992401,0.019103665591513896,63
LLY,2021-10-26,2021-10-26,2021-10-25,0.0017722137911594343,0.5994806581950274,0.05575685570867539,0.020948191460983038,252,-0.0001842742034920413,0.7423429948867003,0.11066115129712084,0.014748276360188124,63
LLY,2022-02-03,2022-02-03,2022-02-02,0.0006932750291952623,0.6487325426673332,0.089645002750395,0.01730071272461674,252,-8.000814141928703e-05,0.6995468029206803,0.13914718879102694,0.018146748742832782,63
LLY,2022-04-28,2022-04-28,2022-04-27,0.001997702480753352,0.6211042186911734,0.11935460058747105,0.016675533828271416,252,0.0033743437445150526,0.589151897946567,0.2749599394695419,0.013520004041342236,63
LLY,2022-08-04,2022-08-04,2022-08-03,0.001113897124095365,0.5972116262192345,0.1928443227824681,0.015709769910877094,252,0.0015427384796613364,0.5510512344795799,0.26516900291486833,0.015799577030115083,63
LLY,2022-11-01,2022-11-01,2022-10-31,0.0019711780184790677,0.6056414451656552,0.22822176761190627,0.01615750021458469,252,0.0026390727112579485,0.6054785140079176,0.24033977265272177,0.016574126973296,63
LLY,2023-02-02,2023-02-02,2023-02-01,0.0016515064798979116,0.5185966478220612,0.21395122135738398,0.015072720163740127,252,-0.0009946309964344643,0.24104143822925833,0.05336200325999174,0.01374682909869573,63
LLY,2023-04-27,2023-04-27,2023-04-26,0.0013464314378946749,0.47015245127897765,0.16604341379330212,0.015194592518815985,252,0.0012815153093571553,0.13259208609552026,0.008405809620649518,0.013826596916221925,63
LLY,2023-08-08,2023-08-08,2023-08-07,0.00157411528414367,0.4034005344375887,0.09299637209778888,0.014828179133578546,252,0.0004131169454887067,0.4540882600501281,0.05947867429456655,0.011761602231454666,63
LLY,2023-11-02,2023-11-02,2023-11-01,0.0017502203509163158,0.32664510261861474,0.033633796562388185,0.017162377106103934,252,0.004435705110465005,0.8369568273150121,0.07418409135827408,0.02341590028911507,63
LLY,2024-02-06,2024-02-06,2024-02-05,0.002891229419212434,0.46501079510205334,0.04064465084006985,0.017848992286522317,252,0.002784692461588724,0.2393378847895715,0.00781747733140059,0.017580731133251176,63
LLY,2024-04-30,2024-04-30,2024-04-29,0.0021616471527984137,0.6482686616966055,0.06508272836726336,0.01795224382839784,252,0.001683972327136613,0.9748183842743466,0.19038157618143192,0.015280315346334943,63
LLY,2024-08-08,2024-08-08,2024-08-07,0.0018841350215639413,0.7644435944325713,0.08705339803646761,0.019055286933240927,252,-1.8334087125514002e-07,1.0734226210435904,0.23730576107972212,0.015765945492265742,63
LLY,2024-10-30,2024-10-30,2024-10-29,0.0008828607878334316,0.8566109458922423,0.12689188463102508,0.017185957667579126,252,0.00102532579388048,1.1541852024820176,0.26778037302305935,0.017650374911854103,63
LLY,2025-02-06,2025-02-06,2025-02-05,0.00048198763669608693,0.7972161794050026,0.10517075061162728,0.018769780227233235,252,0.0003782868721139688,0.33895342394550987,0.01843660413084891,0.021037465752345004,63
LLY,2025-05-01,2025-05-01,2025-04-30,0.000775472494346558,0.7413224035293575,0.15763059345233155,0.02092440067103155,252,0.0030224833159922773,0.760396503965746,0.2766689643207283,0.02424457892139005,63
LLY,2025-08-07,2025-08-07,2025-08-06,-0.0005535554455188747,0.7644301423393397,0.1490600744953684,0.02240348117222938,252,-0.0018947067909066318,0.7618630927322197,0.08620242537327594,0.01877542436120227,63
LLY,2025-10-30,2025-10-30,2025-10-29,-0.0005193511911770753,0.6924861791952662,0.10141171466177723,0.024529064706991423,252,0.0014077644407192473,0.37484790746468316,0.009326859713573055,0.027004536502573208,63
