ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
LLY,2021-01-29,bmo,2021-01-28,2021-01-29,2021-02-05,2021-02-12,2021-03-01,199.3994598388672,197.3591461181641,191.47547912597656,197.5352783203125,196.75390625
LLY,2021-04-27,bmo,2021-04-26,2021-04-27,2021-05-04,2021-05-11,2021-05-25,178.40977478027344,173.6355438232422,179.34365844726562,185.58541870117188,190.6840057373047
LLY,2021-08-03,bmo,2021-08-02,2021-08-03,2021-08-10,2021-08-17,2021-08-31,236.0339202880859,245.02162170410156,257.9049377441406,261.8680114746094,248.02133178710935
LLY,2021-10-26,bmo,2021-10-25,2021-10-26,2021-11-02,2021-11-09,2021-11-23,235.3076629638672,238.5628662109375,246.6385498046875,251.60299682617188,252.3621063232422
LLY,2022-02-03,bmo,2022-02-02,2022-02-03,2022-02-10,2022-02-17,2022-03-04,241.63992309570312,235.84051513671875,230.8599090576172,233.11024475097656,254.2959747314453
LLY,2022-04-28,bmo,2022-04-27,2022-04-28,2022-05-05,2022-05-12,2022-05-26,275.79119873046875,287.573974609375,282.8337097167969,282.2823181152344,304.2576904296875
LLY,2022-08-04,bmo,2022-08-03,2022-08-04,2022-08-11,2022-08-18,2022-09-01,304.6168212890625,296.8128967285156,292.3284912109375,308.4255676269531,301.03436279296875
LLY,2022-11-01,bmo,2022-10-31,2022-11-01,2022-11-08,2022-11-15,2022-11-30,352.60748291015625,343.346435546875,357.0577697753906,341.73602294921875,362.3699951171875
LLY,2023-02-02,bmo,2023-02-01,2023-02-02,2023-02-09,2023-02-16,2023-03-03,334.5291442871094,322.9378356933594,333.7675476074219,319.44671630859375,311.9618225097656
LLY,2023-04-27,bmo,2023-04-26,2023-04-27,2023-05-04,2023-05-11,2023-05-25,368.6269836425781,382.4210205078125,419.7373046875,426.7028503417969,419.7191467285156
LLY,2023-08-08,bmo,2023-08-07,2023-08-08,2023-08-15,2023-08-22,2023-09-06,446.0135803222656,512.3341064453125,538.0606079101562,544.9904174804688,551.181884765625
LLY,2023-11-02,bmo,2023-11-01,2023-11-02,2023-11-09,2023-11-16,2023-12-01,545.7778930664062,571.2034301757812,582.0606689453125,580.6016845703125,575.9569702148438
LLY,2024-02-06,bmo,2024-02-05,2024-02-06,2024-02-13,2024-02-21,2024-03-06,696.42626953125,695.2725219726562,732.6873168945312,736.8759155273438,770.325927734375
LLY,2024-04-30,bmo,2024-04-29,2024-04-30,2024-05-07,2024-05-14,2024-05-29,728.271484375,771.6398315429688,768.3501586914062,754.7271728515625,803.0678100585938
LLY,2024-08-08,bmo,2024-08-07,2024-08-08,2024-08-15,2024-08-22,2024-09-06,764.0884399414062,836.4954833984375,923.1539916992188,945.5397338867188,894.5451049804688
LLY,2024-10-30,bmo,2024-10-29,2024-10-30,2024-11-06,2024-11-13,2024-11-27,895.4072875976562,839.1705932617188,769.3577880859375,804.46728515625,782.3545532226562
LLY,2025-02-06,bmo,2025-02-05,2025-02-06,2025-02-13,2025-02-21,2025-03-07,835.94482421875,863.9261474609375,865.405029296875,868.7062377929688,864.6295166015625
LLY,2025-05-01,bmo,2025-04-30,2025-05-01,2025-05-08,2025-05-15,2025-05-30,893.832275390625,789.5792236328125,747.1719970703125,729.1154174804688,734.973876953125
LLY,2025-08-07,bmo,2025-08-06,2025-08-07,2025-08-14,2025-08-21,2025-09-05,743.64208984375,638.5177001953125,681.9285278320312,708.7791137695312,726.1436157226562
LLY,2025-10-30,bmo,2025-10-29,2025-10-30,2025-11-06,2025-11-13,2025-11-28,812.3370361328125,843.2615966796875,936.0653076171876,1021.3699951171876,1075.469970703125
