ticker,earnings_date,day0_date,phase,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
LLY,2021-01-29,2021-01-29,post,434.0,813.0,14.0,17.0,1.0,3.0,0.0,6.0,0.0,0.0,0.03225806451612903,0.03917050691244239,0.002304147465437788,0.0069124423963133645,0.0,-0.0069124423963133645
LLY,2021-01-29,2021-01-29,pre,496.0,956.0,9.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.018145161290322582,0.0020161290322580645,0.010080645161290322,0.0020161290322580645,0.0,0.016129032258064516
LLY,2021-04-27,2021-04-27,post,505.0,924.0,12.0,6.0,11.0,1.0,9.0,5.0,10.0,6.0,0.023762376237623763,0.011881188118811881,0.02178217821782178,0.0019801980198019802,0.01782178217821782,0.011881188118811881
LLY,2021-04-27,2021-04-27,pre,455.0,845.0,12.0,11.0,4.0,3.0,0.0,3.0,1.0,4.0,0.026373626373626374,0.024175824175824177,0.008791208791208791,0.006593406593406593,0.0,0.002197802197802198
LLY,2021-08-03,2021-08-03,post,403.0,746.0,11.0,7.0,1.0,0.0,0.0,3.0,1.0,1.0,0.02729528535980149,0.017369727047146403,0.0024813895781637717,0.0,0.0,0.009925558312655087
LLY,2021-08-03,2021-08-03,pre,484.0,859.0,10.0,8.0,0.0,3.0,3.0,4.0,0.0,4.0,0.02066115702479339,0.01652892561983471,0.0,0.006198347107438017,0.006198347107438017,0.004132231404958678
LLY,2021-10-26,2021-10-26,post,418.0,814.0,7.0,13.0,6.0,0.0,0.0,6.0,2.0,1.0,0.01674641148325359,0.03110047846889952,0.014354066985645933,0.0,0.0,-0.014354066985645933
LLY,2021-10-26,2021-10-26,pre,366.0,715.0,14.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.03825136612021858,0.00819672131147541,0.01366120218579235,0.0,0.0,0.030054644808743168
LLY,2022-02-03,2022-02-03,post,583.0,1193.0,11.0,20.0,12.0,0.0,0.0,6.0,2.0,2.0,0.018867924528301886,0.03430531732418525,0.02058319039451115,0.0,0.0,-0.015437392795883362
LLY,2022-02-03,2022-02-03,pre,1081.0,2051.0,27.0,27.0,25.0,20.0,6.0,8.0,7.0,4.0,0.02497687326549491,0.02497687326549491,0.02312673450508788,0.018501387604070305,0.005550416281221091,0.0
LLY,2022-04-28,2022-04-28,post,689.0,1339.0,26.0,11.0,7.0,2.0,4.0,7.0,6.0,1.0,0.03773584905660377,0.015965166908563134,0.010159651669085631,0.002902757619738752,0.005805515239477504,0.02177068214804064
LLY,2022-04-28,2022-04-28,pre,171.0,321.0,8.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04678362573099415,0.029239766081871343,0.0,0.0,0.0,0.017543859649122806
LLY,2022-08-04,2022-08-04,post,312.0,614.0,2.0,5.0,6.0,1.0,0.0,2.0,5.0,1.0,0.00641025641025641,0.016025641025641024,0.019230769230769232,0.003205128205128205,0.0,-0.009615384615384616
LLY,2022-08-04,2022-08-04,pre,255.0,416.0,4.0,9.0,11.0,0.0,0.0,1.0,5.0,0.0,0.01568627450980392,0.03529411764705882,0.043137254901960784,0.0,0.0,-0.0196078431372549
LLY,2022-11-01,2022-11-01,post,929.0,1751.0,14.0,23.0,13.0,1.0,1.0,5.0,7.0,3.0,0.015069967707212056,0.024757804090419805,0.013993541442411194,0.001076426264800861,0.001076426264800861,-0.00968783638320775
LLY,2022-11-01,2022-11-01,pre,932.0,1761.0,25.0,21.0,15.0,14.0,2.0,12.0,4.0,3.0,0.02682403433476395,0.022532188841201718,0.016094420600858368,0.015021459227467811,0.002145922746781116,0.004291845493562232
LLY,2023-02-02,2023-02-02,post,342.0,694.0,10.0,3.0,6.0,0.0,0.0,5.0,3.0,8.0,0.029239766081871343,0.008771929824561403,0.017543859649122806,0.0,0.0,0.02046783625730994
LLY,2023-02-02,2023-02-02,pre,592.0,1088.0,5.0,10.0,10.0,3.0,0.0,5.0,3.0,1.0,0.008445945945945946,0.016891891891891893,0.016891891891891893,0.005067567567567568,0.0,-0.008445945945945946
LLY,2023-04-27,2023-04-27,post,1067.0,1958.0,36.0,34.0,29.0,0.0,2.0,10.0,26.0,1.0,0.033739456419868794,0.031865042174320526,0.02717900656044986,0.0,0.0018744142455482662,0.0018744142455482662
LLY,2023-04-27,2023-04-27,pre,724.0,1401.0,20.0,19.0,7.0,7.0,2.0,9.0,6.0,3.0,0.027624309392265192,0.026243093922651933,0.009668508287292817,0.009668508287292817,0.0027624309392265192,0.0013812154696132596
LLY,2023-08-08,2023-08-08,post,832.0,1622.0,35.0,13.0,14.0,14.0,1.0,3.0,9.0,3.0,0.042067307692307696,0.015625,0.016826923076923076,0.016826923076923076,0.001201923076923077,0.026442307692307692
LLY,2023-08-08,2023-08-08,pre,869.0,1613.0,31.0,27.0,8.0,6.0,0.0,5.0,5.0,0.0,0.03567318757192175,0.031070195627157654,0.009205983889528193,0.006904487917146145,0.0,0.004602991944764097
LLY,2023-11-02,2023-11-02,post,1231.0,2353.0,34.0,30.0,18.0,20.0,0.0,7.0,7.0,2.0,0.02761982128350934,0.024370430544272948,0.01462225832656377,0.016246953696181964,0.0,0.003249390739236393
LLY,2023-11-02,2023-11-02,pre,1198.0,2239.0,23.0,29.0,17.0,7.0,1.0,10.0,8.0,1.0,0.019198664440734557,0.024207011686143573,0.014190317195325543,0.005843071786310518,0.0008347245409015025,-0.005008347245409015
LLY,2024-02-06,2024-02-06,post,903.0,1624.0,28.0,34.0,15.0,16.0,0.0,10.0,14.0,5.0,0.031007751937984496,0.03765227021040975,0.016611295681063124,0.017718715393133997,0.0,-0.006644518272425249
LLY,2024-02-06,2024-02-06,pre,926.0,1693.0,31.0,26.0,7.0,7.0,1.0,7.0,3.0,3.0,0.03347732181425486,0.028077753779697623,0.00755939524838013,0.00755939524838013,0.0010799136069114472,0.005399568034557235
LLY,2024-04-30,2024-04-30,post,710.0,1272.0,20.0,22.0,17.0,6.0,2.0,6.0,10.0,4.0,0.028169014084507043,0.030985915492957747,0.023943661971830985,0.008450704225352112,0.0028169014084507044,-0.0028169014084507044
LLY,2024-04-30,2024-04-30,pre,727.0,1311.0,23.0,22.0,14.0,9.0,0.0,8.0,8.0,4.0,0.03163686382393398,0.030261348005502064,0.01925722145804677,0.012379642365887207,0.0,0.001375515818431912
LLY,2024-08-08,2024-08-08,post,1473.0,2718.0,58.0,58.0,37.0,11.0,0.0,7.0,11.0,5.0,0.03937542430414121,0.03937542430414121,0.025118805159538356,0.00746775288526816,0.0,0.0
LLY,2024-08-08,2024-08-08,pre,1819.0,3663.0,83.0,119.0,18.0,11.0,1.0,11.0,8.0,0.0,0.04562946673996701,0.06542056074766354,0.009895547003848268,0.006047278724573941,0.0005497526113249038,-0.019791094007696537
LLY,2024-10-30,2024-10-30,post,1610.0,3118.0,46.0,46.0,36.0,4.0,1.0,22.0,18.0,0.0,0.02857142857142857,0.02857142857142857,0.02236024844720497,0.002484472049689441,0.0006211180124223603,0.0
LLY,2024-10-30,2024-10-30,pre,1114.0,2049.0,26.0,70.0,6.0,13.0,4.0,8.0,1.0,2.0,0.02333931777378815,0.06283662477558348,0.005385996409335727,0.011669658886894075,0.003590664272890485,-0.03949730700179533
LLY,2025-02-06,2025-02-06,post,703.0,1333.0,20.0,27.0,7.0,0.0,1.0,8.0,6.0,3.0,0.02844950213371266,0.03840682788051209,0.00995732574679943,0.0,0.001422475106685633,-0.00995732574679943
LLY,2025-02-06,2025-02-06,pre,896.0,1674.0,24.0,30.0,8.0,4.0,0.0,6.0,6.0,1.0,0.026785714285714284,0.033482142857142856,0.008928571428571428,0.004464285714285714,0.0,-0.006696428571428571
LLY,2025-05-01,2025-05-01,post,2862.0,5108.0,90.0,90.0,69.0,34.0,3.0,26.0,49.0,5.0,0.031446540880503145,0.031446540880503145,0.02410901467505241,0.011879804332634521,0.0010482180293501049,0.0
