ticker,earnings_date,announce_timing,day0_date,date,offset,open,high,low,close,adj_close,volume
LLY,2021-01-29,bmo,2021-01-29,2021-01-22,-5,202.0399932861328,206.5399932861328,200.55999755859375,206.13999938964844,195.62252807617188,6128800.0
LLY,2021-01-29,bmo,2021-01-29,2021-01-25,-4,208.2400054931641,212.52999877929688,208.08999633789065,212.3500061035156,201.5156707763672,5959100.0
LLY,2021-01-29,bmo,2021-01-29,2021-01-26,-3,212.5500030517578,213.22999572753903,210.6000061035156,212.72000122070312,201.86676025390625,6601500.0
LLY,2021-01-29,bmo,2021-01-29,2021-01-27,-2,211.07000732421875,212.02000427246097,205.1000061035156,207.57000732421875,196.9795379638672,7358000.0
LLY,2021-01-29,bmo,2021-01-29,2021-01-28,-1,208.0,211.83999633789065,207.57000732421875,210.1199951171875,199.39942932128903,5460400.0
LLY,2021-01-29,bmo,2021-01-29,2021-01-29,0,211.9600067138672,218.0,204.4600067138672,207.97000122070312,197.3591461181641,8401700.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-01,1,209.4600067138672,209.88999938964844,203.1000061035156,203.13999938964844,192.77557373046875,5383800.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-02,2,204.3800048828125,205.8999938964844,197.3500061035156,197.55999755859375,187.48025512695312,5314600.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-03,3,197.80999755859375,200.58999633789065,196.88999938964844,196.9600067138672,186.9108734130859,3679000.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-04,4,196.80999755859375,201.8800048828125,195.63999938964844,201.6199951171875,191.33314514160156,2924300.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-05,5,201.6199951171875,202.9199981689453,200.8500061035156,201.77000427246097,191.47544860839844,2732200.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-08,6,202.3800048828125,206.42999267578125,201.91000366210935,205.77000427246097,195.2713928222656,2909300.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-09,7,203.75,204.9499969482422,200.32000732421875,201.7100067138672,191.4185485839844,2661300.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-10,8,204.47000122070312,205.5500030517578,201.63999938964844,204.38999938964844,193.96177673339844,3062700.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-11,9,202.8699951171875,204.17999267578125,201.6199951171875,202.5800018310547,193.0469512939453,3544700.0
LLY,2021-01-29,bmo,2021-01-29,2021-02-12,10,201.6499938964844,208.22000122070312,201.1499938964844,207.2899932861328,197.53529357910156,2611300.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-20,-5,190.41000366210935,193.5,190.1699981689453,190.61000061035156,181.6402587890625,2460900.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-21,-4,191.55999755859375,193.0099945068359,189.8000030517578,190.9499969482422,181.96424865722656,2219800.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-22,-3,190.0,191.27000427246097,186.75,187.0500030517578,178.24777221679688,2982600.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-23,-2,187.02999877929688,189.1300048828125,187.02999877929688,188.72000122070312,179.8391876220703,2482800.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-26,-1,188.57000732421875,188.6499938964844,186.05999755859375,187.22000122070312,178.4097900390625,2797500.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-27,0,184.0,185.8699951171875,180.7899932861328,182.2100067138672,173.6355743408203,6838700.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-28,1,181.4499969482422,182.0,178.5800018310547,180.5500030517578,172.05364990234375,4682800.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-29,2,181.05999755859375,182.6300048828125,180.0,182.1999969482422,173.6260528564453,2432500.0
LLY,2021-04-27,bmo,2021-04-27,2021-04-30,3,181.83999633789065,183.9499969482422,181.19000244140625,182.77000427246097,174.16921997070312,3103900.0
LLY,2021-04-27,bmo,2021-04-27,2021-05-03,4,182.9900054931641,186.3500061035156,182.9199981689453,185.9199981689453,177.1709442138672,3197000.0
LLY,2021-04-27,bmo,2021-04-27,2021-05-04,5,187.52999877929688,190.0800018310547,186.77999877929688,188.1999969482422,179.34364318847656,3703500.0
LLY,2021-04-27,bmo,2021-04-27,2021-05-05,6,188.6499938964844,193.57000732421875,188.1699981689453,192.80999755859375,183.73670959472656,4274400.0
LLY,2021-04-27,bmo,2021-04-27,2021-05-06,7,191.5500030517578,194.1000061035156,189.32000732421875,193.88999938964844,184.7658843994141,3101600.0
LLY,2021-04-27,bmo,2021-04-27,2021-05-07,8,194.82000732421875,196.27000427246097,193.8999938964844,195.4199981689453,186.2238922119141,2526700.0
LLY,2021-04-27,bmo,2021-04-27,2021-05-10,9,196.1699981689453,196.61000061035156,193.5,194.7599945068359,185.594970703125,2242000.0
LLY,2021-04-27,bmo,2021-04-27,2021-05-11,10,193.38999938964844,195.75,193.0099945068359,194.75,185.58543395996097,1850200.0
LLY,2021-08-03,bmo,2021-08-03,2021-07-27,-5,243.7100067138672,244.05999755859375,242.66000366210935,243.5800018310547,233.1432952880859,2116500.0
LLY,2021-08-03,bmo,2021-08-03,2021-07-28,-4,243.3699951171875,248.3999938964844,242.63999938964844,246.5099945068359,235.94776916503903,1688000.0
LLY,2021-08-03,bmo,2021-08-03,2021-07-29,-3,247.5,248.2400054931641,242.2400054931641,245.3300018310547,234.8183135986328,1924100.0
LLY,2021-08-03,bmo,2021-08-03,2021-07-30,-2,244.8999938964844,245.9499969482422,242.6300048828125,243.5,233.06675720214844,1905100.0
