,abs_corr_with_target
rt_inventoryTurnover,0.583396466974529
km_researchAndDdevelopementToRevenue,0.5401527933700323
rt_daysOfInventoryOutstanding,0.5281425755488299
revenue_surprise_pct,0.494729864200177
km_freeCashFlowYield,0.4822283741412953
km_pfcfRatio,0.48041971663112115
rt_priceToFreeCashFlowsRatio,0.48041971663112115
km_pocfratio,0.47718163578235817
rt_priceToOperatingCashFlowsRatio,0.47718163578235817
rt_grossProfitMargin,0.44011544482781834
km_evToSales,0.4249837673963645
km_priceToSalesRatio,0.4236547669279693
km_enterpriseValueOverEBITDA,0.419211133940776
rt_enterpriseValueMultiple,0.419211133940776
km_earningsYield,0.3906551911977162
rt_quickRatio,0.3667288497885881
rt_currentRatio,0.3420788882729466
rt_interestCoverage,0.3381892304225112
km_peRatio,0.32843463756445135
rt_priceEarningsRatio,0.32843463756445135
rt_operatingCashFlowSalesRatio,0.3123605519191028
rt_priceFairValue,0.2928087206198691
km_pbRatio,0.2928087206198691
rt_payoutRatio,0.28901171588867713
km_enterpriseValue,0.28655947436006435
km_marketCap,0.285242590752173
eps_surprise_pct,0.28212762218190185
km_freeCashFlowPerShare,0.27651487815875697
km_operatingCashFlowPerShare,0.2598897947146985
rt_cashFlowToDebtRatio,0.25943943883122345
rt_returnOnEquity,0.21860932600339775
rt_daysOfPayablesOutstanding,0.2076494596638878
rt_assetTurnover,0.20404921413075136
rt_dividendYield,0.20150583338235337
rt_receivablesTurnover,0.18772851283694872
rt_returnOnAssets,0.1872914883005124
km_capexToRevenue,0.18500467659117595
rt_daysOfSalesOutstanding,0.17376669168688638
km_cashPerShare,0.15087480626343747
rt_cashRatio,0.1390849413337872
km_bookValuePerShare,0.12865780415575306
rt_netProfitMargin,0.12331355239621662
km_roic,0.11130319252852475
km_incomeQuality,0.11031386844543035
km_revenuePerShare,0.09223966868283238
km_netDebtToEBITDA,0.08991958265589077
rt_ebitPerRevenue,0.08822739017162168
rt_operatingProfitMargin,0.08822739017162168
rt_debtEquityRatio,0.07723164305155239
km_debtToEquity,0.07723164305155239
rt_cashConversionCycle,0.06377394471112706
rt_returnOnCapitalEmployed,0.060805187911110024
rt_effectiveTaxRate,0.05875426929683259
rt_debtRatio,0.053367429242088635
