ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
XOM,2021-02-02,bmo,2021-02-01,2021-02-02,2021-02-09,2021-02-17,2021-03-03,36.71357345581055,37.29386520385742,42.08314895629883,43.92838287353515,46.978851318359375
XOM,2021-04-30,bmo,2021-04-29,2021-04-30,2021-05-07,2021-05-14,2021-05-28,48.99032974243164,47.57731628417969,51.89118194580078,51.24726486206055,49.22333526611328
XOM,2021-07-30,bmo,2021-07-29,2021-07-30,2021-08-06,2021-08-13,2021-08-27,49.695587158203125,48.548702239990234,48.79326248168945,48.59867858886719,47.74261093139648
XOM,2021-10-29,bmo,2021-10-28,2021-10-29,2021-11-05,2021-11-12,2021-11-29,55.05338287353515,55.19035339355469,55.661190032958984,55.36814880371094,53.433475494384766
XOM,2022-02-01,bmo,2022-01-31,2022-02-01,2022-02-08,2022-02-15,2022-03-02,65.90042114257812,70.12548828125,69.63096618652344,68.41165924072266,70.63973236083984
XOM,2022-04-29,bmo,2022-04-28,2022-04-29,2022-05-06,2022-05-13,2022-05-27,76.49054718017578,74.7800521850586,80.42911529541016,78.74510955810547,86.48136138916016
XOM,2022-07-29,bmo,2022-07-28,2022-07-29,2022-08-05,2022-08-12,2022-08-26,82.09483337402344,85.89649963378906,78.38179016113281,84.109375,87.57219696044922
XOM,2022-10-28,bmo,2022-10-27,2022-10-28,2022-11-04,2022-11-11,2022-11-28,96.23367309570312,99.05221557617188,100.4928207397461,101.96025848388672,99.04685974121094
XOM,2023-01-31,bmo,2023-01-30,2023-01-31,2023-02-07,2023-02-14,2023-03-01,102.4292984008789,104.63917541503906,103.65599822998048,105.81700134277344,100.7906494140625
XOM,2023-04-28,bmo,2023-04-27,2023-04-28,2023-05-05,2023-05-12,2023-05-26,106.1896514892578,107.5621337890625,98.7819366455078,96.14605712890624,96.23772430419922
XOM,2023-07-28,bmo,2023-07-27,2023-07-28,2023-08-04,2023-08-11,2023-08-25,96.65028381347656,95.4950942993164,98.4839096069336,102.52706146240234,100.05841827392578
XOM,2023-10-27,bmo,2023-10-26,2023-10-27,2023-11-03,2023-11-10,2023-11-27,99.45759582519533,97.56273651123048,99.62398529052734,95.8989486694336,96.97175598144533
XOM,2024-02-02,bmo,2024-02-01,2024-02-02,2024-02-09,2024-02-16,2024-03-04,95.50729370117188,95.11551666259766,94.92897033691406,97.65645599365234,98.2495574951172
XOM,2024-04-26,bmo,2024-04-25,2024-04-26,2024-05-03,2024-05-10,2024-05-24,114.22594451904295,111.0532684326172,109.20801544189452,111.0532684326172,107.64639282226562
XOM,2024-08-02,bmo,2024-08-01,2024-08-02,2024-08-09,2024-08-16,2024-08-30,110.99668884277344,110.93025970458984,112.79997253417967,113.05754089355467,112.83748626708984
XOM,2024-11-01,bmo,2024-10-31,2024-11-01,2024-11-08,2024-11-15,2024-12-02,111.72766876220705,109.9768295288086,115.87033081054688,115.08617401123048,113.67786407470705
XOM,2025-01-31,bmo,2025-01-30,2025-01-31,2025-02-07,2025-02-14,2025-03-03,105.69099426269533,103.04800415039062,105.03507232666016,105.34198760986328,104.87483978271484
XOM,2025-05-02,bmo,2025-05-01,2025-05-02,2025-05-09,2025-05-16,2025-06-02,102.94784545898438,103.3663330078125,104.43687438964844,106.26309967041016,101.21463775634766
XOM,2025-08-01,bmo,2025-07-31,2025-08-01,2025-08-08,2025-08-15,2025-08-29,109.65164947509766,107.68727111816406,104.89785766601562,105.566650390625,113.29901885986328
XOM,2025-10-31,bmo,2025-10-30,2025-10-31,2025-11-07,2025-11-14,2025-12-01,113.695556640625,113.36841583251952,116.20361328125,119.29000091552734,116.62999725341795
