ticker,earnings_date,px_-5,px_-1,px_+0,px_+1,px_+5,px_+10,pct_m5_p5,logpct_m5_p5,pct_m1_p1,logpct_m1_p1,pct_p0_p1,logpct_p0_p1,pct_p0_p5,logpct_p0_p5,pct_p0_p10,logpct_p0_p10
XOM,2021-02-02,37.490013122558594,36.713565826416016,37.293853759765625,38.75684356689453,42.08314514160156,43.92838668823242,12.251614860809902,11.557272681862942,5.565457057860468,5.416102057702978,3.9228710890351737,3.847881387016166,12.842039368435687,12.08187730808961,17.78988294211752,16.373219819755512
XOM,2021-04-30,46.1892204284668,48.99032211303711,47.57730865478515,48.89058303833008,51.89117813110352,51.24726104736328,12.344780123464826,11.640235071357274,-0.20358934255810812,-0.20379686737356803,2.7602956549599655,2.7228863389973768,9.067073355534383,8.679285887535077,7.713661189216969,7.430623496965126
XOM,2021-07-30,48.10176467895508,49.695594787597656,48.5487060546875,48.5571403503418,48.79326629638672,48.598670959472656,1.4375805587319324,1.4273453457512877,-2.2908558437054416,-2.3175037088779877,0.017372853655039933,0.017371344749576762,0.5037420388171343,0.5024775034948733,0.10291706792118216,0.10286414461513207
XOM,2021-10-29,54.03466796875,55.05338287353515,55.19035720825195,56.18339538574219,55.66118240356445,55.3681526184082,3.0101312656443335,2.9657159206711685,2.052575978487692,2.0317945266551316,1.7992965215701817,1.7833007707304604,0.8530932197737373,0.849474943184064,0.3221494100597466,0.321631620586869
XOM,2022-02-01,65.00682067871094,65.90042877197266,70.12545776367188,69.94329833984375,69.6309585571289,68.41167449951172,7.113311849647697,6.8717077389300485,6.134815270868943,5.95399421958382,-0.25976218856498257,-0.2601001559391908,-0.7051636057898825,-0.7076616347321336,-2.4438817496717613,-2.4742401763967385
XOM,2022-04-29,74.67477416992188,76.49053955078125,74.78003692626953,75.79757690429688,80.42910766601562,78.74510955810547,7.705859923994951,7.423380638764426,-0.905945559482324,-0.9100742006770938,1.360710718865521,1.3515361828006662,7.554249732874396,7.2825182965206885,5.302314353957005,5.1665211580368045
XOM,2022-07-29,77.167724609375,82.09483337402344,85.89649963378906,83.72539520263672,78.38176727294922,84.10939025878906,1.5732518610853674,1.5610045411095819,1.9861929936375589,1.9667255326333135,-2.5275819624881457,-2.5600739928713265,-8.748589747985235,-9.155173882831477,-2.080538069210225,-2.1024862227022436
XOM,2022-10-28,94.72148895263672,96.2336654663086,99.0522232055664,99.15065002441406,100.49282836914062,101.96026611328124,6.092956815100026,5.914547491287826,3.0311477215078098,2.986116158953201,0.09936861148829301,0.09931927356511519,1.4543895300406229,1.443914726333272,2.9358683870019497,2.8935971303218646
XOM,2023-01-31,102.65477752685548,102.42929077148438,104.63915252685548,103.49363708496094,103.65599822998048,105.8169937133789,0.9753279167772577,0.9706022960714764,1.03910346880276,1.0337418982343642,-1.0947292808019982,-1.1007655359873203,-0.9395663794416476,-0.9440081484881412,1.1256218710497867,1.1193338899960563
XOM,2023-04-28,105.44432830810548,106.18965911865234,107.56212615966795,104.22638702392578,98.7819366455078,96.14603424072266,-6.318397366172556,-6.526835931050988,-1.848835480800326,-1.8661400647267758,-3.1012208988789536,-3.1503266746380336,-8.162900667402784,-8.515383783768629,-10.613486667229843,-11.220037276404934
XOM,2023-07-28,95.24757385253906,96.65027618408205,95.49510192871094,98.31890106201172,98.4839096069336,102.5270538330078,3.3978143731041133,3.3413638271966057,1.7264563991018278,1.7117224819556882,2.957009392386234,2.9141330572432746,3.129802071371013,3.0818223123179957,7.363678096858162,7.105174611991864
XOM,2023-10-27,102.67426300048828,99.45760345458984,97.562744140625,97.86775207519533,99.6239776611328,95.8989486694336,-2.97083733568263,-3.015860664577775,-1.598521705904976,-1.611435872875866,0.31262746579852063,0.31213980225243676,2.11272606020263,2.090717451221263,-1.7053594441677866,-1.720068162515401
