ticker,earnings_date,car_simple_m5_p5_pct,car_mm_1y_m5_p5_pct,car_mm_1q_m5_p5_pct,car_simple_m1_p1_pct,car_mm_1y_m1_p1_pct,car_mm_1q_m1_p1_pct,car_simple_p0_p1_pct,car_mm_1y_p0_p1_pct,car_mm_1q_p0_p1_pct,car_simple_p0_p5_pct,car_mm_1y_p0_p5_pct,car_mm_1q_p0_p5_pct,car_simple_p0_p10_pct,car_mm_1y_p0_p10_pct,car_mm_1q_p0_p10_pct
XOM,2021-02-02,10.192526437087217,,,,,,,,,10.122422392244207,,,14.002024793460915,,
XOM,2021-04-30,10.5841151929293,7.329192940881178,7.802624637745724,,,,,,,7.546432486334301,6.046795252463959,6.309006561105024,7.735819397976574,4.188339573632151,4.603418408464529
XOM,2021-07-30,0.9744539719894437,-0.6870311592485218,1.399573651027555,,,,,,,-0.396321130920131,-1.1692614444294258,-0.2717396984969802,-1.477248977146498,-3.043622936738186,-1.196894061989659
XOM,2021-10-29,-0.22880815101025115,-1.626126255517843,-2.007776365827243,,,,,,,-1.0957077310136711,-1.7872048763862016,-2.0331193406212242,-1.284014460455557,-2.7170432119994947,-2.824006918851954
XOM,2022-02-01,3.34766251224827,2.141572083178309,1.837265555145637,,,,,,,-0.12486245946694285,-1.1477440810896384,-1.892464817990409,-0.7704501875667971,-2.9122890278769606,-4.537333971976494
XOM,2022-04-29,11.005922279875815,7.097550368815167,4.619946522766671,,,,,,,7.507902517687431,6.501519720010801,6.010990591442188,8.134743361024086,4.742215404871731,2.6718606742580864
XOM,2022-07-29,-2.6634084069009507,-2.80105511240736,-3.825552470497398,,,,,,,-9.34157261679727,-10.34530305029594,-10.332735162591542,-5.463346140761888,-6.079037871289296,-6.835181342720231
XOM,2022-10-28,5.432490627044795,2.918999074348869,2.79240817156706,,,,,,,4.837783171247575,1.8541948904711614,2.3107625772257188,0.5456189184033955,-1.0287124681852884,-1.4380360173559013
XOM,2023-01-31,-2.447435071643798,-2.96297316204329,-1.9599587169134582,,,,,,,-2.9983673446513146,-3.1111290787409827,-2.6731553389395044,-0.1817021735176656,-1.6533206179535576,-0.231409261843
XOM,2023-04-28,-6.413498678051896,-8.087892993791082,-6.301046280652839,,,,,,,-7.547555957712351,-8.602767858481847,-7.7564530936733505,-9.934206051116238,-11.91977938118374,-10.200172181096216
XOM,2023-07-28,4.704385942313233,3.8566767406985196,7.146640887007257,,,,,,,5.437932439248572,4.541609687156443,6.360512758683967,9.795404407849714,8.570113973338211,11.999070144429579
XOM,2023-10-27,-6.101658540817068,-5.006232560587468,-4.302250759580595,,,,,,,-3.5726133087873855,-1.4379299498879294,0.9254162561097283,-8.657633349172498,-6.082586190232445,-3.5033054129756174
XOM,2024-02-02,-3.896939471195805,-1.8434699775985985,-0.9429458321613614,,,,,,,-1.5237471212731624,-0.5061153284319664,-0.05578166637816989,1.766119334340988,2.8806239099869884,3.7885324577342514
XOM,2024-04-26,-6.436896276662751,-4.375517938328338,-6.535111639619496,,,,,,,-2.21011672865548,-1.8782650265528722,-3.1506233668270682,-2.351649811710593,-0.8359260319380588,-3.1458723682427134
XOM,2024-08-02,3.3731125105335047,1.1892876931929282,1.0055636314679697,,,,,,,1.6829533213308525,1.475106422038578,1.5499183348884316,-1.9607402928812947,0.8949479627512482,1.661329418493249
XOM,2024-11-01,-1.802426420259449,0.4023533712743204,0.49827874092422014,,,,,,,0.6911333441051527,4.121199007788317,3.8141210994133186,2.1177342038683418,3.7444340935051166,3.9285340423277018
XOM,2025-01-31,1.5330009341459816,0.22770419494012767,1.670080139816112,,,,,,,2.1847833819786064,1.844262912790874,2.5809636021327553,1.0771636330433576,1.8059655609656917,3.3494359505733526
XOM,2025-05-02,-3.499524352449497,-1.8502406668855695,-3.2911628998735414,,,,,,,1.5595115188720206,1.5683984638230948,1.143450503799839,-1.879007019569349,0.8884327212188008,-0.9575496912235505
XOM,2025-08-01,-3.297941552855558,-3.0224924197378122,-3.8531820587536987,,,,,,,-5.012044891356891,-3.745449311738838,-3.497436602082572,-5.309928374082484,-3.469211151422492,-3.380103612243056
XOM,2025-10-31,2.5334766805312463,2.3836162671981858,1.1923219076709217,,,,,,,4.13111969850525,3.511502168672384,2.528406308291828,6.679658403625904,6.242701262555976,4.847188365823805
