ticker,earnings_date,car_simple_m5_p5_pct,car_mm_1y_m5_p5_pct,car_mm_1q_m5_p5_pct,car_simple_m1_p1_pct,car_mm_1y_m1_p1_pct,car_mm_1q_m1_p1_pct,car_simple_p0_p1_pct,car_mm_1y_p0_p1_pct,car_mm_1q_p0_p1_pct,car_simple_p0_p5_pct,car_mm_1y_p0_p5_pct,car_mm_1q_p0_p5_pct,car_simple_p0_p10_pct,car_mm_1y_p0_p10_pct,car_mm_1q_p0_p10_pct
COST,2021-03-04,-3.3545472623292287,2.699817456879479,2.699817456879479,,,,,,,1.710606515255351,5.144872789849112,5.144872789849112,1.8325656017634755,7.129945134099125,7.129945134099125
COST,2021-05-27,-1.7190358910130032,-0.6022241501320299,-2.7189502022648764,,,,,,,0.05240745216345405,0.5253077466696527,-0.5014956001984989,0.26025321680545954,1.2445638141504531,-0.823256730502819
COST,2021-09-23,-0.6656779013949199,-1.553961604238987,-3.6021476050391708,,,,,,,-1.980988380351565,-2.870997185973336,-4.188932023606209,-1.969363429811387,-2.769492976370218,-4.759582320760751
COST,2021-12-09,1.985514291257517,1.788177919649242,0.9663623446280103,,,,,,,0.02294666783984739,-0.8952208424319451,-1.0627037401360568,-0.7525504969167502,-0.9859605110434945,-1.7970607356150081
COST,2022-03-03,6.019372512908809,3.7128784057159,4.735593370365808,,,,,,,3.214771217756042,1.9300325322408396,2.451752227633171,3.4860640079100156,2.3885798475332023,3.316018645276687
COST,2022-05-26,7.527731350521863,6.752939223906516,7.377482760112841,,,,,,,1.4863817097464098,0.9740287436211742,1.634891212275575,6.460649642546952,5.147145557634284,7.2745270700056235
COST,2022-09-22,1.301394210433468,-0.093234397041002,-0.25082484484015966,,,,,,,4.243157966812505,3.5925582377421224,3.5796921261922416,1.8220397139145335,0.7526599034304651,1.0540988834128757
COST,2022-12-08,-1.3557067738861126,-2.1266580084683486,-0.7893341330531248,,,,,,,-2.418841827205123,-2.7552729930353927,-2.0507989769627137,-1.9779586602465755,-2.513198252939502,-1.0037586021518652
COST,2023-03-02,-0.8470357090579882,-1.103402279725162,0.6757086307338173,,,,,,,3.784574611079832,3.4957359358830207,4.7595534474526575,5.678357621245518,5.399751495921796,7.230671570486223
COST,2023-05-25,2.427480907259151,2.3597728190571736,3.7285338557053396,,,,,,,0.522850923335823,0.575451673545383,1.476416066829553,-0.4492866246910438,-0.3587743946318219,1.4063552864588602
COST,2023-09-26,4.621614251246877,3.7632324247768767,2.729881569763267,,,,,,,1.7195772214511944,1.5368643529863446,1.1581779374566314,-1.9893355462227467,-1.8272388689241816,-2.2892819605619508
COST,2023-12-14,6.50400189226948,6.529455878982702,6.057728541674419,,,,,,,1.2496353150545636,1.1069955510540226,0.7740221394478137,0.5943529848766202,0.12476736148503455,-0.6563773190574937
COST,2024-03-07,-2.450398112948957,-3.9017764951981957,-5.711890806523817,,,,,,,0.1969732244593002,-0.5100901028550089,-1.4165600712337985,-0.8018633747760714,-1.5151804303196907,-3.3812783157850905
COST,2024-05-30,4.539428833497143,3.50770585594033,3.3118391002637875,,,,,,,3.0193628361859277,2.6239655162597346,2.3552874707029057,2.6385075231021,1.9034389396029507,1.287097312242643
COST,2024-09-26,-3.47377503883593,-4.4591912293360565,-3.701654528222603,,,,,,,-0.5081823822317458,-1.0340414472890822,-0.655676946346205,-0.898049786689354,-1.7993565123773807,-1.0407951783472151
COST,2024-12-12,-1.3338604702227852,-2.751663906365763,-2.380057008211379,,,,,,,-1.6480406413699904,-2.4497470653544746,-2.3351406822503473,-4.62290978583862,-6.004784880029967,-5.605614804910923
COST,2025-03-06,-9.159107479271537,-11.325215806641028,-13.052139183732367,,,,,,,-4.0981760373588445,-5.080505299118419,-5.834500774343014,-3.98000824703222,-5.307737414696915,-6.1235237225422745
COST,2025-05-29,-2.8725390355677307,-2.528541298843197,-1.5727001962164657,,,,,,,-3.8625080202484328,-3.6367436954474965,-3.1550160898095245,-5.928926708949759,-6.181620120635165,-5.268029856511023
COST,2025-09-25,-4.55522441424224,-4.07754509574667,-3.183130160971142,,,,,,,-1.1345134790583098,-0.5898092111694011,0.22746234148889038,2.929224740457761,2.4727883007587574,2.2370211751486857
COST,2025-12-11,-3.9011052500625922,-3.5414694543193557,-3.068128400026347,,,,,,,-3.3946409554014485,-3.026811865039653,-2.606619839700849,-2.9921589819884566,-1.7853404054928406,-0.4850472367690971
