ticker,earnings_date,px_-5,px_-1,px_+0,px_+1,px_+5,px_+10,pct_m5_p5,logpct_m5_p5,pct_m1_p1,logpct_m1_p1,pct_p0_p1,logpct_p0_p1,pct_p0_p5,logpct_p0_p5,pct_p0_p10,logpct_p0_p10
COST,2021-03-04,313.374267578125,302.0511474609375,300.42266845703125,294.83697509765625,313.5068359375,311.3955993652344,0.042303524280895566,0.0422945788627918,-2.3883942914715184,-2.4173788690353217,-1.859278258882091,-1.8767801154090218,4.3552530665109,4.263078710668955,3.652497650912978,3.5873749573104385
COST,2021-05-27,361.2188415527344,367.6515502929687,358.89422607421875,358.8562927246094,360.9151611328125,364.1030578613281,-0.08407103533594196,-0.08410639485031651,-2.3922808325847367,-2.421360586640586,-0.010569506794333439,-0.010570065406064833,0.5631004657555616,0.5615209816969096,1.4513556944302008,1.440924337266376
COST,2021-09-23,436.790283203125,430.39300537109375,444.6228942871094,437.7883911132813,426.16302490234375,429.5089721679687,-2.4330345040755263,-2.463121814182337,1.7182866937651697,1.7036911067362062,-1.5371460313095775,-1.5490826005705431,-4.151803611994264,-4.240453370002457,-3.399267629565894,-3.458386332388514
COST,2021-12-09,503.5912170410156,499.2117614746094,532.0494384765625,530.5260009765625,521.37646484375,536.4765625,3.531683476776326,3.4707500420560775,6.272736725884576,6.083859163746768,-0.2863338234811663,-0.2867445429801053,-2.0060116336881872,-2.0264052399990415,0.8320888442461039,0.8286460697996977
COST,2022-03-03,493.4461364746094,508.2831726074219,501.08404541015625,503.9635925292969,502.9147033691406,535.2682495117188,1.918865342057141,1.9006872944681765,-0.8498373172509677,-0.8534690249562535,0.5746635011664836,0.5730186091892404,0.3653395025750461,0.3646737588049556,6.82204999633973,6.599417986782337
COST,2022-05-26,397.7276916503906,444.1067504882813,449.6176452636719,445.2815246582031,451.2508544921875,431.9389343261719,13.457238197244914,12.625582397159329,0.26452517747821425,0.26417592540148765,-0.9644017869729904,-0.9690822576780975,0.36324402427707625,0.3625858864539153,-3.9319433131083104,-4.011332186626037
COST,2022-09-22,482.3296203613281,466.0937194824219,446.2222900390625,459.5209655761719,451.8384094238281,447.8966369628906,-6.32165424853196,-6.530312535723224,-1.4101786038972497,-1.4202160985064998,2.980280419417247,2.9367331673557557,1.2585923003250121,1.250737862339442,0.3752270922372736,0.37452487145044433
COST,2022-12-08,473.9894714355469,461.4239807128906,462.9574890136719,467.4239196777344,442.2833862304687,443.4335632324219,-6.689196093122418,-6.923428733743892,1.3003093067625038,1.2919278635650873,0.9647604305047963,0.9601363342423085,-4.465659001920297,-4.568441153604348,-4.217217831996978,-4.308724401164941
COST,2023-03-02,469.1305847167969,466.3269958496094,456.3128356933594,463.821044921875,452.3570251464844,467.6327209472656,-3.5754564116595167,-3.640941523826132,-0.5373806256205982,-0.5388297090317095,1.6454082903688327,1.6320181303754697,-0.866907576874143,-0.8706870796590904,2.480729089442746,2.4504586031000444
COST,2023-05-25,477.7195739746094,468.12701416015625,488.0529479980469,488.7937316894531,498.6268005371094,501.2438049316406,4.376464290243054,4.283402621259805,4.414767126048913,4.320092702520135,0.15178346825788225,0.15166839357987535,2.166537991919837,2.1434021260085974,2.702751205110343,2.6668719342334732
COST,2023-09-26,543.5059204101562,533.0277099609375,543.216796875,548.1328735351562,551.1884765625,545.1348876953125,1.4135183930556128,1.403621376876073,2.8338420858693647,2.794431602743477,0.9049934921816272,0.9009229663076936,1.4674950652040275,1.4568315541143335,0.3530985844596213,0.3524766549940017
COST,2023-12-14,589.8441162109375,609.1585693359375,636.2373046875,657.888916015625,648.5792236328125,642.63623046875,9.957733883857278,9.492586854673347,7.999616049530411,7.695748603286831,3.4030716477336354,3.346448210278141,1.9398295029830814,1.9212546399186878,1.0057451416485064,1.0007211825994147
COST,2024-03-07,741.297607421875,777.0549926757812,717.6771240234375,706.32177734375,717.7463989257812,726.816650390625,-3.177024755010527,-3.2285872295833644,-9.102729665047526,-9.544021457400188,-1.5822361197786572,-1.5948870984942818,0.009652655773018104,0.009652189934177713,1.273487207722268,1.265446551906339
COST,2024-05-30,788.9524536132812,807.7760620117188,802.3767700195312,807.8256225585938,837.7354736328125,847.7319946289062,6.183264884482265,5.999632927713465,0.006135431489706633,0.006135243279807096,0.679089019355561,0.6767935959934885,4.406745675403911,4.312410112214822,5.652609385522345,5.498625616483148
COST,2024-09-26,899.84521484375,894.3487548828125,878.6531982421875,879.5462036132812,876.1630249023438,882.0364379882812,-2.6318070653427283,-2.6670589918155407,-1.6551206885138225,-1.6689708482207497,0.10163342862465896,0.10158181682252486,-0.2834079867717443,-0.2838103476015403,0.3850483618408562,0.3843089480952922
COST,2024-12-12,986.1100463867188,981.917724609375,982.8714599609376,986.3684692382812,947.822509765625,916.1712036132812,-3.882683962239919,-3.960069854588234,0.4532706271981102,0.4522464495886985,0.3557951797158232,0.3551637260109269,-3.565974964488805,-3.6311089846281015,-6.786264436888545,-7.027509786890768
COST,2025-03-06,1042.8944091796875,1021.0243530273438,959.053955078125,929.31689453125,898.9931030273438,904.3040161132812,-13.798262305915765,-14.847984965754488,-8.981907064623929,-9.411187576833598,-3.10066606674414,-3.1497540868804665,-6.2625102302913405,-6.467197249824887,-5.708744401182708,-5.87817302473029
COST,2025-05-29,1013.8999633789062,1004.5488891601562,1035.8583984375,1052.458984375,1010.7232055664062,986.095947265625,-0.3133206358853391,-0.31381251269277044,4.7693144387326525,4.659074186709107,1.6025922039673013,1.5898862649394017,-2.426508575786801,-2.4564333720272296,-4.803982015972186,-4.923207296445019
COST,2025-09-25,948.5203857421876,940.6921997070312,913.4081420898438,914.3256225585938,912.8397216796876,927.4291381835938,-3.761718208573972,-3.834296785358879,-2.8028910154298203,-2.8429217921125414,0.10044583866428702,0.10039542558749645,-0.0622307141751155,-0.062250085521084096,1.5350198282303884,1.5233575925254195
COST,2025-12-11,893.4594116210938,883.2733154296875,883.2633056640625,859.3859252929688,854.4526977539062,866.6560668945312,-4.365807037212099,-4.463976290355184,-2.7044165967018086,-2.741658936491824,-2.703313974210897,-2.7405256720572613,-3.2618368413364185,-3.316220617620918,-1.880213823333854,-1.8981145802519857
