ticker,t_earnings_date,announce_timing,pre_date,post_date,d5,d10,d20,pre_adj_close,post_adj_close,adj_close_5,adj_close_10,adj_close_20,post_minus_pre,r_post_pre,drift_5,drift_10,drift_20,r_5_post,r_10_post,r_20_post,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise,revenue_surprise,news_tminus1_date,news_tplus1_date,news_tminus1_k,news_tminus1_pos,news_tminus1_neu,news_tminus1_neg,news_tminus1_pos_share,news_tminus1_neu_share,news_tminus1_neg_share,news_tplus1_k,news_tplus1_pos,news_tplus1_neu,news_tplus1_neg,news_tplus1_pos_share,news_tplus1_neu_share,news_tplus1_neg_share,transcript_date_used,transcript_sentence_k,transcript_pos,transcript_neu,transcript_neg,transcript_pos_share,transcript_neu_share,transcript_neg_share
GOOG,2021-02-02,amc,2021-02-02,2021-02-03,2021-02-10,2021-02-18,2021-03-04,95.65805053710938,102.73297882080078,103.9890594482422,105.07193756103516,101.6917953491211,7.074928283691406,0.07396061537911836,1.2560806274414205,2.338958740234375,-1.0411834716796875,0.012226654399191794,0.02276736026815951,-0.01013485137519321,0.8,1.12,51667227016.0,56898000000.0,0.4000000000000001,0.10123966944036236,2021-02-01,2021-02-03,32,10,16,6,0.3125,0.5,0.1875,28,13,10,5,0.4642857142857143,0.35714285714285715,0.17857142857142858,2021-02-02,318,77,226,15,0.24213836477987422,0.710691823899371,0.04716981132075472
GOOG,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26,114.49725341796876,118.10965728759766,116.95978546142578,111.12056732177734,120.77069091796876,3.612403869628892,0.03155013558658837,-1.149871826171875,-6.9890899658203125,2.661033630371108,-0.009735629182056948,-0.05917458509596585,0.02253019517186039,0.79,1.31,47157100785.0,55314000000.0,0.6582278481012658,0.1729728732092579,2021-04-26,2021-04-28,11,2,5,4,0.18181818181818182,0.45454545454545453,0.36363636363636365,12,6,2,4,0.5,0.16666666666666666,0.3333333333333333,2021-04-27,339,81,251,7,0.23893805309734514,0.7404129793510325,0.02064896755162242
GOOG,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,135.77813720703125,135.36624145507812,135.01585388183594,136.6645050048828,141.88583374023438,-0.411895751953125,-0.0030335940706350817,-0.3503875732421875,1.2982635498046875,6.51959228515625,-0.002588441323891466,0.00959074829772466,0.04816261584185155,0.96,1.36,63337000000.0,61880000000.0,0.4166666666666668,-0.023003931351342818,2021-07-26,2021-07-28,12,3,8,1,0.25,0.6666666666666666,0.08333333333333333,19,7,10,2,0.3684210526315789,0.5263157894736842,0.10526315789473684,2021-07-27,379,92,280,7,0.24274406332453827,0.7387862796833773,0.018469656992084433
GOOG,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24,138.63221740722656,145.33746337890625,145.69725036621094,145.53448486328125,145.6252899169922,6.7052459716796875,0.04836715517564927,0.3597869873046875,0.197021484375,0.2878265380859375,0.002475528187571907,0.001355613891934837,0.0019804015523205987,1.17,1.4,63378600000.0,65118000000.0,0.19658119658119658,0.027444594863250373,2021-10-25,2021-10-27,13,2,9,2,0.15384615384615385,0.6923076923076923,0.15384615384615385,13,7,3,3,0.5384615384615384,0.23076923076923078,0.23076923076923078,2021-10-26,485,125,350,10,0.25773195876288657,0.7216494845360825,0.020618556701030927
GOOG,2022-02-01,amc,2022-02-01,2022-02-02,2022-02-09,2022-02-16,2022-03-03,136.85211181640625,146.9344482421875,140.3999786376953,136.46400451660156,133.3081817626953,10.08233642578125,0.0736732250015053,-6.5344696044921875,-10.470443725585938,-13.626266479492188,-0.044472005596139175,-0.07125928501346279,-0.09273704459714194,1.38,1.53,72270996583.0,75325000000.0,0.10869565217391315,0.042257662982308736,2022-01-31,2022-02-02,13,1,10,2,0.07692307692307693,0.7692307692307693,0.15384615384615385,47,22,18,7,0.46808510638297873,0.3829787234042553,0.14893617021276595,2022-02-01,526,131,384,11,0.24904942965779467,0.7300380228136882,0.02091254752851711
GOOG,2022-04-26,amc,2022-04-26,2022-04-27,2022-05-04,2022-05-11,2022-05-25,118.61634826660156,114.16425323486328,121.66250610351562,113.11262512207033,105.05159759521484,-4.452095031738281,-0.03753357017644632,7.498252868652344,-1.0516281127929545,-9.112655639648438,0.06567951575198094,-0.009211535861663345,-0.07982056888596745,1.29,1.23,68055248066.0,68011000000.0,-0.046511627906976785,-0.0006501786013194487,2022-04-25,2022-04-27,8,0,6,2,0.0,0.75,0.25,22,7,10,5,0.3181818181818182,0.45454545454545453,0.22727272727272727,2022-04-26,429,113,297,19,0.2634032634032634,0.6923076923076923,0.04428904428904429
GOOG,2022-07-26,amc,2022-07-26,2022-07-27,2022-08-03,2022-08-10,2022-08-24,104.65508270263672,112.75431823730467,117.89576721191406,119.75183868408205,113.84613800048828,8.099235534667955,0.0773897963243777,5.141448974609389,6.997520446777372,1.091819763183608,0.045598687970323404,0.062059888757876935,0.009683174713413178,1.3,1.21,69798841230.0,69685000000.0,-0.06923076923076929,-0.0016309902570570225,2022-07-25,2022-07-27,11,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182,23,10,8,5,0.43478260869565216,0.34782608695652173,0.21739130434782608,2022-07-26,433,100,309,24,0.23094688221709006,0.7136258660508084,0.05542725173210162
GOOG,2022-10-25,amc,2022-10-25,2022-10-26,2022-11-02,2022-11-09,2022-11-23,104.14886474609376,94.11412811279295,86.42182159423828,86.7493667602539,98.08434295654295,-10.03473663330081,-0.09634993773349965,-7.692306518554673,-7.364761352539048,3.97021484375,-0.08173381268894797,-0.07825351517587886,0.042185109965549694,1.25,1.06,70976575302.0,69092000000.0,-0.15199999999999997,-0.02655207431439561,2022-10-24,2022-10-26,10,1,6,3,0.1,0.6,0.3,18,1,5,12,0.05555555555555555,0.2777777777777778,0.6666666666666666,2022-10-25,467,100,331,36,0.21413276231263384,0.708779443254818,0.07708779443254818
GOOG,2023-02-02,amc,2023-02-02,2023-02-03,2023-02-10,2023-02-17,2023-03-06,107.99005889892578,104.43669891357422,94.1538314819336,93.8858413696289,94.86848449707033,-3.5533599853515625,-0.032904510114929786,-10.282867431640625,-10.550857543945312,-9.568214416503892,-0.09846028779739713,-0.10102634087157991,-0.09161735784488934,1.19,1.05,76178599640.0,76048000000.0,-0.11764705882352934,-0.0017143875132541095,2023-02-01,2023-02-03,12,1,5,6,0.08333333333333333,0.4166666666666667,0.5,19,2,6,11,0.10526315789473684,0.3157894736842105,0.5789473684210527,2023-02-02,449,114,305,30,0.25389755011135856,0.6792873051224945,0.066815144766147
GOOG,2023-04-25,amc,2023-04-25,2023-04-26,2023-05-03,2023-05-10,2023-05-24,103.83124542236328,103.67243957519533,105.33001708984376,111.44415283203124,120.73446655273438,-0.15880584716795454,-0.001529461064653237,1.6575775146484375,7.771713256835909,17.06202697753905,0.01598860334955443,0.07496412053850587,0.16457630443975102,1.06,1.17,68883200000.0,69787000000.0,0.10377358490566026,0.013120760940258292,2023-04-24,2023-04-26,10,1,7,2,0.1,0.7,0.2,27,15,7,5,0.5555555555555556,0.25925925925925924,0.18518518518518517,2023-04-25,497,131,346,20,0.2635814889336016,0.6961770623742455,0.04024144869215292
