date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,JNJ,USD,0000200406,2021-02-22,2021-02-22 16:36:14,2020,Q4,22475000000,7814000000,14661000000,4032000000,6457000000,0,6457000000,0,10489000000,18303000000,-74000000,13000000,87000000,1940000000,3674000000,1734000000,2438000000,4172000000,-2525000000,1647000000,-91000000,1738000000,0,0,1738000000,0,1738000000,0.66,0.65,2632512000,2669200000
2021-04-04,JNJ,USD,0000200406,2021-04-30,2021-04-30 16:04:02,2021,Q1,22321000000,7063000000,15258000000,3178000000,5232000000,0,5232000000,0,8410000000,15473000000,-48000000,15000000,63000000,1894000000,9386000000,7492000000,-644000000,6848000000,581000000,7429000000,1232000000,6197000000,0,0,6197000000,0,6197000000,2.35,2.32,2632702000,2672700000
2021-07-04,JNJ,USD,0000200406,2021-07-29,2021-07-29 16:07:51,2021,Q2,23312000000,7587000000,15725000000,3394000000,5973000000,0,5973000000,0,9367000000,16954000000,-28000000,12000000,40000000,1839000000,8541000000,6702000000,-344000000,6358000000,304000000,6662000000,384000000,6278000000,0,0,6278000000,0,6278000000,2.38,2.35,2631989000,2671600000
2021-10-03,JNJ,USD,0000200406,2021-10-29,2021-10-29 16:05:20,2021,Q3,23338000000,7250000000,16088000000,3422000000,5800000000,0,5800000000,0,9222000000,16472000000,-7000000,13000000,20000000,1814000000,5683000000,3869000000,2997000000,6866000000,-3017000000,3849000000,182000000,3667000000,0,0,3667000000,0,3667000000,1.39,1.37,2632600000,2674900000
2021-12-31,JNJ,USD,0000200406,2022-02-17,2022-02-17 16:06:50,2021,Q4,24804000000,7955000000,16849000000,4720000000,7654000000,0,7654000000,0,12374000000,20329000000,-47000000,13000000,60000000,1843000000,6739000000,4896000000,-421000000,4475000000,361000000,4836000000,100000000,4736000000,0,0,4736000000,0,4736000000,1.8,1.77,2628965000,2670200000
2022-04-03,JNJ,USD,0000200406,2022-04-29,2022-04-29 16:08:24,2022,Q1,23426000000,7598000000,15828000000,4072000000,5638000000,0,5638000000,0,9710000000,17308000000,12000000,22000000,10000000,1769000000,7641000000,5872000000,246000000,6118000000,-256000000,5862000000,713000000,5149000000,0,0,5149000000,0,5149000000,1.96,1.93,2629384000,2666500000
2022-07-03,JNJ,USD,0000200406,2022-07-29,2022-07-29 16:14:39,2022,Q2,24020000000,7919000000,16101000000,3703000000,5926000000,0,5926000000,0,9629000000,17548000000,26000000,64000000,38000000,1744000000,7622000000,5878000000,594000000,6472000000,-632000000,5840000000,1026000000,4814000000,0,0,4814000000,0,4814000000,1.83,1.8,2629032000,2667900000
2022-10-02,JNJ,USD,0000200406,2022-10-27,2022-10-27 16:02:59,2022,Q3,19996000000,6172000000,13824000000,3485000000,4675000000,0,4675000000,0,8160000000,14332000000,99000000,150000000,51000000,1685000000,6908000000,5223000000,441000000,5664000000,-492000000,5172000000,862000000,4310000000,148000000,0,4458000000,0,4458000000,1.7,1.68,2616882000,2661300000
2022-12-31,JNJ,USD,0000200406,2023-02-16,2023-02-16 16:01:53,2022,Q4,23706000000,7765000000,15941000000,4624000000,7412000000,0,7412000000,0,12036000000,19801000000,77000000,254000000,177000000,1772000000,6150000000,4378000000,-473000000,3905000000,296000000,4201000000,681000000,3520000000,0,0,3520000000,0,3520000000,1.35,1.33,2613597000,2663900000
2023-04-02,JNJ,USD,0000200406,2023-04-28,2023-04-28 16:07:02,2023,Q1,20894000000,6687000000,14207000000,3455000000,4506000000,0,4506000000,0,7961000000,14648000000,-14000000,198000000,212000000,1880000000,805000000,-1075000000,7321000000,6246000000,-7533000000,-1287000000,-796000000,-491000000,423000000,0,-68000000,0,-68000000,-0.03,-0.03,2605500000,2605500000
