date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2023-07-02,JNJ,USD,0000200406,2023-07-31,2023-07-31 16:06:04,2023,Q2,21519000000,6462000000,15057000000,3703000000,4996000000,0,4996000000,0,8699000000,15161000000,109000000,326000000,217000000,1934000000,8457000000,6523000000,-165000000,6358000000,-52000000,6306000000,930000000,5376000000,-232000000,0,5144000000,0,5144000000,1.98,1.96,2598400000,2625700000
2023-10-01,JNJ,USD,0000200406,2023-10-27,2023-10-27 16:11:34,2023,Q3,21351000000,6606000000,14745000000,3447000000,5100000000,0,5100000000,0,8547000000,15153000000,182000000,374000000,192000000,1829000000,7238000000,5409000000,789000000,6198000000,-981000000,5217000000,908000000,4309000000,21719000000,0,26028000000,0,26028000000,10.32,10.21,2522900000,2549700000
2023-12-31,JNJ,USD,0000200406,2024-02-16,2024-02-16 16:12:22,2023,Q4,21395000000,6798000000,14597000000,4480000000,5510000000,0,5510000000,0,9990000000,16788000000,212000000,363000000,151000000,1843000000,6820000000,4977000000,-370000000,4607000000,219000000,4826000000,694000000,4132000000,-83000000,0,4049000000,0,4049000000,1.68,1.67,2407200000,2430700000
2024-03-31,JNJ,USD,0000200406,2024-05-01,2024-05-01 07:09:36,2024,Q1,21383000000,6511000000,14872000000,3542000000,5057000000,0,5057000000,0,8599000000,15110000000,209000000,364000000,155000000,1815000000,5684000000,3869000000,2404000000,6273000000,-2559000000,3714000000,459000000,3255000000,0,0,3255000000,0,3255000000,1.35,1.34,2408200000,2430100000
2024-06-30,JNJ,USD,0000200406,2024-07-25,2024-07-25 16:02:29,2024,Q2,22447000000,6869000000,15578000000,3440000000,5481000000,0,5481000000,0,8921000000,15790000000,125000000,395000000,270000000,1782000000,7800000000,6018000000,639000000,6657000000,-909000000,5748000000,1062000000,4686000000,0,0,4686000000,0,4686000000,1.95,1.93,2406800000,2422000000
2024-09-29,JNJ,USD,0000200406,2024-10-23,2024-10-23 16:02:27,2024,Q3,22471000000,6963000000,15508000000,4952000000,5278000000,0,5278000000,0,10230000000,17193000000,99000000,292000000,193000000,1846000000,5377000000,3531000000,1747000000,5278000000,-1940000000,3338000000,644000000,2694000000,0,0,2694000000,0,2694000000,1.12,1.11,2407298000,2427900000
2024-12-29,JNJ,USD,0000200406,2025-02-13,2025-02-13 16:07:39,2024,Q4,22520000000,7128000000,15392000000,5298000000,6253000000,0,6253000000,0,11551000000,18679000000,144000000,281000000,137000000,1896000000,5920000000,4024000000,-183000000,3841000000,46000000,3887000000,456000000,3431000000,0,0,3431000000,0,3431000000,1.43,1.41,2406922000,2427100000
2025-03-30,JNJ,USD,0000200406,2025-04-23,2025-04-23 16:04:45,2025,Q1,21893000000,7357000000,14536000000,3225000000,5012000000,0,5012000000,0,8237000000,15594000000,128000000,332000000,204000000,1772000000,15607000000,13835000000,-7536000000,6299000000,7332000000,13631000000,2632000000,10999000000,0,0,10999000000,0,10999000000,4.57,4.54,2405625000,2423800000
2025-06-29,JNJ,USD,0000200406,2025-07-24,2025-07-24 16:04:24,2025,Q2,23743000000,7628000000,16115000000,3516000000,5789000000,0,5789000000,0,9305000000,16933000000,-48000000,260000000,308000000,1943000000,8742000000,6799000000,11000000,6810000000,-319000000,6491000000,954000000,5537000000,0,0,5537000000,0,5537000000,2.29,2.29,2419100000,2419100000
2025-09-28,JNJ,USD,0000200406,2025-10-22,2025-10-22 16:04:17,2025,Q3,23993000000,7303000000,16690000000,3672000000,5922000000,0,5922000000,0,9594000000,16897000000,209000000,227000000,18000000,1777000000,9288000000,7511000000,-415000000,7096000000,397000000,7493000000,2341000000,5152000000,0,0,5152000000,0,5152000000,2.14,2.12,2428600000,2428600000
