,abs_corr_with_target
rt_assetTurnover,0.494837681525077
km_researchAndDdevelopementToRevenue,0.48665967386577363
rt_grossProfitMargin,0.46483444206678154
rt_receivablesTurnover,0.4118126351909055
rt_daysOfSalesOutstanding,0.4103120085704748
rt_inventoryTurnover,0.4020307251496274
rt_daysOfPayablesOutstanding,0.3655341400334502
rt_daysOfInventoryOutstanding,0.3634396426269988
rt_priceFairValue,0.35008932632962414
km_pbRatio,0.35008932632962414
km_pocfratio,0.2959437274615387
rt_priceToOperatingCashFlowsRatio,0.2959437274615387
rt_enterpriseValueMultiple,0.2615870737350038
km_enterpriseValueOverEBITDA,0.2615870737350038
km_bookValuePerShare,0.22532626647410706
rt_cashFlowToDebtRatio,0.2178956191877016
km_incomeQuality,0.21707615701414823
rt_ebitPerRevenue,0.21621532434721347
rt_operatingProfitMargin,0.21621532434721347
km_freeCashFlowYield,0.20210838121919555
revenue_surprise_pct,0.19859886151733475
km_freeCashFlowPerShare,0.17299897194374356
km_netDebtToEBITDA,0.16419960131218744
rt_operatingCashFlowSalesRatio,0.1591641315555374
km_earningsYield,0.1575979394076403
eps_surprise_pct,0.1492152229073222
km_operatingCashFlowPerShare,0.14771075454963278
rt_debtEquityRatio,0.143497183145951
km_debtToEquity,0.143497183145951
rt_cashRatio,0.13123660925304553
km_peRatio,0.12884149151470836
rt_priceEarningsRatio,0.12884149151470836
rt_cashConversionCycle,0.11633642225168761
rt_netProfitMargin,0.10961248795007714
km_pfcfRatio,0.09766483783070036
rt_priceToFreeCashFlowsRatio,0.09766483783070036
rt_effectiveTaxRate,0.0806909860281446
rt_interestCoverage,0.07794705715147304
km_priceToSalesRatio,0.0765113212379896
km_cashPerShare,0.07256996565788931
rt_returnOnCapitalEmployed,0.06957401983126106
km_evToSales,0.06541129564449166
rt_returnOnEquity,0.05663116581456429
rt_quickRatio,0.056041087158392344
km_roic,0.05349092851463539
rt_currentRatio,0.026930836139720964
km_marketCap,0.019198810365571927
rt_returnOnAssets,0.014360723208106552
km_enterpriseValue,0.008336634659014314
km_revenuePerShare,0.007599199701548711
km_capexToRevenue,0.005143098341598499
rt_debtRatio,0.002854661679142617
