ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
AAPL,2021-01-27,amc,1.41,1.68,90099617021.0,111439000000.0,2021-01-27T16:30:00-05:00
AAPL,2021-04-28,amc,0.99,1.4,76920700000.0,89584000000.0,2021-04-28T16:30:00-04:00
AAPL,2021-07-27,amc,1.01,1.3,84581900000.0,81434000000.0,2021-07-27T16:30:00-04:00
AAPL,2021-10-28,amc,1.24,1.24,117986000000.0,83360000000.0,2021-10-28T16:30:00-04:00
AAPL,2022-01-27,amc,1.89,2.1,119002502550.0,123945000000.0,2022-01-27T16:30:00-05:00
AAPL,2022-04-28,amc,1.43,1.52,94033796672.0,97278000000.0,2022-04-28T16:30:00-04:00
AAPL,2022-07-28,amc,1.16,1.2,82791243730.0,82959000000.0,2022-07-28T16:30:00-04:00
AAPL,2022-10-27,amc,1.27,1.29,88739279089.0,90146000000.0,2022-10-27T16:30:00-04:00
AAPL,2023-02-02,amc,1.94,1.88,121333299852.0,117154000000.0,2023-02-02T16:30:00-05:00
AAPL,2023-05-04,amc,1.43,1.52,92960200000.0,94836000000.0,2023-05-04T16:30:00-04:00
AAPL,2023-08-03,amc,1.19,1.26,81685700000.0,81797000000.0,2023-08-03T16:30:00-04:00
AAPL,2023-11-02,amc,1.39,1.46,84175800000.0,89498000000.0,2023-11-02T16:30:00-04:00
AAPL,2024-02-01,amc,2.1,2.18,117986596460.0,119575000000.0,2024-02-01T16:30:00-05:00
AAPL,2024-05-02,amc,1.5,1.53,90366105851.0,90753000000.0,2024-05-02T16:30:00-04:00
AAPL,2024-08-01,amc,1.35,1.4,84432539529.0,85777000000.0,2024-08-01T16:30:00-04:00
AAPL,2024-10-31,amc,1.6,1.64,94511953345.0,94930000000.0,2024-10-31T16:30:00-04:00
AAPL,2025-01-30,amc,2.36,2.4,124257393152.0,124300000000.0,2025-01-30T16:30:00-05:00
AAPL,2025-05-01,amc,1.63,1.65,94542181546.0,95359000000.0,2025-05-01T16:30:00-04:00
AAPL,2025-07-31,amc,1.44,1.57,89562736363.0,94036000000.0,2025-07-31T16:30:00-04:00
AAPL,2025-10-30,amc,1.78,1.85,102227074560.0,102466000000.0,2025-10-30T16:30:00-04:00
