,abs_corr_with_target
rt_daysOfInventoryOutstanding,0.2776268553672016
rt_daysOfPayablesOutstanding,0.2692534319707735
rt_cashConversionCycle,0.25516436795269554
rt_enterpriseValueMultiple,0.23753774758360097
km_enterpriseValueOverEBITDA,0.23753774758360097
rt_priceEarningsRatio,0.22455121050867097
km_peRatio,0.22455121050867097
km_pfcfRatio,0.21577291390660439
rt_priceToFreeCashFlowsRatio,0.21577291390660439
km_pbRatio,0.18898662886958825
rt_priceFairValue,0.18898662886958825
km_enterpriseValue,0.18190644835329983
km_marketCap,0.18163489122291124
rt_effectiveTaxRate,0.16675852966574717
km_priceToSalesRatio,0.16588661304518412
km_evToSales,0.16209890434441773
km_freeCashFlowYield,0.16128496490724206
rt_daysOfSalesOutstanding,0.14664023400017706
rt_receivablesTurnover,0.14335926409530061
km_bookValuePerShare,0.14177261429065138
km_researchAndDdevelopementToRevenue,0.14039408226349212
km_capexToRevenue,0.139204657889692
rt_operatingCashFlowSalesRatio,0.13838684522070896
rt_inventoryTurnover,0.1383546919449042
rt_interestCoverage,0.1372657824711207
km_revenuePerShare,0.13381822844284094
rt_grossProfitMargin,0.12867654220495509
km_cashPerShare,0.12349711748482815
rt_dividendYield,0.11916243147339342
eps_surprise_pct,0.11067285209268177
rt_assetTurnover,0.10205543225134757
km_incomeQuality,0.10125546783861687
rt_payoutRatio,0.09930418306300977
rt_debtRatio,0.09861950097937341
km_earningsYield,0.09374203397947391
revenue_surprise_pct,0.08886566117967798
km_debtToEquity,0.07949487092129055
rt_debtEquityRatio,0.07949487092129055
km_netDebtToEBITDA,0.07314305831854824
km_roic,0.07161160500898067
rt_returnOnCapitalEmployed,0.07106825610199667
rt_returnOnAssets,0.07089381030831508
rt_returnOnEquity,0.062300331507788
rt_currentRatio,0.05354820906091919
rt_cashRatio,0.03954150354495365
rt_cashFlowToDebtRatio,0.03768876813746802
rt_quickRatio,0.03690747560009686
km_operatingCashFlowPerShare,0.03549319865535735
km_freeCashFlowPerShare,0.02760760942072946
rt_operatingProfitMargin,0.01645111461166612
rt_ebitPerRevenue,0.01645111461166612
km_pocfratio,0.002696443895713023
rt_priceToOperatingCashFlowsRatio,0.002696443895713023
rt_netProfitMargin,0.0003038469335012173
