y_type,window,feature,company_mean_abs
car_simple_pct,p0_p5,gro_growthDepreciationAndAmortization,0.193
car_simple_pct,p0_p5,gro_growthEBIT,0.17
car_simple_pct,p0_p5,gro_growthEBITDA,0.151
car_simple_pct,p0_p5,gro_growthEPS,0.205
car_simple_pct,p0_p5,gro_growthEPSDiluted,0.207
car_simple_pct,p0_p5,gro_growthGeneralAndAdministrativeExpenses,0.22
car_simple_pct,p0_p5,gro_growthGrossProfit,0.171
car_simple_pct,p0_p5,gro_growthGrossProfitRatio,0.225
car_simple_pct,p0_p5,gro_growthIncomeBeforeTax,0.176
car_simple_pct,p0_p5,gro_growthIncomeTaxExpense,0.242
car_simple_pct,p0_p5,gro_growthInterestExpense,0.244
car_simple_pct,p0_p5,gro_growthInterestIncome,0.23
car_simple_pct,p0_p5,gro_growthNetIncome,0.208
car_simple_pct,p0_p5,gro_growthNetIncomeDeductions,0.216
car_simple_pct,p0_p5,gro_growthNetIncomeFromContinuingOperations,0.204
car_simple_pct,p0_p5,gro_growthNetInterestIncome,0.204
car_simple_pct,p0_p5,gro_growthNonOperatingIncomeExcludingInterest,0.161
car_simple_pct,p0_p5,gro_growthOperatingExpenses,0.224
car_simple_pct,p0_p5,gro_growthOperatingIncome,0.192
car_simple_pct,p0_p5,gro_growthOtherAdjustmentsToNetIncome,0.048
car_simple_pct,p0_p5,gro_growthOtherExpenses,0.225
car_simple_pct,p0_p5,gro_growthResearchAndDevelopmentExpenses,0.207
car_simple_pct,p0_p5,gro_growthRevenue,0.179
car_simple_pct,p0_p5,gro_growthSellingAndMarketingExpenses,0.218
car_simple_pct,p0_p5,gro_growthTotalOtherIncomeExpensesNet,0.221
car_simple_pct,p0_p5,gro_growthWeightedAverageShsOut,0.206
car_simple_pct,p0_p5,gro_growthWeightedAverageShsOutDil,0.19
car_simple_pct,p0_p5,logpct_m1_p1,0.3
car_simple_pct,p0_p5,logpct_m5_p5,0.572
car_simple_pct,p0_p5,logpct_p0_p1,0.507
car_simple_pct,p0_p5,logpct_p0_p10,0.657
car_simple_pct,p0_p5,logpct_p0_p5,0.868
car_simple_pct,p0_p5,px_+0,0.246
car_simple_pct,p0_p5,px_+1,0.243
car_simple_pct,p0_p5,px_+10,0.247
car_simple_pct,p0_p5,px_+5,0.259
car_simple_pct,p0_p5,px_-1,0.243
car_simple_pct,p0_p5,px_-5,0.25
car_simple_pct,p0_p5,sur_actual_ebit,0.228
car_simple_pct,p0_p5,sur_actual_ebitda,0.228
car_simple_pct,p0_p5,sur_actual_eps,0.251
car_simple_pct,p0_p5,sur_actual_netIncome,0.253
car_simple_pct,p0_p5,sur_actual_revenue,0.182
car_simple_pct,p0_p5,sur_est_ebit,0.191
car_simple_pct,p0_p5,sur_est_ebitda,0.163
car_simple_pct,p0_p5,sur_est_eps,0.229
car_simple_pct,p0_p5,sur_est_netIncome,0.235
car_simple_pct,p0_p5,sur_est_revenue,0.175
car_simple_pct,p0_p5,sur_quarter_rank,0.218
car_simple_pct,p0_p5,sur_surprise_ebit,0.208
car_simple_pct,p0_p5,sur_surprise_ebit_pct,0.194
car_simple_pct,p0_p5,sur_surprise_ebitda,0.199
car_simple_pct,p0_p5,sur_surprise_ebitda_pct,0.179
car_simple_pct,p0_p5,sur_surprise_eps,0.239
car_simple_pct,p0_p5,sur_surprise_eps_pct,0.189
car_simple_pct,p0_p5,sur_surprise_netIncome,0.209
car_simple_pct,p0_p5,sur_surprise_netIncome_pct,0.192
car_simple_pct,p0_p5,sur_surprise_revenue,0.225
car_simple_pct,p0_p5,sur_surprise_revenue_pct,0.226
ret_pct,m1_p1,est_ebitAvg,0.173
ret_pct,m1_p1,est_ebitHigh,0.174
ret_pct,m1_p1,est_ebitLow,0.165
ret_pct,m1_p1,est_ebitdaAvg,0.167
ret_pct,m1_p1,est_ebitdaHigh,0.168
ret_pct,m1_p1,est_ebitdaLow,0.166
ret_pct,m1_p1,est_epsAvg,0.128
ret_pct,m1_p1,est_epsHigh,0.121
ret_pct,m1_p1,est_epsLow,0.134
ret_pct,m1_p1,est_netIncomeAvg,0.15
ret_pct,m1_p1,est_netIncomeHigh,0.143
ret_pct,m1_p1,est_netIncomeLow,0.157
ret_pct,m1_p1,est_numAnalystsEps,0.207
ret_pct,m1_p1,est_numAnalystsRevenue,0.194
ret_pct,m1_p1,est_revenueAvg,0.172
ret_pct,m1_p1,est_revenueHigh,0.164
ret_pct,m1_p1,est_revenueLow,0.185
ret_pct,m1_p1,est_sgaExpenseAvg,0.152
ret_pct,m1_p1,est_sgaExpenseHigh,0.163
ret_pct,m1_p1,est_sgaExpenseLow,0.169
ret_pct,m1_p1,gro_fiscalYear,0.156
ret_pct,m1_p1,gro_growthCostAndExpenses,0.182
ret_pct,m1_p1,gro_growthCostOfRevenue,0.206
ret_pct,m1_p1,gro_growthDepreciationAndAmortization,0.216
ret_pct,m1_p1,gro_growthEBIT,0.167
ret_pct,m1_p1,gro_growthEBITDA,0.154
ret_pct,m1_p1,gro_growthEPS,0.215
ret_pct,m1_p1,gro_growthEPSDiluted,0.214
ret_pct,m1_p1,gro_growthGeneralAndAdministrativeExpenses,0.184
ret_pct,m1_p1,gro_growthGrossProfit,0.202
ret_pct,m1_p1,gro_growthGrossProfitRatio,0.215
ret_pct,m1_p1,gro_growthIncomeBeforeTax,0.177
ret_pct,m1_p1,gro_growthIncomeTaxExpense,0.214
ret_pct,m1_p1,gro_growthInterestExpense,0.164
ret_pct,m1_p1,gro_growthInterestIncome,0.157
ret_pct,m1_p1,gro_growthNetIncome,0.218
ret_pct,m1_p1,gro_growthNetIncomeDeductions,0.077
ret_pct,m1_p1,gro_growthNetIncomeFromContinuingOperations,0.221
ret_pct,m1_p1,gro_growthNetInterestIncome,0.167
ret_pct,m1_p1,gro_growthNonOperatingIncomeExcludingInterest,0.179
ret_pct,m1_p1,gro_growthOperatingExpenses,0.196
ret_pct,m1_p1,gro_growthOperatingIncome,0.146
ret_pct,m1_p1,gro_growthOtherAdjustmentsToNetIncome,0.28
ret_pct,m1_p1,gro_growthOtherExpenses,0.186
ret_pct,m1_p1,gro_growthResearchAndDevelopmentExpenses,0.198
ret_pct,m1_p1,gro_growthRevenue,0.16
ret_pct,m1_p1,gro_growthSellingAndMarketingExpenses,0.203
ret_pct,m1_p1,gro_growthTotalOtherIncomeExpensesNet,0.161
ret_pct,m1_p1,gro_growthWeightedAverageShsOut,0.161
ret_pct,m1_p1,gro_growthWeightedAverageShsOutDil,0.168
ret_pct,m1_p1,logpct_m1_p1,0.999
ret_pct,m1_p1,logpct_m5_p5,0.754
ret_pct,m1_p1,logpct_p0_p1,0.48
ret_pct,m1_p1,logpct_p0_p10,0.235
ret_pct,m1_p1,logpct_p0_p5,0.282
ret_pct,m1_p1,px_+0,0.189
ret_pct,m1_p1,px_+1,0.188
ret_pct,m1_p1,px_+10,0.193
ret_pct,m1_p1,px_+5,0.19
ret_pct,m1_p1,px_-1,0.204
ret_pct,m1_p1,px_-5,0.195
ret_pct,m1_p1,sur_actual_ebit,0.145
ret_pct,m1_p1,sur_actual_ebitda,0.131
ret_pct,m1_p1,sur_actual_eps,0.142
ret_pct,m1_p1,sur_actual_netIncome,0.145
ret_pct,m1_p1,sur_actual_revenue,0.162
ret_pct,m1_p1,sur_est_ebit,0.173
ret_pct,m1_p1,sur_est_ebitda,0.167
ret_pct,m1_p1,sur_est_eps,0.128
ret_pct,m1_p1,sur_est_netIncome,0.15
ret_pct,m1_p1,sur_est_revenue,0.172
ret_pct,m1_p1,sur_quarter_rank,0.172
ret_pct,m1_p1,sur_surprise_ebit,0.161
ret_pct,m1_p1,sur_surprise_ebit_pct,0.127
ret_pct,m1_p1,sur_surprise_ebitda,0.158
ret_pct,m1_p1,sur_surprise_ebitda_pct,0.132
ret_pct,m1_p1,sur_surprise_eps,0.21
ret_pct,m1_p1,sur_surprise_eps_pct,0.208
ret_pct,m1_p1,sur_surprise_netIncome,0.146
ret_pct,m1_p1,sur_surprise_netIncome_pct,0.143
ret_pct,m1_p1,sur_surprise_revenue,0.205
ret_pct,m1_p1,sur_surprise_revenue_pct,0.207
ret_pct,m5_p5,est_ebitAvg,0.199
ret_pct,m5_p5,est_ebitHigh,0.2
ret_pct,m5_p5,est_ebitLow,0.195
ret_pct,m5_p5,est_ebitdaAvg,0.169
ret_pct,m5_p5,est_ebitdaHigh,0.157
ret_pct,m5_p5,est_ebitdaLow,0.166
ret_pct,m5_p5,est_epsAvg,0.158
ret_pct,m5_p5,est_epsHigh,0.16
ret_pct,m5_p5,est_epsLow,0.166
ret_pct,m5_p5,est_netIncomeAvg,0.16
ret_pct,m5_p5,est_netIncomeHigh,0.16
ret_pct,m5_p5,est_netIncomeLow,0.179
ret_pct,m5_p5,est_numAnalystsEps,0.176
ret_pct,m5_p5,est_numAnalystsRevenue,0.179
ret_pct,m5_p5,est_revenueAvg,0.189
ret_pct,m5_p5,est_revenueHigh,0.175
ret_pct,m5_p5,est_revenueLow,0.199
ret_pct,m5_p5,est_sgaExpenseAvg,0.201
ret_pct,m5_p5,est_sgaExpenseHigh,0.218
ret_pct,m5_p5,est_sgaExpenseLow,0.205
ret_pct,m5_p5,gro_fiscalYear,0.176
ret_pct,m5_p5,gro_growthCostAndExpenses,0.17
ret_pct,m5_p5,gro_growthCostOfRevenue,0.18
ret_pct,m5_p5,gro_growthDepreciationAndAmortization,0.189
ret_pct,m5_p5,gro_growthEBIT,0.224
ret_pct,m5_p5,gro_growthEBITDA,0.247
ret_pct,m5_p5,gro_growthEPS,0.226
ret_pct,m5_p5,gro_growthEPSDiluted,0.228
ret_pct,m5_p5,gro_growthGeneralAndAdministrativeExpenses,0.191
ret_pct,m5_p5,gro_growthGrossProfit,0.194
ret_pct,m5_p5,gro_growthGrossProfitRatio,0.21
ret_pct,m5_p5,gro_growthIncomeBeforeTax,0.229
ret_pct,m5_p5,gro_growthIncomeTaxExpense,0.197
ret_pct,m5_p5,gro_growthInterestExpense,0.199
ret_pct,m5_p5,gro_growthInterestIncome,0.229
ret_pct,m5_p5,gro_growthNetIncome,0.236
ret_pct,m5_p5,gro_growthNetIncomeDeductions,0.125
ret_pct,m5_p5,gro_growthNetIncomeFromContinuingOperations,0.239
ret_pct,m5_p5,gro_growthNetInterestIncome,0.203
ret_pct,m5_p5,gro_growthNonOperatingIncomeExcludingInterest,0.167
ret_pct,m5_p5,gro_growthOperatingExpenses,0.172
ret_pct,m5_p5,gro_growthOperatingIncome,0.205
ret_pct,m5_p5,gro_growthOtherAdjustmentsToNetIncome,0.256
ret_pct,m5_p5,gro_growthOtherExpenses,0.204
ret_pct,m5_p5,gro_growthResearchAndDevelopmentExpenses,0.19
ret_pct,m5_p5,gro_growthRevenue,0.214
ret_pct,m5_p5,gro_growthSellingAndMarketingExpenses,0.203
ret_pct,m5_p5,gro_growthTotalOtherIncomeExpensesNet,0.231
ret_pct,m5_p5,gro_growthWeightedAverageShsOut,0.173
ret_pct,m5_p5,gro_growthWeightedAverageShsOutDil,0.173
ret_pct,m5_p5,logpct_m1_p1,0.757
ret_pct,m5_p5,logpct_m5_p5,0.999
ret_pct,m5_p5,logpct_p0_p1,0.394
ret_pct,m5_p5,logpct_p0_p10,0.445
ret_pct,m5_p5,logpct_p0_p5,0.588
ret_pct,m5_p5,px_+0,0.244
ret_pct,m5_p5,px_+1,0.251
ret_pct,m5_p5,px_+10,0.264
ret_pct,m5_p5,px_+5,0.259
ret_pct,m5_p5,px_-1,0.208
ret_pct,m5_p5,px_-5,0.215
ret_pct,m5_p5,sur_actual_ebit,0.175
ret_pct,m5_p5,sur_actual_ebitda,0.166
ret_pct,m5_p5,sur_actual_eps,0.188
ret_pct,m5_p5,sur_actual_netIncome,0.19
ret_pct,m5_p5,sur_actual_revenue,0.18
ret_pct,m5_p5,sur_est_ebit,0.199
ret_pct,m5_p5,sur_est_ebitda,0.169
ret_pct,m5_p5,sur_est_eps,0.158
ret_pct,m5_p5,sur_est_netIncome,0.16
ret_pct,m5_p5,sur_est_revenue,0.189
ret_pct,m5_p5,sur_quarter_rank,0.186
ret_pct,m5_p5,sur_surprise_ebit,0.174
ret_pct,m5_p5,sur_surprise_ebit_pct,0.167
ret_pct,m5_p5,sur_surprise_ebitda,0.187
ret_pct,m5_p5,sur_surprise_ebitda_pct,0.184
ret_pct,m5_p5,sur_surprise_eps,0.266
ret_pct,m5_p5,sur_surprise_eps_pct,0.237
ret_pct,m5_p5,sur_surprise_netIncome,0.182
ret_pct,m5_p5,sur_surprise_netIncome_pct,0.171
ret_pct,m5_p5,sur_surprise_revenue,0.222
ret_pct,m5_p5,sur_surprise_revenue_pct,0.25
ret_pct,p0_p1,est_ebitAvg,0.148
ret_pct,p0_p1,est_ebitHigh,0.158
ret_pct,p0_p1,est_ebitLow,0.151
ret_pct,p0_p1,est_ebitdaAvg,0.141
ret_pct,p0_p1,est_ebitdaHigh,0.15
ret_pct,p0_p1,est_ebitdaLow,0.138
ret_pct,p0_p1,est_epsAvg,0.179
ret_pct,p0_p1,est_epsHigh,0.184
ret_pct,p0_p1,est_epsLow,0.172
ret_pct,p0_p1,est_netIncomeAvg,0.185
ret_pct,p0_p1,est_netIncomeHigh,0.201
ret_pct,p0_p1,est_netIncomeLow,0.18
ret_pct,p0_p1,est_numAnalystsEps,0.143
ret_pct,p0_p1,est_numAnalystsRevenue,0.155
ret_pct,p0_p1,est_revenueAvg,0.205
ret_pct,p0_p1,est_revenueHigh,0.214
ret_pct,p0_p1,est_revenueLow,0.195
ret_pct,p0_p1,est_sgaExpenseAvg,0.111
ret_pct,p0_p1,est_sgaExpenseHigh,0.13
ret_pct,p0_p1,est_sgaExpenseLow,0.124
ret_pct,p0_p1,gro_fiscalYear,0.157
ret_pct,p0_p1,gro_growthCostAndExpenses,0.171
ret_pct,p0_p1,gro_growthCostOfRevenue,0.2
ret_pct,p0_p1,gro_growthDepreciationAndAmortization,0.207
ret_pct,p0_p1,gro_growthEBIT,0.159
ret_pct,p0_p1,gro_growthEBITDA,0.154
ret_pct,p0_p1,gro_growthEPS,0.213
ret_pct,p0_p1,gro_growthEPSDiluted,0.213
ret_pct,p0_p1,gro_growthGeneralAndAdministrativeExpenses,0.168
ret_pct,p0_p1,gro_growthGrossProfit,0.156
ret_pct,p0_p1,gro_growthGrossProfitRatio,0.249
ret_pct,p0_p1,gro_growthIncomeBeforeTax,0.132
ret_pct,p0_p1,gro_growthIncomeTaxExpense,0.159
ret_pct,p0_p1,gro_growthInterestExpense,0.198
ret_pct,p0_p1,gro_growthInterestIncome,0.292
ret_pct,p0_p1,gro_growthNetIncome,0.216
ret_pct,p0_p1,gro_growthNetIncomeDeductions,0.127
ret_pct,p0_p1,gro_growthNetIncomeFromContinuingOperations,0.22
ret_pct,p0_p1,gro_growthNetInterestIncome,0.206
ret_pct,p0_p1,gro_growthNonOperatingIncomeExcludingInterest,0.215
ret_pct,p0_p1,gro_growthOperatingExpenses,0.182
ret_pct,p0_p1,gro_growthOperatingIncome,0.138
ret_pct,p0_p1,gro_growthOtherAdjustmentsToNetIncome,0.48
ret_pct,p0_p1,gro_growthOtherExpenses,0.182
ret_pct,p0_p1,gro_growthResearchAndDevelopmentExpenses,0.184
ret_pct,p0_p1,gro_growthRevenue,0.149
ret_pct,p0_p1,gro_growthSellingAndMarketingExpenses,0.228
ret_pct,p0_p1,gro_growthTotalOtherIncomeExpensesNet,0.183
ret_pct,p0_p1,gro_growthWeightedAverageShsOut,0.154
ret_pct,p0_p1,gro_growthWeightedAverageShsOutDil,0.155
ret_pct,p0_p1,logpct_m1_p1,0.482
ret_pct,p0_p1,logpct_m5_p5,0.394
ret_pct,p0_p1,logpct_p0_p1,1.0
ret_pct,p0_p1,logpct_p0_p10,0.394
ret_pct,p0_p1,logpct_p0_p5,0.547
ret_pct,p0_p1,px_+0,0.21
ret_pct,p0_p1,px_+1,0.19
ret_pct,p0_p1,px_+10,0.176
ret_pct,p0_p1,px_+5,0.181
ret_pct,p0_p1,px_-1,0.191
ret_pct,p0_p1,px_-5,0.192
ret_pct,p0_p1,sur_actual_ebit,0.187
ret_pct,p0_p1,sur_actual_ebitda,0.187
ret_pct,p0_p1,sur_actual_eps,0.182
ret_pct,p0_p1,sur_actual_netIncome,0.185
ret_pct,p0_p1,sur_actual_revenue,0.184
ret_pct,p0_p1,sur_est_ebit,0.148
ret_pct,p0_p1,sur_est_ebitda,0.141
ret_pct,p0_p1,sur_est_eps,0.179
ret_pct,p0_p1,sur_est_netIncome,0.185
ret_pct,p0_p1,sur_est_revenue,0.205
ret_pct,p0_p1,sur_quarter_rank,0.166
ret_pct,p0_p1,sur_surprise_ebit,0.179
ret_pct,p0_p1,sur_surprise_ebit_pct,0.174
ret_pct,p0_p1,sur_surprise_ebitda,0.176
ret_pct,p0_p1,sur_surprise_ebitda_pct,0.171
ret_pct,p0_p1,sur_surprise_eps,0.194
ret_pct,p0_p1,sur_surprise_eps_pct,0.155
ret_pct,p0_p1,sur_surprise_netIncome,0.167
ret_pct,p0_p1,sur_surprise_netIncome_pct,0.175
ret_pct,p0_p1,sur_surprise_revenue,0.242
ret_pct,p0_p1,sur_surprise_revenue_pct,0.228
ret_pct,p0_p10,est_ebitAvg,0.194
ret_pct,p0_p10,est_ebitHigh,0.196
ret_pct,p0_p10,est_ebitLow,0.203
ret_pct,p0_p10,est_ebitdaAvg,0.157
ret_pct,p0_p10,est_ebitdaHigh,0.163
ret_pct,p0_p10,est_ebitdaLow,0.171
ret_pct,p0_p10,est_epsAvg,0.183
ret_pct,p0_p10,est_epsHigh,0.183
ret_pct,p0_p10,est_epsLow,0.18
ret_pct,p0_p10,est_netIncomeAvg,0.183
ret_pct,p0_p10,est_netIncomeHigh,0.197
ret_pct,p0_p10,est_netIncomeLow,0.187
ret_pct,p0_p10,est_numAnalystsEps,0.21
ret_pct,p0_p10,est_numAnalystsRevenue,0.186
ret_pct,p0_p10,est_revenueAvg,0.182
ret_pct,p0_p10,est_revenueHigh,0.184
ret_pct,p0_p10,est_revenueLow,0.174
ret_pct,p0_p10,est_sgaExpenseAvg,0.188
ret_pct,p0_p10,est_sgaExpenseHigh,0.172
ret_pct,p0_p10,est_sgaExpenseLow,0.191
ret_pct,p0_p10,gro_fiscalYear,0.189
ret_pct,p0_p10,gro_growthCostAndExpenses,0.191
ret_pct,p0_p10,gro_growthCostOfRevenue,0.221
ret_pct,p0_p10,gro_growthDepreciationAndAmortization,0.212
ret_pct,p0_p10,gro_growthEBIT,0.182
ret_pct,p0_p10,gro_growthEBITDA,0.16
ret_pct,p0_p10,gro_growthEPS,0.198
ret_pct,p0_p10,gro_growthEPSDiluted,0.198
ret_pct,p0_p10,gro_growthGeneralAndAdministrativeExpenses,0.166
ret_pct,p0_p10,gro_growthGrossProfit,0.205
ret_pct,p0_p10,gro_growthGrossProfitRatio,0.257
ret_pct,p0_p10,gro_growthIncomeBeforeTax,0.179
ret_pct,p0_p10,gro_growthIncomeTaxExpense,0.246
ret_pct,p0_p10,gro_growthInterestExpense,0.155
ret_pct,p0_p10,gro_growthInterestIncome,0.17
ret_pct,p0_p10,gro_growthNetIncome,0.194
ret_pct,p0_p10,gro_growthNetIncomeDeductions,0.156
ret_pct,p0_p10,gro_growthNetIncomeFromContinuingOperations,0.197
ret_pct,p0_p10,gro_growthNetInterestIncome,0.136
ret_pct,p0_p10,gro_growthNonOperatingIncomeExcludingInterest,0.187
ret_pct,p0_p10,gro_growthOperatingExpenses,0.179
ret_pct,p0_p10,gro_growthOperatingIncome,0.173
ret_pct,p0_p10,gro_growthOtherAdjustmentsToNetIncome,0.349
ret_pct,p0_p10,gro_growthOtherExpenses,0.213
ret_pct,p0_p10,gro_growthResearchAndDevelopmentExpenses,0.17
ret_pct,p0_p10,gro_growthRevenue,0.193
ret_pct,p0_p10,gro_growthSellingAndMarketingExpenses,0.117
ret_pct,p0_p10,gro_growthTotalOtherIncomeExpensesNet,0.174
ret_pct,p0_p10,gro_growthWeightedAverageShsOut,0.22
ret_pct,p0_p10,gro_growthWeightedAverageShsOutDil,0.178
ret_pct,p0_p10,logpct_m1_p1,0.23
ret_pct,p0_p10,logpct_m5_p5,0.447
ret_pct,p0_p10,logpct_p0_p1,0.397
ret_pct,p0_p10,logpct_p0_p10,0.999
ret_pct,p0_p10,logpct_p0_p5,0.725
ret_pct,p0_p10,px_+0,0.193
ret_pct,p0_p10,px_+1,0.186
ret_pct,p0_p10,px_+10,0.236
ret_pct,p0_p10,px_+5,0.193
ret_pct,p0_p10,px_-1,0.191
ret_pct,p0_p10,px_-5,0.201
ret_pct,p0_p10,sur_actual_ebit,0.197
ret_pct,p0_p10,sur_actual_ebitda,0.187
ret_pct,p0_p10,sur_actual_eps,0.233
ret_pct,p0_p10,sur_actual_netIncome,0.237
ret_pct,p0_p10,sur_actual_revenue,0.184
ret_pct,p0_p10,sur_est_ebit,0.194
ret_pct,p0_p10,sur_est_ebitda,0.157
ret_pct,p0_p10,sur_est_eps,0.183
ret_pct,p0_p10,sur_est_netIncome,0.183
ret_pct,p0_p10,sur_est_revenue,0.182
ret_pct,p0_p10,sur_quarter_rank,0.183
ret_pct,p0_p10,sur_surprise_ebit,0.173
ret_pct,p0_p10,sur_surprise_ebit_pct,0.155
ret_pct,p0_p10,sur_surprise_ebitda,0.18
ret_pct,p0_p10,sur_surprise_ebitda_pct,0.171
ret_pct,p0_p10,sur_surprise_eps,0.24
ret_pct,p0_p10,sur_surprise_eps_pct,0.228
ret_pct,p0_p10,sur_surprise_netIncome,0.197
ret_pct,p0_p10,sur_surprise_netIncome_pct,0.188
ret_pct,p0_p10,sur_surprise_revenue,0.248
ret_pct,p0_p10,sur_surprise_revenue_pct,0.252
ret_pct,p0_p5,est_ebitAvg,0.177
ret_pct,p0_p5,est_ebitHigh,0.166
ret_pct,p0_p5,est_ebitLow,0.181
ret_pct,p0_p5,est_ebitdaAvg,0.141
ret_pct,p0_p5,est_ebitdaHigh,0.129
ret_pct,p0_p5,est_ebitdaLow,0.156
ret_pct,p0_p5,est_epsAvg,0.208
ret_pct,p0_p5,est_epsHigh,0.214
ret_pct,p0_p5,est_epsLow,0.214
ret_pct,p0_p5,est_netIncomeAvg,0.203
ret_pct,p0_p5,est_netIncomeHigh,0.192
ret_pct,p0_p5,est_netIncomeLow,0.215
ret_pct,p0_p5,est_numAnalystsEps,0.182
ret_pct,p0_p5,est_numAnalystsRevenue,0.179
ret_pct,p0_p5,est_revenueAvg,0.187
ret_pct,p0_p5,est_revenueHigh,0.179
ret_pct,p0_p5,est_revenueLow,0.191
ret_pct,p0_p5,est_sgaExpenseAvg,0.142
ret_pct,p0_p5,est_sgaExpenseHigh,0.176
ret_pct,p0_p5,est_sgaExpenseLow,0.143
ret_pct,p0_p5,gro_fiscalYear,0.192
ret_pct,p0_p5,gro_growthCostAndExpenses,0.251
ret_pct,p0_p5,gro_growthCostOfRevenue,0.228
ret_pct,p0_p5,gro_growthDepreciationAndAmortization,0.205
ret_pct,p0_p5,gro_growthEBIT,0.183
ret_pct,p0_p5,gro_growthEBITDA,0.178
ret_pct,p0_p5,gro_growthEPS,0.226
ret_pct,p0_p5,gro_growthEPSDiluted,0.228
ret_pct,p0_p5,gro_growthGeneralAndAdministrativeExpenses,0.219
ret_pct,p0_p5,gro_growthGrossProfit,0.163
ret_pct,p0_p5,gro_growthGrossProfitRatio,0.24
ret_pct,p0_p5,gro_growthIncomeBeforeTax,0.181
ret_pct,p0_p5,gro_growthIncomeTaxExpense,0.271
ret_pct,p0_p5,gro_growthInterestExpense,0.237
ret_pct,p0_p5,gro_growthInterestIncome,0.251
ret_pct,p0_p5,gro_growthNetIncome,0.231
ret_pct,p0_p5,gro_growthNetIncomeDeductions,0.185
ret_pct,p0_p5,gro_growthNetIncomeFromContinuingOperations,0.229
ret_pct,p0_p5,gro_growthNetInterestIncome,0.205
ret_pct,p0_p5,gro_growthNonOperatingIncomeExcludingInterest,0.202
ret_pct,p0_p5,gro_growthOperatingExpenses,0.232
ret_pct,p0_p5,gro_growthOperatingIncome,0.228
ret_pct,p0_p5,gro_growthOtherAdjustmentsToNetIncome,0.14
ret_pct,p0_p5,gro_growthOtherExpenses,0.24
ret_pct,p0_p5,gro_growthResearchAndDevelopmentExpenses,0.197
ret_pct,p0_p5,gro_growthRevenue,0.195
ret_pct,p0_p5,gro_growthSellingAndMarketingExpenses,0.182
ret_pct,p0_p5,gro_growthTotalOtherIncomeExpensesNet,0.232
ret_pct,p0_p5,gro_growthWeightedAverageShsOut,0.207
ret_pct,p0_p5,gro_growthWeightedAverageShsOutDil,0.203
ret_pct,p0_p5,logpct_m1_p1,0.286
ret_pct,p0_p5,logpct_m5_p5,0.595
ret_pct,p0_p5,logpct_p0_p1,0.548
ret_pct,p0_p5,logpct_p0_p10,0.724
ret_pct,p0_p5,logpct_p0_p5,0.999
ret_pct,p0_p5,px_+0,0.222
ret_pct,p0_p5,px_+1,0.221
ret_pct,p0_p5,px_+10,0.248
ret_pct,p0_p5,px_+5,0.257
ret_pct,p0_p5,px_-1,0.208
ret_pct,p0_p5,px_-5,0.219
ret_pct,p0_p5,sur_actual_ebit,0.205
ret_pct,p0_p5,sur_actual_ebitda,0.208
ret_pct,p0_p5,sur_actual_eps,0.244
ret_pct,p0_p5,sur_actual_netIncome,0.249
ret_pct,p0_p5,sur_actual_revenue,0.166
ret_pct,p0_p5,sur_est_ebit,0.177
ret_pct,p0_p5,sur_est_ebitda,0.141
ret_pct,p0_p5,sur_est_eps,0.208
ret_pct,p0_p5,sur_est_netIncome,0.203
ret_pct,p0_p5,sur_est_revenue,0.187
ret_pct,p0_p5,sur_quarter_rank,0.188
ret_pct,p0_p5,sur_surprise_ebit,0.214
ret_pct,p0_p5,sur_surprise_ebit_pct,0.211
ret_pct,p0_p5,sur_surprise_ebitda,0.211
ret_pct,p0_p5,sur_surprise_ebitda_pct,0.205
ret_pct,p0_p5,sur_surprise_eps,0.26
ret_pct,p0_p5,sur_surprise_eps_pct,0.22
ret_pct,p0_p5,sur_surprise_netIncome,0.22
ret_pct,p0_p5,sur_surprise_netIncome_pct,0.211
ret_pct,p0_p5,sur_surprise_revenue,0.23
ret_pct,p0_p5,sur_surprise_revenue_pct,0.225
