period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-31,1,21307000000,6606000000,6119000000,5470000000,0.6,20576704287,7245709090,4735454697,5072181817,0.54884,730295713,3.549138398520836,-639709090,-8.828798976802421,1383545303,29.216736122013838,397818183,7.843137280029408,0.05115999999999998,9.321478026382914
2021-03-31,2,24019000000,9627000000,9166000000,8050000000,0.87,21901005533,7544696969,5040225008,5610606060,0.65795,2117994467,9.670763581191046,2082303031,27.599558200360637,4125774992,81.85696046211119,2439393940,43.47826088506381,0.21204999999999996,32.22889277300706
2021-06-30,3,22620000000,8511000000,8042000000,9224000000,1.04,21797713840,6401493506,5016453799,6109402596,0.77059,822286160,3.7723504677406114,2109506494,32.953348964937625,3025546201,60.31245023333265,3114597404,50.980392191524835,0.26941000000000004,34.961522988878656
2021-09-30,4,24008000000,9423000000,8950000000,7691000000,0.86,21675664035,8562042253,4988365661,6174464788,0.7088,2332335965,10.760159233110203,860957747,10.055518549891932,3961634339,79.41748075873461,1516535212,24.561403523546986,0.1512,21.331828442437924
2021-12-31,5,23204000000,8313000000,7818000000,7013000000,0.82,22180430958,8710394736,5104531052,6459342105,0.7652,1023569042,4.61473919933382,-397394736,-4.562304557307494,2713468948,53.15804567271344,553657895,8.571428575851844,0.05479999999999996,7.161526398327229
2022-03-31,6,24550000000,8373000000,7879000000,7067000000,0.81,23131431330,9048666666,3653066666,6595866666,0.74848,1418568670,6.132645445767147,-675666666,-7.467030126535551,4225933334,115.6818016307179,471133334,7.142857153686435,0.06152000000000002,8.21932449764857
2022-06-30,7,25219000000,7383000000,6892000000,6247000000,0.73,22696657312,16947935064,4522324675,13090441558,0.74994,2522342688,11.113278282905592,-9564935064,-56.437170828659724,2369675325,52.39949573058905,-6843441558,-52.278156757957085,-0.01994000000000007,-2.658879377016837
2022-09-30,8,30358000000,8792000000,8301000000,7082000000,0.81,23515260897,9418246478,5411724401,6791911266,0.77767,6842739103,29.099141757227855,-626246478,-6.64928954092297,2889275599,53.38918586589716,290088734,4.271091341433906,0.03233000000000008,4.15729036737949
2022-12-31,9,34926000000,8399000000,7897000000,7132000000,0.85,24172670626,9581434209,5563018502,7105276315,0.77119,10753329374,44.4854833806976,-1182434209,-12.34088950784967,2333981498,41.95530712617428,26723685,0.37611042576322384,0.07880999999999994,10.21927151545014
2023-03-31,10,40465000000,9592000000,9089000000,8161000000,0.95,25161251035,9953533332,4018373333,7255453332,0.80749,15303748965,60.8226870107216,-361533332,-3.6322109942375183,5070626667,126.18605208626592,905546668,12.480910930900878,0.14250999999999991,17.64851577109313
2023-06-30,11,43393000000,8544000000,8034000000,7408000000,0.88,24976750846,18642728570,4974557142,14399485713,0.83986,18416249154,73.73356633755004,-10098728570,-54.16979886866421,3059442858,61.50181354173698,-6991485713,-48.55371818375441,0.040139999999999953,4.779367989903073
2023-09-30,12,44412000000,8612000000,8095000000,7802000000,0.91,25130780612,10360071125,5783514767,7471102393,0.82685,19281219388,76.72351959808672,-1748071125,-16.87315756724595,2311485233,39.966790543858224,330897607,4.429033221523404,0.08315000000000006,10.056237527967594
2023-12-31,13,43642000000,3651000000,3124000000,3144000000,0.36,23703136864,10539577630,5454961555,7815803946,0.53322,19938863136,84.11909044107522,-6888577630,-65.35914314433491,-2330961555,-42.731035434400965,-4671803946,-59.77381185963541,-0.17322000000000004,-32.48565320130528
2024-03-31,14,48071000000,7800000000,7262000000,6674000000,0.77,25486967758,10948886664,4420210666,7980998664,0.76074,22584032242,88.61011814522813,-3148886664,-28.759879982624685,2841789334,64.29081210673682,-1306998664,-16.376379937206316,0.009260000000000046,1.2172358493046305
2024-06-30,15,48529000000,8103000000,7560000000,6897000000,0.83,25223110865,6067670267,5714941486,6011936009,0.79661,23305889135,92.3989481699485,2035329733,33.543842091576195,1845058514,32.284818987558744,885063991,14.721779966969706,0.03338999999999992,4.191511530108826
2024-09-30,16,48869000000,7873000000,7324000000,6896000000,0.82,25253225013,6074914525,5721764618,5745077625,0.76125,23615774987,93.51587757541041,1798085475,29.598531264931665,1602235382,28.00246932492741,1150922375,20.033191022375437,0.05874999999999997,7.7175697865353
2024-12-31,17,46965000000,7667000000,7108000000,6665000000,0.83,25116644360,6042058690,5690818774,5805452825,0.76925,21848355640,86.98755823765623,1624941310,26.893835253361303,1417181226,24.902940724009078,859547175,14.805859265594842,0.06074999999999997,7.89730256743581
2025-03-31,18,46989000000,8681000000,8116000000,7396000000,0.91,26975807666,6489298920,6112059816,6163251354,0.81666,20013192334,74.18940919876293,2191701080,33.774081099041126,2003940184,32.78665857873535,1232748646,20.00159615752059,0.09333999999999998,11.429481056988216
2025-06-30,19,46666000000,8269000000,7688000000,7116000000,0.9,26721976331,6428237267,6054547829,6492447132,0.86028,19944023669,74.63528678402076,1840762733,28.635575454716644,1633452171,26.978929180740973,623552868,9.604281025664886,0.03971999999999998,4.61710140884363
2025-09-30,20,48221000000,10040000000,9456000000,8469000000,1.08,27515189028,6619052473,6234270472,7182309261,0.95169,20705810972,75.25229410900778,3420947527,51.68334200332302,3221729528,51.6777310588266,1286690739,17.914722023830716,0.12831000000000004,13.482331431453524
