ticker,earnings_date,day0_date,tr_lm_constr_prop__all__all,tr_lm_constr_prop__prepared__all,tr_lm_constr_prop__qa__all,tr_lm_lit_prop__all__all,tr_lm_lit_prop__prepared__all,tr_lm_lit_prop__qa__all,tr_lm_neg_prop__all__all,tr_lm_neg_prop__prepared__all,tr_lm_neg_prop__qa__all,tr_lm_pos_prop__all__all,tr_lm_pos_prop__prepared__all,tr_lm_pos_prop__qa__all,tr_lm_tone__all__all,tr_lm_tone__prepared__all,tr_lm_tone__qa__all,tr_lm_unc_prop__all__all,tr_lm_unc_prop__prepared__all,tr_lm_unc_prop__qa__all,tr_n_tokens__all__all,tr_n_tokens__prepared__all,tr_n_tokens__qa__all
JNJ,2021-01-26,2021-01-26,0.0029830957905203847,0.0,0.003097573567372225,0.0019887305270135896,0.0,0.002065049044914817,0.022373218428902882,0.013452914798206279,0.022715539494062985,0.04209479615512098,0.017937219730941704,0.043021855102392016,0.019721577726218097,0.004484304932735426,0.02030631560832903,0.017732847199204507,0.04035874439461883,0.01686456720013767,12068.0,446.0,11622.0
JNJ,2021-04-20,2021-04-20,0.0033475915938255534,0.0019144862795149968,0.003937007874015748,0.0022317277292170355,0.0,0.0031496062992125984,0.02361911846754696,0.02169751116783663,0.024409448818897637,0.04035707643667472,0.042756860242501596,0.03937007874015748,0.016737957969127765,0.021059349074664963,0.014960629921259842,0.02101543611679375,0.012763241863433313,0.024409448818897637,10754.0,3134.0,7620.0
JNJ,2021-07-21,2021-07-21,0.0019220688450113576,0.0011441647597254005,0.0022641509433962265,0.0012231347195526823,0.0005720823798627002,0.0015094339622641509,0.01555128429145553,0.016590389016018305,0.01509433962264151,0.044207583435261225,0.04862700228832952,0.04226415094339623,0.028656299143805696,0.032036613272311214,0.027169811320754716,0.016075484885549537,0.013729977116704805,0.01710691823899371,11446.0,3496.0,7950.0
JNJ,2021-10-19,2021-10-19,0.004919184820801124,0.0035063113604488078,0.005627857896588111,0.006324666198172874,0.0021037868162692847,0.008441786844882167,0.02600140548137737,0.0273492286115007,0.0253253605346465,0.03794799718903725,0.033660589060308554,0.04009848751319029,0.011946591707659873,0.006311360448807854,0.014773126978543792,0.01803701100960412,0.016129032258064516,0.018994020400984874,8538.0,2852.0,5686.0
JNJ,2022-01-25,2022-01-25,0.0035587188612099642,0.005122950819672131,0.0020181634712411706,0.0011862396204033216,0.0017076502732240437,0.0006727211570803902,0.01728520589730554,0.020833333333333332,0.013790783720148,0.045246568378240974,0.03551912568306011,0.0548267743020518,0.027961362480935434,0.014685792349726777,0.041035990581903804,0.020843924758515507,0.020833333333333332,0.020854355869492094,11802.0,5856.0,5946.0
JNJ,2022-04-19,2022-04-19,0.0035398230088495575,0.0,0.0036529680365296802,0.0004424778761061947,0.0,0.00045662100456621003,0.019469026548672566,0.02857142857142857,0.019178082191780823,0.035398230088495575,0.02857142857142857,0.03561643835616438,0.01592920353982301,0.0,0.01643835616438356,0.016371681415929203,0.014285714285714285,0.01643835616438356,9040.0,280.0,8760.0
JNJ,2022-07-19,2022-07-19,0.004194826380797017,0.0,0.0047430830039525695,0.004194826380797017,0.0,0.0047430830039525695,0.02167326963411792,0.010080645161290322,0.02318840579710145,0.05196923793987415,0.07459677419354839,0.04901185770750988,0.030295968305756232,0.06451612903225806,0.025823451910408433,0.01631321370309951,0.02620967741935484,0.015019762845849802,8582.0,992.0,7590.0
JNJ,2022-10-18,2022-10-18,0.0020708697653014268,0.0,0.002127156700543607,0.0013805798435342844,0.0,0.0014181044670290711,0.020708697653014266,0.017391304347826087,0.020798865516426377,0.036585365853658534,0.017391304347826087,0.037107066887260697,0.015876668200644272,0.0,0.01630820137083432,0.020018407731247124,0.08695652173913043,0.01819900732687308,8692.0,230.0,8462.0
JNJ,2023-01-24,2023-01-24,0.002931228861330327,0.0044004400440044,0.000585480093676815,0.0013528748590755355,0.0018335166850018336,0.000585480093676815,0.022322435174746337,0.019435276861019434,0.026932084309133488,0.03652762119503946,0.03593692702603594,0.03747072599531616,0.014205186020293123,0.0165016501650165,0.01053864168618267,0.021871476888387822,0.0176017601760176,0.028688524590163935,8870.0,5454.0,3416.0
JNJ,2023-04-18,2023-04-18,0.002982107355864811,0.0020408163265306124,0.0032851511169513796,0.0064612326043737576,0.003061224489795918,0.0075558475689881735,0.01963220675944334,0.02040816326530612,0.01938239159001314,0.03876739562624255,0.0326530612244898,0.040735873850197106,0.019135188866799206,0.012244897959183673,0.021353482260183968,0.02360834990059642,0.014285714285714285,0.026609724047306178,8048.0,1960.0,6088.0
JNJ,2023-07-20,2023-07-20,0.0019501625135427952,0.0018181818181818182,0.0021447721179624667,0.012351029252437704,0.010181818181818183,0.015549597855227882,0.021668472372697724,0.01890909090909091,0.025737265415549597,0.04052004333694475,0.03709090909090909,0.045576407506702415,0.01885157096424702,0.01818181818181818,0.019839142091152815,0.015384615384615385,0.014909090909090908,0.0160857908847185,9230.0,5500.0,3730.0
JNJ,2023-10-17,2023-10-17,0.0029723991507431,0.000992063492063492,0.0035116153430578066,0.012738853503184714,0.001984126984126984,0.015667206915180983,0.030148619957537155,0.034722222222222224,0.02890329551593733,0.04331210191082802,0.03968253968253968,0.04430037817396002,0.013163481953290871,0.00496031746031746,0.01539708265802269,0.01889596602972399,0.013888888888888888,0.02025931928687196,9420.0,2016.0,7404.0
JNJ,2024-01-23,2024-01-23,0.0009165902841429881,0.0,0.0013703323055841042,0.002062328139321723,0.001384083044982699,0.002398081534772182,0.014894592117323557,0.018685121107266434,0.01301815690304899,0.04903758020164986,0.04844290657439446,0.04933196300102775,0.03414298808432631,0.02975778546712803,0.03631380609797876,0.017186067827681027,0.011764705882352941,0.01986981843096951,8728.0,2890.0,5838.0
JNJ,2024-04-16,2024-04-16,0.0014071294559099437,0.0,0.0018088634308109737,0.003517823639774859,0.0021119324181626186,0.003919204100090443,0.01899624765478424,0.022175290390707498,0.01808863430810974,0.04807692307692308,0.03695881731784583,0.05125113053964426,0.029080675422138838,0.014783526927138331,0.03316249623153452,0.01618198874296435,0.021119324181626188,0.014772384684956286,8528.0,1894.0,6634.0
JNJ,2024-07-17,2024-07-17,0.0021598272138228943,0.0008976660682226212,0.0036101083032490976,0.005519558435325174,0.009425493716337522,0.0010314595152140279,0.02159827213822894,0.018850987432675045,0.02475502836513667,0.04487640988720902,0.04398563734290844,0.04589994842702424,0.02327813774898008,0.025134649910233394,0.021144920061887573,0.01919846412287017,0.01660682226211849,0.0221763795771016,8334.0,4456.0,3878.0
JNJ,2024-10-15,2024-10-15,0.0011865211200759373,0.0024057738572574178,0.0006740815638692282,0.005457997152349312,0.0048115477145148355,0.005729693292888439,0.021120075937351684,0.019246190858059342,0.021907650825749917,0.044375889890840056,0.044105854049719326,0.044489383215369056,0.023255813953488372,0.024859663191659984,0.022581732389619143,0.02064546748932131,0.015236567762630313,0.022918773171553757,8428.0,2494.0,5934.0
JNJ,2025-01-22,2025-01-22,0.0022633744855967077,0.001135718341851221,0.002904162633107454,0.0034979423868312758,0.0017035775127768314,0.00451758631816715,0.019135802469135803,0.019875070982396367,0.01871571474669248,0.048559670781893,0.04315729699034639,0.05162955792191029,0.0294238683127572,0.02328222600795003,0.03291384317521781,0.016872427983539096,0.011357183418512209,0.020006453694740238,9720.0,3522.0,6198.0
JNJ,2025-04-15,2025-04-15,0.0018943380340980846,0.0,0.00191042241562301,0.003578194064407493,0.0,0.0036085756739545746,0.02252157440538834,0.075,0.02207599235831034,0.044832666806988004,0.025,0.04500106134578646,0.022311092401599664,-0.05,0.022925068987476118,0.02083771837507893,0.075,0.020377839099978774,9502.0,80.0,9422.0
JNJ,2025-07-16,2025-07-16,0.00195907705703091,0.0005991611743559018,0.002735042735042735,0.0021767522855899,0.0011983223487118035,0.002735042735042735,0.013060513713539399,0.015578190533253445,0.011623931623931624,0.05115367871136265,0.04793289394847214,0.05299145299145299,0.038093164997823246,0.03235470341521869,0.041367521367521365,0.015019590770570308,0.011983223487118035,0.016752136752136753,9188.0,3338.0,5850.0
JNJ,2025-10-14,2025-10-14,0.0028174305033809165,0.0005652911249293386,0.003938115330520394,0.0033809166040570998,0.0016958733747880158,0.004219409282700422,0.013711495116453793,0.013566986998304126,0.013783403656821378,0.056348610067618335,0.06105144149236857,0.0540084388185654,0.04263711495116454,0.047484454494064444,0.04022503516174402,0.0169045830202855,0.01978518937252685,0.015471167369901548,10648.0,3538.0,7110.0
