ticker,earnings_date,day0_date,section,speaker_type,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
JNJ,2021-01-26,2021-01-26,all,all,12068.0,23960.0,508.0,270.0,214.0,24.0,36.0,114.0,78.0,62.0,0.04209479615512098,0.022373218428902882,0.017732847199204507,0.0019887305270135896,0.0029830957905203847,0.019721577726218097
JNJ,2021-01-26,2021-01-26,prepared,all,446.0,852.0,8.0,6.0,18.0,0.0,0.0,14.0,6.0,2.0,0.017937219730941704,0.013452914798206279,0.04035874439461883,0.0,0.0,0.004484304932735426
JNJ,2021-01-26,2021-01-26,qa,all,11622.0,23108.0,500.0,264.0,196.0,24.0,36.0,100.0,72.0,60.0,0.043021855102392016,0.022715539494062985,0.01686456720013767,0.002065049044914817,0.003097573567372225,0.02030631560832903
JNJ,2021-04-20,2021-04-20,all,all,10754.0,21306.0,434.0,254.0,226.0,24.0,36.0,88.0,96.0,66.0,0.04035707643667472,0.02361911846754696,0.02101543611679375,0.0022317277292170355,0.0033475915938255534,0.016737957969127765
JNJ,2021-04-20,2021-04-20,prepared,all,3134.0,5392.0,134.0,68.0,40.0,0.0,6.0,20.0,10.0,38.0,0.042756860242501596,0.02169751116783663,0.012763241863433313,0.0,0.0019144862795149968,0.021059349074664963
JNJ,2021-04-20,2021-04-20,qa,all,7620.0,15914.0,300.0,186.0,186.0,24.0,30.0,68.0,86.0,28.0,0.03937007874015748,0.024409448818897637,0.024409448818897637,0.0031496062992125984,0.003937007874015748,0.014960629921259842
JNJ,2021-07-21,2021-07-21,all,all,11446.0,22402.0,506.0,178.0,184.0,14.0,22.0,108.0,90.0,86.0,0.044207583435261225,0.01555128429145553,0.016075484885549537,0.0012231347195526823,0.0019220688450113576,0.028656299143805696
JNJ,2021-07-21,2021-07-21,prepared,all,3496.0,6052.0,170.0,58.0,48.0,2.0,4.0,28.0,18.0,60.0,0.04862700228832952,0.016590389016018305,0.013729977116704805,0.0005720823798627002,0.0011441647597254005,0.032036613272311214
JNJ,2021-07-21,2021-07-21,qa,all,7950.0,16350.0,336.0,120.0,136.0,12.0,18.0,80.0,72.0,26.0,0.04226415094339623,0.01509433962264151,0.01710691823899371,0.0015094339622641509,0.0022641509433962265,0.027169811320754716
JNJ,2021-10-19,2021-10-19,all,all,8538.0,16634.0,324.0,222.0,154.0,54.0,42.0,78.0,64.0,86.0,0.03794799718903725,0.02600140548137737,0.01803701100960412,0.006324666198172874,0.004919184820801124,0.011946591707659873
JNJ,2021-10-19,2021-10-19,prepared,all,2852.0,4928.0,96.0,78.0,46.0,6.0,10.0,16.0,16.0,62.0,0.033660589060308554,0.0273492286115007,0.016129032258064516,0.0021037868162692847,0.0035063113604488078,0.006311360448807854
JNJ,2021-10-19,2021-10-19,qa,all,5686.0,11706.0,228.0,144.0,108.0,48.0,32.0,62.0,48.0,24.0,0.04009848751319029,0.0253253605346465,0.018994020400984874,0.008441786844882167,0.005627857896588111,0.014773126978543792
JNJ,2022-01-25,2022-01-25,all,all,11802.0,23304.0,534.0,204.0,246.0,14.0,42.0,154.0,92.0,106.0,0.045246568378240974,0.01728520589730554,0.020843924758515507,0.0011862396204033216,0.0035587188612099642,0.027961362480935434
JNJ,2022-01-25,2022-01-25,prepared,all,5856.0,10168.0,208.0,122.0,122.0,10.0,30.0,44.0,26.0,82.0,0.03551912568306011,0.020833333333333332,0.020833333333333332,0.0017076502732240437,0.005122950819672131,0.014685792349726777
JNJ,2022-01-25,2022-01-25,qa,all,5946.0,13136.0,326.0,82.0,124.0,4.0,12.0,110.0,66.0,24.0,0.0548267743020518,0.013790783720148,0.020854355869492094,0.0006727211570803902,0.0020181634712411706,0.041035990581903804
JNJ,2022-04-19,2022-04-19,all,all,9040.0,17778.0,320.0,176.0,148.0,4.0,32.0,76.0,72.0,70.0,0.035398230088495575,0.019469026548672566,0.016371681415929203,0.0004424778761061947,0.0035398230088495575,0.01592920353982301
JNJ,2022-04-19,2022-04-19,prepared,all,280.0,558.0,8.0,8.0,4.0,0.0,0.0,2.0,4.0,2.0,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.0,0.0,0.0
JNJ,2022-04-19,2022-04-19,qa,all,8760.0,17220.0,312.0,168.0,144.0,4.0,32.0,74.0,68.0,68.0,0.03561643835616438,0.019178082191780823,0.01643835616438356,0.00045662100456621003,0.0036529680365296802,0.01643835616438356
JNJ,2022-07-19,2022-07-19,all,all,8582.0,17412.0,446.0,186.0,140.0,36.0,36.0,118.0,60.0,58.0,0.05196923793987415,0.02167326963411792,0.01631321370309951,0.004194826380797017,0.004194826380797017,0.030295968305756232
JNJ,2022-07-19,2022-07-19,prepared,all,992.0,1876.0,74.0,10.0,26.0,0.0,0.0,18.0,8.0,12.0,0.07459677419354839,0.010080645161290322,0.02620967741935484,0.0,0.0,0.06451612903225806
JNJ,2022-07-19,2022-07-19,qa,all,7590.0,15536.0,372.0,176.0,114.0,36.0,36.0,100.0,52.0,46.0,0.04901185770750988,0.02318840579710145,0.015019762845849802,0.0047430830039525695,0.0047430830039525695,0.025823451910408433
JNJ,2022-10-18,2022-10-18,all,all,8692.0,17598.0,318.0,180.0,174.0,12.0,18.0,70.0,60.0,54.0,0.036585365853658534,0.020708697653014266,0.020018407731247124,0.0013805798435342844,0.0020708697653014268,0.015876668200644272
JNJ,2022-10-18,2022-10-18,prepared,all,230.0,436.0,4.0,4.0,20.0,0.0,0.0,4.0,6.0,0.0,0.017391304347826087,0.017391304347826087,0.08695652173913043,0.0,0.0,0.0
