ticker,earnings_date,day0_date,phase,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
V,2021-01-28,2021-01-29,post,3372.0,7546.0,85.0,40.0,35.0,34.0,11.0,31.0,7.0,19.0,0.02520759193357058,0.011862396204033215,0.010379596678529062,0.010083036773428233,0.003262158956109134,0.013345195729537367
V,2021-01-28,2021-01-29,pre,1315.0,2273.0,26.0,18.0,2.0,3.0,2.0,23.0,2.0,21.0,0.01977186311787072,0.013688212927756654,0.001520912547528517,0.0022813688212927757,0.001520912547528517,0.006083650190114068
V,2021-04-27,2021-04-28,post,2642.0,9054.0,51.0,24.0,11.0,7.0,4.0,14.0,8.0,13.0,0.019303557910673733,0.009084027252081756,0.004163512490537472,0.0026495079485238456,0.001514004542013626,0.010219530658591975
V,2021-04-27,2021-04-28,pre,2466.0,7144.0,65.0,15.0,17.0,6.0,18.0,22.0,8.0,29.0,0.026358475263584754,0.006082725060827251,0.006893755068937551,0.0024330900243309003,0.0072992700729927005,0.0202757502027575
V,2021-07-27,2021-07-28,post,980.0,2243.0,20.0,16.0,11.0,0.0,3.0,3.0,5.0,4.0,0.02040816326530612,0.0163265306122449,0.011224489795918367,0.0,0.003061224489795918,0.004081632653061225
V,2021-07-27,2021-07-28,pre,2382.0,6096.0,65.0,17.0,19.0,9.0,3.0,20.0,8.0,44.0,0.0272879932829555,0.007136859781696054,0.00797649034424853,0.003778337531486146,0.0012594458438287153,0.020151133501259445
V,2021-10-26,2021-10-27,post,3954.0,11573.0,86.0,38.0,21.0,12.0,8.0,14.0,11.0,53.0,0.02175012645422357,0.009610520991401113,0.005311077389984826,0.0030349013657056147,0.0020232675771370764,0.012139605462822459
V,2021-10-26,2021-10-27,pre,961.0,1668.0,16.0,15.0,5.0,0.0,0.0,7.0,4.0,5.0,0.01664932362122789,0.015608740894901144,0.005202913631633715,0.0,0.0,0.001040582726326743
V,2022-01-27,2022-01-28,post,1007.0,1829.0,28.0,14.0,12.0,0.0,0.0,9.0,6.0,4.0,0.027805362462760674,0.013902681231380337,0.011916583912611719,0.0,0.0,0.013902681231380337
V,2022-01-27,2022-01-28,pre,2273.0,5446.0,54.0,21.0,15.0,3.0,3.0,19.0,8.0,6.0,0.02375714914210295,0.009238891333040036,0.006599208095028597,0.0013198416190057193,0.0013198416190057193,0.014518257809062912
V,2022-04-26,2022-04-27,post,665.0,1127.0,25.0,5.0,8.0,4.0,0.0,9.0,5.0,2.0,0.03759398496240601,0.007518796992481203,0.012030075187969926,0.006015037593984963,0.0,0.03007518796992481
V,2022-04-26,2022-04-27,pre,569.0,962.0,9.0,7.0,2.0,1.0,1.0,7.0,0.0,2.0,0.015817223198594025,0.012302284710017574,0.0035149384885764497,0.0017574692442882249,0.0017574692442882249,0.0035149384885764497
V,2022-07-26,2022-07-27,post,509.0,859.0,15.0,13.0,6.0,7.0,0.0,4.0,5.0,5.0,0.029469548133595286,0.025540275049115914,0.011787819253438114,0.0137524557956778,0.0,0.003929273084479371
V,2022-07-26,2022-07-27,pre,515.0,874.0,7.0,6.0,3.0,0.0,0.0,6.0,1.0,2.0,0.013592233009708738,0.011650485436893204,0.005825242718446602,0.0,0.0,0.001941747572815534
V,2022-10-25,2022-10-26,post,956.0,1675.0,30.0,5.0,10.0,0.0,3.0,19.0,2.0,7.0,0.03138075313807531,0.005230125523012552,0.010460251046025104,0.0,0.0031380753138075313,0.02615062761506276
V,2022-10-25,2022-10-26,pre,2530.0,6063.0,66.0,20.0,17.0,2.0,6.0,14.0,10.0,21.0,0.02608695652173913,0.007905138339920948,0.0067193675889328066,0.0007905138339920949,0.0023715415019762848,0.01818181818181818
V,2023-01-26,2023-01-27,post,1838.0,3350.0,59.0,12.0,11.0,9.0,6.0,13.0,4.0,7.0,0.032100108813928184,0.006528835690968444,0.005984766050054407,0.004896626768226333,0.003264417845484222,0.025571273122959738
V,2023-01-26,2023-01-27,pre,504.0,861.0,16.0,13.0,10.0,0.0,0.0,5.0,4.0,2.0,0.031746031746031744,0.025793650793650792,0.01984126984126984,0.0,0.0,0.005952380952380952
V,2023-04-25,2023-04-26,post,1848.0,4288.0,72.0,26.0,29.0,10.0,2.0,16.0,20.0,13.0,0.03896103896103896,0.01406926406926407,0.015692640692640692,0.005411255411255411,0.0010822510822510823,0.024891774891774892
V,2023-04-25,2023-04-26,pre,1635.0,2874.0,60.0,16.0,14.0,0.0,5.0,22.0,8.0,11.0,0.03669724770642202,0.009785932721712538,0.00856269113149847,0.0,0.0030581039755351682,0.02691131498470948
V,2023-07-25,2023-07-26,post,923.0,1592.0,34.0,6.0,7.0,0.0,1.0,6.0,6.0,6.0,0.03683640303358613,0.0065005417118093175,0.007583965330444204,0.0,0.0010834236186348862,0.030335861321776816
V,2023-07-25,2023-07-26,pre,1238.0,2032.0,40.0,21.0,23.0,2.0,3.0,7.0,16.0,6.0,0.03231017770597738,0.016962843295638127,0.018578352180936994,0.0016155088852988692,0.0024232633279483036,0.015347334410339256
V,2023-10-24,2023-10-25,post,1293.0,2225.0,37.0,17.0,16.0,0.0,0.0,10.0,7.0,3.0,0.028615622583139984,0.013147718484145398,0.01237432327919567,0.0,0.0,0.015467904098994586
V,2023-10-24,2023-10-25,pre,1361.0,2268.0,37.0,25.0,19.0,5.0,2.0,19.0,9.0,7.0,0.02718589272593681,0.018368846436443792,0.013960323291697281,0.0036737692872887582,0.0014695077149155032,0.00881704628949302
V,2024-01-25,2024-01-26,post,1127.0,1865.0,49.0,11.0,15.0,5.0,0.0,11.0,8.0,5.0,0.043478260869565216,0.009760425909494233,0.013309671694764862,0.0044365572315882874,0.0,0.03371783496007098
V,2024-01-25,2024-01-26,pre,1201.0,1994.0,55.0,8.0,13.0,1.0,0.0,14.0,7.0,7.0,0.04579517069109076,0.006661115736885929,0.010824313072439634,0.0008326394671107411,0.0,0.03913405495420483
V,2024-04-23,2024-04-24,post,1269.0,2140.0,46.0,14.0,21.0,1.0,3.0,15.0,14.0,5.0,0.036249014972419225,0.01103230890464933,0.016548463356973995,0.0007880220646178094,0.002364066193853428,0.0252167060677699
V,2024-04-23,2024-04-24,pre,1131.0,1883.0,32.0,16.0,10.0,4.0,0.0,7.0,5.0,4.0,0.028293545534924844,0.014146772767462422,0.008841732979664015,0.0035366931918656055,0.0,0.014146772767462422
V,2024-07-23,2024-07-24,post,1693.0,2853.0,60.0,51.0,26.0,6.0,3.0,15.0,11.0,3.0,0.03544004725339634,0.030124040165386886,0.01535735380980508,0.0035440047253396337,0.0017720023626698169,0.005316007088009451
V,2024-07-23,2024-07-24,pre,935.0,1599.0,47.0,12.0,18.0,0.0,2.0,16.0,12.0,5.0,0.05026737967914439,0.012834224598930482,0.019251336898395723,0.0,0.0021390374331550803,0.0374331550802139
V,2024-10-29,2024-10-30,post,1346.0,2375.0,31.0,105.0,8.0,65.0,1.0,5.0,6.0,16.0,0.023031203566121844,0.07800891530460624,0.005943536404160475,0.048291233283803865,0.0007429420505200594,-0.0549777117384844
V,2024-10-29,2024-10-30,pre,1622.0,3010.0,42.0,217.0,15.0,118.0,0.0,3.0,11.0,20.0,0.025893958076448828,0.1337854500616523,0.009247842170160296,0.07274969173859433,0.0,-0.10789149198520345
