ticker,earnings_date,day0_date,tr_lm_constr_prop__all__all,tr_lm_constr_prop__prepared__all,tr_lm_constr_prop__qa__all,tr_lm_lit_prop__all__all,tr_lm_lit_prop__prepared__all,tr_lm_lit_prop__qa__all,tr_lm_neg_prop__all__all,tr_lm_neg_prop__prepared__all,tr_lm_neg_prop__qa__all,tr_lm_pos_prop__all__all,tr_lm_pos_prop__prepared__all,tr_lm_pos_prop__qa__all,tr_lm_tone__all__all,tr_lm_tone__prepared__all,tr_lm_tone__qa__all,tr_lm_unc_prop__all__all,tr_lm_unc_prop__prepared__all,tr_lm_unc_prop__qa__all,tr_n_tokens__all__all,tr_n_tokens__prepared__all,tr_n_tokens__qa__all
V,2021-01-28,2021-01-29,0.005802320928371348,0.006631299734748011,0.004540867810292634,0.0020008003201280513,0.000663129973474801,0.004036326942482341,0.015806322529011603,0.016909814323607428,0.014127144298688193,0.029811924769907964,0.03216180371352785,0.026236125126135216,0.014005602240896359,0.015251989389920425,0.012108980827447022,0.015406162464985995,0.011604774535809019,0.02119071644803229,9996.0,6032.0,3964.0
V,2021-04-27,2021-04-28,0.005121901249743905,0.004283965728274173,0.00554357868801971,0.001024380249948781,0.0012239902080783353,0.0009239297813366184,0.009629174349518542,0.009179926560587515,0.00985525100092393,0.030526531448473674,0.02876376988984088,0.031413612565445025,0.02089735709895513,0.019583843329253364,0.021558361564521098,0.013931571399303422,0.012239902080783354,0.014782876501385895,9762.0,3268.0,6494.0
V,2021-07-27,2021-07-28,0.0028181226967266423,0.002142857142857143,0.003112356053532524,0.0010838933448948623,0.0014285714285714286,0.0009337068160597573,0.008887925428137872,0.0064285714285714285,0.009959539371304078,0.03316713635378279,0.03857142857142857,0.03081232492997199,0.024279210925644917,0.03214285714285714,0.020852785558667913,0.012573162800780403,0.009285714285714286,0.014005602240896359,9226.0,2800.0,6426.0
V,2021-10-26,2021-10-27,0.002075119319360863,0.0006839945280437756,0.002680965147453083,0.0016600954554886907,0.004103967168262654,0.0005957700327673518,0.010583108528740403,0.008207934336525308,0.01161751563896336,0.03631458808881511,0.04240766073871409,0.033661006851355375,0.025731479560074703,0.03419972640218878,0.022043491212392016,0.018261050010375597,0.015047879616963064,0.01966041108132261,9638.0,2924.0,6714.0
V,2022-01-27,2022-01-28,0.004855491329479769,0.0058953574060427415,0.0031036623215394167,0.004393063583815029,0.0029476787030213707,0.006828057107386716,0.011791907514450866,0.010316875460574797,0.014276846679081317,0.035375722543352604,0.03758290346352248,0.03165735567970205,0.023583815028901733,0.027266028002947678,0.01738050900062073,0.012485549132947978,0.009211495946941784,0.018001241464928614,8650.0,5428.0,3222.0
V,2022-04-26,2022-04-27,0.0023104389834068474,0.002517985611510791,0.0020191822311963654,0.001260239445494644,0.0014388489208633094,0.0010095911155981827,0.012182314639781559,0.012589928057553957,0.011610297829379102,0.02793530770846461,0.030575539568345324,0.024230186774356385,0.01575299306868305,0.017985611510791366,0.012619888944977285,0.01890359168241966,0.011510791366906475,0.0292781423523473,9522.0,5560.0,3962.0
V,2022-07-26,2022-07-27,0.004577157802964254,0.005543237250554324,0.003188097768331562,0.0008718395815170009,0.0014781966001478197,0.0,0.017218831734960766,0.01736881005173688,0.01700318809776833,0.03007846556233653,0.02993348115299335,0.03028692879914984,0.012859633827375762,0.012564671101256468,0.013283740701381509,0.015257192676547515,0.012195121951219513,0.019659936238044632,9176.0,5412.0,3764.0
V,2022-10-25,2022-10-26,0.0025305778152678194,0.003026227303295225,0.0016968325791855204,0.0006326444538169548,0.0006724949562878278,0.0005656108597285068,0.017924926191480388,0.012777404169468728,0.026583710407239818,0.021720792914382118,0.01882985877605918,0.026583710407239818,0.003795866722901729,0.00605245460659045,0.0,0.02066638549135386,0.014794889038332213,0.030542986425339366,9484.0,5948.0,3536.0
V,2023-01-26,2023-01-27,0.002324598478444632,0.0,0.0023897458179448186,0.0008453085376162299,0.0,0.0008689984792526613,0.011411665257819104,0.007751937984496124,0.011514229850097762,0.026627218934911243,0.007751937984496124,0.027156202476645665,0.015215553677092139,0.0,0.015641972626547904,0.015215553677092139,0.023255813953488372,0.014990223767108407,9464.0,258.0,9206.0
V,2023-04-25,2023-04-26,0.001564945226917058,0.0014519056261343012,0.0017462165308498253,0.001564945226917058,0.001088929219600726,0.002328288707799767,0.014084507042253521,0.010163339382940109,0.02037252619324796,0.03040465012295998,0.03012704174228675,0.030849825378346914,0.01632014308070646,0.019963702359346643,0.010477299185098952,0.018555779119159403,0.018874773139745917,0.018044237485448197,8946.0,5510.0,3436.0
