ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
V,2021-01-28,amc,2021-01-28,2021-01-29,2021-02-05,2021-02-12,2021-03-01,191.16098022460935,186.3679351806641,201.3352813720703,202.79721069335935,209.23973083496097
V,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26,222.06661987304688,225.48585510253903,221.3905334472656,213.1031951904297,219.64212036132812
V,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,242.7216033935547,238.8620758056641,228.92808532714844,227.37071228027344,225.28822326660156
V,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24,224.5424041748047,209.0059356689453,201.56703186035156,209.160400390625,197.21583557128903
V,2022-01-27,amc,2022-01-27,2022-01-28,2022-02-04,2022-02-11,2022-02-28,200.02976989746097,221.23109436035156,221.60952758789065,218.37408447265625,210.04495239257812
V,2022-04-26,amc,2022-04-26,2022-04-27,2022-05-04,2022-05-11,2022-05-25,195.44720458984375,208.0914764404297,208.4899749755859,191.19029235839844,198.4885101318359
V,2022-07-26,amc,2022-07-26,2022-07-27,2022-08-03,2022-08-10,2022-08-24,206.9114227294922,204.9444580078125,203.00669860839844,206.5316619873047,201.60069274902344
V,2022-10-25,amc,2022-10-25,2022-10-26,2022-11-02,2022-11-09,2022-11-23,189.6121368408203,198.3425750732422,196.02099609375,189.59597778320312,206.99818420410156
V,2023-01-26,amc,2023-01-26,2023-01-27,2023-02-03,2023-02-10,2023-02-27,219.6881103515625,226.26771545410156,224.98699951171875,222.55751037597656,215.8474884033203
V,2023-04-25,amc,2023-04-25,2023-04-26,2023-05-03,2023-05-10,2023-05-24,224.89871215820312,223.4880828857422,221.36245727539065,226.54437255859375,218.13311767578125
V,2023-07-25,amc,2023-07-25,2023-07-26,2023-08-02,2023-08-09,2023-08-23,234.2686004638672,232.70803833007812,233.15951538085935,235.3187561035156,238.25889587402344
V,2023-10-24,amc,2023-10-24,2023-10-25,2023-11-01,2023-11-08,2023-11-22,230.73646545410156,232.8997802734375,234.60093688964844,240.3526611328125,250.01959228515625
V,2024-01-25,amc,2024-01-25,2024-01-26,2024-02-02,2024-02-09,2024-02-26,268.634033203125,264.03216552734375,273.13739013671875,272.90631103515625,280.5278625488281
V,2024-04-23,amc,2024-04-23,2024-04-24,2024-05-01,2024-05-08,2024-05-22,270.6158752441406,271.5142822265625,263.9124450683594,273.6566162109375,272.57061767578125
V,2024-07-23,amc,2024-07-23,2024-07-24,2024-07-31,2024-08-07,2024-08-21,261.8984680175781,251.3944396972656,262.7688293457031,253.71876525878903,265.80316162109375
V,2024-10-29,amc,2024-10-29,2024-10-30,2024-11-06,2024-11-13,2024-11-27,279.3609313964844,287.56689453125,304.6528625488281,307.2973937988281,312.4805908203125
V,2025-01-30,amc,2025-01-30,2025-01-31,2025-02-07,2025-02-14,2025-03-03,340.630615234375,339.38946533203125,345.5655517578125,351.9058837890625,359.8727722167969
V,2025-04-29,amc,2025-04-29,2025-04-30,2025-05-07,2025-05-14,2025-05-29,339.6820373535156,343.6405944824219,347.96722412109375,355.13043212890625,361.0483093261719
V,2025-07-29,amc,2025-07-29,2025-07-30,2025-08-06,2025-08-13,2025-08-27,349.979736328125,349.6011657714844,338.4728088378906,341.8728332519531,349.65740966796875
V,2025-10-28,amc,2025-10-28,2025-10-29,2025-11-05,2025-11-12,2025-11-26,346.2142333984375,340.6053466796875,339.3677978515625,338.8800048828125,333.7900085449219
