ticker,earnings_date,car_simple_m10_p10_pct,car_mm_1y_m10_p10_pct,car_mm_1q_m10_p10_pct,car_simple_m5_p5_pct,car_mm_1y_m5_p5_pct,car_mm_1q_m5_p5_pct,car_simple_m1_p1_pct,car_mm_1y_m1_p1_pct,car_mm_1q_m1_p1_pct,car_simple_p0_p1_pct,car_mm_1y_p0_p1_pct,car_mm_1q_p0_p1_pct,car_simple_p0_p5_pct,car_mm_1y_p0_p5_pct,car_mm_1q_p0_p5_pct,car_simple_p0_p10_pct,car_mm_1y_p0_p10_pct,car_mm_1q_p0_p10_pct
V,2021-01-28,0.6872023737852223,1.5493855059908483,2.5925013866659867,2.2703704338717956,2.7747483344852175,3.3900918948515617,0.46289698527440076,0.6350144724814034,0.8492525201825585,1.0390754998484515,0.9072459962373439,0.7355301663806845,3.2878553914054574,3.0544537732691373,2.7407080293576533,2.8086653684839895,2.753389790859062,2.652536412077816
V,2021-04-27,0.9771190476465272,1.7847893757577178,-0.40689846857083,0.9393564801799333,1.2997529021179237,0.2063205146423162,2.4086788659987026,2.4357831816902302,2.2195935236665063,0.7844050487463876,0.7701870747651367,0.663633925667218,-1.4381206977148833,-1.2356630200704595,-1.7836149649700643,-2.6870112275706677,-2.1261589433032286,-3.2307197898913316
V,2021-07-27,-5.971179950186958,-5.570453918944597,-7.266839923204627,-3.84798356010983,-3.662262608102276,-4.505148197178094,-1.595194932024667,-1.571170399464978,-1.7349919414860662,-0.02376642738755822,-0.026269038521460533,-0.102918498565285,-4.25487322058226,-4.131884406310851,-4.564248034144011,-5.813090726866163,-5.623163850237434,-6.467573990758216
V,2021-10-26,-8.776074818434013,-8.572803774879906,-6.144711250921977,-13.016948699948678,-12.856435293170573,-11.660619246103773,-10.149757832587397,-10.108972045367913,-9.872497364695022,-3.7357397467533824,-3.814087179964016,-3.6652771147683025,-5.939179514117621,-5.993492576706549,-5.353918047074732,-1.803417489332257,-1.5584778103851848,-0.38880246259529566
V,2022-01-27,10.428863336489124,11.119811743891168,9.68354344462949,8.586171942504075,8.80897460710596,8.636635760768952,5.473090179393787,5.422485163680415,5.811431903280504,-2.691238131726142,-2.7097786363802103,-2.5453910518890432,-1.3511376110568072,-1.249480648303316,-1.292295018037135,-1.0010324452154142,-0.7140101123545202,-1.172077772173923
V,2022-04-26,4.29864425671752,6.2171994074993355,4.501202627408869,2.4188105635053234,3.1751657129450677,2.1584255421691645,6.8440921975717774,6.646087032992027,6.169507862274452,0.5844744337663452,0.3679145795551248,0.03766250855600957,-2.53409516656697,-2.6317788024691526,-3.512404717151093,-2.2216573468156113,-1.2107322263824487,-2.0283278702455103
V,2022-07-26,-6.354106842180252,-7.193644992760021,-10.860900239654654,-7.152378353072536,-7.548459891809338,-9.383877927085946,-4.361470408847384,-4.672943873198133,-5.022472427211616,-0.7952191177007517,-0.8938155049338047,-1.0728987092922841,-4.161929541359013,-4.425317328613378,-5.338087121205224,-3.7248742836706095,-4.096052116033884,-5.933352486790349
V,2022-10-25,4.148984171908142,4.196339561724245,6.799510385168506,5.874164174576375,5.881683203325659,7.0460900391075,6.423551779854638,6.380596792933504,6.236046396433894,1.0804049784753849,1.0606167144212955,1.0026821852675833,0.7032544057222454,0.6364102535895353,0.6192256816253903,-2.2357761808004577,-2.329390729989659,-2.0235547728333247
V,2023-01-26,-0.889418274251778,-2.4268126522967512,-4.045250339054202,-1.4807359902249282,-2.1922268086380656,-3.0308152734267577,3.0312975673045974,2.8496404975228344,2.702129578022825,0.2858131004563669,0.17868159624949506,0.1132960441088831,-2.205943044398358,-2.570143807998807,-2.9850970805526633,-2.1837845252485533,-2.970074559339632,-3.770261275812123
V,2023-04-25,0.4469696904365106,-0.7172486655434356,0.22242832859268313,-1.3139246481464684,-2.087728902393279,-2.0941267674421877,-1.8227548183754598,-1.806113517497731,-1.381571317765876,-1.579651578568684,-1.4642007080746546,-0.9857813728544468,-1.7970284068890334,-2.0342766900642997,-1.6656841107233593,-0.6025313128842996,-1.0517273164956553,-0.2516868764278592
