ticker,date,open,high,low,close,adj_close,volume,dividends,stock_splits
NVDA,2019-10-01,4.375,4.525000095367432,4.345250129699707,4.349999904632568,4.327462673187256,366008000,0.0,0.0
NVDA,2019-10-02,4.328000068664551,4.340000152587891,4.2532501220703125,4.326000213623047,4.303587436676025,293372000,0.0,0.0
NVDA,2019-10-03,4.33050012588501,4.539000034332275,4.300000190734863,4.532750129699707,4.509265899658203,450588000,0.0,0.0
NVDA,2019-10-04,4.534999847412109,4.578750133514404,4.4695000648498535,4.54925012588501,4.525680065155029,265524000,0.0,0.0
NVDA,2019-10-07,4.614500045776367,4.708499908447266,4.60575008392334,4.608250141143799,4.584373950958252,480984000,0.0,0.0
NVDA,2019-10-08,4.515999794006348,4.515999794006348,4.412499904632568,4.430749893188477,4.40779447555542,444436000,0.0,0.0
NVDA,2019-10-09,4.507999897003174,4.567500114440918,4.479000091552734,4.517749786376953,4.49434232711792,292412000,0.0,0.0
NVDA,2019-10-10,4.515500068664551,4.626999855041504,4.510250091552734,4.57574987411499,4.552042484283447,309124000,0.0,0.0
NVDA,2019-10-11,4.660250186920166,4.733500003814697,4.641250133514404,4.649750232696533,4.6256585121154785,446404000,0.0,0.0
NVDA,2019-10-14,4.640999794006348,4.6842498779296875,4.609749794006348,4.663249969482422,4.6390886306762695,200040000,0.0,0.0
NVDA,2019-10-15,4.754000186920166,4.982250213623047,4.739999771118164,4.909249782562256,4.883813858032227,664124000,0.0,0.0
NVDA,2019-10-16,4.875,4.980500221252441,4.84375,4.855249881744385,4.830094337463379,428944000,0.0,0.0
NVDA,2019-10-17,4.900000095367432,4.945250034332275,4.802499771118164,4.857250213623047,4.8320841789245605,263436000,0.0,0.0
NVDA,2019-10-18,4.857749938964844,4.890500068664551,4.6875,4.762249946594238,4.737576484680176,307440000,0.0,0.0
NVDA,2019-10-21,4.823999881744385,4.913750171661377,4.804999828338623,4.90024995803833,4.874861717224121,261868000,0.0,0.0
NVDA,2019-10-22,4.957499980926514,5.0632500648498535,4.882500171661377,4.890250205993652,4.8649139404296875,328720000,0.0,0.0
NVDA,2019-10-23,4.807750225067139,4.891499996185303,4.775750160217285,4.8772501945495605,4.8519816398620605,279916000,0.0,0.0
NVDA,2019-10-24,4.918749809265137,4.955249786376953,4.884500026702881,4.921500205993652,4.896001815795898,232020000,0.0,0.0
NVDA,2019-10-25,5.002500057220459,5.134500026702881,4.994750022888184,5.113500118255615,5.087006092071533,423092000,0.0,0.0
NVDA,2019-10-28,5.15749979019165,5.222499847412109,5.127999782562256,5.169750213623047,5.142963409423828,330792000,0.0,0.0
NVDA,2019-10-29,5.155749797821045,5.16225004196167,5.053500175476074,5.072999954223633,5.046717166900635,211236000,0.0,0.0
NVDA,2019-10-30,5.099999904632568,5.10575008392334,5.006499767303467,5.074999809265137,5.048705577850342,205960000,0.0,0.0
NVDA,2019-10-31,5.053999900817871,5.074999809265137,4.945250034332275,5.0254998207092285,4.999461650848389,209732000,0.0,0.0
NVDA,2019-11-01,4.989999771118164,5.097249984741211,4.964749813079834,5.0647501945495605,5.038510799407959,283640000,0.0,0.0
NVDA,2019-11-04,5.146249771118164,5.275000095367432,5.123000144958496,5.262499809265137,5.23523473739624,376716000,0.0,0.0
NVDA,2019-11-05,5.262249946594238,5.28849983215332,5.191999912261963,5.240250110626221,5.213100910186768,300868000,0.0,0.0
NVDA,2019-11-06,5.216000080108643,5.2417497634887695,5.102749824523926,5.1907501220703125,5.163855075836182,269012000,0.0,0.0
NVDA,2019-11-07,5.277750015258789,5.292500019073486,5.16349983215332,5.208499908447266,5.181514263153076,280340000,0.0,0.0
NVDA,2019-11-08,5.191500186920166,5.226250171661377,5.153749942779541,5.194499969482422,5.167587757110596,189100000,0.0,0.0
NVDA,2019-11-11,5.193749904632568,5.227749824523926,5.10699987411499,5.204500198364258,5.1775360107421875,243436000,0.0,0.0
NVDA,2019-11-12,5.243000030517578,5.296500205993652,5.207749843597412,5.240250110626221,5.213100910186768,283504000,0.0,0.0
NVDA,2019-11-13,5.208749771118164,5.236499786376953,5.147500038146973,5.214250087738037,5.187235355377197,300188000,0.0,0.0
NVDA,2019-11-14,5.223249912261963,5.247000217437744,5.163000106811523,5.244750022888184,5.217577934265137,518080000,0.0,0.0
NVDA,2019-11-15,5.242499828338623,5.29449987411499,5.015999794006348,5.104750156402588,5.078301429748535,1053628000,0.0,0.0
NVDA,2019-11-18,5.097249984741211,5.333749771118164,5.094250202178955,5.307000160217285,5.279505252838135,574588000,0.0,0.0
NVDA,2019-11-19,5.275750160217285,5.299499988555908,5.141250133514404,5.199749946594238,5.172809600830078,414564000,0.0,0.0
NVDA,2019-11-20,5.176750183105469,5.363749980926514,5.164000034332275,5.2795000076293945,5.252146244049072,472588000,0.0,0.0
NVDA,2019-11-21,5.275000095367432,5.330999851226807,5.232749938964844,5.254499912261963,5.227276802062988,288388000,0.0,0.0
NVDA,2019-11-22,5.277249813079834,5.323999881744385,5.248499870300293,5.272250175476074,5.24493408203125,224100000,0.0,0.0
NVDA,2019-11-25,5.401000022888184,5.535250186920166,5.388000011444092,5.530250072479248,5.501596450805664,506476000,0.0,0.0
NVDA,2019-11-26,5.512499809265137,5.517250061035156,5.418499946594238,5.425000190734863,5.396892547607422,385244000,0.0,0.0
NVDA,2019-11-27,5.466750144958496,5.50124979019165,5.429500102996826,5.455999851226807,5.431735992431641,215784000,0.004,0.0
NVDA,2019-11-29,5.425000190734863,5.453499794006348,5.394499778747559,5.418499946594238,5.39440393447876,141556000,0.0,0.0
NVDA,2019-12-02,5.411499977111816,5.425000190734863,5.216000080108643,5.231249809265137,5.207986831665039,372036000,0.0,0.0
NVDA,2019-12-03,5.046750068664551,5.195499897003174,5.009250164031982,5.191500186920166,5.168413162231445,465232000,0.0,0.0
NVDA,2019-12-04,5.2754998207092285,5.297999858856201,5.20674991607666,5.235499858856201,5.212218284606934,273424000,0.0,0.0
NVDA,2019-12-05,5.257500171661377,5.273250102996826,5.187749862670898,5.218500137329102,5.195292949676514,184884000,0.0,0.0
NVDA,2019-12-06,5.288000106811523,5.337250232696533,5.2779998779296875,5.3042497634887695,5.280660152435303,232236000,0.0,0.0
NVDA,2019-12-09,5.28125,5.359250068664551,5.272500038146973,5.3042497634887695,5.280660152435303,211880000,0.0,0.0
NVDA,2019-12-10,5.334499835968018,5.401500225067139,5.281499862670898,5.3495001792907715,5.325710773468018,256388000,0.0,0.0
NVDA,2019-12-11,5.360000133514404,5.439000129699707,5.357500076293945,5.433499813079834,5.409335613250732,233796000,0.0,0.0
NVDA,2019-12-12,5.4045000076293945,5.619999885559082,5.395500183105469,5.601749897003174,5.576838493347168,404348000,0.0,0.0
NVDA,2019-12-13,5.604750156402588,5.7245001792907715,5.545499801635742,5.59975004196167,5.57484769821167,454704000,0.0,0.0
NVDA,2019-12-16,5.647500038146973,5.701499938964844,5.6192498207092285,5.628749847412109,5.603718280792236,320976000,0.0,0.0
NVDA,2019-12-17,5.647500038146973,5.730000019073486,5.638000011444092,5.707250118255615,5.681868553161621,321196000,0.0,0.0
NVDA,2019-12-18,5.742249965667725,5.798500061035156,5.733749866485596,5.737750053405762,5.7122344970703125,343548000,0.0,0.0
NVDA,2019-12-19,5.772500038146973,5.900000095367432,5.767499923706055,5.886499881744385,5.860321998596191,445360000,0.0,0.0
NVDA,2019-12-20,5.953249931335449,6.009749889373779,5.934000015258789,5.984250068664551,5.95763635635376,603044000,0.0,0.0
NVDA,2019-12-23,6.013000011444092,6.045249938964844,5.959750175476074,5.9704999923706055,5.943948268890381,355060000,0.0,0.0
NVDA,2019-12-24,5.954999923706055,5.982749938964844,5.920499801635742,5.9654998779296875,5.938971996307373,138864000,0.0,0.0
NVDA,2019-12-26,5.968999862670898,6.007999897003174,5.949999809265137,5.979750156402588,5.953158378601074,182852000,0.0,0.0
NVDA,2019-12-27,5.994999885559082,6.008500099182129,5.895249843597412,5.921750068664551,5.895415306091309,254644000,0.0,0.0
NVDA,2019-12-30,5.899750232696533,5.90500020980835,5.776500225067139,5.808000087738037,5.782171726226807,258056000,0.0,0.0
NVDA,2019-12-31,5.772500038146973,5.892000198364258,5.7532501220703125,5.882500171661377,5.8563408851623535,231004000,0.0,0.0
NVDA,2020-01-02,5.96875,5.9977498054504395,5.918000221252441,5.9977498054504395,5.971076965332031,237536000,0.0,0.0
NVDA,2020-01-03,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,5.875504016876221,205384000,0.0,0.0
NVDA,2020-01-06,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,5.900142669677734,262636000,0.0,0.0
NVDA,2020-01-07,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,5.9715752601623535,314856000,0.0,0.0
NVDA,2020-01-08,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,5.982774257659912,277108000,0.0,0.0
NVDA,2020-01-09,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,6.0484819412231445,255112000,0.0,0.0
NVDA,2020-01-10,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,6.080836772918701,316296000,0.0,0.0
NVDA,2020-01-13,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,6.271486282348633,319840000,0.0,0.0
NVDA,2020-01-14,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,6.1545090675354,359088000,0.0,0.0
NVDA,2020-01-15,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,6.111948490142822,263104000,0.0,0.0
NVDA,2020-01-16,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,6.1955742835998535,284192000,0.0,0.0
NVDA,2020-01-17,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,6.204286575317383,253792000,0.0,0.0
NVDA,2020-01-21,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,6.170934677124023,217916000,0.0,0.0
NVDA,2020-01-22,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,6.2249436378479,239240000,0.0,0.0
NVDA,2020-01-23,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,6.293386936187744,244516000,0.0,0.0
NVDA,2020-01-24,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,6.234151840209961,373512000,0.0,0.0
