ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
ABBV,2021-02-03,bmo,2.85,2.92,13726400000.0,13858000000.0,2021-02-03T08:00:00-05:00
ABBV,2021-04-30,bmo,2.77,2.95,12808000000.0,13010000000.0,2021-04-30T08:00:00-04:00
ABBV,2021-07-30,bmo,3.11,3.11,13959000000.0,13959000000.0,2021-07-30T08:00:00-04:00
ABBV,2021-10-29,bmo,3.23,3.33,14353400000.0,14342000000.0,2021-10-29T08:00:00-04:00
ABBV,2022-02-02,bmo,3.29,3.31,14951129423.0,14886000000.0,2022-02-02T08:00:00-05:00
ABBV,2022-04-29,bmo,3.14,3.24,13612857615.0,13538000000.0,2022-04-29T08:00:00-04:00
ABBV,2022-07-29,bmo,3.31,3.37,14664877978.0,14583000000.0,2022-07-29T08:00:00-04:00
ABBV,2022-10-28,bmo,3.56,3.66,14960037499.0,14812000000.0,2022-10-28T08:00:00-04:00
ABBV,2023-02-09,bmo,3.54,3.6,15331214906.0,15121000000.0,2023-02-09T08:00:00-05:00
ABBV,2023-04-27,bmo,2.44,2.46,12167900000.0,12225000000.0,2023-04-27T08:00:00-04:00
ABBV,2023-07-27,bmo,2.79,2.91,13516800000.0,13865000000.0,2023-07-27T08:00:00-04:00
ABBV,2023-10-27,bmo,2.86,2.95,13671600000.0,13927000000.0,2023-10-27T08:00:00-04:00
ABBV,2024-02-02,bmo,2.76,2.79,12977400000.0,14301000000.0,2024-02-02T08:00:00-05:00
ABBV,2024-04-26,bmo,2.26,2.31,11929722730.0,12310000000.0,2024-04-26T08:00:00-04:00
ABBV,2024-07-25,bmo,2.57,2.65,14021791242.0,14462000000.0,2024-07-25T08:00:00-04:00
ABBV,2024-10-30,bmo,2.92,3.0,14282327431.0,14460000000.0,2024-10-30T08:00:00-04:00
ABBV,2025-01-31,bmo,2.98,2.16,14831459715.0,15102000000.0,2025-01-31T08:00:00-05:00
ABBV,2025-04-25,bmo,2.38,2.46,12927006520.0,13343000000.0,2025-04-25T08:00:00-04:00
ABBV,2025-07-31,bmo,2.88,2.97,15028934255.0,15423000000.0,2025-07-31T08:00:00-04:00
ABBV,2025-10-31,bmo,1.77,1.86,15585836457.0,15776000000.0,2025-10-31T08:00:00-04:00
