,abs_corr_with_target
km_enterpriseValue,0.5929592097142581
km_marketCap,0.5904608206392734
km_researchAndDdevelopementToRevenue,0.5791599755715778
rt_dividendYield,0.5752273522080776
km_priceToSalesRatio,0.5227082859017291
km_evToSales,0.5197684146314769
rt_priceEarningsRatio,0.5112635255008914
km_peRatio,0.5112635255008914
km_earningsYield,0.5077774359516475
rt_inventoryTurnover,0.4979670179131659
rt_cashFlowToDebtRatio,0.49092983825535974
rt_daysOfInventoryOutstanding,0.4821709737303365
km_operatingCashFlowPerShare,0.4709807962965332
km_revenuePerShare,0.4534872309352687
km_bookValuePerShare,0.45181692407996826
km_capexToRevenue,0.4255372661355527
rt_cashConversionCycle,0.42465616856836597
rt_assetTurnover,0.4122193317262563
rt_daysOfPayablesOutstanding,0.3948300769027686
rt_ebitPerRevenue,0.3660801777508833
rt_operatingProfitMargin,0.3660801777508833
rt_payoutRatio,0.3611589760562112
rt_debtRatio,0.35056370143104343
km_freeCashFlowPerShare,0.3370872120507509
km_incomeQuality,0.3031617807484768
rt_debtEquityRatio,0.28889003979724215
km_debtToEquity,0.28889003979724215
rt_operatingCashFlowSalesRatio,0.2698659909996441
rt_returnOnAssets,0.26499196736229463
rt_enterpriseValueMultiple,0.2633887542441706
km_enterpriseValueOverEBITDA,0.2633887542441706
rt_cashRatio,0.2618238047335016
rt_returnOnEquity,0.2598856909082663
rt_currentRatio,0.2318037116210594
rt_returnOnCapitalEmployed,0.23056419590060706
rt_quickRatio,0.22195082980832087
rt_daysOfSalesOutstanding,0.22052360717196223
rt_interestCoverage,0.19416378957041705
km_cashPerShare,0.18667905820271954
rt_receivablesTurnover,0.18632954789645453
eps_surprise_pct,0.15835075034795842
revenue_surprise_pct,0.1365756638339386
km_netDebtToEBITDA,0.12686736239602311
rt_grossProfitMargin,0.11122089068673806
km_roic,0.1033454397643487
rt_priceFairValue,0.07951389761280911
km_pbRatio,0.07951389761280911
km_pocfratio,0.07691199206536153
rt_priceToOperatingCashFlowsRatio,0.07691199206536153
km_freeCashFlowYield,0.07539542615543404
rt_effectiveTaxRate,0.016411451454269355
rt_priceToFreeCashFlowsRatio,0.014402810763278618
km_pfcfRatio,0.014402810763278618
rt_netProfitMargin,0.010654872396599981
