,abs_corr_with_target
km_incomeQuality,0.5348079569105627
km_freeCashFlowPerShare,0.5347793269643514
km_freeCashFlowYield,0.5161370768905855
km_peRatio,0.4963777767132881
rt_priceEarningsRatio,0.4963777767132881
rt_payoutRatio,0.460934319538226
rt_priceToFreeCashFlowsRatio,0.3200738326564565
km_pfcfRatio,0.3200738326564565
km_capexToRevenue,0.30592276582689665
km_bookValuePerShare,0.30236174576085
rt_daysOfPayablesOutstanding,0.2992069034819704
rt_daysOfInventoryOutstanding,0.27244273515122036
rt_cashConversionCycle,0.2687393465017252
rt_operatingCashFlowSalesRatio,0.25742905996452525
rt_daysOfSalesOutstanding,0.2516597074028004
km_pbRatio,0.25162394195744325
rt_priceFairValue,0.25162394195744325
rt_dividendYield,0.24893402782514826
rt_receivablesTurnover,0.24704421223769765
rt_inventoryTurnover,0.22720051568818944
km_cashPerShare,0.20259039784944774
km_researchAndDdevelopementToRevenue,0.19975838795132975
rt_cashFlowToDebtRatio,0.1655095090984775
revenue_surprise_pct,0.15834790040058555
km_netDebtToEBITDA,0.14650374818089326
rt_enterpriseValueMultiple,0.14383392261876896
km_enterpriseValueOverEBITDA,0.14383392261876896
eps_surprise_pct,0.14277822614652078
rt_priceToOperatingCashFlowsRatio,0.13955448922467653
km_pocfratio,0.13955448922467653
km_marketCap,0.1386368413216359
km_enterpriseValue,0.12790360802171089
km_operatingCashFlowPerShare,0.12700723775838493
rt_quickRatio,0.12401558425032108
rt_assetTurnover,0.12060410343693596
rt_effectiveTaxRate,0.10575383968507251
km_priceToSalesRatio,0.06688868718412659
km_evToSales,0.05733723498890509
rt_ebitPerRevenue,0.05290698755149862
rt_operatingProfitMargin,0.05290698755149862
rt_netProfitMargin,0.04444102108312068
rt_currentRatio,0.04417150122953477
rt_interestCoverage,0.03831669712976896
rt_grossProfitMargin,0.035532339993538956
km_earningsYield,0.02292499787654843
rt_returnOnAssets,0.015733452824330564
rt_returnOnCapitalEmployed,0.013618672205254524
rt_debtRatio,0.01321731244614977
km_debtToEquity,0.011316466671271818
rt_debtEquityRatio,0.011316466671271818
km_roic,0.008969440710559086
rt_cashRatio,0.006243445179213823
km_revenuePerShare,0.004793220400179815
rt_returnOnEquity,0.004057442286048851
