ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
XOM,2021-02-02,bmo,0.01217,0.03,45737999999.0,45738000000.0,2021-02-02T08:00:00-05:00
XOM,2021-04-30,bmo,0.59,0.65,58478400000.0,57552000000.0,2021-04-30T08:00:00-04:00
XOM,2021-07-30,bmo,0.99,1.1,66808100000.0,65943000000.0,2021-07-30T08:00:00-04:00
XOM,2021-10-29,bmo,1.56,1.58,72795800000.0,71892000000.0,2021-10-29T08:00:00-04:00
XOM,2022-02-01,bmo,1.94,2.05,85008043125.0,81305000000.0,2022-02-01T08:00:00-05:00
XOM,2022-04-29,bmo,2.25,2.07,82838586557.0,87734000000.0,2022-04-29T08:00:00-04:00
XOM,2022-07-29,bmo,3.74,4.14,111301973667.0,111265000000.0,2022-07-29T08:00:00-04:00
XOM,2022-10-28,bmo,3.79,4.45,104593894571.0,106512000000.0,2022-10-28T08:00:00-04:00
XOM,2023-01-31,bmo,3.29,3.4,97345192556.0,93164000000.0,2023-01-31T08:00:00-05:00
XOM,2023-04-28,bmo,2.59,2.83,85405400000.0,83644000000.0,2023-04-28T08:00:00-04:00
XOM,2023-07-28,bmo,2.01,1.94,81482000000.0,80795000000.0,2023-07-28T08:00:00-04:00
XOM,2023-10-27,bmo,2.37,2.27,83760000000.0,88570000000.0,2023-10-27T08:00:00-04:00
XOM,2024-02-02,bmo,2.21,2.48,85234100000.0,81688000000.0,2024-02-02T08:00:00-05:00
XOM,2024-04-26,bmo,2.2,2.06,82226063500.0,80411000000.0,2024-04-26T08:00:00-04:00
XOM,2024-08-02,bmo,2.01,2.14,93450126536.0,89986000000.0,2024-08-02T08:00:00-04:00
XOM,2024-11-01,bmo,1.88,1.92,89966012027.0,87792000000.0,2024-11-01T08:00:00-04:00
XOM,2025-01-31,bmo,1.77,1.67,86333750492.0,81058000000.0,2025-01-31T08:00:00-05:00
XOM,2025-05-02,bmo,1.75,1.76,86351703669.0,81058000000.0,2025-05-02T08:00:00-04:00
XOM,2025-08-01,bmo,1.57,1.64,80697411038.0,79477000000.0,2025-08-01T08:00:00-04:00
XOM,2025-10-31,bmo,1.82,1.88,86465744162.0,85294000000.0,2025-10-31T08:00:00-04:00
