,abs_corr_with_target
rt_grossProfitMargin,0.3488849792297641
km_freeCashFlowPerShare,0.31804549221456724
rt_operatingCashFlowSalesRatio,0.31540662018294074
rt_cashFlowToDebtRatio,0.30749832655767567
km_cashPerShare,0.2907293814871166
rt_priceToFreeCashFlowsRatio,0.2904645195283999
km_pfcfRatio,0.2904645195283999
rt_netProfitMargin,0.2888563121123442
km_operatingCashFlowPerShare,0.2879553767636591
rt_returnOnAssets,0.27780063547360795
km_earningsYield,0.27438711183063724
rt_returnOnEquity,0.2713166647478582
km_freeCashFlowYield,0.27004060155740395
revenue_surprise_pct,0.25844080998307595
rt_priceToOperatingCashFlowsRatio,0.2535667090434776
km_pocfratio,0.2535667090434776
rt_daysOfSalesOutstanding,0.2329206543046703
rt_receivablesTurnover,0.22607152409306666
rt_daysOfPayablesOutstanding,0.22086480939356606
km_priceToSalesRatio,0.21725582774327576
rt_dividendYield,0.1979286673566102
km_marketCap,0.19235362840927436
km_evToSales,0.16658070971227953
rt_quickRatio,0.1615086048799779
km_enterpriseValue,0.14526418846026623
rt_interestCoverage,0.1415483825362451
rt_daysOfInventoryOutstanding,0.1407739242270521
rt_currentRatio,0.1327183535547915
rt_inventoryTurnover,0.12893017941876922
km_pbRatio,0.12468705631057636
rt_priceFairValue,0.12468705631057636
km_researchAndDdevelopementToRevenue,0.12293363393585878
rt_cashRatio,0.11844671024418862
rt_cashConversionCycle,0.09843721937330491
rt_debtEquityRatio,0.08351673977172519
km_debtToEquity,0.08351673977172519
km_incomeQuality,0.08043733150941518
eps_surprise_pct,0.07501403279907792
km_bookValuePerShare,0.06462726466783185
rt_priceEarningsRatio,0.0599956071234117
km_peRatio,0.0599956071234117
rt_payoutRatio,0.057765943361957964
km_netDebtToEBITDA,0.05602684724578488
rt_assetTurnover,0.04478623398580772
rt_returnOnCapitalEmployed,0.044294142325167554
rt_debtRatio,0.03809841033908897
rt_enterpriseValueMultiple,0.03374511850961275
km_enterpriseValueOverEBITDA,0.03374511850961275
rt_effectiveTaxRate,0.030730453289325176
km_revenuePerShare,0.022232656802902356
km_capexToRevenue,0.013233289327281857
km_roic,0.01197651558606897
rt_ebitPerRevenue,0.007564677572858253
rt_operatingProfitMargin,0.007564677572858253
