ticker,t_earnings_date,announce_timing,pre_date,post_date,d5,d10,d20,pre_adj_close,post_adj_close,adj_close_5,adj_close_10,adj_close_20,post_minus_pre,r_post_pre,drift_5,drift_10,drift_20,r_5_post,r_10_post,r_20_post,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise,revenue_surprise,news_tminus1_date,news_tplus1_date,news_tminus1_k,news_tminus1_pos,news_tminus1_neu,news_tminus1_neg,news_tminus1_pos_share,news_tminus1_neu_share,news_tminus1_neg_share,news_tplus1_k,news_tplus1_pos,news_tplus1_neu,news_tplus1_neg,news_tplus1_pos_share,news_tplus1_neu_share,news_tplus1_neg_share,transcript_date_used,transcript_sentence_k,transcript_pos,transcript_neu,transcript_neg,transcript_pos_share,transcript_neu_share,transcript_neg_share
AAPL,2021-01-27,amc,2021-01-27,2021-01-28,2021-02-04,2021-02-11,2021-02-26,138.2886199951172,133.4505615234375,133.7425994873047,131.73919677734375,118.21720886230467,-4.8380584716796875,-0.034985224900288325,0.2920379638671875,-1.71136474609375,-15.233352661132827,0.002188360697275238,-0.01282396062299962,-0.11414978316488722,1.41,1.68,90099617021.0,111439000000.0,0.1914893617021277,0.23684210526695487,2021-01-26,2021-01-28,17,4,9,4,0.23529411764705882,0.5294117647058824,0.23529411764705882,24,11,5,8,0.4583333333333333,0.20833333333333334,0.3333333333333333,2021-01-27,448,145,285,18,0.3236607142857143,0.6361607142857143,0.04017857142857143
AAPL,2021-04-28,amc,2021-04-28,2021-04-29,2021-05-06,2021-05-13,2021-05-27,130.22804260253906,130.1305694580078,126.48445129394533,122.04108428955078,122.34378051757812,-0.09747314453125,-0.0007484804546187274,-3.646118164062486,-8.089485168457031,-7.7867889404296875,-0.028018921143959652,-0.06216437230813354,-0.05983827607042347,0.99,1.4,76920700000.0,89584000000.0,0.4141414141414141,0.16462798700479844,2021-04-27,2021-04-29,20,5,11,4,0.25,0.55,0.2,29,16,9,4,0.5517241379310345,0.3103448275862069,0.13793103448275862,2021-04-28,456,139,299,18,0.3048245614035088,0.6557017543859649,0.039473684210526314
AAPL,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,143.33013916015625,141.58206176757812,143.5059356689453,142.65489196777344,145.0999298095703,-1.748077392578125,-0.012196160576003034,1.9238739013671875,1.0728302001953125,3.5178680419921875,0.01358840150615559,0.007577444393743082,0.024846848520733822,1.01,1.3,84581900000.0,81434000000.0,0.28712871287128716,-0.03721718239954411,2021-07-26,2021-07-28,18,4,11,3,0.2222222222222222,0.6111111111111112,0.16666666666666666,22,11,6,5,0.5,0.2727272727272727,0.22727272727272727,2021-07-27,495,144,335,16,0.2909090909090909,0.6767676767676768,0.03232323232323232
AAPL,2021-10-28,amc,2021-10-28,2021-10-29,2021-11-05,2021-11-12,2021-11-29,149.21746826171875,146.50833129882812,148.17173767089844,146.90823364257812,156.9476318359375,-2.709136962890625,-0.018155628790986866,1.6634063720703125,0.39990234375,10.439300537109375,0.011353664036193978,0.002729553604254198,0.07125397200666139,1.24,1.24,117986000000.0,83360000000.0,0.0,-0.2934754970928754,2021-10-27,2021-10-29,15,7,8,0,0.4666666666666667,0.5333333333333333,0.0,40,3,8,29,0.075,0.2,0.725,2021-10-28,475,114,346,15,0.24,0.728421052631579,0.031578947368421054
AAPL,2022-01-27,amc,2022-01-27,2022-01-28,2022-02-04,2022-02-11,2022-02-28,155.94857788085938,166.83030700683594,169.0631103515625,165.38548278808594,161.9334259033203,10.881729125976562,0.06977767462740125,2.2328033447265625,-1.44482421875,-4.896881103515625,0.013383679409251892,-0.00866044212632655,-0.029352467134853177,1.89,2.1,119002502550.0,123945000000.0,0.11111111111111122,0.04153271859071505,2022-01-26,2022-01-28,19,9,7,3,0.47368421052631576,0.3684210526315789,0.15789473684210525,37,16,15,6,0.43243243243243246,0.40540540540540543,0.16216216216216217,2022-01-27,428,119,293,16,0.2780373831775701,0.6845794392523364,0.037383177570093455
AAPL,2022-04-28,amc,2022-04-28,2022-04-29,2022-05-06,2022-05-13,2022-05-27,160.48196411132812,154.6075897216797,154.47129821777344,144.48294067382812,146.96775817871094,-5.8743743896484375,-0.03660457685807805,-0.13629150390625,-10.124649047851562,-7.63983154296875,-0.000881531780888678,-0.06548610625181905,-0.04941433701102105,1.43,1.52,94033796672.0,97278000000.0,0.062937062937063,0.03450039712121941,2022-04-27,2022-04-29,16,1,12,3,0.0625,0.75,0.1875,18,3,7,8,0.16666666666666666,0.3888888888888889,0.4444444444444444,2022-04-28,502,123,350,29,0.2450199203187251,0.6972111553784861,0.05776892430278884
AAPL,2022-07-28,amc,2022-07-28,2022-07-29,2022-08-05,2022-08-12,2022-08-26,154.54010009765625,159.60791015625,162.62278747558594,169.26145935058594,160.9213104248047,5.06781005859375,0.03279284829886442,3.0148773193359375,9.653549194335938,1.3134002685546875,0.018889272570416393,0.060482899531016265,0.008228917146204884,1.16,1.2,82791243730.0,82959000000.0,0.03448275862068969,0.002026256188964731,2022-07-27,2022-07-29,8,1,6,1,0.125,0.75,0.125,26,17,6,3,0.6538461538461539,0.23076923076923078,0.11538461538461539,2022-07-28,443,105,302,36,0.23702031602708803,0.6817155756207675,0.08126410835214447
AAPL,2022-10-27,amc,2022-10-27,2022-10-28,2022-11-04,2022-11-11,2022-11-28,142.41175842285156,153.17129516601562,136.3234100341797,147.47515869140625,142.07659912109375,10.759536743164062,0.07555230594946138,-16.847885131835938,-5.696136474609375,-11.094696044921875,-0.10999374989664512,-0.03718801534214089,-0.0724332586787676,1.27,1.29,88739279089.0,90146000000.0,0.015748031496063006,0.01585229140287635,2022-10-26,2022-10-28,19,3,10,6,0.15789473684210525,0.5263157894736842,0.3157894736842105,35,14,7,14,0.4,0.2,0.4,2022-10-27,492,136,325,31,0.2764227642276423,0.6605691056910569,0.06300813008130081
AAPL,2023-02-02,amc,2023-02-02,2023-02-03,2023-02-10,2023-02-17,2023-03-06,148.5784912109375,152.20382690429688,148.99282836914062,150.5122528076172,151.77516174316406,3.625335693359375,0.024400138026791973,-3.21099853515625,-1.6915740966796875,-0.4286651611328125,-0.021096700394893975,-0.011113873619901238,-0.002816388850737317,1.94,1.88,121333299852.0,117154000000.0,-0.03092783505154642,-0.03444478850486905,2023-02-01,2023-02-03,17,1,11,5,0.058823529411764705,0.6470588235294118,0.29411764705882354,25,4,10,11,0.16,0.4,0.44,2023-02-02,457,112,308,37,0.24507658643326038,0.6739606126914661,0.08096280087527352
AAPL,2023-05-04,amc,2023-05-04,2023-05-05,2023-05-12,2023-05-19,2023-06-05,163.57537841796875,171.25146484375,170.50035095214844,173.05926513671875,177.42628479003906,7.67608642578125,0.04692690611521777,-0.7511138916015625,1.80780029296875,6.1748199462890625,-0.00438602900294538,0.010556407763391729,0.03605703432623475,1.43,1.52,92960200000.0,94836000000.0,0.062937062937063,0.020178528015215115,2023-05-03,2023-05-05,17,5,8,4,0.29411764705882354,0.47058823529411764,0.23529411764705882,23,10,9,4,0.43478260869565216,0.391304347826087,0.17391304347826086,2023-05-04,444,108,307,29,0.24324324324324326,0.6914414414414415,0.06531531531531531
