ticker,earnings_date,date,offset,ret,ret_pct,alpha_1y,beta_1y,alpha_1q,beta_1q,mkt_ret,abn_simple,abn_mm_1y,abn_mm_1q
AAPL,2021-01-27,2021-01-21,-5,,,,,,,0.0003167233075522802,,,
AAPL,2021-01-27,2021-01-22,-4,0.0160738112877545,1.6073811287754536,,,,,-0.0030106116552376383,0.01908442294299214,,
AAPL,2021-01-27,2021-01-25,-3,0.0276839822302052,2.7683982230205295,,,,,0.0036158389430824833,0.024068143287122718,,
AAPL,2021-01-27,2021-01-26,-2,0.0016791423322639,0.1679142332263961,,,,,-0.0014888337468982327,0.003167976079162133,,
AAPL,2021-01-27,2021-01-27,-1,-0.0076837336007865,-0.7683733600786558,,,,,-0.025677883699462,0.0179941500986755,,
AAPL,2021-01-27,2021-01-28,0,-0.0349853313801655,-3.4985331380165574,,,,,0.009760625975629766,-0.044745957355795264,,
AAPL,2021-01-27,2021-01-29,1,-0.0374206363362777,-3.742063633627779,,,,,-0.019311475173124593,-0.018109161163153108,,
AAPL,2021-01-27,2021-02-01,2,0.0165202002912143,1.652020029121437,,,,,0.016051767614439383,0.0004684326767749186,,
AAPL,2021-01-27,2021-02-02,3,0.0063365763697327,0.6336576369732727,,,,,0.013898223484416938,-0.007561647114684238,,
AAPL,2021-01-27,2021-02-03,4,-0.0077781251030557,-0.7778125103055755,,,,,0.0010087690809532646,-0.008786894184008964,,
AAPL,2021-01-27,2021-02-04,5,0.0257578240017974,2.575782400179749,,,,,0.010853322230420792,0.014904501771376609,,
AAPL,2021-01-27,2021-02-05,6,-0.0030983608932707,-0.3098360893270757,,,,,0.003897495164625342,-0.006995856057896042,,
AAPL,2021-01-27,2021-02-08,7,0.0010970724896426,0.1097072489642636,,,,,0.007399348360373592,-0.006302275870730992,,
AAPL,2021-01-27,2021-02-09,8,-0.0065737352850325,-0.6573735285032578,,,,,-0.0011135249921484514,-0.005460210292884049,,
AAPL,2021-01-27,2021-02-10,9,-0.0045585193724703,-0.4558519372470315,,,,,-0.00034518493235935477,-0.004213334440110945,,
AAPL,2021-01-27,2021-02-11,10,-0.0019200556745627,-0.192005567456277,,,,,0.0016624551635393559,-0.0035825108381020558,,
AAPL,2021-04-28,2021-04-22,-5,,,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.009210657476561801,,,
AAPL,2021-04-28,2021-04-23,-4,0.0180391281354976,1.8039128135497684,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.010928696540176919,0.007110431595320682,0.004272831657337342,0.004911710813997071
AAPL,2021-04-28,2021-04-26,-3,0.0029776591665093,0.2977659166509383,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.001782270924804541,0.001195388241704759,0.002106807164039928,0.003743992915648515
AAPL,2021-04-28,2021-04-27,-2,-0.0024492698952061,-0.2449269895206107,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.00021489588801437698,-0.002234374007191723,-0.0005043384620004906,0.0013508324221935698
AAPL,2021-04-28,2021-04-28,-1,-0.0060272191508855,-0.6027219150885554,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.0008455399168898481,-0.005181679233995652,-0.003193149665256278,-0.0012691457615235935
AAPL,2021-04-28,2021-04-29,0,-0.00074883161295,-0.0748831612950029,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.006762806734045723,-0.007511638346995723,-0.008641686055292164,-0.00754811175954977
AAPL,2021-04-28,2021-04-30,1,-0.0151332549584098,-1.5133254958409892,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.007194706699326425,-0.007938548259083375,-0.003347565336909778,-0.000730567761344933
AAPL,2021-04-28,2021-05-03,2,0.0082150896194841,0.8215089619484139,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.002748090747253684,0.005466998872230415,0.005982538914410946,0.007514308152637211
AAPL,2021-04-28,2021-05-04,3,-0.0353854158474231,-3.5385415847423163,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.006678337608227225,-0.028707078239195875,-0.02432774930545715,-0.021767111961828775
AAPL,2021-04-28,2021-05-05,4,0.0019554930827194,0.1955493082719472,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.0007034637617677753,0.0012520293209516246,0.00260563938668537,0.004360573901671816
AAPL,2021-04-28,2021-05-06,5,0.0128027345342902,1.280273453429026,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.008165456466051824,0.004637278068238377,0.002932299723555026,0.0038727787516213245
AAPL,2021-04-28,2021-05-07,6,0.0053271780782553,0.5327178078255335,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.007373341616968343,-0.002046163538713043,-0.003426462753686835,-0.002399526620839856
AAPL,2021-04-28,2021-05-10,7,-0.0258045173160099,-2.5804517316009967,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.010435647322188157,-0.015368869993821744,-0.009449461298430249,-0.0064787241820110295
AAPL,2021-04-28,2021-05-11,8,-0.0074104471402536,-0.7410447140253629,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.00867391280271812,0.00126346566246452,0.006460758832282102,0.009239207587838246
AAPL,2021-04-28,2021-05-12,9,-0.0249383162643715,-2.4938316264371596,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,-0.021449400664502738,-0.003488915599868761,0.006944908971144796,0.011117766244567562
AAPL,2021-04-28,2021-05-13,10,0.0179196156025172,1.7919615602517205,-0.0016419520936824,1.409888957498057,-0.0034736676969554,1.5190361409913558,0.012173141406923493,0.005746474195593706,0.002398790048515804,0.002901841552957453
AAPL,2021-07-27,2021-07-21,-5,,,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.008241819990835397,,,
AAPL,2021-07-27,2021-07-22,-4,0.0096284991280521,0.9628499128052193,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.0020166699583279435,0.007611829169724157,0.007523051019516372,0.006465253013238888
AAPL,2021-07-27,2021-07-23,-3,0.0119890969891762,1.198909698917627,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.010145452020822843,0.0018436449683533578,-0.0014353052153373794,-0.0023617146331236724
AAPL,2021-07-27,2021-07-26,-2,0.0028946628588628,0.2894662858862862,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.0023821998626283314,0.0005124629962344686,0.00028023121802488995,-0.0007716585897293571
AAPL,2021-07-27,2021-07-27,-1,-0.014900216195185,-1.4900216195185,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,-0.0047124448070912095,-0.01018777138809379,-0.007635682361681922,-0.00880224560290191
AAPL,2021-07-27,2021-07-28,0,-0.0121961579792204,-1.2196157979220468,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,-0.0001862618826539153,-0.012009896096566485,-0.011234125105618862,-0.012327529935022329
AAPL,2021-07-27,2021-07-29,1,0.0045524578595073,0.4552457859507308,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.004206152980007483,0.00034630487949981713,-0.0006017443705907972,-0.0016241529321110925
AAPL,2021-07-27,2021-07-30,2,0.0015103586377591,0.1510358637759168,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,-0.0054060480514769305,0.00691640668923603,0.00974070299781647,0.00856292878420823
AAPL,2021-07-27,2021-08-02,3,-0.0023310015818888,-0.2331001581888814,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,-0.001842805614891363,-0.00048819596699743685,0.0009376920336321252,-0.00018248814059905125
AAPL,2021-07-27,2021-08-03,4,0.0126446281080474,1.264462810804745,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.0082034265474622,0.0044412015605852,0.0019244068026145512,0.0009666076903085755
AAPL,2021-07-27,2021-08-04,5,-0.0027826181740604,-0.2782618174060447,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,-0.004632387901412294,0.0018497697273518938,0.004370440110771421,0.0032051708596910716
AAPL,2021-07-27,2021-08-05,6,0.0007486600197792,0.0748660019779245,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.006005446813494242,-0.005256786793715042,-0.0069109758841258495,-0.007904301776773337
AAPL,2021-07-27,2021-08-06,7,-0.004766972338258,-0.4766972338258068,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.001675266241764728,-0.006442238580022728,-0.006397031518136779,-0.007460347762211763
AAPL,2021-07-27,2021-08-09,8,-0.0003423729616958,-0.0342372961695813,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,-0.0009399082741974318,0.0005975353125016318,0.0016690777514907027,0.0005634914495314335
AAPL,2021-07-27,2021-08-10,9,-0.0033538838145443,-0.3353883814544378,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.0009926793341701323,-0.004346563148714433,-0.004033472208740904,-0.005107821363973046
AAPL,2021-07-27,2021-08-11,10,0.0017858279454534,0.1785827945453455,-0.0007026717930139,1.3924538767255152,0.0003877224149135,1.37629049733103,0.0012757437876824707,0.0005100841577709294,0.0007120853556003511,-0.00035768852147657925
