ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
AAPL,2021-01-27,amc,2021-01-27,2021-01-28,2021-02-04,2021-02-11,2021-02-26,138.2886199951172,133.4506072998047,133.74261474609375,131.7392120361328,118.21720886230467
AAPL,2021-04-28,amc,2021-04-28,2021-04-29,2021-05-06,2021-05-13,2021-05-27,130.22805786132812,130.13059997558594,126.48443603515624,122.04107666015624,122.34380340576172
AAPL,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,143.33013916015625,141.5820770263672,143.50592041015625,142.65487670898438,145.09994506835938
AAPL,2021-10-28,amc,2021-10-28,2021-10-29,2021-11-05,2021-11-12,2021-11-29,149.21742248535156,146.50833129882812,148.17169189453125,146.90821838378906,156.94761657714844
AAPL,2022-01-27,amc,2022-01-27,2022-01-28,2022-02-04,2022-02-11,2022-02-28,155.94859313964844,166.83030700683594,169.06309509277344,165.38546752929688,161.93341064453125
AAPL,2022-04-28,amc,2022-04-28,2022-04-29,2022-05-06,2022-05-13,2022-05-27,160.48193359375,154.6075439453125,154.4713134765625,144.4829559326172,146.9677734375
AAPL,2022-07-28,amc,2022-07-28,2022-07-29,2022-08-05,2022-08-12,2022-08-26,154.5400848388672,159.60792541503906,162.622802734375,169.26145935058594,160.92132568359375
AAPL,2022-10-27,amc,2022-10-27,2022-10-28,2022-11-04,2022-11-11,2022-11-28,142.4117431640625,153.17129516601562,136.3234100341797,147.47515869140625,142.0766143798828
AAPL,2023-02-02,amc,2023-02-02,2023-02-03,2023-02-10,2023-02-17,2023-03-06,148.5784912109375,152.203857421875,148.99282836914062,150.5122528076172,151.77516174316406
AAPL,2023-05-04,amc,2023-05-04,2023-05-05,2023-05-12,2023-05-19,2023-06-05,163.5753936767578,171.25144958496094,170.5003662109375,173.05929565429688,177.42626953125
AAPL,2023-08-03,amc,2023-08-03,2023-08-04,2023-08-11,2023-08-18,2023-09-01,188.87725830078125,179.807373046875,175.89492797851562,172.630126953125,187.44053649902344
AAPL,2023-11-02,amc,2023-11-02,2023-11-03,2023-11-10,2023-11-17,2023-12-04,175.67730712890625,174.76708984375,184.65611267089844,187.9153289794922,187.65774536132812
AAPL,2024-02-01,amc,2024-02-01,2024-02-02,2024-02-09,2024-02-16,2024-03-04,185.11180114746097,184.11126708984375,187.32191467285156,180.83485412597656,173.6831817626953
AAPL,2024-05-02,amc,2024-05-02,2024-05-03,2024-05-10,2024-05-17,2024-06-03,171.62994384765625,181.8961944580078,181.81512451171875,188.5890960693359,192.72103881835935
AAPL,2024-08-01,amc,2024-08-01,2024-08-02,2024-08-09,2024-08-16,2024-08-30,216.8869171142578,218.37681579589844,214.78123474121097,224.78494262695312,227.7184295654297
AAPL,2024-10-31,amc,2024-10-31,2024-11-01,2024-11-08,2024-11-15,2024-12-02,224.64572143554688,221.6625061035156,225.93814086914065,223.98695373535156,238.51126098632812
AAPL,2025-01-30,amc,2025-01-30,2025-01-31,2025-02-07,2025-02-14,2025-03-03,236.520263671875,234.93743896484375,226.60511779785156,243.76644897460935,237.2188262939453
AAPL,2025-05-01,amc,2025-05-01,2025-05-02,2025-05-09,2025-05-16,2025-06-02,212.59304809570312,204.65020751953125,197.8534393310547,210.8161468505859,201.27622985839844
AAPL,2025-07-31,amc,2025-07-31,2025-08-01,2025-08-08,2025-08-15,2025-08-29,207.1339111328125,201.95480346679688,228.86813354492188,231.36570739746097,231.91517639160156
AAPL,2025-10-30,amc,2025-10-30,2025-10-31,2025-11-07,2025-11-14,2025-12-01,271.13714599609375,270.108154296875,268.2099914550781,272.4100036621094,283.1000061035156
