ticker,earnings_date,day0_date,section,speaker_type,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
AAPL,2021-01-27,2021-01-28,all,all,7690.0,16328.0,272.0,106.0,146.0,4.0,26.0,68.0,74.0,22.0,0.03537061118335501,0.013784135240572171,0.018985695708712613,0.0005201560468140442,0.0033810143042912874,0.021586475942782835
AAPL,2021-01-27,2021-01-28,prepared,all,3514.0,6470.0,130.0,42.0,46.0,4.0,14.0,38.0,18.0,16.0,0.03699487763232783,0.01195219123505976,0.01309049516220831,0.0011383039271485487,0.00398406374501992,0.02504268639726807
AAPL,2021-01-27,2021-01-28,qa,all,4176.0,9858.0,142.0,64.0,100.0,0.0,12.0,30.0,56.0,6.0,0.034003831417624523,0.01532567049808429,0.023946360153256706,0.0,0.0028735632183908046,0.01867816091954023
AAPL,2021-04-28,2021-04-29,all,all,7734.0,16170.0,278.0,100.0,116.0,6.0,42.0,80.0,64.0,12.0,0.03594517713990173,0.012929919834497027,0.014998707008016551,0.0007757951900698216,0.005430566330488751,0.023015257305404706
AAPL,2021-04-28,2021-04-29,prepared,all,3666.0,6624.0,148.0,18.0,48.0,0.0,14.0,34.0,20.0,8.0,0.040370976541189305,0.004909983633387889,0.01309328968903437,0.0,0.0038188761593016913,0.03546099290780142
AAPL,2021-04-28,2021-04-29,qa,all,4068.0,9546.0,130.0,82.0,68.0,6.0,28.0,46.0,44.0,4.0,0.0319567354965585,0.02015732546705998,0.01671583087512291,0.0014749262536873156,0.00688298918387414,0.011799410029498525
AAPL,2021-07-27,2021-07-28,all,all,7660.0,15972.0,370.0,102.0,132.0,10.0,44.0,62.0,76.0,10.0,0.048302872062663184,0.013315926892950391,0.01723237597911227,0.0013054830287206266,0.005744125326370757,0.03498694516971279
AAPL,2021-07-27,2021-07-28,prepared,all,3584.0,6556.0,190.0,24.0,40.0,2.0,16.0,30.0,18.0,6.0,0.053013392857142856,0.006696428571428571,0.011160714285714286,0.0005580357142857143,0.004464285714285714,0.04631696428571429
AAPL,2021-07-27,2021-07-28,qa,all,4076.0,9416.0,180.0,78.0,92.0,8.0,28.0,32.0,58.0,4.0,0.04416094210009813,0.019136408243375858,0.022571148184494603,0.001962708537782139,0.0068694798822374874,0.025024533856722278
AAPL,2021-10-28,2021-10-29,all,all,7724.0,16388.0,244.0,104.0,124.0,14.0,56.0,78.0,72.0,12.0,0.03158984981874676,0.013464526152252718,0.01605385810460901,0.0018125323666494044,0.0072501294665976174,0.018125323666494046
