ticker,t_earnings_date,announce_timing,pre_date,post_date,d5,d10,d20,pre_adj_close,post_adj_close,adj_close_5,adj_close_10,adj_close_20,post_minus_pre,r_post_pre,drift_5,drift_10,drift_20,r_5_post,r_10_post,r_20_post,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise,revenue_surprise,news_tminus1_date,news_tplus1_date,news_tminus1_k,news_tminus1_pos,news_tminus1_neu,news_tminus1_neg,news_tminus1_pos_share,news_tminus1_neu_share,news_tminus1_neg_share,news_tplus1_k,news_tplus1_pos,news_tplus1_neu,news_tplus1_neg,news_tplus1_pos_share,news_tplus1_neu_share,news_tplus1_neg_share,transcript_date_used,transcript_sentence_k,transcript_pos,transcript_neu,transcript_neg,transcript_pos_share,transcript_neu_share,transcript_neg_share,d_news_pos,d_news_neg,d_news_neu,news_pre_net,news_post_net,news_d_net,tx_net,r_pre_to_5,r_pre_to_10,r_pre_to_20
AAPL,2023-08-03,amc,2023-08-03,2023-08-04,2023-08-11,2023-08-18,2023-09-01,188.8772430419922,179.80734252929688,175.8949432373047,172.630126953125,187.4405517578125,-9.069900512695312,-0.048020081014624,-3.912399291992187,-7.177215576171875,7.633209228515625,-0.0217588405287437,-0.0399161428850017,0.0424521552965608,1.19,1.26,81685700000.0,81797000000.0,0.0588235294117647,0.0013625395877124,2023-08-02,2023-08-04,14,6,4,4,0.4285714285714285,0.2857142857142857,0.2857142857142857,38,10,10,18,0.2631578947368421,0.2631578947368421,0.4736842105263157,2023-08-03,461,120,313,28,0.2603036876355748,0.6789587852494577,0.0607375271149674,-0.1654135338345864,0.18796992481203,-0.022556390977443608,0.1428571428571428,-0.21052631578947362,-0.3533834586466164,0.1995661605206074,-0.06873406025839301,-0.08601944748449653,-0.0076064816546493885
AAPL,2023-11-02,amc,2023-11-02,2023-11-03,2023-11-10,2023-11-17,2023-12-04,175.6772918701172,174.76707458496094,184.6561279296875,187.91534423828125,187.65774536132812,-0.91021728515625,-0.0051811891876679,9.889053344726562,13.148269653320312,12.890670776367188,0.0565841899465973,0.0752331048885781,0.073759149467828,1.39,1.46,84175800000.0,89498000000.0,0.0503597122302158,0.0632271983159055,2023-11-01,2023-11-03,22,4,7,11,0.1818181818181818,0.3181818181818182,0.5,22,1,5,16,0.0454545454545454,0.2272727272727272,0.7272727272727273,2023-11-02,529,138,369,22,0.2608695652173913,0.6975425330812854,0.0415879017013232,-0.1363636363636364,0.2272727272727273,-0.09090909090909097,-0.31818181818181823,-0.6818181818181819,-0.36363636363636365,0.2192816635160681,0.05110982736578529,0.0696621187513069,0.06819580017244586
AAPL,2024-02-01,amc,2024-02-01,2024-02-02,2024-02-09,2024-02-16,2024-03-04,185.11180114746097,184.11126708984375,187.32192993164065,180.8348388671875,173.6831817626953,-1.000534057617216,-0.0054050257812584,3.2106628417969034,-3.27642822265625,-10.428085327148438,0.0174387091705263,-0.0177959137126431,-0.0566401257890407,2.1,2.18,117986596460.0,119575000000.0,0.0380952380952381,0.0134625761540507,2024-01-31,2024-02-02,21,6,11,4,0.2857142857142857,0.5238095238095238,0.1904761904761904,24,4,14,6,0.1666666666666666,0.5833333333333334,0.25,2024-02-01,480,124,339,17,0.2583333333333333,0.70625,0.0354166666666666,-0.1190476190476191,0.05952380952380959,0.059523809523809534,0.09523809523809529,-0.0833333333333334,-0.1785714285714287,0.2229166666666667,0.011939426716609303,-0.023104752121483663,-0.0617390102301556
AAPL,2024-05-02,amc,2024-05-02,2024-05-03,2024-05-10,2024-05-17,2024-06-03,171.62991333007812,181.89617919921875,181.8151397705078,188.589111328125,192.72103881835935,10.266265869140623,0.0598162969959472,-0.0810394287109375,6.69293212890625,10.824859619140597,-0.0004455257337878,0.0367953420372613,0.0595111984583516,1.5,1.53,90366105851.0,90753000000.0,0.02,0.0042814077839973,2024-05-01,2024-05-03,14,4,5,5,0.2857142857142857,0.3571428571428571,0.3571428571428571,51,27,17,7,0.5294117647058824,0.3333333333333333,0.1372549019607843,2024-05-02,524,131,370,23,0.25,0.7061068702290076,0.0438931297709923,0.24369747899159666,-0.2198879551820728,-0.02380952380952378,-0.0714285714285714,0.3921568627450981,0.4635854341736695,0.2061068702290077,0.05934412156254787,0.09881260014057691,0.12288723497586851
AAPL,2024-08-01,amc,2024-08-01,2024-08-02,2024-08-09,2024-08-16,2024-08-30,216.8869171142578,218.37680053710935,214.78123474121097,224.78494262695312,227.71841430664065,1.489883422851534,0.0068694020030108,-3.5955657958983807,6.408142089843778,9.341613769531309,-0.016464962335994,0.0293444270365836,0.0427775008451223,1.35,1.4,84432539529.0,85777000000.0,0.0370370370370369,0.0159234873012225,2024-07-31,2024-08-02,9,4,4,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,21,6,8,7,0.2857142857142857,0.3809523809523809,0.3333333333333333,2024-08-01,496,117,358,21,0.2358870967741935,0.7217741935483871,0.0423387096774193,-0.15873015873015872,0.2222222222222222,-0.06349206349206354,0.3333333333333333,-0.047619047619047616,-0.38095238095238093,0.1935483870967742,-0.009708664778233511,0.036415407705456815,0.04994075869812242
AAPL,2024-10-31,amc,2024-10-31,2024-11-01,2024-11-08,2024-11-15,2024-12-02,224.6457061767578,221.6625213623047,225.93814086914065,223.98695373535156,238.51126098632812,-2.983184814453125,-0.0132795096119302,4.275619506835966,2.324432373046875,16.848739624023438,0.0192888697672419,0.0104863571828077,0.076010773135998,1.6,1.64,94511953345.0,94930000000.0,0.0249999999999998,0.0044232146326929,2024-10-30,2024-11-01,15,4,9,2,0.2666666666666666,0.6,0.1333333333333333,45,14,19,12,0.3111111111111111,0.4222222222222222,0.2666666666666666,2024-10-31,489,119,362,8,0.2433537832310838,0.7402862985685071,0.016359918200409,0.04444444444444451,0.1333333333333333,-0.17777777777777776,0.1333333333333333,0.04444444444444451,-0.0888888888888888,0.2269938650306748,0.00575321342383428,-0.002932406110125685,0.061721877731597985
AAPL,2025-01-30,amc,2025-01-30,2025-01-31,2025-02-07,2025-02-14,2025-03-03,236.5202789306641,234.93743896484375,226.60513305664065,243.7664337158203,237.21881103515625,-1.582839965820341,-0.006692195582453,-8.332305908203097,8.828994750976562,2.2813720703125,-0.0354660625608077,0.0375801949228609,0.0097105513721629,2.36,2.4,124257393152.0,124300000000.0,0.0169491525423729,0.0003428918547154,2025-01-29,2025-01-31,20,6,8,6,0.3,0.4,0.3,50,23,16,11,0.46,0.32,0.22,2025-01-30,489,140,338,11,0.2862985685071574,0.6912065439672802,0.0224948875255623,0.16000000000000003,-0.07999999999999999,-0.08000000000000002,0.0,0.24000000000000002,0.24000000000000002,0.2638036809815951,-0.04192091231606421,0.03063650532595741,0.0029533708807139014
AAPL,2025-05-01,amc,2025-05-01,2025-05-02,2025-05-09,2025-05-16,2025-06-02,212.59304809570312,204.65020751953125,197.8534393310547,210.8161468505859,201.27622985839844,-7.942840576171875,-0.0373617135993846,-6.7967681884765625,6.165939331054659,-3.3739776611328125,-0.0332116359463153,0.0301291623682629,-0.016486558709259,1.63,1.65,94542181546.0,95359000000.0,0.0122699386503067,0.0086397250480471,2025-04-30,2025-05-02,27,3,10,14,0.1111111111111111,0.3703703703703703,0.5185185185185185,67,10,36,21,0.1492537313432835,0.5373134328358209,0.3134328358208955,2025-05-01,517,117,388,12,0.2263056092843327,0.7504835589941973,0.02321083172147,0.03814262023217241,-0.205085682697623,0.1669430624654506,-0.4074074074074074,-0.16417910447761197,0.24322830292979541,0.20309477756286268,-0.0693325059153066,-0.008358228366514009,-0.05323230622390873
AAPL,2025-07-31,amc,2025-07-31,2025-08-01,2025-08-08,2025-08-15,2025-08-29,207.1339111328125,201.9548187255859,228.86814880371097,231.36570739746097,231.91517639160156,-5.179092407226591,-0.025003594915493,26.913330078125057,29.410888671875057,29.960357666015653,0.1332641144586632,0.1456310320173062,0.1483517841023911,1.44,1.57,89562736363.0,94036000000.0,0.0902777777777778,0.0499455891886749,2025-07-30,2025-08-01,13,1,6,6,0.0769230769230769,0.4615384615384615,0.4615384615384615,36,20,10,6,0.5555555555555556,0.2777777777777778,0.1666666666666666,2025-07-31,469,104,354,11,0.2217484008528784,0.7547974413646056,0.0234541577825159,0.4786324786324787,-0.29487179487179493,-0.18376068376068372,-0.3846153846153846,0.38888888888888895,0.7735042735042735,0.1982942430703625,0.10492843760847403,0.11698613777012734,0.11963886127221124
AAPL,2025-10-30,amc,2025-10-30,2025-10-31,2025-11-07,2025-11-14,2025-12-01,271.13714599609375,270.108154296875,268.2099914550781,272.4100036621094,283.1000061035156,-1.02899169921875,-0.0037950967413132,-1.898162841796875,2.301849365234375,12.991851806640623,-0.0070274177643323,0.0085219543675991,0.0480987026861889,1.78,1.85,102227074560.0,102466000000.0,0.0393258426966292,0.0023372031433783,2025-10-29,2025-10-31,44,20,8,16,0.4545454545454545,0.1818181818181818,0.3636363636363636,41,21,16,4,0.5121951219512195,0.3902439024390244,0.0975609756097561,2025-10-30,464,118,333,13,0.2543103448275862,0.7176724137931034,0.0280172413793103,0.05764966740576505,-0.26607538802660746,0.2084257206208426,0.09090909090909088,0.41463414634146345,0.32372505543237257,0.22629310344827588,-0.010795844775388308,0.004694515985036007,0.044121066715050006
AMZN,2021-02-02,amc,2021-02-02,2021-02-03,2021-02-10,2021-02-18,2021-03-04,169.0,165.62649536132812,164.32899475097656,166.4114990234375,148.8784942626953,-3.373504638671875,-0.0199615659093009,-1.2975006103515625,0.785003662109375,-16.748001098632812,-0.0078338952202119,0.0047396019604037,-0.1011190936697394,0.36,0.7,120761622016.0,125555000000.0,0.9444444444444444,0.0396928916983651,2021-02-01,2021-02-03,22,6,15,1,0.2727272727272727,0.6818181818181818,0.0454545454545454,49,13,31,5,0.2653061224489796,0.6326530612244898,0.1020408163265306,2021-02-02,319,69,238,12,0.2163009404388714,0.7460815047021944,0.0376175548589341,-0.007421150278293098,0.0565862708719852,-0.049165120593691936,0.2272727272727273,0.163265306122449,-0.0640074211502783,0.1786833855799373,-0.027639084313747952,-0.015316573825813529,-0.11906216412606296
AMZN,2021-04-29,amc,2021-04-29,2021-04-30,2021-05-07,2021-05-14,2021-05-28,173.5655059814453,173.37100219726562,164.58050537109375,161.14500427246094,161.15350341796875,-0.1945037841796875,-0.0011206361718005,-8.790496826171875,-12.225997924804688,-12.217498779296877,-0.0507033858878536,-0.0705192781367997,-0.0704702552586937,0.48,0.79,92624208018.0,108518000000.0,0.6458333333333335,0.171594363094703,2021-04-28,2021-04-30,30,6,21,3,0.2,0.7,0.1,25,10,14,1,0.4,0.56,0.04,2021-04-29,300,82,211,7,0.2733333333333333,0.7033333333333334,0.0233333333333333,0.2,-0.060000000000000005,-0.1399999999999999,0.1,0.36000000000000004,0.26,0.25,-0.0517672020113954,-0.07156088785471082,-0.07151191991341521
AMZN,2021-07-29,amc,2021-07-29,2021-07-30,2021-08-06,2021-08-13,2021-08-27,179.99600219726562,166.37950134277344,167.2469940185547,164.69850158691406,167.48150634765625,-13.616500854492188,-0.0756489071327776,0.86749267578125,-1.680999755859375,1.1020050048828125,0.0052139396306642,-0.0101034066233688,0.0066234421667874,0.62,0.76,111678000000.0,113080000000.0,0.2258064516129032,0.0125539497483837,2021-07-28,2021-07-30,11,5,5,1,0.4545454545454545,0.4545454545454545,0.0909090909090909,43,5,4,34,0.1162790697674418,0.0930232558139534,0.7906976744186046,2021-07-29,335,99,222,14,0.2955223880597015,0.6626865671641791,0.0417910447761194,-0.3382663847780127,0.6997885835095137,-0.36152219873150104,0.3636363636363636,-0.6744186046511628,-1.0380549682875264,0.2537313432835821,-0.07082939633702934,-0.08498800208677049,-0.0695265211273648
AMZN,2021-10-28,amc,2021-10-28,2021-10-29,2021-11-05,2021-11-12,2021-11-29,172.32850646972656,168.6215057373047,175.94949340820312,176.25750732421875,178.07850646972656,-3.707000732421875,-0.0215112450537781,7.327987670898437,7.6360015869140625,9.457000732421877,0.0434582032633175,0.0452848618183387,0.0560841909878027,0.45,0.31,137634000000.0,110812000000.0,-0.3111111111111111,-0.1948791722975427,2021-10-27,2021-10-29,17,4,12,1,0.2352941176470588,0.7058823529411765,0.0588235294117647,31,2,9,20,0.064516129032258,0.2903225806451613,0.6451612903225806,2021-10-28,392,73,300,19,0.1862244897959183,0.7653061224489796,0.048469387755102,-0.1707779886148008,0.5863377609108159,-0.4155597722960152,0.1764705882352941,-0.5806451612903226,-0.7571157495256167,0.1377551020408163,0.02101211814954529,0.02279948300475998,0.03336650515804318
AMZN,2022-02-03,amc,2022-02-03,2022-02-04,2022-02-11,2022-02-18,2022-03-07,138.8455047607422,157.63949584960938,153.2935028076172,152.60150146484375,137.4530029296875,18.793991088867188,0.1353590173571186,-4.3459930419921875,-5.037994384765625,-20.186492919921875,-0.0275691889178479,-0.031958960269525,-0.1280547924308265,0.19,1.39,137681864590.0,137412000000.0,6.315789473684211,-0.0019600590884182,2022-02-02,2022-02-04,15,6,5,4,0.4,0.3333333333333333,0.2666666666666666,47,18,20,9,0.3829787234042553,0.425531914893617,0.1914893617021276,2022-02-03,349,88,245,16,0.2521489971346705,0.7020057306590258,0.0458452722063037,-0.017021276595744705,-0.075177304964539,0.09219858156028371,0.13333333333333341,0.19148936170212771,0.0581560283687943,0.2063037249283668,0.10405809011801814,0.09907412362975543,-0.010029145945014362
AMZN,2022-04-28,amc,2022-04-28,2022-04-29,2022-05-06,2022-05-13,2022-05-27,144.59649658203125,124.28150177001952,114.77249908447266,113.05500030517578,115.14649963378906,-20.314994812011733,-0.1404943777492341,-9.50900268554686,-11.226501464843736,-9.135002136230456,-0.0765118102864824,-0.090331234374832,-0.073502508467709,0.44,0.21,116450273046.0,116444000000.0,-0.5227272727272727,-5.3868881849010617e-05,2022-04-27,2022-04-29,15,3,8,4,0.2,0.5333333333333333,0.2666666666666666,34,4,5,25,0.1176470588235294,0.1470588235294117,0.7352941176470589,2022-04-28,311,61,214,36,0.1961414790996784,0.6881028938906752,0.1157556270096463,-0.08235294117647061,0.46862745098039227,-0.38627450980392164,-0.0666666666666666,-0.6176470588235294,-0.5509803921568628,0.08038585209003211,-0.20625670885904968,-0.21813458155925392,-0.2036701970267646
AMZN,2022-07-28,amc,2022-07-28,2022-07-29,2022-08-05,2022-08-12,2022-08-26,122.27999877929688,134.9499969482422,140.8000030517578,143.5500030517578,130.75,12.669998168945312,0.1036146409505072,5.850006103515625,8.600006103515625,-4.1999969482421875,0.0433494348707492,0.0637273530788891,-0.0311226161038967,0.15,0.1,118999465993.0,121234000000.0,-0.3333333333333332,0.0187776809614544,2022-07-27,2022-07-29,7,2,5,0,0.2857142857142857,0.7142857142857143,0.0,31,21,7,3,0.6774193548387096,0.2258064516129032,0.0967741935483871,2022-07-28,311,73,213,25,0.2347266881028939,0.684887459807074,0.0803858520900321,0.39170506912442393,0.0967741935483871,-0.4884792626728111,0.2857142857142857,0.5806451612903225,0.2949308755760368,0.1543408360128618,0.15145571195079666,0.17394508083739169,0.06926726615356493
AMZN,2022-10-27,amc,2022-10-27,2022-10-28,2022-11-04,2022-11-11,2022-11-28,110.95999908447266,103.41000366210938,90.9800033569336,100.79000091552734,93.9499969482422,-7.549995422363281,-0.0680424971580574,-12.43000030517578,-2.6200027465820312,-9.460006713867172,-0.1202011397832517,-0.0253360666647188,-0.0914805761421071,0.22,0.2,127307504866.0,127101000000.0,-0.0909090909090908,-0.0016220949913154,2022-10-26,2022-10-28,14,4,6,4,0.2857142857142857,0.4285714285714285,0.2857142857142857,38,4,5,29,0.1052631578947368,0.131578947368421,0.7631578947368421,2022-10-27,303,65,210,28,0.2145214521452145,0.693069306930693,0.0924092409240924,-0.18045112781954892,0.47744360902255645,-0.2969924812030075,0.0,-0.6578947368421053,-0.6578947368421053,0.1221122112211221,-0.1800648512292119,-0.09165463457874568,-0.1532985064579978
AMZN,2023-02-02,amc,2023-02-02,2023-02-03,2023-02-10,2023-02-17,2023-03-06,112.91000366210938,103.38999938964844,97.61000061035156,97.1999969482422,93.75,-9.520004272460938,-0.0843149762083984,-5.779998779296875,-6.190002441406236,-9.639999389648438,-0.055904814908777,-0.0598704176220934,-0.0932391860581982,0.15,0.21,145712886275.0,149204000000.0,0.4,0.0239588537036547,2023-02-01,2023-02-03,26,1,14,11,0.0384615384615384,0.5384615384615384,0.4230769230769231,36,4,10,22,0.1111111111111111,0.2777777777777778,0.6111111111111112,2023-02-02,348,56,276,16,0.160919540229885,0.7931034482758621,0.0459770114942528,0.0726495726495727,0.1880341880341881,-0.26068376068376065,-0.3846153846153847,-0.5,-0.11538461538461531,0.11494252873563221,-0.13550617797820685,-0.13913742099309812,-0.1696927025124092
AMZN,2023-04-27,amc,2023-04-27,2023-04-28,2023-05-05,2023-05-12,2023-05-26,109.81999969482422,105.4499969482422,105.66000366210938,110.26000213623048,120.11000061035156,-4.370002746582017,-0.0397924126636832,0.2100067138671733,4.810005187988281,14.66000366210936,0.0019915288757215,0.0456140856063671,0.1390232725118512,0.21,0.31,124551000000.0,127358000000.0,0.4761904761904762,0.0225369527342213,2023-04-26,2023-04-28,23,4,8,11,0.1739130434782608,0.3478260869565217,0.4782608695652174,29,8,11,10,0.2758620689655172,0.3793103448275862,0.3448275862068966,2023-04-27,353,67,271,15,0.1898016997167138,0.7677053824362606,0.0424929178470254,0.10194902548725637,-0.13343328335832083,0.031484257871064514,-0.3043478260869566,-0.06896551724137939,0.2353823088455772,0.14730878186968838,-0.03788013152681602,0.004006578424958773,0.09369878841852075
AMZN,2023-08-03,amc,2023-08-03,2023-08-04,2023-08-11,2023-08-18,2023-09-01,128.91000366210938,139.57000732421875,138.41000366210938,133.22000122070312,138.1199951171875,10.660003662109377,0.0826933780100627,-1.160003662109375,-6.350006103515625,-1.45001220703125,-0.0083112674732094,-0.0454969246276864,-0.0103891390050793,0.35,0.65,119573000000.0,134383000000.0,0.8571428571428573,0.1238573925551755,2023-08-02,2023-08-04,15,3,10,2,0.2,0.6666666666666666,0.1333333333333333,41,22,12,7,0.5365853658536586,0.2926829268292683,0.1707317073170731,2023-08-03,337,85,244,8,0.2522255192878338,0.7240356083086054,0.0237388724035608,0.33658536585365856,0.0373983739837398,-0.37398373983739835,0.06666666666666671,0.36585365853658547,0.29918699186991876,0.22848664688427303,0.07369482375394854,0.03343415899584379,0.07144512600603736
