ticker,eval_mode,model,features,horizon,horizon_label,n,mae,rmse,dir_acc,r2
AAPL,expanding,rf,fundamentals,r_10_post,Reaction After 10 Days,12,0.04484264769217417,0.0653981230745613,0.5,-1.0175327136334906
AAPL,expanding,gbrt,fundamentals,r_10_post,Reaction After 10 Days,12,0.05174572941828696,0.06618009823686896,0.5,-1.066069049478672
AAPL,expanding,mean_baseline,none,r_10_post,Reaction After 10 Days,12,0.038360607236788434,0.054507259838438155,0.5,-0.4015181190703301
AAPL,expanding,linear,news,r_10_post,Reaction After 10 Days,12,0.07190713275281176,0.08709114465215875,0.4166666666666667,-2.5779808684673977
AAPL,expanding,ridge,news,r_10_post,Reaction After 10 Days,12,0.0663814046066838,0.0800640866763101,0.3333333333333333,-2.0238867676580647
AAPL,expanding,rf,news,r_10_post,Reaction After 10 Days,12,0.04506306676997306,0.05769962676974233,0.5,-0.5704930713792853
AAPL,expanding,gbrt,news,r_10_post,Reaction After 10 Days,12,0.04379753967257861,0.05554957087356283,0.5833333333333334,-0.45563146088415074
AAPL,expanding,mean_baseline,none,r_10_post,Reaction After 10 Days,12,0.038360607236788434,0.054507259838438155,0.5,-0.4015181190703301
AAPL,expanding,linear,transcript,r_10_post,Reaction After 10 Days,12,0.034644526304958075,0.04692527303408975,0.5833333333333334,-0.03873229253895305
AAPL,expanding,ridge,transcript,r_10_post,Reaction After 10 Days,12,0.03441861777032535,0.04700500553498673,0.5833333333333334,-0.0422651898454216
AAPL,expanding,rf,transcript,r_10_post,Reaction After 10 Days,12,0.03673610943032483,0.054078498483962435,0.75,-0.3795557836650747
AAPL,expanding,gbrt,transcript,r_10_post,Reaction After 10 Days,12,0.03953551576724706,0.057535440161834865,0.5833333333333334,-0.5615679854581372
AAPL,expanding,mean_baseline,none,r_10_post,Reaction After 10 Days,12,0.038360607236788434,0.054507259838438155,0.5,-0.4015181190703301
AAPL,expanding,linear,all,r_10_post,Reaction After 10 Days,12,0.08366664197813123,0.1033469977677867,0.6666666666666666,-4.038319990303551
AAPL,expanding,ridge,all,r_10_post,Reaction After 10 Days,12,0.041805431732372694,0.058569950487732406,0.6666666666666666,-0.6182280716482329
AAPL,expanding,rf,all,r_10_post,Reaction After 10 Days,12,0.04205080202352207,0.05644256677951906,0.6666666666666666,-0.5028081022496556
AAPL,expanding,gbrt,all,r_10_post,Reaction After 10 Days,12,0.047483552605738964,0.0656664780940197,0.5833333333333334,-1.0341241944844057
AAPL,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.05748703659125038,0.06740000869027131,0.4166666666666667,-0.8230543695874808
AAPL,expanding,linear,fundamentals,r_20_post,Reaction After 20 Days,12,0.06365378648734316,0.09599588387719164,0.75,-2.698153549163801
AAPL,expanding,ridge,fundamentals,r_20_post,Reaction After 20 Days,12,0.05175138146538816,0.06323575681048642,0.5833333333333334,-0.6047417701193063
AAPL,expanding,rf,fundamentals,r_20_post,Reaction After 20 Days,12,0.05788013874161516,0.07161787501957663,0.4166666666666667,-1.0583658959660243
AAPL,expanding,gbrt,fundamentals,r_20_post,Reaction After 20 Days,12,0.0634342703084887,0.07527700618723716,0.4166666666666667,-1.2740729541874196
AAPL,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.05748703659125038,0.06740000869027131,0.4166666666666667,-0.8230543695874808
AAPL,expanding,linear,news,r_20_post,Reaction After 20 Days,12,0.10085264555336919,0.12381069578699257,0.3333333333333333,-5.151712696039923
AAPL,expanding,ridge,news,r_20_post,Reaction After 20 Days,12,0.09279516172675478,0.11379160658806149,0.3333333333333333,-4.196371284534332
AAPL,expanding,rf,news,r_20_post,Reaction After 20 Days,12,0.061184209420017684,0.07075917796199903,0.6666666666666666,-1.0093022644484928
AAPL,expanding,gbrt,news,r_20_post,Reaction After 20 Days,12,0.07261624768949733,0.08200599876390058,0.4166666666666667,-1.6988016098431737
AAPL,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.05748703659125038,0.06740000869027131,0.4166666666666667,-0.8230543695874808
AAPL,expanding,linear,transcript,r_20_post,Reaction After 20 Days,12,0.046921322986661955,0.057803026864398734,0.6666666666666666,-0.34085210375438746
AAPL,expanding,ridge,transcript,r_20_post,Reaction After 20 Days,12,0.046776918282911174,0.05719114962261635,0.6666666666666666,-0.31261501859139873
AAPL,expanding,rf,transcript,r_20_post,Reaction After 20 Days,12,0.05948210952074608,0.07095017949663633,0.5,-1.0201643970804262
AAPL,expanding,gbrt,transcript,r_20_post,Reaction After 20 Days,12,0.06882956472252534,0.08371938716199506,0.3333333333333333,-1.8127542985432128
AAPL,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.05748703659125038,0.06740000869027131,0.4166666666666667,-0.8230543695874808
AAPL,expanding,linear,all,r_20_post,Reaction After 20 Days,12,0.07467911859631556,0.08829555957373007,0.6666666666666666,-2.128653319374231
AAPL,expanding,ridge,all,r_20_post,Reaction After 20 Days,12,0.062447200878537536,0.07244115019990745,0.4166666666666667,-1.1059613211012254
AAPL,expanding,rf,all,r_20_post,Reaction After 20 Days,12,0.0584147915441047,0.06708884109837483,0.5,-0.8062601296304368
AAPL,expanding,gbrt,all,r_20_post,Reaction After 20 Days,12,0.05187882165838444,0.06089898151897897,0.5,-0.48833184741436675
AMZN,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.06363148703805838,0.0716369885424665,0.4166666666666667,-0.10625514348158016
AMZN,expanding,linear,fundamentals,r_post_pre,Reaction Next Day,12,0.12316106434883667,0.146507240247987,0.25,-3.626992937662469
AMZN,expanding,ridge,fundamentals,r_post_pre,Reaction Next Day,12,0.08168099695163043,0.09587732881700464,0.4166666666666667,-0.981584119545778
AMZN,expanding,rf,fundamentals,r_post_pre,Reaction Next Day,12,0.07688393005164106,0.0887996570124781,0.4166666666666667,-0.699821186607203
AMZN,expanding,gbrt,fundamentals,r_post_pre,Reaction Next Day,12,0.105392352540515,0.11757947273870442,0.3333333333333333,-1.9801881124793055
AMZN,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.06363148703805838,0.0716369885424665,0.4166666666666667,-0.10625514348158016
AMZN,expanding,linear,news,r_post_pre,Reaction Next Day,12,0.06321974029766343,0.0961553934565451,0.75,-0.9930948176763075
AMZN,expanding,ridge,news,r_post_pre,Reaction Next Day,12,0.04056778212986121,0.05356610708502574,0.75,0.38146991021403776
AMZN,expanding,rf,news,r_post_pre,Reaction Next Day,12,0.025618091134838306,0.03125632035654214,0.9166666666666666,0.7894009730308844
AMZN,expanding,gbrt,news,r_post_pre,Reaction Next Day,12,0.032088663152821544,0.039029090948721964,0.9166666666666666,0.6716344909572975
AMZN,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.06363148703805838,0.0716369885424665,0.4166666666666667,-0.10625514348158016
AMZN,expanding,linear,transcript,r_post_pre,Reaction Next Day,12,0.05214746583146431,0.06472533188977225,0.6666666666666666,0.09691374282013698
AMZN,expanding,ridge,transcript,r_post_pre,Reaction Next Day,12,0.052591864280443774,0.06467803087601812,0.6666666666666666,0.09823320416725057
AMZN,expanding,rf,transcript,r_post_pre,Reaction Next Day,12,0.05147515348269225,0.06735851311902155,0.75,0.02193966808220149
AMZN,expanding,gbrt,transcript,r_post_pre,Reaction Next Day,12,0.06529698653718752,0.08338920555827573,0.5833333333333334,-0.49899551722580293
AMZN,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.06363148703805838,0.0716369885424665,0.4166666666666667,-0.10625514348158016
AMZN,expanding,linear,all,r_post_pre,Reaction Next Day,12,0.12120730777409648,0.17598411976090803,0.5833333333333334,-5.676173611748682
AMZN,expanding,ridge,all,r_post_pre,Reaction Next Day,12,0.037555519275600246,0.04438029039503837,1.0,0.5754186235769423
AMZN,expanding,rf,all,r_post_pre,Reaction Next Day,12,0.03661738610656623,0.04489865632561885,0.8333333333333334,0.5654424000981367
AMZN,expanding,gbrt,all,r_post_pre,Reaction Next Day,12,0.04429222519587337,0.06755550356322412,0.8333333333333334,0.016210614379728594
AMZN,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.03325694914431068,0.04467233258324389,0.3333333333333333,-0.6353611399376575
AMZN,expanding,linear,fundamentals,r_5_post,Reaction After 5 Days,12,0.07298772944222491,0.129521245799495,0.6666666666666666,-12.74733259555375
AMZN,expanding,ridge,fundamentals,r_5_post,Reaction After 5 Days,12,0.04974238506621781,0.06068160496967855,0.6666666666666666,-2.017522601626009
AMZN,expanding,rf,fundamentals,r_5_post,Reaction After 5 Days,12,0.03240954748746545,0.04228571782031638,0.6666666666666666,-0.46529081915312975
AMZN,expanding,gbrt,fundamentals,r_5_post,Reaction After 5 Days,12,0.03936549703386732,0.053588812595580175,0.6666666666666666,-1.3533400302325056
AMZN,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.03325694914431068,0.04467233258324389,0.3333333333333333,-0.6353611399376575
AMZN,expanding,linear,news,r_5_post,Reaction After 5 Days,12,0.0724805112311891,0.1059085224500429,0.8333333333333334,-8.191750600520464
AMZN,expanding,ridge,news,r_5_post,Reaction After 5 Days,12,0.05413937168275082,0.07450187940917605,0.8333333333333334,-3.5485279834279924
AMZN,expanding,rf,news,r_5_post,Reaction After 5 Days,12,0.0348825658270662,0.04318720643508782,0.75,-0.5284338207147277
AMZN,expanding,gbrt,news,r_5_post,Reaction After 5 Days,12,0.04479787889248903,0.05275571940817633,0.5833333333333334,-1.2807386025137921
AMZN,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.03325694914431068,0.04467233258324389,0.3333333333333333,-0.6353611399376575
AMZN,expanding,linear,transcript,r_5_post,Reaction After 5 Days,12,0.029748101571021448,0.039102363820077826,0.5833333333333334,-0.25297509354940684
AMZN,expanding,ridge,transcript,r_5_post,Reaction After 5 Days,12,0.029471090881923526,0.03894459877020134,0.5833333333333334,-0.24288481352517888
AMZN,expanding,rf,transcript,r_5_post,Reaction After 5 Days,12,0.03121744960355258,0.041414172047167484,0.5833333333333334,-0.4055114260904644
AMZN,expanding,gbrt,transcript,r_5_post,Reaction After 5 Days,12,0.03592470742709488,0.04673712017469861,0.5,-0.7900300070097657
AMZN,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.03325694914431068,0.04467233258324389,0.3333333333333333,-0.6353611399376575
AMZN,expanding,linear,all,r_5_post,Reaction After 5 Days,12,0.1652970209093498,0.2646310042282589,0.5,-56.38757370780084
AMZN,expanding,ridge,all,r_5_post,Reaction After 5 Days,12,0.06761493062447989,0.07917548689513543,0.75,-4.1370985746407705
AMZN,expanding,rf,all,r_5_post,Reaction After 5 Days,12,0.027596526389813063,0.04012446145226737,0.8333333333333334,-0.31933427946484505
AMZN,expanding,gbrt,all,r_5_post,Reaction After 5 Days,12,0.02992659685077764,0.04431989494081908,0.6666666666666666,-0.6096589115243756
AMZN,expanding,mean_baseline,none,r_10_post,Reaction After 10 Days,12,0.05757833113555685,0.06612645482092426,0.4166666666666667,-0.20287731296594047
AMZN,expanding,linear,fundamentals,r_10_post,Reaction After 10 Days,12,0.07455535209392518,0.09594935104884707,0.4166666666666667,-1.532531976558189
AMZN,expanding,ridge,fundamentals,r_10_post,Reaction After 10 Days,12,0.07466215538132713,0.09399179658980762,0.5833333333333334,-1.4302489042037108
AMZN,expanding,rf,fundamentals,r_10_post,Reaction After 10 Days,12,0.0611621706556369,0.07157248746451408,0.5833333333333334,-0.4091689862749359
AMZN,expanding,gbrt,fundamentals,r_10_post,Reaction After 10 Days,12,0.06972184681909813,0.08005527204769448,0.25,-0.7629935748283714
AMZN,expanding,mean_baseline,none,r_10_post,Reaction After 10 Days,12,0.05757833113555685,0.06612645482092426,0.4166666666666667,-0.20287731296594047
AMZN,expanding,linear,news,r_10_post,Reaction After 10 Days,12,0.09994260990184632,0.13723351266295095,0.5833333333333334,-4.1807330373043285
AMZN,expanding,ridge,news,r_10_post,Reaction After 10 Days,12,0.08316975023100699,0.10401052171043677,0.5833333333333334,-1.9759484477989928
AMZN,expanding,rf,news,r_10_post,Reaction After 10 Days,12,0.0629667672307465,0.07672097809958273,0.4166666666666667,-0.6191948579466666
AMZN,expanding,gbrt,news,r_10_post,Reaction After 10 Days,12,0.06806317374227198,0.08227293935640012,0.4166666666666667,-0.8620223145392227
AMZN,expanding,mean_baseline,none,r_10_post,Reaction After 10 Days,12,0.05757833113555685,0.06612645482092426,0.4166666666666667,-0.20287731296594047
AMZN,expanding,linear,transcript,r_10_post,Reaction After 10 Days,12,0.06162304028072476,0.06983040702174348,0.5,-0.34140524762267055
AMZN,expanding,ridge,transcript,r_10_post,Reaction After 10 Days,12,0.06131887220260318,0.069458981933751,0.5,-0.3271734381104061
AMZN,expanding,rf,transcript,r_10_post,Reaction After 10 Days,12,0.0581343145022957,0.07662961865148135,0.5833333333333334,-0.6153408749716776
AMZN,expanding,gbrt,transcript,r_10_post,Reaction After 10 Days,12,0.06999481453038642,0.08257076971315332,0.6666666666666666,-0.8755278620066731
AMZN,expanding,mean_baseline,none,r_10_post,Reaction After 10 Days,12,0.05757833113555685,0.06612645482092426,0.4166666666666667,-0.20287731296594047
AMZN,expanding,linear,all,r_10_post,Reaction After 10 Days,12,0.08740897043624361,0.12348461813362074,0.75,-3.1946582187127186
AMZN,expanding,ridge,all,r_10_post,Reaction After 10 Days,12,0.09954022897401604,0.12280581544542897,0.5,-3.148668373174468
AMZN,expanding,rf,all,r_10_post,Reaction After 10 Days,12,0.0628979439527819,0.07588933570450171,0.4166666666666667,-0.5842815209849457
AMZN,expanding,gbrt,all,r_10_post,Reaction After 10 Days,12,0.07258628116758496,0.08393931968677525,0.3333333333333333,-0.9382140800159475
AMZN,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.0867425327498856,0.1047932119231737,0.3333333333333333,-0.4592498322188916
AMZN,expanding,linear,fundamentals,r_20_post,Reaction After 20 Days,12,0.12121732448963683,0.15245567914510633,0.5833333333333334,-2.088521027639284
AMZN,expanding,ridge,fundamentals,r_20_post,Reaction After 20 Days,12,0.11050415098175907,0.1389052138426791,0.6666666666666666,-1.5638962277347699
AMZN,expanding,rf,fundamentals,r_20_post,Reaction After 20 Days,12,0.08320591701744422,0.11179302537125474,0.6666666666666666,-0.6607060475681044
AMZN,expanding,gbrt,fundamentals,r_20_post,Reaction After 20 Days,12,0.09391847007170001,0.12160182602198094,0.6666666666666666,-0.9649139756968108
AMZN,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.0867425327498856,0.1047932119231737,0.3333333333333333,-0.4592498322188916
AMZN,expanding,linear,news,r_20_post,Reaction After 20 Days,12,0.143096051121947,0.17405383721479883,0.6666666666666666,-3.025599384841499
AMZN,expanding,ridge,news,r_20_post,Reaction After 20 Days,12,0.11910544315716376,0.14657714135361724,0.5,-1.8549324940776315
AMZN,expanding,rf,news,r_20_post,Reaction After 20 Days,12,0.09386089724012946,0.11414245462180989,0.5,-0.731241938484589
AMZN,expanding,gbrt,news,r_20_post,Reaction After 20 Days,12,0.10616030348578365,0.12414522487079722,0.4166666666666667,-1.0479690428503834
AMZN,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.0867425327498856,0.1047932119231737,0.3333333333333333,-0.4592498322188916
AMZN,expanding,linear,transcript,r_20_post,Reaction After 20 Days,12,0.08069807990984207,0.10247244893910182,0.5833333333333334,-0.3953320801297526
AMZN,expanding,ridge,transcript,r_20_post,Reaction After 20 Days,12,0.08091209614049985,0.10255135393037948,0.5833333333333334,-0.3974817516831566
AMZN,expanding,rf,transcript,r_20_post,Reaction After 20 Days,12,0.08631680050878061,0.10572913519286771,0.5833333333333334,-0.4854317706413227
AMZN,expanding,gbrt,transcript,r_20_post,Reaction After 20 Days,12,0.10325609596091707,0.11861051454921269,0.4166666666666667,-0.8694322410997593
AMZN,expanding,mean_baseline,none,r_20_post,Reaction After 20 Days,12,0.0867425327498856,0.1047932119231737,0.3333333333333333,-0.4592498322188916
AMZN,expanding,linear,all,r_20_post,Reaction After 20 Days,12,0.21652401030543802,0.30811594899957123,0.6666666666666666,-11.615129326458023
AMZN,expanding,ridge,all,r_20_post,Reaction After 20 Days,12,0.1283464429100185,0.14508356617183868,0.6666666666666666,-1.79704718426526
AMZN,expanding,rf,all,r_20_post,Reaction After 20 Days,12,0.08862845709347744,0.11484840688993198,0.5833333333333334,-0.7527230543430181
AMZN,expanding,gbrt,all,r_20_post,Reaction After 20 Days,12,0.10039687706403723,0.1283710911753706,0.5,-1.1897665338359493
GOOG,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.05047473184728501,0.06089527183105465,0.5,-0.1973696116996948
GOOG,expanding,linear,fundamentals,r_post_pre,Reaction Next Day,12,0.08554070610780636,0.12543153593874748,0.75,-4.0801269548588275
GOOG,expanding,ridge,fundamentals,r_post_pre,Reaction Next Day,12,0.0529853861430676,0.06938211283772958,0.6666666666666666,-0.5543761603803046
GOOG,expanding,rf,fundamentals,r_post_pre,Reaction Next Day,12,0.03982157652192037,0.058302425584906614,0.6666666666666666,-0.09757531651526308
GOOG,expanding,gbrt,fundamentals,r_post_pre,Reaction Next Day,12,0.04356206693190734,0.06314681241443973,0.75,-0.28754954698915425
GOOG,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.05047473184728501,0.06089527183105465,0.5,-0.1973696116996948
GOOG,expanding,linear,news,r_post_pre,Reaction Next Day,12,0.04855335683476838,0.06006435127931906,0.6666666666666666,-0.16491615131248283
GOOG,expanding,ridge,news,r_post_pre,Reaction Next Day,12,0.04575463149036676,0.05678241247278549,0.6666666666666666,-0.04109117528760575
GOOG,expanding,rf,news,r_post_pre,Reaction Next Day,12,0.037671265835435265,0.044524608607740455,0.8333333333333334,0.35988013353595716
GOOG,expanding,gbrt,news,r_post_pre,Reaction Next Day,12,0.04091604834118994,0.04927713027589327,0.8333333333333334,0.21593530062156363
GOOG,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.05047473184728501,0.06089527183105465,0.5,-0.1973696116996948
GOOG,expanding,linear,transcript,r_post_pre,Reaction Next Day,12,0.05237271404116866,0.06809462631792994,0.3333333333333333,-0.4972239544106156
GOOG,expanding,ridge,transcript,r_post_pre,Reaction Next Day,12,0.05242874067729947,0.06750516824696184,0.3333333333333333,-0.471414844027811
GOOG,expanding,rf,transcript,r_post_pre,Reaction Next Day,12,0.045750436280322354,0.0596243651412108,0.8333333333333334,-0.14791206547700564
GOOG,expanding,gbrt,transcript,r_post_pre,Reaction Next Day,12,0.05151807808034617,0.06652097368412295,0.75,-0.4288224979487225
GOOG,expanding,mean_baseline,none,r_post_pre,Reaction Next Day,12,0.05047473184728501,0.06089527183105465,0.5,-0.1973696116996948
GOOG,expanding,linear,all,r_post_pre,Reaction Next Day,12,0.48269214665215515,1.418726610189796,0.5833333333333334,-648.917923556409
GOOG,expanding,ridge,all,r_post_pre,Reaction Next Day,12,0.04397168511470299,0.058442602377307,0.5,-0.10285947210195401
GOOG,expanding,rf,all,r_post_pre,Reaction Next Day,12,0.038977292829829015,0.04751424541921607,0.8333333333333334,0.27103150673374254
GOOG,expanding,gbrt,all,r_post_pre,Reaction Next Day,12,0.04216928115351881,0.04947985786639035,0.8333333333333334,0.2094706988023729
GOOG,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.025409187299936613,0.03546878990893895,0.5,-0.12000408955901976
GOOG,expanding,linear,fundamentals,r_5_post,Reaction After 5 Days,12,0.06338878668472535,0.09982870636759454,0.3333333333333333,-7.8723313209505665
GOOG,expanding,ridge,fundamentals,r_5_post,Reaction After 5 Days,12,0.030837725017995688,0.03826338244317504,0.4166666666666667,-0.3034476152851904
GOOG,expanding,rf,fundamentals,r_5_post,Reaction After 5 Days,12,0.028295866666546387,0.036459536956532965,0.3333333333333333,-0.18344795126133384
GOOG,expanding,gbrt,fundamentals,r_5_post,Reaction After 5 Days,12,0.03238181195647682,0.038699275219495816,0.4166666666666667,-0.33331427080597686
GOOG,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.025409187299936613,0.03546878990893895,0.5,-0.12000408955901976
GOOG,expanding,linear,news,r_5_post,Reaction After 5 Days,12,0.03904751690796557,0.05284136354570969,0.5,-1.4858498700311165
GOOG,expanding,ridge,news,r_5_post,Reaction After 5 Days,12,0.03698779926569839,0.04938964673844311,0.5833333333333334,-1.1716943648278453
GOOG,expanding,rf,news,r_5_post,Reaction After 5 Days,12,0.02647249713157558,0.03322945208429781,0.4166666666666667,0.016955392202668174
GOOG,expanding,gbrt,news,r_5_post,Reaction After 5 Days,12,0.026704799367067367,0.03704878292794317,0.5,-0.22200998970675911
GOOG,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.025409187299936613,0.03546878990893895,0.5,-0.12000408955901976
GOOG,expanding,linear,transcript,r_5_post,Reaction After 5 Days,12,0.032755487338544234,0.050652831942976984,0.4166666666666667,-1.2842010523908272
GOOG,expanding,ridge,transcript,r_5_post,Reaction After 5 Days,12,0.03191574002415445,0.048885885236903875,0.3333333333333333,-1.1276188653199832
GOOG,expanding,rf,transcript,r_5_post,Reaction After 5 Days,12,0.03041069310175412,0.03878379159136508,0.25,-0.3391443507765133
GOOG,expanding,gbrt,transcript,r_5_post,Reaction After 5 Days,12,0.03942981037950515,0.04743362807816307,0.16666666666666666,-1.003085802294268
GOOG,expanding,mean_baseline,none,r_5_post,Reaction After 5 Days,12,0.025409187299936613,0.03546878990893895,0.5,-0.12000408955901976
