ticker,earnings_date,day0_date,est_end_date,alpha_1y,beta_1y,r2_1y,resid_vol_1y,n_1y,alpha_1q,beta_1q,r2_1q,resid_vol_1q,n_1q
AVGO,2021-03-04,2021-03-05,2021-03-04,0.0012441533771374658,1.2615625092056209,0.6877860822264998,0.017992086549962778,252,0.0009961660401918279,1.606876790904132,0.5462052841370018,0.013279535896554161,63
AVGO,2021-06-03,2021-06-04,2021-06-03,0.00032035776858128895,1.3255813214544732,0.532622951126603,0.013409995926260137,252,-0.0025200385335680782,2.102341462335047,0.5604346896304828,0.014718974987016235,63
AVGO,2021-09-02,2021-09-03,2021-09-02,2.714906422688658e-06,1.3974433401971518,0.5115794487671159,0.012828418980092089,252,-0.0003798168758003858,0.9859772350026708,0.30131748058037955,0.008885686575721268,63
AVGO,2021-12-09,2021-12-10,2021-12-09,0.00012839120702830796,1.5073250337122215,0.4991947356120612,0.012056808110211953,252,0.001773594734417128,1.2417865204502294,0.606016822539029,0.00878401990616136,63
AVGO,2022-03-03,2022-03-04,2022-03-03,0.00040031695571625414,1.5167039000307647,0.5251116841108867,0.012793603833682811,252,0.0017778912357129676,1.5387355738922954,0.5840577034926449,0.016019965415992037,63
AVGO,2022-05-26,2022-05-27,2022-05-26,0.001047586236833003,1.316646513690566,0.5776040383335364,0.012706073629263882,252,0.0007724664821939307,1.260715567545852,0.6490601592199743,0.015219905673562548,63
AVGO,2022-09-01,2022-09-02,2022-09-01,0.0009087424185924638,1.3106394127768537,0.635597389086398,0.013136458399175238,252,-0.0013048562026434377,1.2196825002624334,0.736299068677045,0.010699287452215258,63
AVGO,2022-12-08,2022-12-09,2022-12-08,0.0007323506240204506,1.3073995774362734,0.6784929536770602,0.013615692064311341,252,0.0010425304393953502,1.3034059828823839,0.7975032062908218,0.011069324015575225,63
AVGO,2023-03-02,2023-03-03,2023-03-02,0.0008181101609478158,1.2521596575967848,0.6971894939373391,0.012272343971562441,252,0.0022848841056580522,1.2615879544337736,0.6275208087960864,0.010876998583680613,63
AVGO,2023-06-01,2023-06-02,2023-06-01,0.001360641076925611,1.2558282847842954,0.6064598850251948,0.013337078277878656,252,0.0034274022316907096,1.3791023129140487,0.3183582234164366,0.01856205673744351,63
AVGO,2023-08-31,2023-09-01,2023-08-31,0.0019841252304527556,1.3225886484203473,0.519979291741252,0.01451946614775016,252,0.0008064361786138878,1.8224562092608734,0.3821724333139115,0.015624677488288441,63
AVGO,2023-12-07,2023-12-08,2023-12-07,0.0016172346946805465,1.4203192349191631,0.3911905281703898,0.015235093598022838,252,0.00065266730529664,1.5507171668823563,0.49020085664462043,0.012842437458432197,63
AVGO,2024-03-07,2024-03-08,2024-03-07,0.0017755524894785195,1.6727027467861038,0.3644036158881827,0.016961369772787168,252,0.002774586698046132,2.2842710645116027,0.43684944129941583,0.018126774346788627,63
AVGO,2024-06-12,2024-06-13,2024-06-12,0.0007782217030702719,1.9288548134350394,0.39892925551656333,0.01690355389712774,252,0.00132655659727724,2.212950417717848,0.4335085113762085,0.017256985318613555,63
AVGO,2024-09-05,2024-09-06,2024-09-05,0.0007805388915030891,2.259193049733288,0.4328748478082066,0.020512141454119077,252,0.0006812028717491153,2.753022404344135,0.4662979701434924,0.02796288423842713,63
AVGO,2024-12-12,2024-12-13,2024-12-12,-0.00021590640308168834,2.5532195228861596,0.4690209681717974,0.02098986738978456,252,-0.0011409758548485685,2.2280166635570406,0.4346584433104713,0.01704306492551979,63
AVGO,2025-03-06,2025-03-07,2025-03-06,0.00040177714649570627,2.6755221630667934,0.37517178100498305,0.028793839452219024,252,0.004705582279686346,2.8612214313901907,0.27431576386862944,0.04296654264565627,63
AVGO,2025-06-05,2025-06-06,2025-06-05,0.0023771875231266486,2.082686472024876,0.42522270405933815,0.03008932662788616,252,0.005473499955469145,1.676347326727983,0.69169255022913,0.02219730158269065,63
AVGO,2025-09-04,2025-09-05,2025-09-04,0.0019668716894136913,1.946025649253845,0.41375992686147556,0.02769795096339523,252,0.0005291114434632471,1.6183144501422317,0.26616230520148276,0.016547299841488197,63
AVGO,2025-12-11,2025-12-12,2025-12-11,0.002851525952259955,1.8891675269119277,0.3686396706871984,0.02952211806943583,252,0.0005533121863183254,2.3007617291656155,0.3938408264625861,0.02184495730642325,63
