ticker,earnings_date,px_-10,px_-5,px_-1,px_+0,px_+1,px_+5,px_+10,pct_m10_p10,logpct_m10_p10,pct_m5_p5,logpct_m5_p5,pct_m1_p1,logpct_m1_p1,pct_p0_p1,logpct_p0_p1,pct_p0_p5,logpct_p0_p5,pct_p0_p10,logpct_p0_p10
AVGO,2021-03-04,44.077171325683594,42.26985931396485,39.90568923950195,40.49492645263672,37.895965576171875,40.58758544921875,43.01641082763672,-2.406598395820314,-2.436030136902038,-3.9798425924505554,-4.061204356619247,-5.036183315287001,-5.167424394264018,-6.417991348878271,-6.633203624606028,0.2288163103355778,0.22855492446925949,6.226667377576689,6.040499654835177
AVGO,2021-06-03,41.25209045410156,42.401710510253906,42.140602111816406,43.065372467041016,42.04812240600586,42.67552185058594,42.022735595703125,1.8681359735187364,1.8509006355951607,0.6457554118384445,0.6436793443313102,-0.2194551125898947,-0.21969626820558807,-2.362106729283908,-2.3904517194304553,-0.9052530934300917,-0.9093754063481223,-2.421056202720284,-2.45084556261891
AVGO,2021-09-02,43.41800308227539,45.31584548950195,44.94669342041016,45.47483444213867,45.37523651123047,45.591796875,45.213497161865234,4.135367709536197,4.052147938165124,0.6089512013231158,0.6071045863592145,0.9534474245122215,0.9489308009478217,-0.21901768776075858,-0.21925788227491802,0.25720254795023045,0.25687234826368677,-0.5746855012874419,-0.5763431723955834
AVGO,2021-12-09,50.30994415283203,51.371192932128906,53.699893951416016,58.14189910888672,57.219635009765625,58.443809509277344,62.459964752197266,24.1503360895329,21.632303308713123,13.767670504542707,12.898820487304958,6.5544655666061935,6.348608220488469,-1.5862297469745545,-1.598945012500827,0.5192647729397537,0.5179212423978615,7.426770899285184,7.163922851996508
AVGO,2022-03-03,53.63397216796875,54.468597412109375,53.596927642822266,55.207801818847656,52.865135192871094,53.5274543762207,56.54355239868164,5.4248829857329595,5.282850371489521,-1.727863540836172,-1.742965314423212,-1.3653626842716537,-1.374769483325335,-4.243361533689594,-4.336022908979563,-3.0436775007645633,-3.0909592405809065,2.4194960419126277,2.3906899529546224
AVGO,2022-05-26,54.858367919921875,50.65707778930664,51.35371398925781,54.39580154418945,54.102054595947266,52.339454650878906,48.272457122802734,-12.00529845644106,-12.789358305484836,3.3211091815631866,3.2671517582264933,5.351785476050197,5.213490215883384,-0.5400176850111404,-0.5414810511801644,-3.7803411935019238,-3.8536495695861426,-11.257016621792593,-11.942582128525489
AVGO,2022-09-01,51.56976318359375,48.97731018066406,46.264503479003906,47.036495208740234,46.846561431884766,49.74837112426758,47.1888313293457,-8.495156044543917,-8.87782757039649,1.574322764478664,1.5620588518935332,1.2581091530464938,1.2502607191951465,-0.4038008699682516,-0.4046183470764239,5.765471903237018,5.605392765014529,0.32386792410750154,0.32334460155766476
AVGO,2022-12-08,50.24612045288086,51.27871322631836,50.35706329345703,51.65040969848633,52.77971267700195,52.71144485473633,52.81852340698242,5.119605117600834,4.99286122495327,2.794008543261639,2.7556882681376647,4.810942547278563,4.698799406719817,2.186435664514619,2.162875953378603,2.0542628072921065,2.0334474147352055,2.261576849661129,2.2363823549384145
AVGO,2023-03-02,57.41839218139648,55.23940658569336,57.2376823425293,60.498985290527344,60.51427459716797,58.784671783447266,60.32783889770508,5.067098895972322,4.942899717666569,6.418000150407321,6.220455095702017,5.724536914388767,5.566681726523115,0.025272005087684235,0.02526881225439581,-2.833623570457633,-2.8745455873109598,-0.28289134437609054,-0.28329223818079324
AVGO,2023-06-01,65.28138732910156,70.18302154541016,76.07174682617188,78.19512176513672,77.26103210449219,77.48444366455078,83.5984878540039,28.058687589711838,24.731846964861145,10.403402359096802,9.897076585010401,1.5633731680145146,1.5512783845612732,-1.1945625757193934,-1.2017548089909913,-0.9088522206289307,-0.9130074783529821,6.91010636839533,6.6818167970835205
AVGO,2023-08-31,79.95161437988281,82.466796875,89.34725189208984,84.47081756591797,84.43692016601562,83.17546844482422,82.29059600830078,2.925496435011943,2.8835204925732025,0.8593416946924615,0.8556703717637372,-5.495783722598125,-5.652573579160596,-0.04012912492044052,-0.04013717880848352,-1.5334871360548896,-1.5453666537679331,-2.5810352266518843,-2.6149284094526464
AVGO,2023-12-07,95.28295135498048,90.52595520019533,89.77254486083984,91.91790771484376,100.18595886230467,109.96859741210938,109.71541595458984,15.146953777534279,14.103898554339306,21.477422877137563,19.455823958459284,11.599775875360452,10.974885567180198,8.995038456609361,8.613217645833963,19.637837877319985,17.92989757056428,19.36239486103095,17.699401445031686
AVGO,2024-03-07,126.7685546875,136.8210906982422,137.58778381347656,127.9762191772461,126.45075225830078,120.81625366210938,132.91586303710938,4.849237545354401,4.735329947220912,-11.6976388321822,-12.440333844330496,-8.094491564944384,-8.440921897709265,-1.1919924879422727,-1.1991536825564073,-5.594762496632455,-5.757363234850853,3.8598138713739516,3.7871860315691475
AVGO,2024-06-12,133.9578094482422,137.61000061035156,146.86473083496094,164.88316345214844,170.38748168945312,162.8837432861328,158.1697540283203,18.074306141466877,16.614395335477685,18.366210714107112,16.861311325028076,16.016609788313207,14.856318269816066,3.3383143081811006,3.2838024643662194,-1.212628460149534,-1.2200407826306092,-4.071616096677122,-4.156827392452476
AVGO,2024-09-05,159.9302520751953,154.6005401611328,150.55157470703125,134.96640014648438,138.72970581054688,165.20083618164062,169.1146240234375,5.7427358670853135,5.583893801471737,6.856571140993184,6.63172926319366,-7.852371467710895,-8.17782370673336,2.788327806015456,2.7501617843467834,22.401453993246932,20.213606304937443,25.301277829067615,22.55508740188946
AVGO,2024-12-12,160.19927978515625,177.44679260253906,178.5636749267578,222.1914825439453,247.0990753173828,218.22799682617188,233.4702911376953,45.73741620486873,37.66362972981278,22.982215471754476,20.686956926970073,38.38149075882116,32.48441109600942,11.209967406608957,10.62498267629378,-1.7838153255895106,-1.799917082286946,5.076166045887587,4.951529211382107
AVGO,2025-03-06,216.7018280029297,197.64402770996097,177.8429412841797,193.21405029296875,182.7981719970703,193.7888641357422,190.51837158203125,-12.082711374518007,-12.877371547788302,-1.9505591030942515,-1.9698335586310516,2.7862959739135995,2.748185049996441,-5.390849309408363,-5.541598426381641,0.29750105745511846,0.2970593988018047,-1.3951773728929528,-1.4050014550180396
AVGO,2025-06-05,229.1568298339844,240.62808227539065,258.3817138671875,245.45913696289065,242.8249359130859,247.21859741210935,252.8521423339844,10.34021657445967,9.839828464618,2.7388802979263493,2.7020440587187933,-6.020850981001713,-6.20972472703755,-1.0731729453619776,-1.0789729798066987,0.7168038114159447,0.7142469839162967,3.011908809983077,2.967441507252231
AVGO,2025-09-04,288.55255126953125,307.53363037109375,304.9928894042969,333.6787414550781,344.3998107910156,358.5683898925781,343.6923828125,19.109112465085687,17.486979848820393,16.59485483259242,15.35349603045406,12.920603317568213,12.151476025901525,3.212991420785749,3.162454499673802,7.459165162564241,7.194073046204778,3.000982715816791,2.9568343126290126
AVGO,2025-12-11,402.1904602050781,389.4947509765625,405.5939331054687,359.24261474609375,339.1610412597656,339.7099914550781,349.3900146484375,-13.128219284395136,-14.07369393007678,-12.781882014240576,-13.675810158935855,-16.379163104599048,-17.88774517935516,-5.589975315295326,-5.752292478088208,-5.437167665874199,-5.590568000682065,-2.742603380898978,-2.7809148601822895
