ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
JPM,2021-01-15,bmo,2.62,3.79,26686419846.0,29266000000.0,2021-01-15T08:00:00-05:00
JPM,2021-04-14,bmo,3.1,4.59,29195525805.0,32250000000.0,2021-04-14T08:00:00-04:00
JPM,2021-07-13,bmo,3.21,3.78,29960500000.0,30486000000.0,2021-07-13T08:00:00-04:00
JPM,2021-10-13,bmo,3.0,3.74,29600500000.0,29661000000.0,2021-10-13T08:00:00-04:00
JPM,2022-01-14,bmo,3.01,3.33,31329400000.0,30706000000.0,2022-01-14T08:00:00-05:00
JPM,2022-04-13,bmo,2.69,2.76,30607875171.0,30718000000.0,2022-04-13T08:00:00-04:00
JPM,2022-07-14,bmo,2.88,2.76,31867527383.0,30709000000.0,2022-07-14T08:00:00-04:00
JPM,2022-10-14,bmo,2.88,3.36,32056129590.0,32702000000.0,2022-10-14T08:00:00-04:00
JPM,2023-01-13,bmo,3.07,3.56,34352586220.0,34512000000.0,2023-01-13T08:00:00-05:00
JPM,2023-04-14,bmo,3.41,4.32,35563400000.0,38348000000.0,2023-04-14T08:00:00-04:00
JPM,2023-07-14,bmo,4.0,4.98,38957600000.0,38582000000.0,2023-07-14T08:00:00-04:00
JPM,2023-10-13,bmo,3.96,4.5,39560200000.0,39761000000.0,2023-10-13T08:00:00-04:00
JPM,2024-01-12,bmo,3.32,3.04,41915200000.0,38600000000.0,2024-01-12T08:00:00-05:00
JPM,2024-04-12,bmo,4.11,4.44,41688837366.0,41908000000.0,2024-04-12T08:00:00-04:00
JPM,2024-07-12,bmo,5.88,4.4,42226052217.0,42068000000.0,2024-07-12T08:00:00-04:00
JPM,2024-10-11,bmo,4.01,4.37,41426533657.0,42656000000.0,2024-10-11T08:00:00-04:00
JPM,2025-01-15,bmo,3.89,4.81,41949586856.0,42791000000.0,2025-01-15T08:00:00-05:00
JPM,2025-04-11,bmo,4.63,5.07,43993969886.0,45327000000.0,2025-04-11T08:00:00-04:00
JPM,2025-07-15,bmo,4.48,4.96,43812377772.0,44912000000.0,2025-07-15T08:00:00-04:00
JPM,2025-10-14,bmo,4.85,5.07,45467182057.0,46427000000.0,2025-10-14T08:00:00-04:00
