ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
META,2021-01-27,amc,2021-01-27,2021-01-28,2021-02-04,2021-02-11,2021-02-26,270.2522277832031,263.1617431640625,264.6413879394531,268.514404296875,255.8328857421875
META,2021-04-28,amc,2021-04-28,2021-04-29,2021-05-06,2021-05-13,2021-05-27,304.9697265625,327.2242126464844,317.80010986328125,303.1424865722656,330.4417724609375
META,2021-07-28,amc,2021-07-28,2021-07-29,2021-08-05,2021-08-12,2021-08-26,370.6905822753906,355.83441162109375,360.4521789550781,360.13433837890625,361.8523559570313
META,2021-10-25,amc,2021-10-25,2021-10-26,2021-11-02,2021-11-09,2021-11-23,326.4099426269531,313.6192932128906,325.8041687011719,333.0435485839844,334.9106140136719
META,2022-02-02,amc,2022-02-02,2022-02-03,2022-02-10,2022-02-17,2022-03-04,320.7594299316406,236.11070251464844,226.4879150390625,206.2691650390625,198.67221069335935
META,2022-04-27,amc,2022-04-27,2022-04-28,2022-05-05,2022-05-12,2022-05-26,173.7364044189453,204.30288696289065,206.835205078125,189.91342163085935,190.3006896972656
META,2022-07-27,amc,2022-07-27,2022-07-28,2022-08-04,2022-08-11,2022-08-25,168.40365600585938,159.6051025390625,169.38677978515625,176.2587890625,167.60919189453125
META,2022-10-26,amc,2022-10-26,2022-10-27,2022-11-03,2022-11-10,2022-11-25,128.91944885253906,97.26060485839844,88.2932357788086,111.09397888183594,110.6371612548828
META,2023-02-01,amc,2023-02-01,2023-02-02,2023-02-09,2023-02-16,2023-03-03,152.05783081054688,187.4605255126953,176.685791015625,171.24380493164062,183.96495056152344
META,2023-04-26,amc,2023-04-26,2023-04-27,2023-05-04,2023-05-11,2023-05-25,207.9473876953125,236.9051513671875,231.9001007080078,234.1543426513672,250.9371032714844
META,2023-07-26,amc,2023-07-26,2023-07-27,2023-08-03,2023-08-10,2023-08-24,296.49884033203125,309.54766845703125,311.0174560546875,303.619140625,284.7608642578125
META,2023-10-25,amc,2023-10-25,2023-10-26,2023-11-02,2023-11-09,2023-11-24,297.4521789550781,286.3497619628906,308.7135314941406,318.3263854980469,335.8837585449219
META,2024-02-01,amc,2024-02-01,2024-02-02,2024-02-09,2024-02-16,2024-03-04,392.0414733886719,471.6950378417969,464.86279296875,470.03662109375,495.259033203125
META,2024-04-24,amc,2024-04-24,2024-04-25,2024-05-02,2024-05-09,2024-05-23,490.59661865234375,438.7832946777344,439.08154296875,472.6230163574219,463.0397033691406
META,2024-07-31,amc,2024-07-31,2024-08-01,2024-08-08,2024-08-15,2024-08-29,472.5050659179687,495.3029479980469,507.134765625,534.6990966796875,515.6826782226562
META,2024-10-30,amc,2024-10-30,2024-10-31,2024-11-07,2024-11-14,2024-11-29,589.4641723632812,565.3397827148438,589.3646850585938,574.8820190429688,572.05322265625
META,2025-01-29,amc,2025-01-29,2025-01-30,2025-02-06,2025-02-13,2025-02-28,674.363525390625,684.8405151367188,709.7518920898438,726.2698364257812,666.0995483398438
META,2025-04-30,amc,2025-04-30,2025-05-01,2025-05-08,2025-05-15,2025-05-30,547.7611694335938,570.9187622070312,596.6605834960938,642.4270629882812,646.0288696289062
META,2025-07-30,amc,2025-07-30,2025-07-31,2025-08-07,2025-08-14,2025-08-28,694.1749267578125,772.2884521484375,760.6957397460938,780.9655151367188,749.99169921875
META,2025-10-29,amc,2025-10-29,2025-10-30,2025-11-06,2025-11-13,2025-11-28,751.0574340820312,665.9268798828125,618.4356079101562,609.3930053710938,647.4219970703125
