ticker,earnings_date,day0_date,section,speaker_type,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
META,2021-01-27,2021-01-28,all,all,9452.0,19920.0,260.0,150.0,128.0,20.0,24.0,86.0,80.0,4.0,0.027507405840033854,0.015869657215404148,0.013542107490478206,0.0021159542953872196,0.0025391451544646637,0.011637748624629707
META,2021-01-27,2021-01-28,prepared,all,5530.0,10962.0,150.0,82.0,64.0,10.0,12.0,48.0,34.0,2.0,0.027124773960216998,0.014828209764918625,0.011573236889692586,0.0018083182640144665,0.00216998191681736,0.012296564195298372
META,2021-01-27,2021-01-28,qa,all,3922.0,8958.0,110.0,68.0,64.0,10.0,12.0,38.0,46.0,2.0,0.02804691483936767,0.017338092809790925,0.01631820499745028,0.0025497195308516064,0.0030596634370219276,0.010708822029576747
META,2021-04-28,2021-04-29,all,all,9422.0,19860.0,344.0,90.0,108.0,16.0,30.0,82.0,78.0,12.0,0.03651029505412864,0.00955211207811505,0.011462534493738059,0.0016981532583315645,0.0031840373593716833,0.026958182976013587
META,2021-04-28,2021-04-29,prepared,all,4332.0,8290.0,160.0,20.0,44.0,10.0,18.0,32.0,20.0,10.0,0.03693444136657433,0.0046168051708217915,0.010156971375807941,0.0023084025854108957,0.004155124653739612,0.032317636195752536
META,2021-04-28,2021-04-29,qa,all,5090.0,11570.0,184.0,70.0,64.0,6.0,12.0,50.0,58.0,2.0,0.03614931237721022,0.0137524557956778,0.012573673870333988,0.0011787819253438114,0.002357563850687623,0.022396856581532416
META,2021-07-28,2021-07-29,all,all,10016.0,20960.0,340.0,106.0,118.0,8.0,20.0,60.0,88.0,6.0,0.03394568690095846,0.010583067092651758,0.01178115015974441,0.0007987220447284345,0.001996805111821086,0.02336261980830671
META,2021-07-28,2021-07-29,prepared,all,4548.0,8748.0,150.0,24.0,36.0,4.0,14.0,34.0,20.0,4.0,0.032981530343007916,0.005277044854881266,0.0079155672823219,0.0008795074758135445,0.0030782761653474055,0.027704485488126648
META,2021-07-28,2021-07-29,qa,all,5468.0,12212.0,190.0,82.0,82.0,4.0,6.0,26.0,68.0,2.0,0.034747622531089976,0.014996342355523043,0.014996342355523043,0.000731528895391368,0.0010972933430870519,0.019751280175566936
META,2021-10-25,2021-10-26,all,all,9102.0,19010.0,320.0,148.0,118.0,12.0,14.0,124.0,48.0,20.0,0.03515710832784003,0.016260162601626018,0.012964183695891012,0.0013183915622940012,0.0015381234893430016,0.018896945726214018
META,2021-10-25,2021-10-26,prepared,all,4678.0,8950.0,156.0,58.0,62.0,10.0,10.0,80.0,16.0,20.0,0.033347584437793926,0.012398460880718255,0.013253527148353997,0.0021376656690893546,0.0021376656690893546,0.020949123557075674
META,2021-10-25,2021-10-26,qa,all,4424.0,10060.0,164.0,90.0,56.0,2.0,4.0,44.0,32.0,0.0,0.037070524412296565,0.02034358047016275,0.012658227848101266,0.0004520795660036166,0.0009041591320072332,0.016726943942133816
META,2022-02-02,2022-02-03,all,all,9662.0,20180.0,246.0,156.0,142.0,18.0,26.0,122.0,86.0,22.0,0.025460567170358103,0.016145725522666115,0.014696750155247362,0.0018629683295383979,0.0026909542537776857,0.00931484164769199
META,2022-02-02,2022-02-03,prepared,all,4908.0,9280.0,164.0,52.0,48.0,12.0,12.0,58.0,22.0,22.0,0.03341483292583537,0.010594947025264874,0.009779951100244499,0.0024449877750611247,0.0024449877750611247,0.022819885900570498
META,2022-02-02,2022-02-03,qa,all,4754.0,10900.0,82.0,104.0,94.0,6.0,14.0,64.0,64.0,0.0,0.01724863273033235,0.02187631468237274,0.019772822885990745,0.0012620950778291964,0.002944888514934792,-0.004627681952040387
META,2022-04-27,2022-04-28,all,all,9470.0,19764.0,320.0,174.0,146.0,32.0,16.0,126.0,84.0,16.0,0.0337909186906019,0.018373812038014782,0.015417106652587118,0.00337909186906019,0.001689545934530095,0.015417106652587118
META,2022-04-27,2022-04-28,prepared,all,4600.0,8608.0,148.0,68.0,50.0,8.0,8.0,62.0,18.0,10.0,0.03217391304347826,0.014782608695652174,0.010869565217391304,0.0017391304347826088,0.0017391304347826088,0.017391304347826087
META,2022-04-27,2022-04-28,qa,all,4870.0,11156.0,172.0,106.0,96.0,24.0,8.0,64.0,66.0,6.0,0.035318275154004104,0.021765913757700206,0.01971252566735113,0.004928131416837783,0.0016427104722792608,0.013552361396303902
META,2022-07-27,2022-07-28,all,all,9720.0,20198.0,352.0,166.0,128.0,14.0,10.0,112.0,64.0,16.0,0.03621399176954732,0.017078189300411523,0.01316872427983539,0.001440329218106996,0.00102880658436214,0.019135802469135803
META,2022-07-27,2022-07-28,prepared,all,5150.0,9988.0,162.0,90.0,68.0,6.0,8.0,66.0,16.0,12.0,0.03145631067961165,0.017475728155339806,0.01320388349514563,0.0011650485436893205,0.0015533980582524273,0.013980582524271845
META,2022-07-27,2022-07-28,qa,all,4570.0,10210.0,190.0,76.0,60.0,8.0,2.0,46.0,48.0,4.0,0.04157549234135667,0.01663019693654267,0.01312910284463895,0.00175054704595186,0.000437636761487965,0.024945295404814005
META,2022-10-26,2022-10-27,all,all,8848.0,18744.0,270.0,122.0,168.0,2.0,18.0,90.0,80.0,12.0,0.030515370705244124,0.013788426763110307,0.0189873417721519,0.0002260397830018083,0.002034358047016275,0.016726943942133816
META,2022-10-26,2022-10-27,prepared,all,3890.0,7326.0,114.0,46.0,70.0,2.0,8.0,50.0,22.0,12.0,0.02930591259640103,0.011825192802056555,0.017994858611825194,0.0005141388174807198,0.002056555269922879,0.017480719794344474
META,2022-10-26,2022-10-27,qa,all,4958.0,11418.0,156.0,76.0,98.0,0.0,10.0,40.0,58.0,0.0,0.03146430012101654,0.015328761597418314,0.019766034691407825,0.0,0.002016942315449778,0.016135538523598225
META,2023-02-01,2023-02-02,all,all,9110.0,19032.0,372.0,180.0,150.0,18.0,16.0,130.0,88.0,16.0,0.040834248079034026,0.019758507135016465,0.01646542261251372,0.0019758507135016466,0.001756311745334797,0.021075740944017565
META,2023-02-01,2023-02-02,prepared,all,3624.0,7002.0,172.0,76.0,62.0,6.0,8.0,40.0,24.0,16.0,0.04746136865342163,0.02097130242825607,0.017108167770419427,0.0016556291390728477,0.002207505518763797,0.026490066225165563
META,2023-02-01,2023-02-02,qa,all,5486.0,12030.0,200.0,104.0,88.0,12.0,8.0,90.0,64.0,0.0,0.03645643456069996,0.018957345971563982,0.016040831206707983,0.002187386073641998,0.0014582573824279985,0.017499088589135983
