ticker,t_earnings_date,announce_timing,pre_date,post_date,d5,d10,d20,pre_adj_close,post_adj_close,adj_close_5,adj_close_10,adj_close_20,post_minus_pre,r_post_pre,drift_5,drift_10,drift_20,r_5_post,r_10_post,r_20_post,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise,revenue_surprise,news_tminus1_date,news_tplus1_date,news_tminus1_k,news_tminus1_pos,news_tminus1_neu,news_tminus1_neg,news_tminus1_pos_share,news_tminus1_neu_share,news_tminus1_neg_share,news_tplus1_k,news_tplus1_pos,news_tplus1_neu,news_tplus1_neg,news_tplus1_pos_share,news_tplus1_neu_share,news_tplus1_neg_share,transcript_date_used,transcript_sentence_k,transcript_pos,transcript_neu,transcript_neg,transcript_pos_share,transcript_neu_share,transcript_neg_share
META,2021-01-27,amc,2021-01-27,2021-01-28,2021-02-04,2021-02-11,2021-02-26,270.2522277832031,263.1617431640625,264.641357421875,268.51434326171875,255.8329162597656,-7.090484619140625,-0.026236544569129827,1.4796142578125,5.35260009765625,-7.328826904296903,0.0056224519568182085,0.020339582924556288,-0.027849134969925693,3.22,3.88,22317316770.0,28072000000.0,0.20496894409937877,0.25785730826457237,2021-01-26,2021-01-28,13,4,8,1,0.3076923076923077,0.6153846153846154,0.07692307692307693,15,5,4,6,0.3333333333333333,0.26666666666666666,0.4,2021-01-27,536,81,434,21,0.15111940298507462,0.8097014925373134,0.03917910447761194
META,2021-04-28,amc,2021-04-28,2021-04-29,2021-05-06,2021-05-13,2021-05-27,304.96966552734375,327.2242126464844,317.800048828125,303.1424865722656,330.4417724609375,22.254547119140625,0.07297298595471391,-9.424163818359375,-24.08172607421875,3.217559814453125,-0.028800325447007058,-0.0735939613986798,0.009832890385557125,2.37,3.3,23516800000.0,26171000000.0,0.3924050632911391,0.11286399510137433,2021-04-27,2021-04-29,16,5,6,5,0.3125,0.375,0.3125,31,16,10,5,0.5161290322580645,0.3225806451612903,0.16129032258064516,2021-04-28,536,100,424,12,0.1865671641791045,0.7910447761194029,0.022388059701492536
META,2021-07-28,amc,2021-07-28,2021-07-29,2021-08-05,2021-08-12,2021-08-26,370.6906127929687,355.8343811035156,360.4521484375,360.13433837890625,361.8523254394531,-14.856231689453068,-0.040077172652198456,4.617767333984375,4.299957275390625,6.0179443359375,0.012977293873806417,0.012084153481896731,0.016912205946133296,3.03,3.61,29481700000.0,29077000000.0,0.19141914191419146,-0.013727159559998236,2021-07-27,2021-07-29,21,6,11,4,0.2857142857142857,0.5238095238095238,0.19047619047619047,14,5,4,5,0.35714285714285715,0.2857142857142857,0.35714285714285715,2021-07-29,532,99,424,9,0.18609022556390978,0.7969924812030075,0.016917293233082706
META,2021-10-25,amc,2021-10-25,2021-10-26,2021-11-02,2021-11-09,2021-11-23,326.4099426269531,313.6192932128906,325.8041687011719,333.0435791015625,334.9105224609375,-12.7906494140625,-0.039185844987205676,12.18487548828125,19.424285888671875,21.291229248046875,0.03885244228265616,0.06193587674303669,0.06788877377385716,3.19,3.22,29545600000.0,29010000000.0,0.009404388714733621,-0.0181279107549009,2021-10-24,2021-10-26,3,0,0,3,0.0,0.0,1.0,17,5,7,5,0.29411764705882354,0.4117647058823529,0.29411764705882354,2021-10-25,558,110,421,27,0.1971326164874552,0.7544802867383512,0.04838709677419355
META,2022-02-02,amc,2022-02-02,2022-02-03,2022-02-10,2022-02-17,2022-03-04,320.7593994140625,236.11070251464844,226.48793029785156,206.2691650390625,198.6722412109375,-84.64869689941406,-0.2639009084505193,-9.622772216796875,-29.841537475585938,-37.43846130371094,-0.0407553410934427,-0.12638790684947687,-0.15856316933108205,3.84,3.67,33370161276.0,33671000000.0,-0.044270833333333315,0.00901520138041301,2022-02-01,2022-02-03,13,2,6,5,0.15384615384615385,0.46153846153846156,0.38461538461538464,68,5,13,50,0.07352941176470588,0.19117647058823528,0.7352941176470589,2022-02-02,519,98,385,36,0.18882466281310212,0.7418111753371869,0.06936416184971098
META,2022-04-27,amc,2022-04-27,2022-04-28,2022-05-05,2022-05-12,2022-05-26,173.7363739013672,204.30287170410156,206.8351898193359,189.9134063720703,190.30067443847656,30.566497802734375,0.17593608705156605,2.5323181152343466,-14.38946533203125,-14.002197265625,0.012394921785054525,-0.0704320267845866,-0.06853646817997172,2.56,2.72,28278997754.0,27908000000.0,0.06250000000000006,-0.013119197406758279,2022-04-26,2022-04-28,13,2,4,7,0.15384615384615385,0.3076923076923077,0.5384615384615384,21,13,4,4,0.6190476190476191,0.19047619047619047,0.19047619047619047,2022-04-27,527,93,402,32,0.17647058823529413,0.7628083491461101,0.06072106261859583
META,2022-07-27,amc,2022-07-27,2022-07-28,2022-08-04,2022-08-11,2022-08-25,168.40365600585938,159.6051025390625,169.3867950439453,176.2587890625,167.6092071533203,-8.798553466796875,-0.052246807910694915,9.781692504882812,16.6536865234375,8.004104614257812,0.061286840766815676,0.10434307085740935,0.05014942810051348,2.59,2.46,28908384447.0,28822000000.0,-0.050193050193050155,-0.002988214272519288,2022-07-26,2022-07-28,18,3,8,7,0.16666666666666666,0.4444444444444444,0.3888888888888889,25,1,4,20,0.04,0.16,0.8,2022-07-29,556,101,410,45,0.18165467625899281,0.737410071942446,0.08093525179856115
META,2022-10-26,amc,2022-10-26,2022-10-27,2022-11-03,2022-11-10,2022-11-25,128.9194793701172,97.26060485839844,88.29324340820312,111.09398651123048,110.63716888427734,-31.65887451171875,-0.24557091501144468,-8.967361450195312,13.833381652832045,13.376564025878906,-0.09219931814377347,0.14223005987853,0.1375332185662821,1.89,1.64,27439470981.0,27714000000.0,-0.1322751322751323,0.010004894744147692,2022-10-25,2022-10-27,26,5,9,12,0.19230769230769232,0.34615384615384615,0.46153846153846156,40,2,8,30,0.05,0.2,0.75,2022-10-26,479,105,347,27,0.21920668058455114,0.7244258872651357,0.05636743215031315
META,2023-02-01,amc,2023-02-01,2023-02-02,2023-02-09,2023-02-16,2023-03-03,152.05780029296875,187.4605255126953,176.68580627441406,171.24380493164062,183.96495056152344,35.40272521972656,0.23282413103120247,-10.77471923828125,-16.216720581054688,-3.495574951171875,-0.05747726999491187,-0.0865073888846879,-0.018646992168680043,2.22,1.76,31551048476.0,32165000000.0,-0.20720720720720728,0.01945898959481539,2023-01-31,2023-02-02,10,2,6,2,0.2,0.6,0.2,27,16,7,4,0.5925925925925926,0.25925925925925924,0.14814814814814814,2023-02-01,528,106,386,36,0.20075757575757575,0.7310606060606061,0.06818181818181818
META,2023-04-26,amc,2023-04-26,2023-04-27,2023-05-04,2023-05-11,2023-05-25,207.94741821289065,236.90513610839844,231.9001007080078,234.1543731689453,250.9371337890625,28.957717895507784,0.13925500082843878,-5.005035400390625,-2.750762939453125,14.031997680664062,-0.021126749223792762,-0.011611242308374847,0.05923044941602096,2.03,2.2,27654600000.0,28645000000.0,0.08374384236453221,0.035813210098862396,2023-04-25,2023-04-27,9,2,2,5,0.2222222222222222,0.2222222222222222,0.5555555555555556,41,25,10,6,0.6097560975609756,0.24390243902439024,0.14634146341463414,2023-04-26,534,123,385,26,0.2303370786516854,0.7209737827715356,0.04868913857677903
