ticker,earnings_date,day0_date,nw_lm_constr_prop__all,nw_lm_constr_prop__post,nw_lm_constr_prop__pre,nw_lm_lit_prop__all,nw_lm_lit_prop__post,nw_lm_lit_prop__pre,nw_lm_neg_prop__all,nw_lm_neg_prop__post,nw_lm_neg_prop__pre,nw_lm_pos_prop__all,nw_lm_pos_prop__post,nw_lm_pos_prop__pre,nw_lm_tone__all,nw_lm_tone__post,nw_lm_tone__pre,nw_lm_unc_prop__all,nw_lm_unc_prop__post,nw_lm_unc_prop__pre,nw_n_tokens__all,nw_n_tokens__post,nw_n_tokens__pre,nw_lm_pos_prop__post_minus_pre,nw_lm_neg_prop__post_minus_pre,nw_lm_unc_prop__post_minus_pre,nw_lm_lit_prop__post_minus_pre,nw_lm_constr_prop__post_minus_pre,nw_lm_tone__post_minus_pre
META,2021-01-27,2021-01-28,0.0023181686467690526,0.0028951939779965257,0.0017401392111368909,0.024920312952767313,0.023161551823972205,0.02668213457076566,0.04665314401622718,0.03937463810075275,0.05394431554524362,0.021443059982613734,0.024319629415170817,0.018561484918793503,-0.025210084033613446,-0.015055008685581933,-0.03538283062645012,0.01854534917415242,0.01563404748118124,0.021461716937354988,3451.0,1727.0,1724.0,0.005758144496377314,-0.01456967744449087,-0.005827669456173749,-0.0035205827467934547,0.0011550547668596348,0.020327821940868185
META,2021-04-28,2021-04-29,0.0011444921316165952,0.002277904328018223,0.0,0.013161659513590844,0.011389521640091117,0.014951121334100058,0.03061516452074392,0.030751708428246014,0.030477285796434734,0.015164520743919885,0.0193621867881549,0.010925819436457734,-0.015450643776824034,-0.011389521640091117,-0.019551466359977,0.013161659513590844,0.014236902050113895,0.012075905692926969,3495.0,1756.0,1739.0,0.008436367351697165,0.00027442263181128024,0.002160996357186926,-0.003561599694008941,0.002277904328018223,0.008161944719885883
META,2021-07-28,2021-07-29,0.004027617951668585,0.004357298474945534,0.003811338732729871,0.014096662830840045,0.012345679012345678,0.015245354930919485,0.0523590333716916,0.04938271604938271,0.054311576941400666,0.018411967779056387,0.01597676107480029,0.020009528346831826,-0.03394706559263521,-0.03340595497458242,-0.03430204859456884,0.01380897583429229,0.017429193899782137,0.011434016198189614,3476.0,1377.0,2099.0,-0.004032767272031536,-0.004928860892017953,0.005995177701592523,-0.0028996759185738064,0.000545959742215663,0.000896093619986417
META,2021-10-25,2021-10-26,0.0023378141437755697,0.0026338893766461808,0.0021015761821366026,0.022014416520553283,0.014925373134328358,0.0276707530647986,0.05006818624586012,0.038191395961369626,0.0595446584938704,0.013637249172024158,0.012730465320456541,0.01436077057793345,-0.03643093707383596,-0.025460930640913083,-0.04518388791593695,0.011104617182933957,0.00877963125548727,0.012959719789842382,5133.0,2278.0,2855.0,-0.0016303052574769081,-0.021353262532500777,-0.0041800885343551124,-0.012745379930470242,0.0005323131945095781,0.019722957275023868
META,2022-02-02,2022-02-03,0.0011221245558256966,0.0013736263736263737,0.0005858230814294083,0.0173929306152983,0.019230769230769232,0.013473930872876391,0.05461006171685057,0.05989010989010989,0.043350908025776215,0.011595287076865532,0.013186813186813187,0.008201523140011716,-0.043014774639985036,-0.046703296703296704,-0.0351493848857645,0.012717411632691229,0.013186813186813187,0.011716461628588167,5347.0,3640.0,1707.0,0.0049852900468014705,0.016539201864333677,0.00147035155822502,0.005756838357892841,0.0007878032921969654,-0.011553911817532202
META,2022-04-27,2022-04-28,0.0031065548306927616,0.00474934036939314,0.0007552870090634441,0.012115563839701771,0.01424802110817942,0.00906344410876133,0.04504504504504504,0.04116094986807388,0.05060422960725076,0.016464740602671637,0.018469656992084433,0.013595166163141994,-0.02858030444237341,-0.022691292875989446,-0.03700906344410876,0.021435228331780055,0.017414248021108178,0.027190332326283987,3219.0,1895.0,1324.0,0.004874490828942439,-0.009443279739176878,-0.009776084305175809,0.00518457699941809,0.003994053360329696,0.014317770568119313
META,2022-07-27,2022-07-28,0.00028968713789107763,0.0008928571428571428,0.0,0.013325608342989572,0.011607142857142858,0.014150943396226415,0.05590961761297798,0.04732142857142857,0.060034305317324184,0.015643105446118192,0.020535714285714286,0.013293310463121783,-0.040266512166859794,-0.026785714285714284,-0.046740994854202404,0.01216685979142526,0.010714285714285714,0.012864493996569469,3452.0,1120.0,2332.0,0.0072424038225925025,-0.012712876745895614,-0.0021502082822837543,-0.002543800539083558,0.0008928571428571428,0.01995528056848812
META,2022-10-26,2022-10-27,0.0014577259475218659,0.0010057832537088258,0.002275830678197542,0.008098477486232589,0.006286145335680161,0.01137915339098771,0.06154842889536767,0.0623585617299472,0.06008192990441511,0.017978620019436346,0.017098315313050037,0.01957214383249886,-0.04356980887593132,-0.04526024641689716,-0.04050978607191625,0.015873015873015872,0.01760120693990445,0.012744651797906235,6174.0,3977.0,2197.0,-0.002473828519448825,0.0022766318255320883,0.0048565551419982155,-0.00509300805530755,-0.0012700474244887162,-0.00475046034498091
META,2023-02-01,2023-02-02,0.0012309207287050715,0.0011131725417439704,0.001463057790782736,0.01501723289020187,0.017439703153988868,0.010241404535479151,0.0379123584441162,0.03784786641929499,0.038039502560351136,0.03052683407188577,0.034879406307977735,0.021945866861741038,-0.007385524372230428,-0.002968460111317254,-0.016093635698610095,0.014032496307237814,0.013729128014842301,0.014630577907827359,4062.0,2695.0,1367.0,0.012933539446236698,-0.0001916361410561479,-0.0009014498929850578,0.007198298618509716,-0.0003498852490387656,0.013125175587292842
META,2023-04-26,2023-04-27,0.0027733755942947703,0.00303951367781155,0.0024834437086092716,0.015253565768621236,0.020516717325227963,0.009519867549668874,0.04080824088748019,0.04521276595744681,0.036009933774834434,0.029318541996830427,0.03229483282674772,0.026076158940397352,-0.011489698890649762,-0.012917933130699088,-0.009933774834437087,0.017828843106180665,0.016717325227963525,0.01903973509933775,5048.0,2632.0,2416.0,0.006218673886350369,0.009202832182612378,-0.0023224098713742237,0.010996849775559089,0.0005560699692022785,-0.0029841582962620017
META,2023-07-26,2023-07-27,0.004022749341101401,0.002369668246445498,0.0054787372815027395,0.011790817034262727,0.012440758293838863,0.01121836681450561,0.02510750450825357,0.0254739336492891,0.02478476389251239,0.02871410736579276,0.03139810426540284,0.026350117401513176,0.003606602857539187,0.005924170616113744,0.0015653535090007827,0.0149812734082397,0.014514218009478674,0.015392642838507697,7209.0,3376.0,3833.0,0.0050479868638896655,0.0006891697567767072,-0.0008784248290290234,0.0012223914793332534,-0.0031090690350572417,0.004358817107112961
META,2023-10-25,2023-10-26,0.0032674118658641443,0.005123278898495036,0.001114413075780089,0.015821152192605333,0.008005123278898496,0.02488855869242199,0.03353396388650043,0.0281780339417227,0.03974739970282318,0.027858985382631127,0.03170028818443804,0.023402674591381872,-0.005674978503869304,0.0035222542427153377,-0.01634472511144131,0.015649183147033535,0.01921229586935639,0.011515601783060922,5815.0,3123.0,2692.0,0.008297613593056169,-0.011569365761100476,0.007696694086295468,-0.016883435413523495,0.004008865822714947,0.019866979354156645
