ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
GOOGL,2021-02-02,amc,0.8,1.12,53074900000.0,56898000000.0,2021-02-02T16:30:00-05:00
GOOGL,2021-04-27,amc,0.79,1.31,46297503317.0,55314000000.0,2021-04-27T16:30:00-04:00
GOOGL,2021-07-27,amc,0.97,1.36,63237000000.0,61880000000.0,2021-07-27T16:30:00-04:00
GOOGL,2021-10-26,amc,1.17,1.4,63259500000.0,65118000000.0,2021-10-26T16:30:00-04:00
GOOGL,2022-02-01,amc,1.37,1.53,72270996583.0,75325000000.0,2022-02-01T16:30:00-05:00
GOOGL,2022-04-26,amc,1.3,1.23,68055248066.0,68011000000.0,2022-04-26T16:30:00-04:00
GOOGL,2022-07-26,amc,1.28,1.21,69798841230.0,69685000000.0,2022-07-26T16:30:00-04:00
GOOGL,2022-10-25,amc,1.25,1.06,70976575302.0,69092000000.0,2022-10-25T16:30:00-04:00
GOOGL,2023-02-02,amc,1.18,1.05,76178599640.0,76048000000.0,2023-02-02T16:30:00-05:00
GOOGL,2023-04-25,amc,1.07,1.17,68904000000.0,69787000000.0,2023-04-25T16:30:00-04:00
GOOGL,2023-07-25,amc,1.34,1.44,72798900000.0,74604000000.0,2023-07-25T16:30:00-04:00
GOOGL,2023-10-24,amc,1.45,1.55,75943800000.0,76693000000.0,2023-10-24T16:30:00-04:00
GOOGL,2024-01-30,amc,1.59,1.64,85305800000.0,86310000000.0,2024-01-30T16:30:00-05:00
GOOGL,2024-04-25,amc,1.51,1.89,78609200000.0,80539000000.0,2024-04-25T16:30:00-04:00
GOOGL,2024-07-23,amc,1.84,1.89,84191000000.0,84742000000.0,2024-07-23T16:30:00-04:00
GOOGL,2025-02-04,amc,2.12,2.15,96668969540.0,96469000000.0,2025-02-04T16:30:00-05:00
GOOGL,2025-07-23,amc,2.15,2.31,99826215370.0,96428000000.0,2025-07-23T16:30:00-04:00
GOOGL,2025-10-29,amc,2.3,2.87,99927409490.0,102346000000.0,2025-10-29T16:30:00-04:00
