date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,AMZN,USD,0001018724,2021-02-03,2021-02-02 19:44:10,2020,Q4,125555000000,79284000000,46271000000,12049000000,1968000000,7403000000,9371000000,17978000000,39398000000,118682000000,-314000000,100000000,414000000,7618000000,15797000000,8179000000,-1306000000,6873000000,914000000,7787000000,565000000,7222000000,0,0,7222000000,0,7222000000,0.72,0.7,10040000000,10260000000
2021-03-31,AMZN,USD,0001018724,2021-04-30,2021-04-29 18:48:35,2021,Q1,108518000000,62403000000,46115000000,12488000000,1987000000,6207000000,8194000000,16568000000,37250000000,99653000000,-294000000,105000000,399000000,7508000000,18175000000,10667000000,-1802000000,8865000000,1398000000,10263000000,2156000000,8107000000,0,0,8107000000,0,8107000000,0.8,0.79,10080000000,10260000000
2021-06-30,AMZN,USD,0001018724,2021-07-30,2021-07-29 19:02:39,2021,Q2,113080000000,64176000000,48904000000,13871000000,2158000000,7524000000,9682000000,17649000000,41202000000,105378000000,-329000000,106000000,435000000,8038000000,17107000000,9069000000,-1367000000,7702000000,944000000,8646000000,868000000,7778000000,0,0,7778000000,0,7778000000,0.77,0.76,10100000000,10280000000
2021-09-30,AMZN,USD,0001018724,2021-10-29,2021-10-28 18:29:31,2021,Q3,110812000000,62930000000,47882000000,14380000000,2153000000,8010000000,10163000000,18487000000,43030000000,105960000000,-374000000,119000000,493000000,8948000000,13756000000,4808000000,44000000,4852000000,-541000000,4311000000,1155000000,3156000000,0,0,3156000000,0,3156000000,0.31,0.31,10140000000,10300000000
2021-12-31,AMZN,USD,0001018724,2022-02-04,2022-02-03 18:46:51,2021,Q4,137412000000,82835000000,54577000000,15313000000,2525000000,10810000000,13335000000,22469000000,51117000000,133952000000,-364000000,118000000,482000000,9802000000,25218000000,15416000000,-11956000000,3460000000,11475000000,14935000000,612000000,14323000000,0,0,14323000000,0,14323000000,1.41,1.39,10160000000,10320000000
2022-03-31,AMZN,USD,0001018724,2022-04-29,2022-04-28 18:29:24,2022,Q1,116444000000,66499000000,49945000000,14842000000,2594000000,8320000000,10914000000,20520000000,46276000000,112775000000,-364000000,108000000,472000000,9193000000,4400000000,-4793000000,8462000000,3669000000,-8935000000,-5266000000,-1422000000,-3844000000,0,0,-3844000000,0,-3844000000,-0.38,-0.38,10180000000,10180000000
2022-06-30,AMZN,USD,0001018724,2022-07-29,2022-07-28 18:24:06,2022,Q2,121234000000,66424000000,54810000000,18072000000,2903000000,10086000000,12989000000,20432000000,51493000000,117917000000,-425000000,159000000,584000000,9716000000,7647000000,-2069000000,5386000000,3317000000,-5982000000,-2665000000,-637000000,-2028000000,0,0,-2028000000,0,-2028000000,-0.2,-0.2,10175000000,10175000000
2022-09-30,AMZN,USD,0001018724,2022-10-28,2022-10-27 18:23:57,2022,Q3,127101000000,70268000000,56833000000,19485000000,3061000000,11014000000,14075000000,20748000000,54308000000,124576000000,-340000000,277000000,617000000,10327000000,13888000000,3561000000,-1036000000,2525000000,416000000,2941000000,69000000,2872000000,0,0,2872000000,0,2872000000,0.28,0.28,10191000000,10331000000
2022-12-31,AMZN,USD,0001018724,2023-02-03,2023-02-02 18:27:34,2022,Q4,149204000000,85640000000,63564000000,20814000000,3333000000,12818000000,16151000000,23862000000,60827000000,146467000000,-249000000,445000000,694000000,13145000000,12877000000,-268000000,3005000000,2737000000,-3686000000,-949000000,-1227000000,278000000,0,0,278000000,0,278000000,0.0272,0.027,10220000000,10308000000
2023-03-31,AMZN,USD,0001018724,2023-04-28,2023-04-27 18:24:51,2023,Q1,127358000000,67791000000,59567000000,20450000000,3043000000,10172000000,13215000000,21128000000,54793000000,122584000000,-212000000,611000000,823000000,11123000000,16065000000,4942000000,-168000000,4774000000,-654000000,4120000000,948000000,3172000000,0,0,3172000000,0,3172000000,0.31,0.31,10250000000,10347000000
2023-06-30,AMZN,USD,0001018724,2023-08-04,2023-08-03 18:24:35,2023,Q2,134383000000,69373000000,65010000000,21931000000,3202000000,10745000000,13947000000,21451000000,57329000000,126702000000,-179000000,661000000,840000000,11589000000,19992000000,8403000000,-722000000,7681000000,-127000000,7554000000,804000000,6750000000,0,0,6750000000,0,6750000000,0.66,0.65,10285000000,10449000000
