period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-31,1,125555000000,15797000000,8179000000,7222000000,0.72,119700689635,15191098146,6600190755,6935337935,0.35958,5854310365,4.890790840764065,605901854,3.9885322850049607,1578809245,23.920660835506414,286662065,4.13335395746653,0.36041999999999996,100.23360587351908
2021-03-31,2,108518000000,18175000000,10667000000,8107000000,0.8,104510184317,15052130422,7343815970,6715884498,0.47692,4007815683,3.8348565828221144,3122869578,20.747027101463683,3323184030,45.25146114193818,1391115502,20.713809214769494,0.32308000000000003,67.74301769688837
2021-06-30,3,113080000000,17107000000,9069000000,7778000000,0.77,115421478612,13056389525,5874193125,5932157119,0.61158,-2341478612,-2.028633353304282,4050610475,31.023970809418692,3194806875,54.38716104520312,1845842881,31.115879838852933,0.15842,25.90339775663037
2021-09-30,4,110812000000,13756000000,4808000000,3156000000,0.31,111550981432,18068771300,6375049326,4146672645,0.44489,-738981432,-0.6624607175244561,-4312771300,-23.868647338516038,-1567049326,-24.58097570490861,-990672645,-23.890784969354627,-0.13489,-30.319854346018115
2021-12-31,5,137412000000,25218000000,15416000000,14323000000,1.41,137681864590,131032837815,17977462184,74419419327,0.18061,-269864590,-0.19600590884182476,-105814837815,-80.75444261109243,-2561462184,-14.248185632562253,-60096419327,-80.7536794434467,1.22939,680.6876695642545
2022-03-31,6,116444000000,4400000000,-4793000000,-3844000000,-0.38,116450273046,10936455501,9590309569,-10047737798,0.41753,-6273046,-0.005386888184901062,-6536455501,-59.76758649456695,-14383309569,-149.9775316481236,6203737798,61.74263224936914,-0.7975300000000001,-191.01142432879075
2022-06-30,7,121234000000,7647000000,-2069000000,-2028000000,-0.2,118999465993,23182971428,10235314285,-6257828571,0.1199,2234534007,1.877768096145443,-15535971428,-67.01458213089938,-12304314285,-120.21432798631449,4229828571,67.59259259037314,-0.3199,-266.8056713928273
2022-09-30,8,127101000000,13888000000,3561000000,2872000000,0.28,127307504866,19875648430,7012554259,4561339909,0.2176,-206504866,-0.16220949913154037,-5987648430,-30.125550122743842,-3451554259,-49.21964424831697,-1689339909,-37.03604516880568,0.06240000000000004,28.676470588235315
2022-12-31,9,149204000000,12877000000,-268000000,278000000,0.0272,145712886275,20828065010,22741489662,94140565449,0.1739,3491113725,2.39588537036547,-7951065010,-38.17476566441733,-23009489662,-101.17846281832547,-93862565449,-99.70469690863435,-0.1467,-84.3588269120184
2023-03-31,10,127358000000,16065000000,4942000000,3172000000,0.31,124602516664,10225585893,8966939446,-9394634841,0.2132,2755483336,2.2114186854109588,5839414107,57.10591224897357,-4024939446,-44.8864350009128,12566634841,133.76395201819636,0.0968,45.40337711069418
2023-06-30,11,134383000000,19992000000,8403000000,6750000000,0.66,131494034332,25501268570,11258845713,-6883611427,0.35391,2888965668,2.197031738113574,-5509268570,-21.603900036883537,-2855845713,-25.36535081658064,13633611427,198.05899231214696,0.30609000000000003,86.48809019242181
2023-09-30,12,143083000000,25126000000,12995000000,9879000000,0.96,141503146530,21863213272,7713809684,5017473899,0.58539,1579853470,1.1164793919724296,3262786728,14.923637652927344,5281190316,68.4640992239445,4861526101,96.89190614362576,0.37461,63.99323527904475
2023-12-31,13,169961000000,28219000000,14399000000,10624000000,1.03,165925896620,23717293988,25015638627,103554621993,0.79459,4035103380,2.431870770143318,4501706012,18.980689847154075,-10616638627,-42.44000637081957,-92930621993,-89.74068004350578,0.23541,29.626599881699995
2024-03-31,14,143313000000,25311000000,13627000000,10431000000,1.0,142654075913,9560922809,8384088382,-8783983576,0.84166,658924087,0.4619034421433959,15750077191,164.73385995935405,5242911618,62.53406904984604,19214983576,218.75022203479583,0.15834000000000004,18.812822279780438
2024-06-30,15,147977000000,27872000000,15834000000,13485000000,1.29,148665347243,21250087047,9728762544,11213404651,1.03397,-688347243,-0.4630179498890662,6621912953,31.161815659173286,6105237456,62.75451197814742,2271595349,20.257855840397426,0.25603,24.76184028550151
2024-09-30,16,158877000000,32082000000,18640000000,15328000000,1.46,157275157418,22480765339,10292194442,12363625351,1.14003,1601842582,1.018496886792288,9601234661,42.70866456821032,8347805558,81.10812135393196,2964374649,23.976581017640058,0.31996999999999987,28.0668052595107
2024-12-31,17,187792000000,38550000000,22919000000,20004000000,1.9,187337375136,26777830897,12259486640,16119031951,1.48631,454624864,0.24267707587445334,11772169103,43.96237002272977,10659513360,86.94910050491315,3884968049,24.10174544482482,0.4136899999999999,27.833359124274203
2025-03-31,18,155667000000,36482000000,22220000000,17127000000,1.62,155148014892,22176713556,10152992773,14816439001,1.3662,518985108,0.3345096670178284,14305286444,64.50588996370766,12067007227,118.85172674494527,2310560999,15.59457706972677,0.2538,18.57707509881423
2025-06-30,19,167702000000,36600000000,21373000000,18164000000,1.71,162426484699,23217091289,10629300842,14409751501,1.3287,5275515301,3.2479403286824193,13382908711,57.642486495888804,10743699158,101.0762543811722,3754248499,26.05352700731491,0.3813,28.697222849401673
2025-09-30,20,180169000000,45504000000,28708000000,21187000000,1.98,177913214900,25430750161,11642763115,17008430401,1.56832,2255785100,1.2679131796184522,20073249839,78.93298354125575,17065236885,146.57377047390008,4178569599,24.5676379329766,0.41168000000000005,26.249744950010207
